Date,KRE,CL,VIX,AvgVIX,zscore
2020-07-16,32.12538528442383,65.0919418334961,28.0,30.49850015640259,-0.49662279251372404
2020-07-17,31.3145694732666,65.66828918457031,25.68000030517578,30.13550024032593,-0.7618117744706341
2020-07-20,30.75127410888672,64.79503631591797,24.459999084472656,29.602500247955323,-0.7505192737949777
2020-07-21,32.51799392700195,64.65532684326172,24.84000015258789,29.256000232696532,-0.34402971658640163
2020-07-22,32.20220184326172,64.74263000488281,24.31999969482422,28.903500175476076,-0.4262563956435138
2020-07-23,33.03009033203125,64.82123565673828,26.079999923706055,28.515500164031984,-0.25789216013876376
2020-07-24,32.83378601074219,64.89981079101562,25.84000015258789,28.19650011062622,-0.3127375812731937
2020-07-27,32.0400390625,65.18798828125,24.739999771118164,27.697000122070314,-0.5299679363640185
2020-07-28,31.86933708190918,66.11363220214844,25.440000534057617,27.380000114440918,-0.7092719312874075
2020-07-29,32.9703369140625,66.54154205322266,24.100000381469727,27.063500118255615,-0.5350090328994372
2020-07-30,32.381439208984375,67.12664031982422,24.760000228881836,26.870500087738037,-0.7531762046259153
2020-07-31,32.07418441772461,67.41477966308594,24.459999084472656,26.70950002670288,-0.8643737666040411
2020-08-03,31.980295181274414,66.86463165283203,24.280000686645508,26.526500034332276,-0.8003797690754241
2020-08-04,31.809593200683594,67.03927612304688,23.760000228881836,26.243000030517578,-0.8643935273029144
2020-08-05,32.60334014892578,66.52408599853516,22.989999771118164,25.988500022888182,-0.6123131595856198
2020-08-06,32.40703201293945,66.24462127685547,22.649999618530273,25.657999992370605,-0.6121946585293024
2020-08-07,33.840904235839844,66.57645416259766,22.209999084472656,25.403999900817873,-0.35063565264220925
2020-08-10,34.47248840332031,66.93450927734375,22.1299991607666,24.90099992752075,-0.2679542095520882
2020-08-11,35.14674758911133,66.33194732666016,24.030000686645508,24.626499938964844,-0.028502259594714332
2020-08-12,34.91631317138672,67.44969940185547,22.280000686645508,24.352499961853027,-0.2503160700842682
2020-08-13,34.22498321533203,67.22267150878906,22.1299991607666,24.058999919891356,-0.3661333539826667
2020-08-14,34.67732620239258,67.2837905883789,22.049999237060547,23.877499866485596,-0.2769316865789714
2020-08-17,34.05427551269531,67.42350769042969,21.350000381469727,23.72199993133545,-0.434169199253996
2020-08-18,33.02155685424805,67.80775451660156,21.510000228881836,23.555499935150145,-0.7182296148832203
2020-08-19,33.22639846801758,68.06970977783203,22.540000915527344,23.466499996185302,-0.7138003373382867
2020-08-20,32.49238204956055,68.33169555664062,22.719999313354492,23.298499965667723,-0.9139920781221871
2020-08-21,32.244876861572266,68.71589660644531,22.540000915527344,23.133500003814696,-1.0269146928583277
2020-08-24,33.61046600341797,69.10012817382812,22.3700008392334,23.01500005722046,-0.7882814414389306
2020-08-25,33.72141647338867,68.62858581542969,22.030000686645508,22.844500064849854,-0.6917115310248179
2020-08-26,32.927669525146484,68.68098449707031,23.270000457763672,22.803000068664552,-0.8727461277486992
2020-08-27,33.593387603759766,69.03902435302734,24.469999313354492,22.788500022888183,-0.7826231389272614
2020-08-28,33.56779098510742,69.30972290039062,22.959999084472656,22.713500022888184,-0.8297581979138339
2020-08-31,32.98741149902344,69.21366119384766,26.40999984741211,22.819999980926514,-0.9415001167564636
2020-09-01,33.02155685424805,68.19196319580078,26.1200008392334,22.938000011444093,-0.777211694730519
2020-09-02,33.26906204223633,69.39705657958984,26.56999969482422,23.117000007629393,-0.9082707916477164
2020-09-03,33.29466247558594,67.82521057128906,33.599998474121094,23.664499950408935,-0.6613882854714124
2020-09-04,33.994537353515625,67.42350769042969,30.75,24.091499996185302,-0.44718863635295625
2020-09-08,32.620418548583984,66.05250549316406,31.459999084472656,24.557999992370604,-0.5361960333767364
2020-09-09,32.41556930541992,67.73787689208984,28.809999465942383,24.79699993133545,-0.8395722676786446
2020-09-10,31.818138122558594,66.72491455078125,29.709999084472656,25.168499851226805,-0.8142717828280638
2020-09-11,31.98883819580078,67.02182006835938,26.8700008392334,25.405499935150146,-0.8226487857931515
2020-09-14,32.78257751464844,67.37113189697266,25.850000381469727,25.595499992370605,-0.7032847382322754
2020-09-15,32.16805648803711,67.18772888183594,25.59000015258789,25.807499980926515,-0.8090592574508434
2020-09-16,32.509464263916016,67.16154479980469,26.040000915527344,26.03400001525879,-0.7306325911712674
2020-09-17,32.330230712890625,66.98689270019531,26.459999084472656,26.229999923706053,-0.7428832129962686
2020-09-18,32.091251373291016,66.21843719482422,25.829999923706055,26.385499954223633,-0.6769967652085175
2020-09-21,30.580730438232422,65.65955352783203,27.780000686645508,26.64749994277954,-0.9204048543920056
2020-09-22,29.83970069885254,66.42801666259766,26.860000610351562,26.87199993133545,-1.1998773366783646
2020-09-23,29.210683822631836,65.61589813232422,28.579999923706055,27.199499893188477,-1.2122933784845789
2020-09-24,29.305461883544922,66.15731811523438,28.510000228881836,27.461499881744384,-1.2747537745021786
2020-09-25,29.770771026611328,66.32322692871094,26.3799991607666,27.55699987411499,-1.1988131143520342
2020-09-28,30.83062744140625,66.89956665039062,26.190000534057617,27.71849994659424,-1.056303404547282
2020-09-29,30.408403396606445,66.55899047851562,26.270000457763672,27.711499977111817,-1.0960398354751864
2020-09-30,30.744462966918945,67.37113189697266,26.3700008392334,27.723999977111816,-1.147474926196127
2020-10-01,30.951255798339844,67.29251861572266,26.700000762939453,27.73050003051758,-1.0903377649735144
2020-10-02,31.83016014099121,67.58943176269531,27.6299991607666,27.432000064849852,-0.9443686833228829
2020-10-05,33.15713882446289,68.48013305664062,27.959999084472656,27.292500019073486,-0.7919013366240282
2020-10-06,33.09682083129883,67.71168518066406,29.479999542236328,27.19350004196167,-0.6870782991150557
2020-10-07,34.036041259765625,68.22689819335938,28.059999465942383,27.15600004196167,-0.5614762915520859
2020-10-08,34.56167221069336,68.75957489013672,26.360000610351562,26.988500118255615,-0.5286936360581893
2020-10-09,34.173912048339844,69.65901184082031,25.0,26.895000076293947,-0.7512804817930449
2020-10-12,34.63920593261719,70.41002655029297,25.06999969482422,26.85600004196167,-0.7651661119935651
2020-10-13,33.570735931396484,70.08692932128906,26.06999969482422,26.880000019073485,-0.9484297903888796
2020-10-14,33.07097244262695,69.73763275146484,26.399999618530273,26.897999954223632,-1.0037265826749586
2020-10-15,33.872318267822266,69.60662078857422,26.969999313354492,26.923499965667723,-0.8089674975710546
2020-10-16,33.95848846435547,70.13058471679688,27.40999984741211,27.002499961853026,-0.8706241271887075
2020-10-19,33.734458923339844,69.17001342773438,29.18000030517578,27.07249994277954,-0.7719866978276249
2020-10-20,34.50996398925781,69.71144104003906,29.350000381469727,27.196999931335448,-0.6860894514660211
2020-10-21,34.63920593261719,70.03450775146484,28.649999618530273,27.20049991607666,-0.70751806556524
2020-10-22,36.28501510620117,69.62184143066406,28.110000610351562,27.180499935150145,-0.28547680943160864
2020-10-23,36.698612213134766,69.66573333740234,27.549999237060547,27.238999938964845,-0.20207484355034616
2020-10-26,35.966182708740234,69.09497833251953,32.459999084472656,27.552499866485597,-0.27408191160346934
2020-10-27,34.725379943847656,69.2354965209961,33.349998474121094,27.906499767303465,-0.5660763528117042
2020-10-28,34.036041259765625,67.48815155029297,40.279998779296875,28.60199966430664,-0.44806705368926003
2020-10-29,34.93218231201172,67.32129669189453,37.59000015258789,29.146499633789062,-0.22714568521176104
2020-10-30,35.45780944824219,69.2706298828125,38.02000045776367,29.665999698638917,-0.4118429316602332
2020-11-02,36.448726654052734,70.38575744628906,37.130001068115234,30.124499797821045,-0.3670703660057263
2020-11-03,37.456886291503906,72.9760513305664,35.54999923706055,30.427999782562257,-0.5450012050803289
2020-11-04,34.78569412231445,73.63458251953125,29.56999969482422,30.50349979400635,-1.228260321135092
2020-11-05,36.46595764160156,72.88825225830078,27.579999923706055,30.56449975967407,-0.7474873588205436
2020-11-06,35.63874816894531,72.9057846069336,24.860000610351562,30.55749979019165,-0.9304623047098772
2020-11-09,41.136226654052734,71.80821990966797,25.75,30.59149980545044,0.43616106337924915
2020-11-10,41.635986328125,73.1867904663086,24.799999237060547,30.527999782562254,0.33344726614470105
2020-11-11,40.3779411315918,74.5741195678711,23.450000762939453,30.380499839782715,-0.15371012068927323
2020-11-12,39.47318649291992,74.39850616455078,25.350000381469727,30.299499893188475,-0.3239344802447373
2020-11-13,40.645057678222656,74.95169067382812,23.100000381469727,30.083999919891358,-0.15345738923133603
2020-11-16,42.35979461669922,75.45220184326172,22.450000762939453,29.74749994277954,0.14341898395611322
2020-11-17,42.19607162475586,74.94291687011719,22.709999084472656,29.415499877929687,0.18592017337533248
2020-11-18,41.46365737915039,74.29314422607422,23.84000015258789,29.174999904632568,0.1260468822275965
2020-11-19,41.53258514404297,74.9692611694336,23.110000610351562,28.924999904632568,0.03727452464957536
2020-11-20,41.07590103149414,74.77609252929688,23.700000762939453,28.732499980926512,-0.03260156905117258
2020-11-23,41.8255615234375,74.23167419433594,22.65999984741211,28.242500019073486,0.21435751096468678
2020-11-24,43.88494873046875,74.38094329833984,21.639999389648438,27.657000064849854,0.6402687418466887
2020-11-25,43.21284866333008,74.41607666015625,21.25,26.70550012588501,0.48839657385198554
2020-11-27,42.59244155883789,74.54779815673828,20.84000015258789,25.86800012588501,0.33296265997407726
2020-11-30,41.01558303833008,75.19756317138672,20.56999969482422,24.995500087738037,-0.11044975383382401
2020-12-01,42.06682205200195,75.74195098876953,20.770000457763672,24.17750005722046,0.03508698500188082
2020-12-02,42.807865142822266,75.28535461425781,21.170000076293945,23.458500099182128,0.2666859205241444
2020-12-03,43.04051208496094,74.80243682861328,21.280000686645508,23.044000148773193,0.39152487640938255
2020-12-04,43.86772155761719,74.66194152832031,20.790000915527344,22.704500198364258,0.59337657086201
2020-12-07,43.80739974975586,74.97804260253906,21.299999237060547,22.526500129699706,0.5317034419228243
2020-12-08,43.790164947509766,74.78486633300781,20.68000030517578,22.273000144958495,0.5576028575361626
2020-12-09,43.96250915527344,74.41607666015625,22.270000457763672,22.146500205993654,0.651778870100425
2020-12-10,44.13484191894531,74.27558135986328,22.520000457763672,22.100000190734864,0.7109056088919606
2020-12-11,43.72123718261719,74.35459899902344,23.309999465942383,21.998000144958496,0.6086334303090979
2020-12-14,43.43688201904297,73.92435455322266,24.719999313354492,22.079000091552736,0.6127098718064264
2020-12-15,44.39334487915039,74.41607666015625,22.889999389648438,22.101000022888183,0.7456759483503398
2020-12-16,44.42780685424805,74.67073059082031,22.5,22.09050006866455,0.7140932637354721
2020-12-17,44.23823928833008,75.21514129638672,21.93000030517578,21.995000076293945,0.5892029700255057
2020-12-18,43.583370208740234,75.45220184326172,21.56999969482422,21.91800003051758,0.41008715175961163
2020-12-21,43.813514709472656,74.90778350830078,25.15999984741211,21.99099998474121,0.5438220236252032
2020-12-22,43.47481155395508,74.10877227783203,24.229999542236328,22.069499969482422,0.5926652763120028
2020-12-23,44.90775680541992,74.13510131835938,23.309999465942383,22.15299997329712,0.900921905437792
2020-12-24,44.68196105957031,74.67073059082031,21.530000686645508,22.167000007629394,0.769484068123609
2020-12-28,44.96855545043945,74.99560546875,21.700000762939453,22.210000038146973,0.7820715348972151
2020-12-29,44.27378845214844,74.66194152832031,23.079999923706055,22.335500049591065,0.6818754878677645
2020-12-30,44.83828353881836,74.39850616455078,22.770000457763672,22.435500049591063,0.8453439923105894
2020-12-31,45.11618423461914,75.08341979980469,22.75,22.514500045776366,0.8007651238411521
