Date,KO,LRCX,VIX,AvgVIX,zscore
2022-01-31,53.774879455566406,56.30033493041992,24.829999923706055,23.18100004196167,-0.6069182503211704
2022-02-01,53.37824249267578,56.25737762451172,21.959999084472656,23.448999977111818,-0.7900818797347489
2022-02-02,53.92470932006836,58.38563919067383,22.09000015258789,23.707999992370606,-0.5286810466369121
2022-02-03,54.3037223815918,56.18962478637695,24.350000381469727,23.939000034332274,-0.36343753087287617
2022-02-04,53.73080062866211,55.26483917236328,23.219999313354492,24.119499969482423,-0.6317803083163243
2022-02-07,54.29491424560547,54.52997589111328,22.860000610351562,24.324499988555907,-0.37475768734065296
2022-02-08,54.64748001098633,54.99952697753906,21.440000534057617,24.426500034332275,-0.2100596192061753
2022-02-09,53.80132293701172,57.97239685058594,19.959999084472656,24.503999996185303,-0.5874083144214021
2022-02-10,54.10100173950195,56.77274703979492,23.90999984741211,24.818499946594237,-0.45440652825044126
2022-02-11,53.14026641845703,53.44390106201172,27.360000610351562,25.171000003814697,-0.9121664516349794
2022-02-14,53.4840087890625,53.277835845947266,28.329999923706055,25.62799997329712,-0.7543180031734263
2022-02-15,53.68674087524414,56.67253875732422,25.700000762939453,25.773499965667725,-0.6459507113859706
2022-02-16,53.67793273925781,56.44826126098633,24.290000915527344,25.795499992370605,-0.650994715609667
2022-02-17,54.75324249267578,55.41181564331055,28.110000610351562,25.92150001525879,-0.15946674555031518
2022-02-18,55.12343978881836,54.39826965332031,27.75,25.866499996185304,0.006880233892448591
2022-02-22,54.89427947998047,53.41813278198242,28.809999465942383,25.811999988555907,-0.10312120007036803
2022-02-23,54.28609085083008,51.76420593261719,31.020000457763672,25.805000019073486,-0.39092139022463707
2022-02-24,53.334171295166016,53.71971130371094,30.31999969482422,25.723000049591064,-0.8215086493121593
2022-02-25,55.39667510986328,54.70462417602539,27.59000015258789,25.57800006866455,0.1342681584930222
2022-02-28,54.8590202331543,53.57369613647461,30.149999618530273,25.70250005722046,-0.1187067280536268
2022-03-01,54.62103271484375,51.59050369262695,33.31999969482422,26.127000045776366,-0.2371661673317978
2022-03-02,55.02648162841797,52.87413787841797,30.739999771118164,26.566000080108644,-0.04451257411418027
2022-03-03,55.06174087524414,51.871097564697266,30.479999542236328,26.985500049591064,-0.03263263370459224
2022-03-04,55.149871826171875,50.178993225097656,31.979999542236328,27.367000007629393,0.0006250512486728581
2022-03-07,53.836570739746094,46.6831169128418,36.45000076293945,28.028500080108643,-0.6205101702209558
2022-03-08,51.70356369018555,46.799560546875,35.130001068115234,28.642000102996825,-1.603995720112262
2022-03-09,51.967994689941406,49.370628356933594,32.45000076293945,29.192500114440918,-1.4707669436941242
2022-03-10,51.01607131958008,47.43899154663086,30.229999542236328,29.706000137329102,-1.9183524668501464
2022-03-11,51.05131149291992,46.13340759277344,30.75,30.048000144958497,-1.9078041955123168
2022-03-14,51.992767333984375,44.76006317138672,31.770000457763672,30.268500137329102,-1.4794985420440998
2022-03-15,52.95197296142578,46.40875244140625,29.829999923706055,30.3435001373291,-1.0297907684013705
2022-03-16,52.80986785888672,49.25905227661133,26.670000076293945,30.392000102996825,-1.0828835025123906
2022-03-17,53.369407653808594,50.391693115234375,25.670000076293945,30.461000061035158,-0.8198052184944208
2022-03-18,53.37828826904297,52.14570617675781,23.8700008392334,30.249000072479248,-0.8080390193274076
2022-03-21,53.80460739135742,51.40082550048828,23.530000686645508,30.038000106811523,-0.6146272898944807
2022-03-22,54.000003814697266,52.34868621826172,22.940000534057617,29.744500160217285,-0.520342873755927
2022-03-23,53.644737243652344,50.838809967041016,23.56999969482422,29.37200012207031,-0.6908356874680306
2022-03-24,54.15985870361328,53.254425048828125,21.670000076293945,28.9395001411438,-0.44263858742341816
2022-03-25,54.64835739135742,53.120384216308594,20.809999465942383,28.600500106811523,-0.2178714074673806
2022-03-28,54.9947395324707,53.35877990722656,19.6299991607666,28.07450008392334,-0.05703668244150969
2022-03-29,55.20790481567383,54.47132873535156,18.899999618530273,27.353500080108642,0.04616492757192933
2022-03-30,55.25230407714844,52.521018981933594,19.329999923706055,26.78300008773804,0.058119392358993396
2022-03-31,55.065792083740234,51.47263717651367,20.559999465942383,26.28700008392334,-0.032506003507327075
2022-04-01,55.83848190307617,50.30839538574219,19.6299991607666,25.669500064849853,0.31885913416825284
2022-04-04,55.545406341552734,51.27539825439453,18.56999969482422,24.77550001144409,0.18788629512306146
2022-04-05,55.48322296142578,48.22023010253906,21.030000686645508,24.070499992370607,0.14584127494699867
2022-04-06,56.042762756347656,47.696510314941406,22.100000381469727,23.55299997329712,0.4016771327406263
2022-04-07,56.34474182128906,48.19150924682617,21.549999237060547,23.11899995803833,0.5431499123180651
2022-04-08,56.69112777709961,47.07130813598633,21.15999984741211,22.639499950408936,0.6980459413227948
2022-04-11,56.67335510253906,45.550899505615234,24.3700008392334,22.26949996948242,0.6831991083726684
2022-04-12,57.339473724365234,44.71219253540039,24.260000228881836,21.99099998474121,0.9868244256357079
2022-04-13,57.49047088623047,45.24931335449219,21.81999969482422,21.748499965667726,1.058830702512778
2022-04-14,57.74803161621094,43.674339294433594,22.700000762939453,21.6,1.1707615578167276
2022-04-18,57.2328987121582,45.05207061767578,22.170000076293945,21.51499996185303,0.9391455612543367
2022-04-19,57.79243850708008,45.87929916381836,21.3700008392334,21.40699996948242,1.2008884319804884
2022-04-20,58.58290100097656,46.09568786621094,20.31999969482422,21.27599992752075,1.5664892235969434
2022-04-21,58.8049430847168,44.952510833740234,22.68000030517578,21.23149995803833,1.6639227152456795
2022-04-22,57.952301025390625,44.3416633605957,28.209999084472656,21.558499908447267,1.2679125979612464
2022-04-25,58.56513977050781,45.61408996582031,27.020000457763672,21.86899995803833,1.5561898632734148
2022-04-26,57.77467346191406,43.775821685791016,33.52000045776367,22.563500022888185,1.1834956538078067
2022-04-27,58.22763442993164,43.73369598388672,31.600000381469727,23.198500061035155,1.3922705397481172
2022-04-28,58.78718948364258,46.386741638183594,29.989999771118164,23.73150005340576,1.6620038232351548
2022-04-29,57.383888244628906,44.593467712402344,33.400001525878906,24.37350015640259,1.0067945229495516
2022-05-02,56.34474182128906,45.891746520996094,32.34000015258789,25.00900020599365,0.5330942145360361
2022-05-03,56.02500534057617,46.47290802001953,29.25,25.54300022125244,0.3881351227454867
2022-05-04,57.75690460205078,48.43852233886719,25.420000076293945,25.762500190734862,1.1956861863675556
2022-05-05,57.29507064819336,46.08324432373047,31.200000762939453,26.21750020980835,0.9723353993193408
2022-05-06,57.49934387207031,45.787391662597656,30.190000534057617,26.6495002746582,1.0652767151844957
2022-05-09,57.383888244628906,42.81167984008789,34.75,27.3290002822876,0.9990036668953876
2022-05-10,56.850990295410156,43.957740783691406,32.9900016784668,27.76000032424927,0.7581793567036543
2022-05-11,57.117435455322266,42.816471099853516,32.560001373291016,28.175000381469726,0.8761051296973309
2022-05-12,57.29507064819336,44.083152770996094,31.770000457763672,28.6725004196167,0.9635900118214096
2022-05-13,58.3697395324707,47.098121643066406,28.8700008392334,28.981000423431396,1.4725371212599547
2022-05-16,58.58290100097656,46.19334411621094,27.469999313354492,29.246000385284425,1.5669162249242963
2022-05-17,58.423030853271484,49.04648971557617,26.100000381469727,29.48250036239624,1.5056405975199367
2022-05-18,54.35527038574219,45.71558380126953,30.959999084472656,30.01450033187866,-0.38545518209113766
2022-05-19,53.28947830200195,45.2033576965332,29.350000381469727,30.34800033569336,-0.879364036310591
2022-05-20,54.15985870361328,45.393882751464844,29.43000030517578,30.409000396728516,-0.47700875824901773
2022-05-23,55.829612731933594,46.27281188964844,28.479999542236328,30.48200035095215,0.2971220622625305
2022-05-24,56.859867095947266,45.092288970947266,29.450000762939453,30.278500366210938,0.7672351898886197
2022-05-25,56.90427780151367,46.68259048461914,28.3700008392334,30.117000389099122,0.7946762341194875
2022-05-26,57.10856246948242,48.753517150878906,27.5,29.992500400543214,0.8979715567939225
2022-05-27,57.4460563659668,50.8416862487793,25.719999313354492,29.608500289916993,1.062794096316022
2022-05-31,56.29146194458008,49.78946304321289,26.190000534057617,29.301000308990478,0.5255579850716947
2022-06-01,56.01611328125,48.42607879638672,25.690000534057617,29.12300033569336,0.3925732817880052
2022-06-02,56.6023063659668,50.1025505065918,24.719999313354492,29.088000297546387,0.6703251070586714
2022-06-03,55.92729568481445,49.2102165222168,24.790000915527344,28.76750030517578,0.3550287566526205
2022-06-06,55.83848190307617,49.42851257324219,25.06999969482422,28.51150026321411,0.3150118522088033
2022-06-07,56.175987243652344,50.11595916748047,24.020000457763672,27.975000286102294,0.47371502092569745
2022-06-08,55.85625457763672,49.03308868408203,23.959999084472656,27.523500156402587,0.32148171974375706
2022-06-09,54.888160705566406,47.244606018066406,26.09000015258789,27.200000095367432,-0.1329376074998114
2022-06-10,54.541778564453125,45.421653747558594,27.75,26.999000072479248,-0.3007007960162447
2022-06-13,54.47960662841797,42.80498504638672,34.02000045776367,27.256500053405762,-0.34082320078769823
2022-06-14,52.98566818237305,43.20749282836914,32.689998626708984,27.517500019073488,-1.0282440411945402
2022-06-15,53.379276275634766,43.57927703857422,29.6200008392334,27.69350004196167,-0.8450398905455262
2022-06-16,52.84253692626953,40.18430709838867,32.95000076293945,27.79300012588501,-1.1074919364861677
2022-06-17,53.164581298828125,40.29573440551758,31.1299991607666,27.882000064849855,-0.9584398323629064
2022-06-21,54.30069351196289,41.600318908691406,30.190000534057617,27.920000076293945,-0.42862644963266006
2022-06-22,54.703250885009766,40.88847732543945,28.950000762939453,27.943500137329103,-0.24603198132855394
