Date,KBE,KDP,VIX,AvgVIX,zscore
2020-01-30,37.8828010559082,24.535131454467773,15.489999771118164,13.696000051498412,2.384883067369754
2020-01-31,37.1184196472168,24.423847198486328,18.84000015258789,14.014500045776368,2.2261915427274586
2020-02-03,37.53000259399414,24.552255630493164,17.969999313354492,14.211999988555908,2.286602275553049
2020-02-04,38.075992584228516,24.54369354248047,16.049999237060547,14.32199993133545,2.4321432652737336
2020-02-05,38.94956588745117,24.56081771850586,15.149999618530273,14.389999914169312,2.653737804282446
2020-02-06,38.57156753540039,24.449522018432617,14.960000038146973,14.465499925613404,2.595831002755365
2020-02-07,38.260772705078125,24.45808219909668,15.470000267028809,14.611999940872192,2.5116368140975673
2020-02-10,38.243980407714844,24.57793617248535,15.039999961853027,14.735999917984008,2.463441441098156
2020-02-11,38.56317138671875,24.54369354248047,15.180000305175781,14.878999948501587,2.559214423504714
2020-02-12,38.56317138671875,24.51801300048828,13.739999771118164,14.946499919891357,2.56860254715397
2020-02-13,38.731178283691406,24.466644287109375,14.149999618530273,15.032999897003174,2.63120292980538
2020-02-14,38.48757553100586,24.714908599853516,13.680000305175781,15.100999927520752,2.476905033522659
2020-02-18,37.99198913574219,24.714908599853516,14.829999923706055,15.237499904632568,2.3476409174983712
2020-02-19,38.218780517578125,24.697790145874023,14.380000114440918,15.313999891281128,2.41305311030544
2020-02-20,38.621971130371094,25.083019256591797,15.5600004196167,15.446499919891357,2.3773880505971117
2020-02-21,38.10118865966797,25.254236221313477,17.079999923706055,15.651499938964843,2.178959654195552
2020-02-24,36.91682815551758,24.946046829223633,25.030000686645508,16.174999952316284,1.9827079985098977
2020-02-25,35.42167663574219,24.75771141052246,27.850000381469727,16.655999994277956,1.6615770963537815
2020-02-26,34.86729049682617,24.59505844116211,27.559999465942383,17.219999933242796,1.576437808460414
2020-02-27,33.48133850097656,24.175582885742188,39.15999984741211,18.35849995613098,1.3682881789303127
2020-02-28,32.5489616394043,23.86739158630371,40.11000061035156,19.589499998092652,1.23776227496469
2020-03-02,33.99372482299805,24.192697525024414,33.41999816894531,20.318499898910524,1.4956775733099223
2020-03-03,32.67496109008789,23.58488655090332,36.81999969482422,21.26099991798401,1.3739031250680735
2020-03-04,33.34694290161133,23.773229598999023,31.989999771118164,22.05799994468689,1.4803233573308352
2020-03-05,31.742582321166992,23.114044189453125,39.619998931884766,23.281499910354615,1.3028376291566501
2020-03-06,30.47422218322754,22.79730224609375,41.939998626708984,24.630499839782715,1.0878028807822848
2020-03-09,25.988771438598633,20.93105125427246,54.459999084472656,26.57999978065491,0.6001116619405699
2020-03-10,27.685516357421875,21.615907669067383,47.29999923706055,28.192999744415282,0.7923094188336934
2020-03-11,25.795578002929688,20.982412338256836,53.900001525878906,30.12899980545044,0.5309446474173964
2020-03-12,23.510854721069336,19.681188583374023,75.47000122070312,33.21549987792969,0.4107116370813679
2020-03-13,26.23236656188965,20.092098236083984,57.83000183105469,35.39949998855591,0.9703476604197343
2020-03-16,22.847274780273438,16.779090881347656,82.69000244140625,38.850000095367434,1.2985594490634986
2020-03-17,24.132434844970703,17.395462036132812,75.91000366210938,41.9040002822876,1.408439656511836
2020-03-18,21.45291519165039,17.044471740722656,76.44999694824219,45.007500123977664,0.8378515576886199
2020-03-19,22.83887481689453,20.81976318359375,72.0,47.829500102996825,-0.18079392486852106
2020-03-20,21.32692527770996,20.143463134765625,66.04000091552734,50.27750015258789,-0.3279193648532925
2020-03-23,19.553340911865234,19.843835830688477,61.59000015258789,52.10550012588501,-0.6809887285674577
