Date,LRCX,XLF,VIX,AvgVIX,zscore
2020-01-30,28.930837631225586,27.21605682373047,15.489999771118164,13.696000051498412,-2.7014683900308634
2020-01-31,27.745498657226562,26.64682388305664,18.84000015258789,14.014500045776368,-2.6930079479997024
2020-02-03,28.69729995727539,26.833606719970703,17.969999313354492,14.211999988555908,-2.586373895864403
2020-02-04,30.275264739990234,27.091537475585938,16.049999237060547,14.32199993133545,-2.3878798715522906
2020-02-05,30.295724868774414,27.634077072143555,15.149999618530273,14.389999914169312,-2.611572902204953
2020-02-06,30.100351333618164,27.598499298095703,14.960000038146973,14.465499925613404,-2.634620663509896
2020-02-07,29.34486198425293,27.50066566467285,15.470000267028809,14.611999940872192,-2.740421213816523
2020-02-10,29.75703239440918,27.580713272094727,15.039999961853027,14.735999917984008,-2.6938927756723308
2020-02-11,30.30038833618164,27.67854881286621,15.180000305175781,14.878999948501587,-2.6293284238099854
2020-02-12,31.13309669494629,27.696334838867188,13.739999771118164,14.946499919891357,-2.4749267054948136
2020-02-13,31.780654907226562,27.687442779541016,14.149999618530273,15.032999897003174,-2.3453201288905605
2020-02-14,31.568517684936523,27.723020553588867,13.680000305175781,15.100999927520752,-2.401486049593835
2020-02-18,30.269676208496094,27.48287582397461,14.829999923706055,15.237499904632568,-2.553186583131231
2020-02-19,31.06144905090332,27.687442779541016,14.380000114440918,15.313999891281128,-2.4851224358486674
2020-02-20,30.56275177001953,27.634077072143555,15.5600004196167,15.446499919891357,-2.5596670723431285
2020-02-21,29.475116729736328,27.36725425720215,17.079999923706055,15.651499938964843,-2.6591172617348544
2020-02-24,27.954835891723633,26.477842330932617,25.030000686645508,16.174999952316284,-2.581405024291009
2020-02-25,27.188188552856445,25.579532623291016,27.850000381469727,16.655999994277956,-2.353464441617906
2020-02-26,27.5957088470459,25.39275360107422,27.559999465942383,17.219999933242796,-2.1958693557350184
2020-02-27,26.581567764282227,24.30767059326172,39.15999984741211,18.35849995613098,-1.9376605154536914
2020-02-28,27.300765991210938,23.64950942993164,40.11000061035156,19.589499998092652,-1.5216703462229892
2020-03-02,27.9427490234375,24.85910415649414,33.41999816894531,20.318499898910524,-1.9044706901139987
2020-03-03,27.117481231689453,23.92522430419922,36.81999969482422,21.26099991798401,-1.6729984219566594
2020-03-04,28.492612838745117,24.716800689697266,31.989999771118164,22.05799994468689,-1.7378698895876803
2020-03-05,27.831098556518555,23.524991989135742,39.619998931884766,23.281499910354615,-1.3663298034886908
2020-03-06,27.391952514648438,22.724515914916992,41.939998626708984,24.630499839782715,-1.1157828165876102
2020-03-09,24.897546768188477,20.287521362304688,54.459999084472656,26.57999978065491,-0.5780008715269996
2020-03-10,26.755552291870117,21.479331970214844,47.29999923706055,28.192999744415282,-0.7169626788332629
2020-03-11,25.737693786621094,20.314207077026367,53.900001525878906,30.12899980545044,-0.4258878411385582
2020-03-12,22.129594802856445,18.117351531982422,75.47000122070312,33.21549987792969,-0.2053617658914378
2020-03-13,24.35604476928711,20.500978469848633,57.83000183105469,35.39949998855591,-0.772835028336139
2020-03-16,19.867795944213867,17.6904296875,82.69000244140625,38.850000095367434,-0.46586731966146294
2020-03-17,21.334104537963867,18.651002883911133,75.91000366210938,41.9040002822876,-0.583932875988642
2020-03-18,18.062814712524414,17.067846298217773,76.44999694824219,45.007500123977664,-0.5554677185857091
2020-03-19,18.143754959106445,17.4414005279541,72.0,47.829500102996825,-0.6964917070326809
2020-03-20,17.481319427490234,16.818805694580078,66.04000091552734,50.27750015258789,-0.5639943891952955
2020-03-23,17.942790985107422,15.840230941772461,61.59000015258789,52.10550012588501,-0.0636445564533072
2020-03-24,21.587507247924805,17.804561614990234,61.66999816894531,53.796500015258786,-0.17947656782345958
2020-03-25,21.859882354736328,18.288917541503906,63.95000076293945,55.61600008010864,-0.32978521774447
2020-03-26,24.36737823486328,19.437026977539062,61.0,56.708000087738036,-0.3241576483418253
2020-03-27,22.57777976989746,18.845033645629883,65.54000091552734,57.97950010299682,-0.4236046257134196
2020-03-30,23.895647048950195,19.203813552856445,57.08000183105469,59.16250028610229,-0.3179895880111251
2020-03-31,22.463594436645508,18.674606323242188,53.540000915527344,59.99850034713745,-0.37428270093701305
2020-04-01,20.903308868408203,17.53547477722168,57.060001373291016,61.252000427246095,-0.19955494581984945
2020-04-02,20.644973754882812,17.974990844726562,50.90999984741211,61.81650047302246,-0.4342088129864121
2020-04-03,20.418468475341797,17.61619758605957,46.79999923706055,62.059500503540036,-0.32767463991457013
2020-04-06,23.469772338867188,18.880908966064453,45.2400016784668,61.598500633239745,-0.265269942236121
2020-04-07,23.98175048828125,19.06926727294922,46.70000076293945,61.568500709533694,-0.24479171999732335
2020-04-08,24.96734619140625,19.903444290161133,43.349998474121094,61.041000556945804,-0.4032596789513164
2020-04-09,24.1745662689209,20.9708194732666,41.66999816894531,59.35100040435791,-1.0052746700466972
2020-04-13,24.221364974975586,20.208402633666992,41.16999816894531,58.51800022125244,-0.6762387629342792
2020-04-14,25.506471633911133,20.298099517822266,37.7599983215332,56.27150001525879,-0.4640744492619873
2020-04-15,24.598567962646484,19.419082641601562,40.84000015258789,54.51799983978272,-0.2716878785428747
2020-04-16,25.33799171447754,19.0782413482666,40.11000061035156,52.70100002288818,0.015074381907077496
2020-04-17,26.11579132080078,20.08283233642578,38.150001525878906,51.00850009918213,-0.25529802500287135
2020-04-20,24.965471267700195,19.733013153076172,43.83000183105469,49.898000144958495,-0.3321047761611302
2020-04-21,22.80335807800293,19.09617805480957,45.40999984741211,49.089000129699706,-0.4851454541007399
2020-04-22,25.438148498535156,19.30247688293457,41.97999954223633,48.104500198364256,-0.05955443550745823
2020-04-23,24.706207275390625,19.22175407409668,41.380001068115234,46.976000213623045,-0.16795795033117078
2020-04-24,24.959856033325195,19.499807357788086,35.93000030517578,45.722500228881835,-0.23533430740316877
2020-04-27,24.748321533203125,20.163555145263672,33.290000915527344,44.11000022888184,-0.5549869915939597
2020-04-28,24.508712768554688,20.378822326660156,33.56999969482422,42.93450012207031,-0.6918974273012521
2020-04-29,26.206584930419922,20.9708194732666,31.229999542236328,41.81900005340576,-0.6102822013927577
2020-04-30,23.893770217895508,20.441614151000977,34.150001525878906,40.673500061035156,-0.8377824145649547
2020-05-01,21.997468948364258,19.786834716796875,37.189998626708984,39.9875,-0.9316233130366016
2020-05-04,21.95067024230957,19.607440948486328,35.970001220703125,39.44600009918213,-0.8654398275527047
2020-05-05,22.726604461669922,19.54465675354004,33.61000061035156,38.86450004577637,-0.6882637935177944
2020-05-06,22.890399932861328,19.12308692932129,34.119998931884766,38.235499954223634,-0.4795178691369767
2020-05-07,23.17774200439453,19.571565628051758,31.440000534057617,37.64000005722046,-0.611861733249541
2020-05-08,24.84099006652832,19.99313735961914,27.979999542236328,36.95550012588501,-0.46545993048549855
2020-05-11,24.544281005859375,19.607440948486328,27.56999969482422,36.275500202178954,-0.36128268685684967
2020-05-12,23.959291458129883,19.09617805480957,33.040000915527344,36.03950033187866,-0.2604501852693925
2020-05-13,23.23015785217285,18.531099319458008,35.279998779296875,35.76150026321411,-0.16505385663989142
2020-05-14,25.17793846130371,19.006484985351562,32.61000061035156,35.38650026321411,0.01407423369541634
2020-05-15,23.571788787841797,18.880908966064453,31.889999389648438,35.07350015640259,-0.24543954904767293
2020-05-18,24.098752975463867,19.849620819091797,29.299999237060547,34.34700002670288,-0.5495141726095897
2020-05-19,24.490924835205078,19.365270614624023,30.530000686645508,33.60300006866455,-0.27003044542601445
2020-05-20,25.38105010986328,19.795804977416992,27.989999771118164,32.90350008010864,-0.27767261247343084
2020-05-21,24.401079177856445,19.733013153076172,29.530000686645508,32.31100006103516,-0.4418137217924083
