Date,CVX,XOM,VIX,AvgVIX,zscore
2020-01-30,84.41715240478516,48.712589263916016,15.489999771118164,13.696000051498412,-0.40472922743648965
2020-01-31,81.18898010253906,46.70513153076172,18.84000015258789,14.014500045776368,-0.5330773134582498
2020-02-03,80.53730773925781,45.660057067871094,17.969999313354492,14.211999988555908,-0.4867658625040526
2020-02-04,80.96923065185547,45.088645935058594,16.049999237060547,14.32199993133545,-0.37477691408404284
2020-02-05,83.56842041015625,47.16376876831055,15.149999618530273,14.389999914169312,-0.3232239831448356
2020-02-06,82.96977233886719,46.52470016479492,14.960000038146973,14.465499925613404,-0.31691068650116433
2020-02-07,82.55300903320312,46.21642303466797,15.470000267028809,14.611999940872192,-0.3279372923133691
2020-02-10,83.1971206665039,45.72833251953125,15.039999961853027,14.735999917984008,-0.202022816031324
2020-02-11,84.27316284179688,46.16304016113281,15.180000305175781,14.878999948501587,-0.13277863634696496
2020-02-12,84.9021224975586,46.72740173339844,13.739999771118164,14.946499919891357,-0.127326520437707
2020-02-13,84.61418151855469,46.468101501464844,14.149999618530273,15.032999897003174,-0.12971726049935958
2020-02-14,84.39187622070312,46.25456237792969,13.680000305175781,15.100999927520752,-0.1300565990991154
2020-02-18,84.5145263671875,45.66731643676758,14.829999923706055,15.237499904632568,-0.05028520379093177
2020-02-19,84.8978271484375,46.01814651489258,14.380000114440918,15.313999891281128,-0.04774104205045373
2020-02-20,84.18486022949219,45.65208053588867,15.5600004196167,15.446499919891357,-0.08481263528479391
2020-02-21,83.571533203125,45.09535217285156,17.079999923706055,15.651499938964843,-0.08940752909467428
2020-02-24,80.27497863769531,42.98281478881836,25.030000686645508,16.174999952316284,-0.21341337811015829
2020-02-25,77.20842742919922,41.33549118041992,27.850000381469727,16.655999994277956,-0.3646414577029439
2020-02-26,75.16150665283203,40.42793273925781,27.559999465942383,17.219999933242796,-0.4872615132613607
2020-02-27,72.16392517089844,37.995094299316406,39.15999984741211,18.35849995613098,-0.5422406639497354
2020-02-28,71.55825805664062,39.23057556152344,40.11000061035156,19.589499998092652,-0.7482904541818843
2020-03-02,74.04986572265625,41.09143829345703,33.41999816894531,20.318499898910524,-0.6843815237409858
2020-03-03,72.3632583618164,39.123817443847656,36.81999969482422,21.26099991798401,-0.6477292743566225
2020-03-04,75.53714752197266,39.97797393798828,31.989999771118164,22.05799994468689,-0.39516987484476573
2020-03-05,74.50984191894531,38.21625900268555,39.619998931884766,23.281499910354615,-0.30926838547474056
2020-03-06,73.07623291015625,36.37064743041992,41.939998626708984,24.630499839782715,-0.25857055301029663
2020-03-09,61.84493637084961,31.92442512512207,54.459999084472656,26.57999978065491,-0.9915944375417973
2020-03-10,65.149169921875,33.10651397705078,47.29999923706055,28.192999744415282,-0.7617191429107386
2020-03-11,63.654212951660156,32.015933990478516,53.900001525878906,30.12899980545044,-0.8029913958595472
2020-03-12,58.46405029296875,28.355226516723633,75.47000122070312,33.21549987792969,-0.9604508241696915
2020-03-13,63.95320510864258,29.07211685180664,57.83000183105469,35.39949998855591,-0.4378310974692079
2020-03-16,53.43489074707031,26.3037109375,82.69000244140625,38.850000095367434,-1.2818466013247187
2020-03-17,54.19386291503906,28.073055267333984,75.91000366210938,41.9040002822876,-1.398112855054899
2020-03-18,42.203590393066406,25.25888442993164,76.44999694824219,45.007500123977664,-2.3988062111121553
2020-03-19,43.99753189086914,26.25794792175293,72.0,47.829500102996825,-2.314330244202173
2020-03-20,45.53081512451172,24.969072341918945,66.04000091552734,50.27750015258789,-2.00026099715033
2020-03-23,41.5672721862793,23.985261917114258,61.59000015258789,52.10550012588501,-2.3250090055597266
2020-03-24,51.019981384277344,27.028223037719727,61.66999816894531,53.796500015258786,-1.629148737615082
2020-03-25,53.105224609375,28.439115524291992,63.95000076293945,55.61600008010864,-1.5591293198996554
2020-03-26,58.55604934692383,29.605972290039062,61.0,56.708000087738036,-1.0915143576350124
2020-03-27,52.72957229614258,28.179819107055664,65.54000091552734,57.97950010299682,-1.5711644593171852
2020-03-30,55.159828186035156,28.599275588989258,57.08000183105469,59.16250028610229,-1.3513013338848698
2020-03-31,55.55080795288086,28.957727432250977,53.540000915527344,59.99850034713745,-1.3487731711740245
2020-04-01,52.560909271240234,28.622154235839844,57.060001373291016,61.252000427246095,-1.6396381017122394
2020-04-02,58.356719970703125,30.81095314025879,50.90999984741211,61.81650047302246,-1.2494440565230593
2020-04-03,57.58240509033203,29.90340232849121,46.79999923706055,62.059500503540036,-1.232140394249112
2020-04-06,61.63027572631836,30.864337921142578,45.2400016784668,61.598500633239745,-0.8955384368429097
2020-04-07,62.036582946777344,31.45157241821289,46.70000076293945,61.568500709533694,-0.9171490291738221
2020-04-08,65.91580200195312,33.44208908081055,43.349998474121094,61.041000556945804,-0.7153053171531174
2020-04-09,64.63550567626953,32.89298629760742,41.66999816894531,59.35100040435791,-0.7940950469038588
2020-04-13,65.09550476074219,32.61079788208008,41.16999816894531,58.51800022125244,-0.7116653374393542
2020-04-14,64.86550903320312,32.359127044677734,37.7599983215332,56.27150001525879,-0.7085461001251627
2020-04-15,63.24020767211914,30.871965408325195,40.84000015258789,54.51799983978272,-0.7193854037531053
2020-04-16,61.32363510131836,29.857650756835938,40.11000061035156,52.70100002288818,-0.8156233205346093
2020-04-17,66.82810974121094,32.96162033081055,38.150001525878906,51.00850009918213,-0.5607626630151336
2020-04-20,64.06817626953125,31.405813217163086,43.83000183105469,49.898000144958495,-0.6886077448787484
2020-04-21,62.58858108520508,31.238035202026367,45.40999984741211,49.089000129699706,-0.8323529706316207
2020-04-22,64.73516845703125,32.13033676147461,41.97999954223633,48.104500198364256,-0.6970523177883378
2020-04-23,66.54444885253906,33.137027740478516,41.380001068115234,46.976000213623045,-0.6117507790579042
2020-04-24,66.70545959472656,33.35056686401367,35.93000030517578,45.722500228881835,-0.6181508520259129
2020-04-27,68.7753677368164,33.510711669921875,33.290000915527344,44.11000022888184,-0.4086383879242246
2020-04-28,68.92870330810547,34.2962532043457,33.56999969482422,42.93450012207031,-0.48044759080083405
2020-04-29,72.53959655761719,36.19523620605469,31.229999542236328,41.81900005340576,-0.2977746940756424
2020-04-30,70.5309829711914,35.44022750854492,34.150001525878906,40.673500061035156,-0.43340200300074333
2020-05-01,68.56838989257812,32.900604248046875,37.189998626708984,39.9875,-0.36252948630293563
2020-05-04,70.10166931152344,34.22761535644531,35.970001220703125,39.44600009918213,-0.34373098750416886
2020-05-05,71.21328735351562,34.18947219848633,33.61000061035156,38.86450004577637,-0.21720178063233422
2020-05-06,69.03601837158203,33.548858642578125,34.119998931884766,38.235499954223634,-0.38428540140407125
2020-05-07,71.02163696289062,33.73952102661133,31.440000534057617,37.64000005722046,-0.18748537313499747
2020-05-08,73.19123077392578,35.219051361083984,27.979999542236328,36.95550012588501,-0.11593905772594154
2020-05-11,71.58128356933594,34.88349533081055,27.56999969482422,36.275500202178954,-0.2550785686123159
