Date,KLAC,MS,VIX,AvgVIX,zscore
2022-01-31,372.63623046875,89.15283966064453,24.829999923706055,23.18100004196167,-1.380070035580428
2022-02-01,371.44921875,90.37875366210938,21.959999084472656,23.448999977111818,-1.485262507546071
2022-02-02,378.56170654296875,90.35267639160156,22.09000015258789,23.707999992370606,-1.4137857672085992
2022-02-03,357.7123718261719,88.93547821044922,24.350000381469727,23.939000034332274,-1.509274320883208
2022-02-04,361.2543029785156,90.51786804199219,23.219999313354492,24.119499969482423,-1.595483319200508
2022-02-07,359.5503845214844,91.44818878173828,22.860000610351562,24.324499988555907,-1.6831578256304398
2022-02-08,368.75927734375,92.46540832519531,21.440000534057617,24.426500034332275,-1.670853626709626
2022-02-09,383.03216552734375,94.53470611572266,19.959999084472656,24.503999996185303,-1.6894003941610212
2022-02-10,373.05743408203125,93.52615356445312,23.90999984741211,24.818499946594237,-1.7098481971481594
2022-02-11,354.407470703125,90.91781616210938,27.360000610351562,25.171000003814697,-1.6929089619806317
2022-02-14,350.50079345703125,89.17892456054688,28.329999923706055,25.62799997329712,-1.598314794164913
2022-02-15,371.94403076171875,89.9266357421875,25.700000762939453,25.773499965667725,-1.44591018456315
2022-02-16,370.1682434082031,87.94432067871094,24.290000915527344,25.795499992370605,-1.3119133250222001
2022-02-17,351.3550720214844,83.59708404541016,28.110000610351562,25.92150001525879,-1.1638073340849149
2022-02-18,343.916259765625,82.9623794555664,27.75,25.866499996185304,-1.1880228402824915
2022-02-22,341.458984375,82.37986755371094,28.809999465942383,25.811999988555907,-1.167555778609683
2022-02-23,329.9790954589844,81.3365249633789,31.020000457763672,25.805000019073486,-1.2000521461649825
2022-02-24,343.522705078125,79.82368469238281,30.31999969482422,25.723000049591064,-0.9522350829107414
2022-02-25,343.2922668457031,82.20598602294922,27.59000015258789,25.57800006866455,-1.136369954317627
2022-02-28,334.5096130371094,78.89339447021484,30.149999618530273,25.70250005722046,-0.969263263659113
2022-03-01,323.269775390625,76.1894302368164,33.31999969482422,26.127000045776366,-0.872629540090072
2022-03-02,332.17718505859375,76.84151458740234,30.739999771118164,26.566000080108644,-0.835393407216567
2022-03-03,328.779296875,76.3198471069336,30.479999542236328,26.985500049591064,-0.8287610491344848
2022-03-04,318.76800537109375,75.08523559570312,31.979999542236328,27.367000007629393,-0.8323069109590414
2022-03-07,301.52899169921875,72.55516052246094,36.45000076293945,28.028500080108643,-0.8075584946164664
2022-03-08,308.9007568359375,72.43343353271484,35.130001068115234,28.642000102996825,-0.7262460808257021
2022-03-09,325.9285583496094,75.98944091796875,32.45000076293945,29.192500114440918,-0.8313856748902793
2022-03-10,315.59088134765625,74.65052032470703,30.229999542236328,29.706000137329102,-0.8301564012193671
2022-03-11,310.2925109863281,74.05927276611328,30.75,30.048000144958497,-0.8367786069108571
2022-03-14,307.1537170410156,73.65934753417969,31.770000457763672,30.268500137329102,-0.8369097744200695
2022-03-15,319.8430480957031,75.05912780761719,29.829999923706055,30.3435001373291,-0.8198109549917406
2022-03-16,336.83245849609375,79.78022766113281,26.670000076293945,30.392000102996825,-1.0142779224165166
2022-03-17,338.4546203613281,81.6060562133789,25.670000076293945,30.461000061035158,-1.1378282243735662
2022-03-18,350.3952941894531,82.44073486328125,23.8700008392334,30.249000072479248,-1.0848991520949367
2022-03-21,341.977294921875,80.5192642211914,23.530000686645508,30.038000106811523,-1.0204390470898717
2022-03-22,346.5367126464844,81.9190673828125,22.940000534057617,29.744500160217285,-1.082767560276667
2022-03-23,334.73040771484375,80.31927490234375,23.56999969482422,29.37200012207031,-1.0759691101362823
2022-03-24,351.2015075683594,80.1019287109375,21.670000076293945,28.9395001411438,-0.8984599807979231
2022-03-25,351.7294921875,80.31927490234375,20.809999465942383,28.600500106811523,-0.9098957245462911
2022-03-28,360.28179931640625,79.35420227050781,19.6299991607666,28.07450008392334,-0.7526623182939148
2022-03-29,368.9012756347656,79.84977722167969,18.899999618530273,27.353500080108642,-0.7062900075804869
2022-03-30,358.8132629394531,78.48477172851562,19.329999923706055,26.78300008773804,-0.7006301001523321
2022-03-31,351.36468505859375,75.98944091796875,20.559999465942383,26.28700008392334,-0.5828861933063185
2022-04-01,345.8071594238281,75.63297271728516,19.6299991607666,25.669500064849853,-0.6099651292006931
2022-04-04,352.31494140625,75.88511657714844,18.56999969482422,24.77550001144409,-0.5656376780023759
2022-04-05,331.6492919921875,74.14622497558594,21.030000686645508,24.070499992370607,-0.6347711068945816
2022-04-06,330.4302673339844,72.27693176269531,22.100000381469727,23.55299997329712,-0.5039639027545901
2022-04-07,338.90570068359375,72.27693176269531,21.549999237060547,23.11899995803833,-0.42116274290530287
2022-04-08,327.51226806640625,73.08550262451172,21.15999984741211,22.639499950408936,-0.5942040890420995
2022-04-11,318.1632995605469,73.05072021484375,24.3700008392334,22.26949996948242,-0.6828837309128591
