Date,CVX,ASML,VIX,AvgVIX,zscore
2020-01-30,84.41715240478516,277.9231872558594,15.489999771118164,13.696000051498412,2.628208795627035
2020-01-31,81.18899536132812,264.97021484375,18.84000015258789,14.014500045776368,2.281500669973814
2020-02-03,80.53730010986328,272.05096435546875,17.969999313354492,14.211999988555908,2.144425683275449
2020-02-04,80.96923065185547,282.5020751953125,16.049999237060547,14.32199993133545,2.1304978391338265
2020-02-05,83.56842803955078,289.1957092285156,15.149999618530273,14.389999914169312,2.435500916838262
2020-02-06,82.96977996826172,292.24505615234375,14.960000038146973,14.465499925613404,2.333488261617214
2020-02-07,82.55301666259766,287.9212341308594,15.470000267028809,14.611999940872192,2.3070728806484304
2020-02-10,83.19711303710938,292.36785888671875,15.039999961853027,14.735999917984008,2.363365589112037
2020-02-11,84.27317810058594,298.3440246582031,15.180000305175781,14.878999948501587,2.467461853939564
2020-02-12,84.90213012695312,299.6940612792969,13.739999771118164,14.946499919891357,2.5431321755296534
2020-02-13,84.61418151855469,299.51470947265625,14.149999618530273,15.032999897003174,2.5054531326226632
2020-02-14,84.39186096191406,298.6177978515625,13.680000305175781,15.100999927520752,2.4816091876588446
2020-02-18,84.5145034790039,291.89581298828125,14.829999923706055,15.237499904632568,2.5446937250070087
2020-02-19,84.8978271484375,299.64691162109375,14.380000114440918,15.313999891281128,2.542876790370763
2020-02-20,84.18485260009766,295.94598388671875,15.5600004196167,15.446499919891357,2.4721150136914676
2020-02-21,83.5715560913086,288.8936462402344,17.079999923706055,15.651499938964843,2.4380136158371375
2020-02-24,80.27498626708984,274.16571044921875,25.030000686645508,16.174999952316284,2.0943391825795863
2020-02-25,77.20842742919922,268.68048095703125,27.850000381469727,16.655999994277956,1.7178055626203785
2020-02-26,75.1614990234375,270.31378173828125,27.559999465942383,17.219999933242796,1.429836594077822
2020-02-27,72.16390991210938,261.7319641113281,39.15999984741211,18.35849995613098,1.0840496798546806
2020-02-28,71.55827331542969,261.24102783203125,40.11000061035156,19.589499998092652,1.00558682335918
2020-03-02,74.04985046386719,271.4183654785156,33.41999816894531,20.318499898910524,1.271940723385222
2020-03-03,72.3632583618164,268.40667724609375,36.81999969482422,21.26099991798401,1.0648134003566878
2020-03-04,75.5371322631836,284.7490539550781,31.989999771118164,22.05799994468689,1.380733973741373
2020-03-05,74.50984191894531,272.13592529296875,39.619998931884766,23.281499910354615,1.329149821926837
2020-03-06,73.07621765136719,272.00372314453125,41.939998626708984,24.630499839782715,1.1362918486193008
2020-03-09,61.84494400024414,249.1565399169922,54.459999084472656,26.57999978065491,-0.22368408894632266
2020-03-10,65.1491470336914,264.1205749511719,47.29999923706055,28.192999744415282,0.11938855496584995
2020-03-11,63.65420150756836,249.37374877929688,53.900001525878906,30.12899980545044,0.019357377777509892
2020-03-12,58.46405029296875,227.2913055419922,75.47000122070312,33.21549987792969,-0.529374681929236
2020-03-13,63.953208923339844,242.58566284179688,57.83000183105469,35.39949998855591,0.10673722383249121
2020-03-16,53.43488693237305,216.53802490234375,82.69000244140625,38.850000095367434,-1.134730987820181
2020-03-17,54.1938591003418,225.01602172851562,75.91000366210938,41.9040002822876,-1.090803462879334
2020-03-18,42.203590393066406,185.9776153564453,76.44999694824219,45.007500123977664,-2.441344019238326
2020-03-19,43.99753189086914,202.06500244140625,72.0,47.829500102996825,-2.310174739599605
2020-03-20,45.53082275390625,204.01931762695312,66.04000091552734,50.27750015258789,-2.116452323447819
2020-03-23,41.56727600097656,220.11611938476562,61.59000015258789,52.10550012588501,-2.763546329282727
2020-03-24,51.019962310791016,245.6634063720703,61.66999816894531,53.796500015258786,-1.662650593651156
2020-03-25,53.10521697998047,247.41943359375,63.95000076293945,55.61600008010864,-1.392951304334364
2020-03-26,58.55604553222656,260.476318359375,61.0,56.708000087738036,-0.7465396521780006
2020-03-27,52.72957992553711,238.49771118164062,65.54000091552734,57.97950010299682,-1.3819961546525896
2020-03-30,55.159812927246094,253.04627990722656,57.08000183105469,59.16250028610229,-1.1541772206601202
2020-03-31,55.550819396972656,247.01348876953125,53.540000915527344,59.99850034713745,-1.059588233414951
2020-04-01,52.560909271240234,235.0895233154297,57.060001373291016,61.252000427246095,-1.3812136993675468
2020-04-02,58.35671615600586,233.45626831054688,50.90999984741211,61.81650047302246,-0.5865361910466065
2020-04-03,57.5824089050293,230.93548583984375,46.79999923706055,62.059500503540036,-0.6737530143035313
2020-04-06,61.63028335571289,255.97288513183594,45.2400016784668,61.598500633239745,-0.29985890977733226
2020-04-07,62.036598205566406,257.35137939453125,46.70000076293945,61.568500709533694,-0.2544777407805206
2020-04-08,65.91580963134766,263.00640869140625,43.349998474121094,61.041000556945804,0.23072146140094318
2020-04-09,64.63550567626953,261.3353576660156,41.66999816894531,59.35100040435791,0.06923362220269814
2020-04-13,65.09550476074219,258.7768859863281,41.16999816894531,58.51800022125244,0.14910984377829328
2020-04-14,64.86551666259766,272.7778625488281,37.7599983215332,56.27150001525879,0.02115454619669151
2020-04-15,63.24021911621094,266.6978759765625,40.84000015258789,54.51799983978272,-0.15645919901217162
2020-04-16,61.32362365722656,276.0538024902344,40.11000061035156,52.70100002288818,-0.4802430355831343
2020-04-17,66.8281021118164,279.1222229003906,38.150001525878906,51.00850009918213,0.24252792372360216
2020-04-20,64.06818389892578,275.27978515625,43.83000183105469,49.898000144958495,-0.10392538525362381
2020-04-21,62.58858871459961,265.3760986328125,45.40999984741211,49.089000129699706,-0.23539031226057877
2020-04-22,64.73517608642578,278.4801940917969,41.97999954223633,48.104500198364256,-0.03591574062018428
2020-04-23,66.54444885253906,273.2215270996094,41.380001068115234,46.976000213623045,0.2450140863681151
2020-04-24,66.70542907714844,276.92034912109375,35.93000030517578,45.722500228881835,0.24118134178526052
2020-04-27,68.7753677368164,276.0284118652344,33.290000915527344,44.11000022888184,0.527131120370616
2020-04-28,68.92870330810547,276.5218200683594,33.56999969482422,42.93450012207031,0.5444426078781741
2020-04-29,72.53959655761719,288.1834716796875,31.229999542236328,41.81900005340576,0.951816770202753
2020-04-30,70.5309829711914,273.6846923828125,34.150001525878906,40.673500061035156,0.7806406093091967
2020-05-01,68.56838989257812,264.7937316894531,37.189998626708984,39.9875,0.5768855297173626
2020-05-04,70.10165405273438,268.7030029296875,35.970001220703125,39.44600009918213,0.7570784552350603
2020-05-05,71.21329498291016,273.6087951660156,33.61000061035156,38.86450004577637,0.873388916171702
2020-05-06,69.03604125976562,276.9771728515625,34.119998931884766,38.235499954223634,0.555800225510295
2020-05-07,71.02164459228516,284.2741394042969,31.440000534057617,37.64000005722046,0.7736939058724961
2020-05-08,73.19122314453125,288.8382568359375,27.979999542236328,36.95550012588501,1.0353621300040647
2020-05-11,71.5812759399414,288.8287658691406,27.56999969482422,36.275500202178954,0.8178228476197581
2020-05-12,69.84100341796875,281.4654541015625,33.040000915527344,36.03950033187866,0.6335477898456148
2020-05-13,68.00104522705078,279.18817138671875,35.279998779296875,35.76150026321411,0.40060989995259705
2020-05-14,69.03604125976562,287.0827941894531,32.61000061035156,35.38650026321411,0.4858818069631855
2020-05-15,68.3537368774414,277.5845642089844,31.889999389648438,35.07350015640259,0.45937566683531356
2020-05-18,71.99427795410156,289.3031921386719,29.299999237060547,34.34700002670288,0.8703629062980562
2020-05-19,69.71504211425781,290.5935974121094,30.530000686645508,33.60300006866455,0.5533670313641831
2020-05-20,72.34432220458984,308.992431640625,27.989999771118164,32.90350008010864,0.7814506422877782
2020-05-21,71.59752655029297,302.6823425292969,29.530000686645508,32.31100006103516,0.7241696849712804
2020-05-22,70.22842407226562,303.0334777832031,28.15999984741211,31.92250003814697,0.5366885585731808
2020-05-26,72.57771301269531,303.5078125,28.010000228881836,31.658500003814698,0.8509431845304456
2020-05-27,73.04444885253906,302.24591064453125,27.6200008392334,31.361000061035156,0.9227593028909601
2020-05-28,70.6874008178711,303.6123046875,28.59000015258789,31.229000091552734,0.5947203665502865
2020-05-29,71.33305358886719,312.6646728515625,27.510000228881836,30.89700002670288,0.619357385910683
2020-06-01,72.18097686767578,310.0267639160156,28.229999542236328,30.449000072479247,0.752216129728685
2020-06-02,73.65895080566406,317.6175842285156,26.84000015258789,29.992500019073486,0.8994641022020239
2020-06-03,75.59591674804688,328.59619140625,25.65999984741211,29.594999980926513,1.085311411394643
2020-06-04,74.89583587646484,335.0579833984375,25.809999465942383,29.179500007629393,0.9459789111006139
2020-06-05,78.41967010498047,338.9578552246094,24.520000457763672,28.8335000038147,1.3952878634746058
2020-06-08,80.30998229980469,331.3953857421875,25.809999465942383,28.725,1.7031106732401307
2020-06-09,78.97977447509766,331.47125244140625,27.56999969482422,28.725,1.5227911749366692
2020-06-10,75.9070816040039,330.1334228515625,27.56999969482422,28.451499938964844,1.116733576954502
2020-06-11,69.52056884765625,315.8717041015625,40.790000915527344,28.727000045776368,0.3521882048523094
2020-06-12,71.86980438232422,325.5313415527344,36.09000015258789,28.901000022888184,0.6028846618729167
2020-06-15,70.96744537353516,332.11651611328125,34.400001525878906,29.026500129699706,0.4353580301871302
2020-06-16,73.14556121826172,334.0522155761719,33.66999816894531,29.245000076293945,0.7163655846218118
2020-06-17,71.20861053466797,343.88262939453125,33.470001220703125,29.392000102996825,0.3865476130746221
2020-06-18,71.51976013183594,340.53302001953125,32.939998626708984,29.639500045776366,0.4517786191188148
2020-06-19,70.5007095336914,342.2315368652344,35.119998931884766,29.91899995803833,0.3022892632506379
2020-06-22,71.24748229980469,345.66650390625,31.770000457763672,30.09949998855591,0.3794594206970379
2020-06-23,71.13079833984375,347.8963623046875,31.3700008392334,30.267500019073488,0.34826022558929076
2020-06-24,68.17479705810547,343.09503173828125,33.84000015258789,30.57849998474121,-0.018061863064510478
2020-06-25,69.39608764648438,347.8109130859375,32.220001220703125,30.760000038146973,0.11438309986514196
2020-06-26,67.25689697265625,343.2658386230469,34.72999954223633,31.121000003814697,-0.14330956780840431
2020-06-29,68.19813537597656,346.1599426269531,31.780000686645508,31.298500061035156,-0.0361127890016598
2020-06-30,69.41165161132812,349.21527099609375,30.43000030517578,31.47800006866455,0.10677034643841611
2020-07-01,68.15923309326172,348.7977600097656,28.6200008392334,31.626000118255615,-0.059621368292991014
2020-07-02,68.69599914550781,354.1399841308594,27.68000030517578,31.719500160217287,-0.024032166603176888
2020-07-06,68.89825439453125,365.75421142578125,27.940000534057617,31.890500164031984,-0.0770508923710471
2020-07-07,67.14019775390625,362.4900207519531,29.43000030517578,32.07150020599365,-0.2920905564370122
2020-07-08,67.17131042480469,371.89349365234375,28.079999923706055,32.097000217437746,-0.35294569974362694
2020-07-09,64.36311340332031,374.540771484375,29.260000228881836,32.18150024414062,-0.7508253235140961
2020-07-10,66.30006408691406,375.613037109375,27.290000915527344,31.506500244140625,-0.49644042818435336
2020-07-13,66.43231201171875,368.7527160644531,32.189998626708984,31.31150016784668,-0.4311004816541224
2020-07-14,68.72710418701172,376.5429382324219,29.520000457763672,31.067500114440918,-0.1748286958125883
2020-07-15,69.14716339111328,356.2369384765625,27.760000228881836,30.772000217437743,0.02244011520809317
2020-07-16,68.73490142822266,365.5264892578125,28.0,30.49850015640259,-0.09755457811306134
2020-07-17,67.82476043701172,363.97979736328125,25.68000030517578,30.13550024032593,-0.20987057174120818
2020-07-20,66.3311996459961,371.4664611816406,24.459999084472656,29.602500247955323,-0.46354287517668247
2020-07-21,71.09191131591797,364.1980895996094,24.84000015258789,29.256000232696532,0.23021632795954375
2020-07-22,70.81964874267578,372.5291748046875,24.31999969482422,28.903500175476076,0.13577574008437723
2020-07-23,70.79631805419922,364.5871276855469,26.079999923706055,28.515500164031984,0.1875714563605942
2020-07-24,70.11176300048828,348.8832092285156,25.84000015258789,28.19650011062622,0.20369680904146797
2020-07-27,70.81964874267578,362.2623291015625,24.739999771118164,27.697000122070314,0.2068096321161479
2020-07-28,69.31831359863281,357.1193542480469,25.440000534057617,27.380000114440918,0.03946802664243426
2020-07-29,70.06510162353516,345.9796142578125,24.100000381469727,27.063500118255615,0.2174792184378449
2020-07-30,67.10906982421875,344.1862487792969,24.760000228881836,26.870500087738037,-0.16965839842907984
2020-07-31,65.29658508300781,335.6368408203125,24.459999084472656,26.70950002670288,-0.3554875401416891
2020-08-03,65.97335052490234,347.86785888671875,24.280000686645508,26.526500034332276,-0.34863757700975556
2020-08-04,67.28021240234375,351.3977355957031,23.760000228881836,26.243000030517578,-0.19642087301424452
2020-08-05,67.83253479003906,349.67071533203125,22.989999771118164,25.988500022888182,-0.10981859354008601
2020-08-06,68.04255676269531,350.35394287109375,22.649999618530273,25.657999992370605,-0.08615852950759555
2020-08-07,67.52137756347656,347.35552978515625,22.209999084472656,25.403999900817873,-0.13585724633171614
2020-08-10,69.80061340332031,346.7292175292969,22.1299991607666,24.90099992752075,0.17654392511934058
2020-08-11,69.71504211425781,342.83880615234375,24.030000686645508,24.626499938964844,0.19189471317189327
2020-08-12,70.57070922851562,355.6487121582031,22.280000686645508,24.352499961853027,0.21892033503631123
2020-08-13,69.87062072753906,355.60125732421875,22.1299991607666,24.058999919891356,0.12462275221859591
2020-08-14,70.28290557861328,352.12835693359375,22.049999237060547,23.877499866485596,0.20437650241541816
2020-08-17,70.60963439941406,359.1594543457031,21.350000381469727,23.72199993133545,0.1998915696096725
2020-08-18,69.1497573852539,357.9354553222656,21.510000228881836,23.555499935150145,0.011039087889299783
2020-08-19,68.17127227783203,355.7720031738281,22.540000915527344,23.466499996185302,-0.10624726761874868
2020-08-20,66.92445373535156,353.1435852050781,22.719999313354492,23.298499965667723,-0.25658532835113507
2020-08-21,67.13754272460938,353.09619140625,22.540000915527344,23.133500003814696,-0.2274557205201062
2020-08-24,68.81045532226562,358.6661682128906,22.3700008392334,23.01500005722046,-0.03987755468322197
2020-08-25,67.96609497070312,361.3608703613281,22.030000686645508,22.844500064849854,-0.17264766222110323
