Date,CVX,META,VIX,AvgVIX,zscore
2020-01-30,84.41715240478516,207.89852905273438,15.489999771118164,13.696000051498412,-0.812778928617027
2020-01-31,81.18898010253906,200.33786010742188,18.84000015258789,14.014500045776368,-0.8966512692593748
2020-02-03,80.53730773925781,202.60011291503906,17.969999313354492,14.211999988555908,-0.9240966041440434
2020-02-04,80.96923065185547,208.19618225097656,16.049999237060547,14.32199993133545,-0.9255975542225594
2020-02-05,83.56842041015625,208.4739990234375,15.149999618530273,14.389999914169312,-0.8419438017945846
2020-02-06,82.96977233886719,209.208251953125,14.960000038146973,14.465499925613404,-0.8634263110723627
2020-02-07,82.55300903320312,210.67674255371094,15.470000267028809,14.611999940872192,-0.8810386584014223
2020-02-10,83.1971206665039,211.4010467529297,15.039999961853027,14.735999917984008,-0.8621272540310428
2020-02-11,84.27316284179688,205.5767364501953,15.180000305175781,14.878999948501587,-0.8110123973557545
2020-02-12,84.9021224975586,209.11892700195312,13.739999771118164,14.946499919891357,-0.8004133982246068
2020-02-13,84.61418151855469,211.48040771484375,14.149999618530273,15.032999897003174,-0.8163196870806997
2020-02-14,84.39187622070312,212.51231384277344,13.680000305175781,15.100999927520752,-0.8264041911053663
2020-02-18,84.5145263671875,216.10411071777344,14.829999923706055,15.237499904632568,-0.8323883915289165
2020-02-19,84.8978271484375,215.7965545654297,14.380000114440918,15.313999891281128,-0.8190847936089708
2020-02-20,84.18486022949219,212.9092254638672,15.5600004196167,15.446499919891357,-0.8342298317076001
2020-02-21,83.571533203125,208.54345703125,17.079999923706055,15.651499938964843,-0.8420354557678205
2020-02-24,80.27497863769531,199.15713500976562,25.030000686645508,16.174999952316284,-0.9230623464351956
2020-02-25,77.20842742919922,195.23788452148438,27.850000381469727,16.655999994277956,-1.0117907758288358
2020-02-26,75.16150665283203,195.66452026367188,27.559999465942383,17.219999933242796,-1.0794611889634256
2020-02-27,72.16392517089844,188.2725372314453,39.15999984741211,18.35849995613098,-1.156311807590982
2020-02-28,71.55825805664062,190.97137451171875,40.11000061035156,19.589499998092652,-1.1834744550483132
2020-03-02,74.04986572265625,194.91043090820312,33.41999816894531,20.318499898910524,-1.1134758370397682
2020-03-03,72.3632583618164,184.44259643554688,36.81999969482422,21.26099991798401,-1.1392083064087601
2020-03-04,75.53714752197266,190.2668914794922,31.989999771118164,22.05799994468689,-1.0522803289196205
2020-03-05,74.50984191894531,183.72817993164062,39.619998931884766,23.281499910354615,-1.0675020738136423
2020-03-06,73.07623291015625,179.6799774169922,41.939998626708984,24.630499839782715,-1.1028327408676104
2020-03-09,61.84493637084961,168.1802215576172,54.459999084472656,26.57999978065491,-1.4357241858808483
2020-03-10,65.149169921875,176.80255126953125,47.29999923706055,28.192999744415282,-1.3523276268877682
2020-03-11,63.654212951660156,168.91444396972656,53.900001525878906,30.12899980545044,-1.378994372378308
2020-03-12,58.46405029296875,153.26724243164062,75.47000122070312,33.21549987792969,-1.5041525811802177
2020-03-13,63.95320510864258,168.9541473388672,57.83000183105469,35.39949998855591,-1.36939293934298
2020-03-16,53.43489074707031,144.87310791015625,82.69000244140625,38.850000095367434,-1.6442100663669579
2020-03-17,54.19386291503906,148.25657653808594,75.91000366210938,41.9040002822876,-1.6289476191440408
2020-03-18,42.203590393066406,145.8157196044922,76.44999694824219,45.007500123977664,-2.0116319272941245
2020-03-19,43.99753189086914,151.93768310546875,72.0,47.829500102996825,-1.9703523756193895
2020-03-20,45.53081512451172,148.56411743164062,66.04000091552734,50.27750015258789,-1.9111871415585246
2020-03-23,41.5672721862793,146.9468536376953,61.59000015258789,52.10550012588501,-2.035439438975664
2020-03-24,51.019981384277344,159.72654724121094,61.66999816894531,53.796500015258786,-1.7638707197774284
2020-03-25,53.105224609375,154.99368286132812,63.95000076293945,55.61600008010864,-1.6830048216698064
2020-03-26,58.55604934692383,162.06817626953125,61.0,56.708000087738036,-1.5255888599961578
2020-03-27,52.72957229614258,155.56918334960938,65.54000091552734,57.97950010299682,-1.6968035924615787
2020-03-30,55.159828186035156,164.6578369140625,57.08000183105469,59.16250028610229,-1.6430890113702432
2020-03-31,55.55080795288086,165.50123596191406,53.540000915527344,59.99850034713745,-1.6327301434018384
2020-04-01,52.560909271240234,158.3572998046875,57.060001373291016,61.252000427246095,-1.7100195999412298
2020-04-02,58.356719970703125,156.95828247070312,50.90999984741211,61.81650047302246,-1.5178822404831438
2020-04-03,57.58240509033203,152.97947692871094,46.79999923706055,62.059500503540036,-1.5319908469552026
2020-04-06,61.63027572631836,164.26097106933594,45.2400016784668,61.598500633239745,-1.4318198397458075
2020-04-07,62.036582946777344,167.5154266357422,46.70000076293945,61.568500709533694,-1.4276543272835467
2020-04-08,65.91580200195312,172.92298889160156,43.349998474121094,61.041000556945804,-1.3166598766760804
2020-04-09,64.63550567626953,173.82591247558594,41.66999816894531,59.35100040435791,-1.3607512247102436
2020-04-13,65.09550476074219,173.42901611328125,41.16999816894531,58.51800022125244,-1.3447084366412558
2020-04-14,64.86550903320312,176.78269958496094,37.7599983215332,56.27150001525879,-1.3614861749794585
2020-04-15,63.24020767211914,175.592041015625,40.84000015258789,54.51799983978272,-1.4109735457542145
2020-04-16,61.32363510131836,174.87765502929688,40.11000061035156,52.70100002288818,-1.471243510221957
2020-04-17,66.82810974121094,177.84439086914062,38.150001525878906,51.00850009918213,-1.3006850104072278
2020-04-20,64.06817626953125,176.85215759277344,43.83000183105469,49.898000144958495,-1.387577246499817
2020-04-21,62.58858108520508,169.47007751464844,45.40999984741211,49.089000129699706,-1.4151493592769833
2020-04-22,64.73516845703125,180.86070251464844,41.97999954223633,48.104500198364256,-1.3770371411982094
2020-04-23,66.54444885253906,183.6885223388672,41.380001068115234,46.976000213623045,-1.3261173946297107
2020-04-24,66.70545959472656,188.59005737304688,35.93000030517578,45.722500228881835,-1.3344904075012947
2020-04-27,68.7753677368164,186.0400390625,33.290000915527344,44.11000022888184,-1.2601804863997308
2020-04-28,68.92870330810547,181.4857940673828,33.56999969482422,42.93450012207031,-1.2425609396467527
2020-04-29,72.53959655761719,192.67794799804688,31.229999542236328,41.81900005340576,-1.1563355356880023
2020-04-30,70.5309829711914,203.1160430908203,34.150001525878906,40.673500061035156,-1.2505456759553828
2020-05-01,68.56838989257812,200.69503784179688,37.189998626708984,39.9875,-1.3075741990830554
2020-05-04,70.10166931152344,203.66177368164062,35.970001220703125,39.44600009918213,-1.26600481271143
2020-05-05,71.21328735351562,205.4576873779297,33.61000061035156,38.86450004577637,-1.234882198538516
2020-05-06,69.03601837158203,206.84677124023438,34.119998931884766,38.235499954223634,-1.3094574795096727
2020-05-07,71.02163696289062,209.6150360107422,31.440000534057617,37.64000005722046,-1.252644781663872
2020-05-08,73.19123077392578,210.69656372070312,27.979999542236328,36.95550012588501,-1.1851752869277026
2020-05-11,71.58128356933594,211.52011108398438,27.56999969482422,36.275500202178954,-1.2397537986715501
2020-05-12,69.84101104736328,208.46408081054688,33.040000915527344,36.03950033187866,-1.28779875403994
2020-05-13,68.00106811523438,203.50302124023438,35.279998779296875,35.76150026321411,-1.3337942490417094
2020-05-14,69.03601837158203,205.19967651367188,32.61000061035156,35.38650026321411,-1.3048864313046091
2020-05-15,68.35371398925781,209.23802185058594,31.889999389648438,35.07350015640259,-1.3382557756937292
2020-05-18,71.99427795410156,211.530029296875,29.299999237060547,34.34700002670288,-1.2263667782393448
2020-05-19,69.71502685546875,215.1912841796875,30.530000686645508,33.60300006866455,-1.3105603305409257
2020-05-20,72.34432983398438,228.17935180664062,27.989999771118164,32.90350008010864,-1.261202191909491
2020-05-21,71.59754943847656,229.58831787109375,29.530000686645508,32.31100006103516,-1.289368690679911
2020-05-22,70.22844696044922,233.0808868408203,28.15999984741211,31.92250003814697,-1.3435313999706613
2020-05-26,72.57770538330078,230.3920135498047,28.010000228881836,31.658500003814698,-1.2597624986999518
2020-05-27,73.04443359375,227.3558349609375,27.6200008392334,31.361000061035156,-1.236176555086802
2020-05-28,70.68740844726562,223.70448303222656,28.59000015258789,31.229000091552734,-1.3026022166678823
2020-05-29,71.33306884765625,223.3373565673828,27.510000228881836,30.89700002670288,-1.2806115476446134
2020-06-01,72.18095397949219,230.104248046875,28.229999542236328,30.449000072479247,-1.2718508409015545
2020-06-02,73.65897369384766,230.90797424316406,26.84000015258789,29.992500019073486,-1.2260735300664265
2020-06-03,75.59593963623047,228.36788940429688,25.65999984741211,29.594999980926513,-1.156109296263056
2020-06-04,74.89582061767578,224.5280303955078,25.809999465942383,29.179500007629393,-1.1681935404951407
2020-06-05,78.41969299316406,228.97315979003906,24.520000457763672,28.8335000038147,-1.0660702082047013
2020-06-08,80.30998992919922,229.59820556640625,25.809999465942383,28.725,-1.006405768775625
2020-06-09,78.97976684570312,236.8115997314453,27.56999969482422,28.725,-1.0696317333199652
2020-06-10,75.90709686279297,234.88673400878906,27.56999969482422,28.451499938964844,-1.1640937617779181
2020-06-11,69.52056884765625,222.68247985839844,40.790000915527344,28.727000045776368,-1.3376662632962855
2020-06-12,71.86981964111328,226.80018615722656,36.09000015258789,28.901000022888184,-1.2727873572908373
2020-06-15,70.96746826171875,230.68968200683594,34.400001525878906,29.026500129699706,-1.3128909982776635
