Date,BP,XLU,VIX,AvgVIX,zscore
2022-01-31,24.96515464782715,30.442838668823242,24.829999923706055,23.18100004196167,-1.0777943243027035
2022-02-01,25.64337921142578,30.038408279418945,21.959999084472656,23.448999977111818,-0.8692083048678236
2022-02-02,25.804859161376953,30.48240852355957,22.09000015258789,23.707999992370606,-0.8706395116367369
2022-02-03,25.95827293395996,30.346126556396484,24.350000381469727,23.939000034332274,-0.8192209173453828
2022-02-04,26.547683715820312,30.104352951049805,23.219999313354492,24.119499969482423,-0.6483230100144487
2022-02-07,26.91909408569336,30.06038475036621,22.860000610351562,24.324499988555907,-0.5508831185704244
2022-02-08,26.491165161132812,30.08236312866211,21.440000534057617,24.426500034332275,-0.6604384677521606
2022-02-09,26.636493682861328,30.214248657226562,19.959999084472656,24.503999996185303,-0.6364103846381961
2022-02-10,26.69301986694336,29.44932746887207,23.90999984741211,24.818499946594237,-0.5498770317445513
2022-02-11,26.83027458190918,29.466909408569336,27.360000610351562,25.171000003814697,-0.5170673620906775
2022-02-14,26.20049285888672,29.216337203979492,28.329999923706055,25.62799997329712,-0.6515449036424776
2022-02-15,25.966344833374023,29.080059051513672,25.700000762939453,25.773499965667725,-0.6974651395047199
2022-02-16,26.224714279174805,29.145999908447266,24.290000915527344,25.795499992370605,-0.638809946891899
2022-02-17,26.337278366088867,29.1635799407959,28.110000610351562,25.92150001525879,-0.6122012961453382
2022-02-18,25.913137435913086,29.110837936401367,27.75,25.866499996185304,-0.7137391696859668
2022-02-22,25.334026336669922,29.080059051513672,28.809999465942383,25.811999988555907,-0.8562757213272011
2022-02-23,25.391122817993164,28.58770179748535,31.020000457763672,25.805000019073486,-0.7953747457413661
2022-02-24,23.792451858520508,28.816295623779297,30.31999969482422,25.723000049591064,-1.2185080232568366
2022-02-25,25.064863204956055,29.70869255065918,27.59000015258789,25.57800006866455,-0.9833257720299109
2022-02-28,23.8250789642334,29.862558364868164,30.149999618530273,25.70250005722046,-1.3092556786210652
2022-03-01,23.237810134887695,29.603191375732422,33.31999969482422,26.127000045776366,-1.4322241537799631
2022-03-02,24.559165954589844,29.96367645263672,30.739999771118164,26.566000080108644,-1.1344477848793473
2022-03-03,23.441722869873047,30.491201400756836,30.479999542236328,26.985500049591064,-1.4649868784554732
2022-03-04,22.846303939819336,31.163801193237305,31.979999542236328,27.367000007629393,-1.6781357988426544
2022-03-07,23.2459716796875,31.568239212036133,36.45000076293945,28.028500080108643,-1.6160034247211656
2022-03-08,24.26552963256836,31.080276489257812,35.130001068115234,28.642000102996825,-1.3137900582050808
2022-03-09,23.67826271057129,30.860471725463867,32.45000076293945,29.192500114440918,-1.4404993436031277
2022-03-10,23.67826271057129,31.067079544067383,30.229999542236328,29.706000137329102,-1.4600376686208487
2022-03-11,23.05837059020996,30.961584091186523,30.75,30.048000144958497,-1.605750880845176
2022-03-14,22.723957061767578,30.926408767700195,31.770000457763672,30.268500137329102,-1.6864144114424247
2022-03-15,22.87892723083496,31.32206153869629,29.829999923706055,30.3435001373291,-1.684908503055774
2022-03-16,23.335691452026367,31.264904022216797,26.670000076293945,30.392000102996825,-1.5647842032726198
2022-03-17,23.68642234802246,31.396787643432617,25.670000076293945,30.461000061035158,-1.4891679018981763
2022-03-18,23.441722869873047,31.128625869750977,23.8700008392334,30.249000072479248,-1.5252663322226876
2022-03-21,24.306310653686523,31.336620330810547,23.530000686645508,30.038000106811523,-1.3277893821847955
2022-03-22,24.200279235839844,31.38088607788086,22.940000534057617,29.744500160217285,-1.3586058967496195
2022-03-23,25.08933448791504,31.425134658813477,23.56999969482422,29.37200012207031,-1.1394988042803054
2022-03-24,25.073020935058594,31.74819564819336,21.670000076293945,28.9395001411438,-1.1741470273969612
2022-03-25,25.32587242126465,32.20845031738281,20.809999465942383,28.600500106811523,-1.1541668606034767
2022-03-28,24.412351608276367,32.416439056396484,19.6299991607666,28.07450008392334,-1.4032720050554093
2022-03-29,24.151338577270508,32.71736526489258,18.899999618530273,27.353500080108642,-1.4972847448475561
2022-03-30,24.52653694152832,32.98732376098633,19.329999923706055,26.78300008773804,-1.4285806478330094
2022-03-31,23.98005485534668,32.9519157409668,20.559999465942383,26.28700008392334,-1.562484462805402
2022-04-01,24.338937759399414,33.412166595458984,19.6299991607666,25.669500064849853,-1.5158735089111477
2022-04-04,24.298160552978516,33.155479431152344,18.56999969482422,24.77550001144409,-1.5018407597722951
2022-04-05,24.224746704101562,33.36347961425781,21.030000686645508,24.070499992370607,-1.5399490851507283
2022-04-06,24.135028839111328,34.02730178833008,22.100000381469727,23.55299997329712,-1.6252580759834416
2022-04-07,24.35525131225586,33.94322204589844,21.549999237060547,23.11899995803833,-1.5619966947225996
2022-04-08,24.852792739868164,34.05828094482422,21.15999984741211,22.639499950408936,-1.447916981008378
2022-04-11,24.44497299194336,33.593605041503906,24.3700008392334,22.26949996948242,-1.506400252143097
2022-04-12,24.909896850585938,33.72195053100586,24.260000228881836,21.99099998474121,-1.4017691122545333
2022-04-13,25.45637321472168,33.65555953979492,21.81999969482422,21.748499965667726,-1.258239885911704
2022-04-14,25.52162742614746,33.67327117919922,22.700000762939453,21.6,-1.2435258397756566
2022-04-18,25.48900032043457,33.4918212890625,22.170000076293945,21.51499996185303,-1.234561123099874
2022-04-19,25.619503021240234,33.708675384521484,21.3700008392334,21.40699996948242,-1.2222918741348914
2022-04-20,25.61134910583496,33.98305130004883,20.31999969482422,21.27599992752075,-1.2502867437663463
2022-04-21,25.13011360168457,33.4210205078125,22.68000030517578,21.23149995803833,-1.3180022420298856
2022-04-22,24.37156867980957,32.858978271484375,28.209999084472656,21.558499908447267,-1.4553645810635611
2022-04-25,23.43356704711914,32.633277893066406,27.020000457763672,21.86899995803833,-1.6696054602263828
2022-04-26,23.123624801635742,32.3057975769043,33.52000045776367,22.563500022888185,-1.716480413684308
2022-04-27,23.327537536621094,32.15091323852539,31.600000381469727,23.198500061035155,-1.6506195278447384
2022-04-28,23.93927001953125,32.50936508178711,29.989999771118164,23.73150005340576,-1.5308770376403777
2022-04-29,23.4254093170166,31.53577423095703,33.400001525878906,24.37350015640259,-1.5678664635087942
2022-05-02,23.539602279663086,31.21271324157715,32.34000015258789,25.00900020599365,-1.508635239739429
2022-05-03,25.431903839111328,31.332202911376953,29.25,25.54300022125244,-1.0446721615878505
2022-05-04,25.978391647338867,32.03142166137695,25.420000076293945,25.762500190734862,-0.9735416383465003
2022-05-05,25.464534759521484,31.703941345214844,31.200000762939453,26.21750020980835,-1.0716309768967176
2022-05-06,25.986549377441406,31.956192016601562,30.190000534057617,26.6495002746582,-0.964378517884331
2022-05-09,24.208433151245117,31.71721839904785,34.75,27.3290002822876,-1.3883640013288423
2022-05-10,24.379718780517578,31.332202911376953,32.9900016784668,27.76000032424927,-1.3089347479445324
2022-05-11,24.648880004882812,31.557899475097656,32.560001373291016,28.175000381469726,-1.2626767869475601
2022-05-12,24.41634750366211,31.239267349243164,31.770000457763672,28.6725004196167,-1.2909465676588783
2022-05-13,25.14199447631836,31.61101531982422,28.8700008392334,28.981000423431396,-1.1438511479921658
2022-05-16,25.579030990600586,31.7083683013916,27.469999313354492,29.246000385284425,-1.0432932068384306
2022-05-17,25.958345413208008,32.03583908081055,26.100000381469727,29.48250036239624,-0.9789941132777459
2022-05-18,25.653242111206055,31.726062774658203,30.959999084472656,30.01450033187866,-1.0263279559026164
2022-05-19,25.587278366088867,31.659687042236328,29.350000381469727,30.34800033569336,-1.0366181781644113
2022-05-20,25.79343032836914,31.74819564819336,29.43000030517578,30.409000396728516,-0.9932118886996552
2022-05-23,26.477848052978516,32.1287841796875,28.479999542236328,30.48200035095215,-0.8573074690725135
2022-05-24,26.453105926513672,32.77047348022461,29.450000762939453,30.278500366210938,-0.924204369476045
2022-05-25,26.69223976135254,32.74835205078125,28.3700008392334,30.117000389099122,-0.8620525111434018
2022-05-26,26.939617156982422,32.841278076171875,27.5,29.992500400543214,-0.8087099499378794
2022-05-27,26.84891128540039,33.35463333129883,25.719999313354492,29.608500289916993,-0.8800378477931425
2022-05-31,26.69223976135254,32.89439010620117,26.190000534057617,29.301000308990478,-0.8758629226323587
2022-06-01,26.95611000061035,32.841278076171875,25.690000534057617,29.12300033569336,-0.804567673369803
2022-06-02,27.063308715820312,33.06255340576172,24.719999313354492,29.088000297546387,-0.7985694638951844
2022-06-03,27.19524574279785,32.90323257446289,24.790000915527344,28.76750030517578,-0.7503661619287298
2022-06-06,27.294198989868164,33.04927062988281,25.06999969482422,28.51150026321411,-0.7393238720933197
2022-06-07,28.193010330200195,33.24842071533203,24.020000457763672,27.975000286102294,-0.532415082703971
2022-06-08,28.135282516479492,32.59788513183594,23.959999084472656,27.523500156402587,-0.48539443396659326
2022-06-09,27.64052391052246,31.814573287963867,26.09000015258789,27.200000095367432,-0.5355804086025688
2022-06-10,26.766450881958008,31.5711669921875,27.75,26.999000072479248,-0.7320908363146893
2022-06-13,25.74395179748535,30.119625091552734,34.02000045776367,27.256500053405762,-0.8516293441942979
2022-06-14,25.447092056274414,29.35844612121582,32.689998626708984,27.517500019073488,-0.8542048764543867
2022-06-15,25.579030990600586,29.54874038696289,29.6200008392334,27.69350004196167,-0.8390632198289601
2022-06-16,24.39160919189453,28.977859497070312,32.95000076293945,27.79300012588501,-1.083304711210318
2022-06-17,22.890840530395508,28.707908630371094,31.1299991607666,27.882000064849855,-1.4347032587755542
2022-06-21,24.012298583984375,29.25436782836914,30.190000534057617,27.920000076293945,-1.204719466226677
2022-06-22,23.162960052490234,29.562162399291992,28.950000762939453,27.943500137329103,-1.4471432049337158
2022-06-23,22.561004638671875,30.258060455322266,29.049999237060547,27.923500061035156,-1.6641370541982639
2022-06-24,23.278404235839844,30.784440994262695,27.229999542236328,27.866499996185304,-1.5337361829375673
2022-06-27,23.665964126586914,31.034252166748047,26.950000762939453,27.839000034332276,-1.460022138238343
2022-06-28,23.971065521240234,30.918262481689453,28.360000610351562,27.971000099182127,-1.3724252726544868
2022-06-29,23.72368621826172,30.940580368041992,28.15999984741211,28.069500064849855,-1.4366666081319779
2022-06-30,23.377355575561523,31.284061431884766,28.709999084472656,28.220499992370605,-1.5561316716167024
2022-07-01,23.31963348388672,32.051326751708984,26.700000762939453,28.319500064849855,-1.6431870618464337
2022-07-05,22.387834548950195,30.95841407775879,27.540000915527344,28.457000064849854,-1.7738602488085562
2022-07-06,22.03325843811035,31.27959632873535,26.729999542236328,28.54000005722046,-1.8932874745320238
2022-07-07,22.907333374023438,31.248371124267578,26.079999923706055,28.643000030517577,-1.6708054329575854
2022-07-08,22.956809997558594,31.145771026611328,24.639999389648438,28.677000045776367,-1.6486764772903866
2022-07-11,22.643461227416992,31.34204864501953,26.170000076293945,28.68100004196167,-1.7459373265515727
2022-07-12,22.165197372436523,31.19038200378418,27.290000915527344,28.65800008773804,-1.8517134702480247
2022-07-13,22.27239227294922,31.061016082763672,26.81999969482422,28.298000049591064,-1.8125570539945628
2022-07-14,21.456043243408203,31.061016082763672,26.399999618530273,27.98350009918213,-2.0175880075842296
2022-07-15,21.983783721923828,31.119007110595703,24.229999542236328,27.714000034332276,-1.8905268717991497
2022-07-18,22.536266326904297,30.686304092407227,25.299999237060547,27.33149995803833,-1.7108480355886395
2022-07-19,23.138219833374023,30.882583618164062,24.5,27.0,-1.5782254103084306
2022-07-20,23.204185485839844,30.472179412841797,23.8799991607666,26.68449993133545,-1.522846960396923
2022-07-21,22.907333374023438,30.552478790283203,23.110000610351562,26.392499923706055,-1.6049968363099472
2022-07-22,22.717674255371094,30.971797943115234,23.030000686645508,26.091499996185302,-1.6922847036343345
2022-07-25,23.18769645690918,31.359895706176758,23.360000610351562,25.898000049591065,-1.6109371322202362
2022-07-26,23.146469116210938,31.54724884033203,24.690000534057617,25.785000038146972,-1.6390090892608413
2022-07-27,23.715444564819336,31.57402229309082,23.239999771118164,25.528999996185302,-1.498639384507577
2022-07-28,23.476306915283203,32.707069396972656,22.329999923706055,25.2375,-1.665849342732499
2022-07-29,24.2266902923584,32.98810958862305,21.329999923706055,24.86850004196167,-1.5039632451768086
2022-08-01,23.954572677612305,33.023799896240234,22.84000015258789,24.675500011444093,-1.5756823485584535
2022-08-02,24.2101993560791,32.95689010620117,23.93000030517578,24.494999980926515,-1.5051527033452756
2022-08-03,24.482315063476562,33.162086486816406,21.950000762939453,24.25600004196167,-1.4562140610941536
2022-08-04,24.20195198059082,33.23345947265625,21.440000534057617,24.024000072479247,-1.5333784745719827
2022-08-05,24.457576751708984,33.113014221191406,21.149999618530273,23.84950008392334,-1.4577866091652623
2022-08-08,24.86988067626953,33.162086486816406,21.290000915527344,23.60550012588501,-1.3588746336017448
2022-08-09,25.207962036132812,33.53233337402344,21.770000457763672,23.329500102996825,-1.3089766881604321
2022-08-10,25.397619247436523,33.67953872680664,19.739999771118164,22.975500106811523,-1.2752639419029193
2022-08-11,26.215282440185547,33.67508316040039,20.200000762939453,22.665500164031982,-1.0694815778588036
2022-08-12,26.423870086669922,34.22377395629883,19.530000686645508,22.43050022125244,-1.0689816976036566
2022-08-15,25.83148193359375,34.50926971435547,19.950000762939453,22.163000297546386,-1.2447620715749068
2022-08-16,25.80644989013672,34.60740661621094,19.690000534057617,21.922500324249267,-1.2603295524104277
2022-08-17,26.1068172454834,34.549407958984375,19.899999618530273,21.723500347137453,-1.1794057189043217
2022-08-18,26.632457733154297,34.67878341674805,19.559999465942383,21.546000289916993,-1.0596226348041478
2022-08-19,26.290376663208008,34.66093444824219,20.600000381469727,21.424500274658204,-1.1438504194786177
2022-08-22,26.457242965698242,34.18807601928711,23.799999237060547,21.44650020599365,-1.0572240446179701
2022-08-23,27.158100128173828,33.98288345336914,24.110000610351562,21.41750020980835,-0.8617950774103674
2022-08-24,26.94116973876953,34.08993911743164,22.81999969482422,21.396500205993654,-0.9264024009117184
2022-08-25,27.258222579956055,34.29960250854492,21.780000686645508,21.369000244140626,-0.8665999607877617
2022-08-26,26.97454261779785,33.773223876953125,25.559999465942383,21.580500221252443,-0.8880697255098939
2022-08-29,27.091354370117188,33.875823974609375,26.209999084472656,21.74900016784668,-0.8684343585178346
2022-08-30,26.215282440185547,33.38066864013672,26.209999084472656,21.863000106811523,-1.0416396180252947
2022-08-31,25.73136329650879,33.162086486816406,25.8700008392334,22.059000110626222,-1.1425081080876658
2022-09-01,25.522769927978516,33.639404296875,25.559999465942383,22.26500005722046,-1.2400361970096572
2022-09-02,25.97332191467285,33.2780647277832,25.469999313354492,22.48100004196167,-1.0927064890503535
2022-09-06,25.97332191467285,33.36281967163086,26.90999984741211,22.761999988555907,-1.100721527643506
2022-09-07,25.589521408081055,34.40666198730469,24.639999389648438,22.905499935150146,-1.2958285818546877
2022-09-08,25.614551544189453,34.37990188598633,23.610000610351562,23.098999977111816,-1.2870114849633856
2022-09-09,26.44055938720703,34.518184661865234,22.790000915527344,23.228499984741212,-1.0926316787931172
2022-09-12,26.80767250061035,34.848289489746094,23.8700008392334,23.445499992370607,-1.0316461118126303
2022-09-13,26.507307052612305,33.92042922973633,27.270000457763672,23.811499977111815,-1.0193395387900348
2022-09-14,26.765954971313477,34.19701385498047,26.15999984741211,24.13499994277954,-0.980534399560717
2022-09-15,26.28203010559082,33.34498596191406,26.270000457763672,24.45349998474121,-1.0215011303072716
2022-09-16,25.873199462890625,33.220069885253906,26.299999237060547,24.79049997329712,-1.1123684326827432
2022-09-19,25.78141975402832,33.665138244628906,25.760000228881836,25.048499965667723,-1.1775083299829103
2022-09-20,25.86485481262207,33.17560958862305,27.15999984741211,25.216499996185302,-1.1102597554136033
2022-09-21,25.464366912841797,32.722015380859375,27.989999771118164,25.41049995422363,-1.1679495539585827
2022-09-22,25.689645767211914,32.605247497558594,27.350000381469727,25.636999988555907,-1.1003270059452168
2022-09-23,23.42855453491211,32.227996826171875,29.920000076293945,26.04399995803833,-1.6325380828655616
2022-09-26,22.744386672973633,31.451040267944336,32.2599983215332,26.37899990081787,-1.73089632947088
2022-09-27,22.986347198486328,30.921085357666016,32.599998474121094,26.698499870300292,-1.6200101352810714
2022-09-28,23.829038619995117,31.253433227539062,30.18000030517578,26.89699993133545,-1.4397923428808568
2022-09-29,23.987565994262695,30.00042152404785,31.84000015258789,27.195499897003174,-1.2814834211162067
2022-09-30,23.820695877075195,29.421070098876953,31.6200008392334,27.498499965667726,-1.2686062035762702
2022-10-03,25.113943099975586,30.283357620239258,30.100000381469727,27.730000019073486,-1.0253435345619162
2022-10-04,26.098474502563477,30.925586700439453,29.06999969482422,27.83800001144409,-0.8388063820069634
2022-10-05,26.181909561157227,30.238452911376953,28.549999237060547,28.033500003814698,-0.7528708412767107
2022-10-06,25.981664657592773,29.241426467895508,30.520000457763672,28.378999996185303,-0.7088775401844558
2022-10-07,25.931602478027344,28.635133743286133,31.360000610351562,28.807499980926515,-0.6641155452035791
2022-10-10,25.322526931762695,28.684534072875977,32.45000076293945,29.236499977111816,-0.8217601720126149
2022-10-11,24.871980667114258,28.581235885620117,33.630001068115234,29.554500007629393,-0.925148946458927
2022-10-12,24.98879051208496,27.629127502441406,33.56999969482422,29.925,-0.8057732198669547
2022-10-13,25.990005493164062,28.320756912231445,31.940000534057617,30.2085000038147,-0.6197175378932847
2022-10-14,25.305843353271484,27.912067413330078,32.02000045776367,30.494500064849852,-0.7529003357937617
2022-10-17,25.430994033813477,28.49590492248535,31.3700008392334,30.77500009536743,-0.776679876443808
2022-10-18,25.430994033813477,29.01687240600586,30.5,30.942000102996825,-0.8259463179826019
2022-10-19,25.78141975402832,28.63962173461914,30.760000228881836,31.08050012588501,-0.7022592536499263
2022-10-20,25.83148193359375,27.916555404663086,29.979999542236328,31.21200008392334,-0.621307471442181
2022-10-21,26.16522216796875,28.43303108215332,29.690000534057617,31.200500106811525,-0.586328274449466
2022-10-24,26.532337188720703,28.671058654785156,29.850000381469727,31.08000020980835,-0.5166347392720947
2022-10-25,26.765954971313477,29.245920181274414,28.459999084472656,30.87300024032593,-0.5123232832346242
2022-10-26,26.957853317260742,29.232440948486328,27.280000686645508,30.728000259399415,-0.4628521695885923
2022-10-27,27.72545051574707,29.465978622436523,27.389999389648438,30.50550022125244,-0.2921505369936342
2022-10-28,27.658708572387695,30.27437973022461,25.75,30.212000179290772,-0.38536141376537525
2022-10-31,27.767169952392578,29.99143409729004,25.8799991607666,30.001000118255615,-0.33136330868950614
2022-11-01,27.700428009033203,30.108200073242188,25.809999465942383,29.838000106811524,-0.3591681805441858
2022-11-02,27.333311080932617,29.816287994384766,25.860000610351562,29.703500175476073,-0.4237664873350511
