Date,MNST,XOM,VIX,AvgVIX,zscore
2015-01-30,19.491666793823242,54.180458068847656,20.969999313354492,19.119499969482423,-1.9648792680567257
2015-02-02,19.59166717529297,55.51915740966797,19.43000030517578,19.201499938964844,-2.0273371163773763
2015-02-03,19.44499969482422,57.1739501953125,17.329999923706055,19.071999931335448,-2.184714335839746
2015-02-04,19.788333892822266,56.68434143066406,18.329999923706055,18.932499885559082,-2.049181112309249
2015-02-05,19.72833251953125,57.24213409423828,16.850000381469727,18.80949993133545,-2.105362651580541
2015-02-06,19.524999618530273,57.13597106933594,17.290000915527344,18.823499965667725,-2.1583708701278335
2015-02-09,19.323333740234375,57.17345428466797,18.549999237060547,18.873499965667726,-2.220769396814993
2015-02-10,19.748332977294922,56.83000564575195,17.229999542236328,18.754999923706055,-2.071070044085029
2015-02-11,19.831666946411133,56.57398223876953,16.959999084472656,18.57499990463257,-2.028733243853159
2015-02-12,19.918333053588867,57.679237365722656,15.34000015258789,18.267999935150147,-2.0790822790206778
2015-02-13,19.623332977294922,58.303680419921875,14.6899995803833,17.88299994468689,-2.209556793355984
2015-02-17,19.78499984741211,58.1038703918457,15.800000190734863,17.62549991607666,-2.1478527167280723
2015-02-18,20.046667098999023,56.83000564575195,15.449999809265137,17.403499937057497,-1.9825766300567427
2015-02-19,20.18833351135254,55.84963607788086,15.289999961853027,17.22549991607666,-1.8730922214792676
2015-02-20,20.209999084472656,56.14936828613281,14.300000190734863,17.12049994468689,-1.8872912651739704
2015-02-23,20.35333251953125,55.58114242553711,14.5600004196167,17.015499973297118,-1.8056733936999574
2015-02-24,20.801666259765625,55.83714294433594,13.6899995803833,16.9239999294281,-1.6903025862979524
2015-02-25,20.63166618347168,55.94955062866211,13.84000015258789,16.754999971389772,-1.7484640475614175
2015-02-26,20.790000915527344,55.35633850097656,13.90999984741211,16.428499937057495,-1.660677023100077
2015-02-27,23.520000457763672,55.287628173828125,13.34000015258789,16.157499933242796,-0.8461622113633035
2015-03-02,23.538333892822266,54.975425720214844,13.039999961853027,15.760999965667725,-0.8192403342383238
2015-03-03,23.448333740234375,54.713157653808594,13.859999656677246,15.482499933242797,-0.8278890835440318
2015-03-04,23.25666618347168,54.43840026855469,14.229999542236328,15.327499914169312,-0.8658355126736355
2015-03-05,23.338333129882812,54.16364288330078,14.039999961853027,15.11299991607666,-0.8227040442452508
2015-03-06,22.770000457763672,53.47053146362305,15.199999809265137,15.03049988746643,-0.9435904610108565
2015-03-09,22.86833381652832,53.17704772949219,15.0600004196167,14.918999862670898,-0.8942266908256074
2015-03-10,22.65333366394043,52.61505889892578,16.690000534057617,14.825999927520751,-0.9193287774289705
2015-03-11,22.65999984741211,52.465179443359375,16.8700008392334,14.807999992370606,-0.9070377016011889
2015-03-12,22.975000381469727,52.59008026123047,15.420000076293945,14.73100004196167,-0.8221954623622947
2015-03-13,22.579999923706055,52.371524810791016,16.0,14.764000034332275,-0.9243229982025423
2015-03-16,23.00666618347168,52.927284240722656,15.609999656677246,14.810000038146972,-0.8360067470471739
2015-03-17,22.71500015258789,52.50265121459961,15.65999984741211,14.803000020980836,-0.8933017866377717
2015-03-18,22.78499984741211,53.745296478271484,13.970000267028809,14.729000043869018,-0.9580487846315666
2015-03-19,23.046667098999023,52.70872116088867,14.069999694824219,14.668000030517579,-0.8091013950754101
2015-03-20,22.920000076293945,52.789886474609375,13.020000457763672,14.604000043869018,-0.8522592869337898
2015-03-23,22.989999771118164,53.34564971923828,13.40999984741211,14.54650001525879,-0.869739584073102
2015-03-24,23.116666793823242,52.77740478515625,13.619999885559082,14.543000030517579,-0.7930640777341292
2015-03-25,22.671667098999023,52.989723205566406,15.4399995803833,14.623000001907348,-0.9396725511490135
2015-03-26,22.761667251586914,52.65250778198242,15.800000190734863,14.717500019073487,-0.8897712926743372
2015-03-27,22.998332977294922,52.19043731689453,15.069999694824219,14.803999996185302,-0.7877736290387829
2015-03-30,23.406667709350586,53.47053146362305,14.510000228881836,14.877500009536742,-0.7547389197553346
2015-03-31,23.066667556762695,53.0771369934082,15.289999961853027,14.949000024795533,-0.8285207090032971
2015-04-01,22.774999618530273,52.73994445800781,15.109999656677246,14.993000030517578,-0.8918333935730658
2015-04-02,22.610000610351562,52.64002227783203,14.670000076293945,15.024500036239624,-0.9339002679411941
2015-04-06,22.953332901000977,53.158294677734375,14.739999771118164,15.001500034332276,-0.8677233600465106
2015-04-07,22.920000076293945,53.54545974731445,14.779999732971191,14.9875,-0.9042528678756128
2015-04-08,22.96500015258789,52.490169525146484,13.979999542236328,14.851999950408935,-0.8182865826610852
2015-04-09,22.933332443237305,52.85858154296875,13.09000015258789,14.66299991607666,-0.853031713713059
2015-04-10,23.05666732788086,53.426822662353516,12.579999923706055,14.520999908447266,-0.855550095543762
2015-04-13,22.963333129882812,53.28943634033203,13.9399995803833,14.417999887466431,-0.8737813466103326
2015-04-14,22.633333206176758,54.0949592590332,13.670000076293945,14.320999908447266,-1.0270984219238393
2015-04-15,22.948333740234375,55.000389099121094,12.84000015258789,14.179999923706054,-0.9959670540988836
2015-04-16,23.0,54.781864166259766,12.600000381469727,14.111499929428101,-0.9656040922585492
2015-04-17,22.81833267211914,54.28229904174805,13.890000343322754,14.102499961853027,-0.9851144122697549
2015-04-20,23.26333236694336,54.47587203979492,13.300000190734863,14.116499948501588,-0.8664367155002409
2015-04-21,23.308332443237305,54.25107192993164,13.25,14.10849995613098,-0.8376192951746276
2015-04-22,23.31833267211914,54.61323547363281,12.710000038146973,14.062999963760376,-0.8595746874678559
2015-04-23,23.393333435058594,54.663204193115234,12.479999542236328,13.914999961853027,-0.8407660907690264
2015-04-24,23.6299991607666,54.307281494140625,12.289999961853027,13.739499950408936,-0.7460728179431753
2015-04-27,23.906667709350586,54.33224868774414,13.119999885559082,13.641999959945679,-0.6657240365279681
2015-04-28,23.456666946411133,54.825557708740234,12.40999984741211,13.536999940872192,-0.833151876906609
2015-04-29,23.19333267211914,54.8692741394043,13.390000343322754,13.44199995994568,-0.9142717318263497
2015-04-30,22.851667404174805,54.557044982910156,14.550000190734863,13.413999986648559,-0.994132699045919
2015-05-01,23.52166748046875,55.481224060058594,12.699999809265137,13.315499973297118,-0.8589897254710517
2015-05-04,23.641666412353516,55.64356994628906,12.850000381469727,13.221000003814698,-0.8345665957580901
