Date,V,XOM,VIX,AvgVIX,zscore
2020-05-08,177.2978973388672,35.219051361083984,27.979999542236328,36.95550012588501,-0.6679793331741629
2020-05-11,175.83226013183594,34.88348388671875,27.56999969482422,36.275500202178954,-0.7489502842316919
2020-05-12,171.9145050048828,34.300418853759766,33.040000915527344,36.03950033187866,-0.9812041529896087
2020-05-13,169.918701171875,32.597835540771484,35.279998779296875,35.76150026321411,-1.0287228288391592
2020-05-14,173.5743865966797,32.88548278808594,32.61000061035156,35.38650026321411,-0.7990895450909012
2020-05-15,176.05958557128906,32.652252197265625,31.889999389648438,35.07350015640259,-0.6213834041120245
2020-05-18,183.6300506591797,35.2488899230957,29.299999237060547,34.34700002670288,-0.24662922532867737
2020-05-19,181.6918487548828,34.16047286987305,30.530000686645508,33.60300006866455,-0.3212366634033984
2020-05-20,186.0095977783203,35.27220916748047,27.989999771118164,32.90350008010864,-0.08890070726736046
2020-05-21,182.9008026123047,34.64248275756836,29.530000686645508,32.31100006103516,-0.26478295117723605
2020-05-22,183.13108825683594,34.673580169677734,28.15999984741211,31.92250003814697,-0.25097113764471124
2020-05-26,185.39553833007812,35.69202423095703,28.010000228881836,31.658500003814698,-0.1510527501242728
2020-05-27,185.0117645263672,35.948577880859375,27.6200008392334,31.361000061035156,-0.18960319168488493
2020-05-28,186.39341735839844,35.01566696166992,28.59000015258789,31.229000091552734,-0.05034778525474148
2020-05-29,187.33372497558594,35.34994888305664,27.510000228881836,30.89700002670288,-0.00439291663551314
2020-06-01,186.47979736328125,35.97966766357422,28.229999542236328,30.449000072479247,-0.0931358260540299
2020-06-02,188.40838623046875,36.780433654785156,26.84000015258789,29.992500019073486,-0.004681448360594241
2020-06-03,188.89768981933594,38.280887603759766,25.65999984741211,29.594999980926513,-0.047583736813804095
2020-06-04,185.79852294921875,38.17204666137695,25.809999465942383,29.179500007629393,-0.24905983884158367
2020-06-05,191.5267791748047,41.2662239074707,24.520000457763672,28.8335000038147,-0.02238689779465066
2020-06-08,191.5171661376953,42.55677032470703,25.809999465942383,28.725,-0.08803322696277911
2020-06-09,191.0182342529297,41.608299255371094,27.56999969482422,28.725,-0.07357709313769642
2020-06-10,192.36154174804688,39.377071380615234,27.56999969482422,28.451499938964844,0.1285134432041185
2020-06-11,181.23126220703125,35.90192413330078,40.790000915527344,28.727000045776368,-0.43971034773360496
2020-06-12,184.4744110107422,36.67158508300781,36.09000015258789,28.901000022888184,-0.26190459550027334
2020-06-15,183.99462890625,36.64826965332031,34.400001525878906,29.026500129699706,-0.29276943798908656
2020-06-16,185.0692901611328,37.47235107421875,33.66999816894531,29.245000076293945,-0.2625136397461957
2020-06-17,185.72177124023438,36.251773834228516,33.470001220703125,29.392000102996825,-0.15746173199551852
2020-06-18,186.0575714111328,36.47722625732422,32.939998626708984,29.639500045776366,-0.14639338952840988
2020-06-19,184.41680908203125,35.74644470214844,35.119998931884766,29.91899995803833,-0.21915217285306532
2020-06-22,187.0650634765625,36.08851623535156,31.770000457763672,30.09949998855591,-0.059535172132592205
2020-06-23,189.95315551757812,36.30619812011719,31.3700008392334,30.267500019073488,0.12236334275375482
2020-06-24,183.65882873535156,34.59583282470703,33.84000015258789,30.57849998474121,-0.21181319904172347
2020-06-25,186.124755859375,35.116722106933594,32.220001220703125,30.760000038146973,-0.07337876830664104
2020-06-26,181.60548400878906,33.91169357299805,34.72999954223633,31.121000003814697,-0.3144730618874595
2020-06-29,183.6300506591797,34.455902099609375,31.780000686645508,31.298500061035156,-0.20668669910748025
2020-06-30,185.3475341796875,34.76687240600586,30.43000030517578,31.47800006866455,-0.10765882373272723
2020-07-01,185.93287658691406,33.981666564941406,28.6200008392334,31.626000118255615,-0.029019859141252536
2020-07-02,187.74630737304688,34.269317626953125,27.68000030517578,31.719500160217287,0.0775898337888457
2020-07-06,189.75164794921875,34.510318756103516,27.940000534057617,31.890500164031984,0.19936475722696767
2020-07-07,186.3358154296875,33.616275787353516,29.43000030517578,32.07150020599365,0.016292488116075202
2020-07-08,187.1706085205078,33.53852844238281,28.079999923706055,32.097000217437746,0.07595500580614548
2020-07-09,184.42640686035156,32.15469741821289,29.260000228881836,32.18150024414062,-0.03759615981419211
2020-07-10,184.75265502929688,33.15758514404297,27.290000915527344,31.506500244140625,-0.06632483882450765
2020-07-13,181.36558532714844,33.16535568237305,32.189998626708984,31.31150016784668,-0.2929004027209718
2020-07-14,185.50103759765625,34.261539459228516,29.520000457763672,31.067500114440918,-0.07195461444687799
2020-07-15,188.59063720703125,34.696903228759766,27.760000228881836,30.772000217437743,0.11243575475309739
2020-07-16,185.66419982910156,34.4248046875,28.0,30.49850015640259,-0.06928246405472939
2020-07-17,187.1898193359375,33.83395767211914,25.68000030517578,30.13550024032593,0.062357209841219834
2020-07-20,190.43289184570312,33.04096984863281,24.459999084472656,29.602500247955323,0.3188679530286104
2020-07-21,188.5235137939453,34.71245574951172,24.84000015258789,29.256000232696532,0.10716996427098525
2020-07-22,190.80711364746094,33.90391540527344,24.31999969482422,28.903500175476076,0.3003917309375602
2020-07-23,189.43502807617188,33.973899841308594,26.079999923706055,28.515500164031984,0.20524052654823322
2020-07-24,187.24737548828125,33.76398468017578,25.84000015258789,28.19650011062622,0.0697252515125245
2020-07-27,188.9360809326172,34.261539459228516,24.739999771118164,27.697000122070314,0.15743316766838106
2020-07-28,188.7729949951172,33.85728454589844,25.440000534057617,27.380000114440918,0.16690468033499048
2020-07-29,190.53846740722656,34.23044204711914,24.100000381469727,27.063500118255615,0.2660048444620165
2020-07-30,186.20152282714844,32.55118942260742,24.760000228881836,26.870500087738037,0.060972637542524716
2020-07-31,182.68971252441406,32.71445846557617,24.459999084472656,26.70950002670288,-0.1817653500966604
2020-08-03,182.96798706054688,32.84661102294922,24.280000686645508,26.526500034332276,-0.16983901321961437
2020-08-04,184.5032196044922,33.795082092285156,23.760000228881836,26.243000030517578,-0.11509231999607913
2020-08-05,188.1588897705078,34.09050369262695,22.989999771118164,25.988500022888182,0.11414835327929461
2020-08-06,190.7208251953125,33.927249908447266,22.649999618530273,25.657999992370605,0.2934541479608951
2020-08-07,188.40838623046875,33.771751403808594,22.209999084472656,25.403999900817873,0.14686485051262144
2020-08-10,188.82093811035156,34.603614807128906,22.1299991607666,24.90099992752075,0.1325138592717733
2020-08-11,189.76129150390625,34.96123123168945,24.030000686645508,24.626499938964844,0.17729643381135604
2020-08-12,190.6920166015625,34.95330810546875,22.280000686645508,24.352499961853027,0.2398481456228368
2020-08-13,189.8655548095703,34.09710693359375,22.1299991607666,24.058999919891356,0.22778464963939965
2020-08-14,188.96226501464844,34.24774169921875,22.049999237060547,23.877499866485596,0.15987669550291367
2020-08-17,191.64332580566406,33.803794860839844,21.350000381469727,23.72199993133545,0.3612759425514638
2020-08-18,191.23973083496094,33.637306213378906,21.510000228881836,23.555499935150145,0.34271036515638287
2020-08-19,193.14244079589844,33.26470184326172,22.540000915527344,23.466499996185302,0.4885388476511345
2020-08-20,196.1790008544922,32.757328033447266,22.719999313354492,23.298499965667723,0.7168726741230255
2020-08-21,196.15980529785156,32.511566162109375,22.540000915527344,23.133500003814696,0.7279697611467689
2020-08-24,198.350830078125,33.4708251953125,22.3700008392334,23.01500005722046,0.8259660315856266
2020-08-25,199.97486877441406,32.408512115478516,22.030000686645508,22.844500064849854,0.9879255974221104
2020-08-26,202.0504913330078,31.718795776367188,23.270000457763672,22.803000068664552,1.1612737828357491
2020-08-27,202.7904052734375,31.504751205444336,24.469999313354492,22.788500022888183,1.221465637507806
2020-08-28,207.28770446777344,32.25788116455078,22.959999084472656,22.713500022888184,1.4838546024193269
2020-08-31,203.7129364013672,31.66330337524414,26.40999984741211,22.819999980926514,1.2750848626605629
2020-09-01,205.01983642578125,31.258989334106445,26.1200008392334,22.938000011444093,1.3827231281367436
2020-09-02,208.02761840820312,31.068723678588867,26.56999969482422,23.117000007629393,1.5931625620604881
2020-09-03,200.80125427246094,31.00530242919922,33.599998474121094,23.664499950408935,1.113789752948983
2020-09-04,196.66912841796875,30.981521606445312,30.75,24.091499996185302,0.8390495274081377
2020-09-08,192.30638122558594,30.26802635192871,31.459999084472656,24.557999992370604,0.5836493858225509
2020-09-09,196.0925750732422,30.085689544677734,28.809999465942383,24.79699993133545,0.8456707909713203
2020-09-10,193.67092895507812,29.332561492919922,29.709999084472656,25.168499851226805,0.7218911765517333
2020-09-11,192.84449768066406,29.253280639648438,26.8700008392334,25.405499935150146,0.6706965070129122
2020-09-14,196.9766387939453,29.063011169433594,25.850000381469727,25.595499992370605,0.9562193917712619
2020-09-15,197.37062072753906,28.753835678100586,25.59000015258789,25.807499980926515,0.9981020633408779
2020-09-16,197.12081909179688,29.974712371826172,26.040000915527344,26.03400001525879,0.9199254882544017
2020-09-17,197.2553253173828,29.96677017211914,26.459999084472656,26.229999923706053,0.9293076871366974
2020-09-18,194.6991729736328,29.48318099975586,25.829999923706055,26.385499954223633,0.7829693382962754
2020-09-21,189.74063110351562,28.880672454833984,27.780000686645508,26.64749994277954,0.48219243062933853
2020-09-22,192.7291717529297,28.16718292236328,26.860000610351562,26.87199993133545,0.7177015612844836
2020-09-23,187.7418212890625,27.263416290283203,28.579999923706055,27.199499893188477,0.43017511983354956
2020-09-24,187.885986328125,27.207923889160156,28.510000228881836,27.461499881744384,0.4425974093028958
2020-09-25,189.5484619140625,27.461612701416016,26.3799991607666,27.55699987411499,0.5408371747804724
2020-09-28,192.49859619140625,27.99277114868164,26.190000534057617,27.71849994659424,0.7110890829827305
2020-09-29,191.6529541015625,27.17622184753418,26.270000457763672,27.711499977111817,0.6957475001376459
2020-09-30,192.16224670410156,27.215858459472656,26.3700008392334,27.723999977111816,0.7277609234006052
2020-10-01,195.41029357910156,26.2645320892334,26.700000762939453,27.73050003051758,0.9925793069082499
2020-10-02,193.59408569335938,26.14560890197754,27.6299991607666,27.432000064849852,0.8772853973260473
2020-10-05,195.5928497314453,26.748123168945312,27.959999084472656,27.292500019073486,0.9804118545392394
2020-10-06,192.62353515625,26.470645904541016,29.479999542236328,27.19350004196167,0.7961012760176662
2020-10-07,194.5646514892578,26.55785369873047,28.059999465942383,27.15600004196167,0.9213339048145147
2020-10-08,195.05471801757812,27.953134536743164,26.360000610351562,26.988500118255615,0.8837800982080595
2020-10-09,198.57180786132812,27.5408935546875,25.0,26.895000076293947,1.1394112784756392
2020-10-12,198.34120178222656,27.453689575195312,25.06999969482422,26.85600004196167,1.1284041353980345
2020-10-13,196.3424072265625,27.128646850585938,26.06999969482422,26.880000019073485,1.0112994933030057
2020-10-14,194.30514526367188,27.07315444946289,26.399999618530273,26.897999954223632,0.8780488892948505
2020-10-15,191.7586669921875,27.31098747253418,26.969999313354492,26.923499965667723,0.6960187726318201
2020-10-16,192.44093322753906,27.03351593017578,27.40999984741211,27.002499961853026,0.7555557825180115
2020-10-19,189.2793731689453,26.494430541992188,29.18000030517578,27.07249994277954,0.5715844094988654
2020-10-20,189.9808807373047,26.716413497924805,29.350000381469727,27.196999931335448,0.6072489781503417
2020-10-21,190.68234252929688,26.28830909729004,28.649999618530273,27.20049991607666,0.6756551683533809
2020-10-22,190.25955200195312,27.636028289794922,28.110000610351562,27.180499935150145,0.5795376038598192
2020-10-23,190.27877807617188,27.081087112426758,27.549999237060547,27.238999938964845,0.6087736942449917
2020-10-26,185.53164672851562,26.438936233520508,32.459999084472656,27.552499866485597,0.3241112805859764
2020-10-27,182.63917541503906,26.018766403198242,33.349998474121094,27.906499767303465,0.1521195722685503
2020-10-28,173.8079833984375,25.027803421020508,40.279998779296875,28.60199966430664,-0.38770162082491405
2020-10-29,177.6517791748047,26.1376895904541,37.59000015258789,29.146499633789062,-0.18692246348186584
2020-10-30,174.61521911621094,25.86021614074707,38.02000045776367,29.665999698638917,-0.37572380116313686
2020-11-02,177.52688598632812,26.946311950683594,37.130001068115234,30.124499797821045,-0.2359927027067309
2020-11-03,180.98631286621094,26.486509323120117,35.54999923706055,30.427999782562257,0.018183482756521697
2020-11-04,186.39651489257812,26.343801498413086,29.56999969482422,30.50349979400635,0.38665796995151214
2020-11-05,189.9232177734375,26.29623794555664,27.579999923706055,30.56449975967407,0.6245624187549214
2020-11-06,190.72079467773438,25.987056732177734,24.860000610351562,30.55749979019165,0.6933969323289196
2020-11-09,204.3759765625,29.27705955505371,25.75,30.59149980545044,1.4395561204428495
2020-11-10,204.98135375976562,29.926578521728516,24.799999237060547,30.527999782562254,1.4472663833273052
2020-11-11,204.3951873779297,29.618053436279297,23.450000762939453,30.380499839782715,1.4236632485221943
2020-11-12,200.43011474609375,28.603178024291992,25.350000381469727,30.299499893188475,1.2099997190834797
2020-11-13,202.566650390625,29.293304443359375,23.100000381469727,30.083999919891358,1.3179133930070974
2020-11-16,204.7031707763672,30.9820499420166,22.450000762939453,29.74749994277954,1.3755259455076116
2020-11-17,202.78797912597656,31.396116256713867,22.709999084472656,29.415499877929687,1.226775527814083
2020-11-18,200.01626586914062,30.21074867248535,23.84000015258789,29.174999904632568,1.1013906373178939
2020-11-19,199.76605224609375,30.365005493164062,23.110000610351562,28.924999904632568,1.076911829483932
2020-11-20,196.2147979736328,29.991533279418945,23.700000762939453,28.732499980926512,0.8585752982517563
2020-11-23,200.33384704589844,31.95633888244629,22.65999984741211,28.242500019073486,1.0346735168731045
2020-11-24,201.7967529296875,34.08349609375,21.639999389648438,27.657000064849854,1.0252203096430268
2020-11-25,202.96121215820312,33.13357925415039,21.25,26.70550012588501,1.1508283885939246
2020-11-27,203.0670928955078,32.63019561767578,20.84000015258789,25.86800012588501,1.1832542303340179
2020-11-30,202.44154357910156,30.95769500732422,20.56999969482422,24.995500087738037,1.2257241357463837
2020-12-01,203.2595977783203,31.258089065551758,20.770000457763672,24.17750005722046,1.2652219982395783
2020-12-02,202.27789306640625,32.427223205566406,21.170000076293945,23.458500099182128,1.1407761305287731
2020-12-03,200.22799682617188,32.646446228027344,21.280000686645508,23.044000148773193,0.9928445035119522
2020-12-04,204.6839141845703,33.839927673339844,20.790000915527344,22.704500198364258,1.2302896883895655
2020-12-07,204.6550750732422,33.20664596557617,21.299999237060547,22.526500129699706,1.2602620332144274
2020-12-08,204.77056884765625,34.294593811035156,20.68000030517578,22.273000144958495,1.2131749972034216
2020-12-09,201.70050048828125,34.7492561340332,22.270000457763672,22.146500205993654,0.9852585890554348
2020-12-10,199.80459594726562,35.731651306152344,22.520000457763672,22.100000190734864,0.8091696090343198
2020-12-11,198.48611450195312,35.561153411865234,23.309999465942383,21.998000144958496,0.7297110322933604
2020-12-14,199.4580535888672,34.278358459472656,24.719999313354492,22.079000091552736,0.8592298204646895
2020-12-15,200.5263671875,34.94411087036133,22.889999389648438,22.101000022888183,0.89703670861203
2020-12-16,200.4397430419922,35.47996520996094,22.5,22.09050006866455,0.8642612590976521
2020-12-17,203.2403106689453,35.30134201049805,21.93000030517578,21.995000076293945,1.060276757957858
2020-12-18,203.36544799804688,34.69242858886719,21.56999969482422,21.91800003051758,1.0993040294534469
2020-12-21,201.15191650390625,34.05915069580078,25.15999984741211,21.99099998474121,0.9833852307159046
2020-12-22,198.10107421875,33.482696533203125,24.229999542236328,22.069499969482422,0.8086897008293367
2020-12-23,197.58143615722656,33.913002014160156,23.309999465942383,22.15299997329712,0.7523145981567743
2020-12-24,200.85354614257812,33.77497482299805,21.530000686645508,22.167000007629394,0.977774282993136
2020-12-28,204.6358184814453,33.88865280151367,21.700000762939453,22.210000038146973,1.2246236510180795
2020-12-29,206.31039428710938,33.50706100463867,23.079999923706055,22.335500049591065,1.3556703212481127
2020-12-30,210.15036010742188,33.77497482299805,22.770000457763672,22.435500049591063,1.598603579214497
2020-12-31,210.50648498535156,33.466453552246094,22.75,22.514500045776366,1.6379252523609815
