Date,KRE,AMD,VIX,AvgVIX,zscore
2023-05-04,33.05585861206055,86.61000061035156,20.09000015258789,17.709999990463256,-1.7450588485482212
2023-05-05,35.135589599609375,89.83999633789062,17.190000534057617,17.649500036239623,-1.3598027862829565
2023-05-08,34.430137634277344,95.04000091552734,16.979999542236328,17.550000047683717,-1.4129810989408969
2023-05-09,34.283546447753906,95.05999755859375,17.709999084472656,17.480499982833862,-1.4370872611418575
2023-05-10,33.95371627807617,97.0199966430664,16.940000534057617,17.37300000190735,-1.4677515820189
2023-05-11,33.1108283996582,97.0999984741211,16.93000030517578,17.32950005531311,-1.606790718220923
2023-05-12,33.32155990600586,95.26000213623047,17.030000686645508,17.327500104904175,-1.5944342712338768
2023-05-15,34.37516784667969,97.4000015258789,17.1200008392334,17.33600010871887,-1.3930602969429864
2023-05-16,33.862098693847656,101.4800033569336,17.989999771118164,17.39400010108948,-1.4280668963813137
2023-05-17,36.354122161865234,103.75,16.8700008392334,17.414500188827514,-0.9861371116217608
2023-05-18,36.573997497558594,107.93000030517578,16.049999237060547,17.358500146865843,-0.8981529417631954
2023-05-19,35.92350769042969,105.81999969482422,16.809999465942383,17.36050009727478,-1.0321899800417258
2023-05-22,37.06874465942383,108.0,17.209999084472656,17.37650008201599,-0.8151017873790303
2023-05-23,37.435211181640625,108.12000274658203,18.530000686645508,17.365000104904176,-0.752745580401867
2023-05-24,36.76639938354492,108.2699966430664,20.030000686645508,17.424500131607054,-0.8620048519004645
2023-05-25,36.464054107666016,120.3499984741211,19.139999389648438,17.530000066757204,-0.7635217426254225
2023-05-26,36.912986755371094,127.02999877929688,17.950000762939453,17.638500118255614,-0.6067095717602725
2023-05-30,36.839691162109375,125.2699966430664,17.459999084472656,17.707500076293947,-0.6405521093492225
2023-05-31,35.70362854003906,118.20999908447266,17.940000534057617,17.71550006866455,-0.9161910581965095
2023-06-01,36.42741012573242,119.47000122070312,15.649999618530273,17.58100004196167,-0.7804423307461943
2023-06-02,38.672061920166016,117.86000061035156,14.600000381469727,17.306500053405763,-0.42737135547969407
2023-06-05,37.67341995239258,117.93000030517578,14.729999542236328,17.183500003814697,-0.5924081305949146
2023-06-06,39.54243469238281,124.2300033569336,13.960000038146973,17.03250002861023,-0.20436402343834664
2023-06-07,40.852569580078125,117.83000183105469,13.9399995803833,16.84400005340576,-0.06550577422513991
2023-06-08,40.367000579833984,121.05000305175781,13.649999618530273,16.679500007629393,-0.10653090781914885
2023-06-09,39.817283630371094,124.91999816894531,13.829999923706055,16.52449998855591,-0.15021086133228426
2023-06-12,39.52410888671875,129.19000244140625,15.010000228881836,16.423499965667723,-0.1463486886496275
2023-06-13,40.440284729003906,124.52999877929688,14.609999656677246,16.297999906539918,-0.05151642062073067
2023-06-14,39.25841522216797,127.33000183105469,13.880000114440918,16.092499923706054,-0.21338420687544665
2023-06-15,40.00968551635742,124.23999786376953,14.5,15.973999881744385,-0.12661936283934364
2023-06-16,39.4599723815918,120.08000183105469,13.539999961853027,15.84849991798401,-0.26915128010398776
2023-06-20,38.95043182373047,118.93000030517578,13.880000114440918,15.701999950408936,-0.3679552548161958
2023-06-21,38.34934616088867,112.11000061035156,13.199999809265137,15.50149998664856,-0.5517671607061593
2023-06-22,37.13793182373047,110.69999694824219,12.90999984741211,15.220499944686889,-0.770370023972866
2023-06-23,36.60158157348633,110.01000213623047,13.4399995803833,14.890999889373779,-0.8679648569946831
2023-06-26,37.06394958496094,107.51000213623047,14.25,14.646499919891358,-0.8219304463881143
2023-06-27,37.69277572631836,110.38999938964844,13.739999771118164,14.435999870300293,-0.6820132798351529
2023-06-28,37.48933029174805,110.16999816894531,13.430000305175781,14.23449993133545,-0.7185187785038475
2023-06-29,38.192138671875,111.23999786376953,13.539999961853027,14.01449990272522,-0.5885932166688049
2023-06-30,37.75751876831055,113.91000366210938,13.59000015258789,13.9114999294281,-0.6279251542446893
2023-07-03,38.62677764892578,115.81999969482422,13.569999694824219,13.859999895095825,-0.4600074410773677
2023-07-05,38.1181640625,113.94999694824219,14.180000305175781,13.832499933242797,-0.5675209439505812
2023-07-06,37.53557586669922,113.4800033569336,15.4399995803833,13.906499910354615,-0.6700887058459565
2023-07-07,38.34934616088867,113.16999816894531,14.829999923706055,13.950999927520751,-0.5387181410974043
2023-07-10,38.654518127441406,113.58000183105469,15.069999694824219,14.021999931335449,-0.48297440290327387
2023-07-11,39.17237854003906,111.31999969482422,14.84000015258789,14.07249994277954,-0.42476689142753304
2023-07-12,39.95841598510742,114.58000183105469,13.539999961853027,13.9989999294281,-0.25405511676417875
2023-07-13,40.642730712890625,115.91999816894531,13.609999656677246,13.948999929428101,-0.12387802312314554
2023-07-14,39.884437561035156,115.94000244140625,13.34000015258789,13.92199993133545,-0.2496025316595468
2023-07-17,40.57799530029297,118.31999969482422,13.479999542236328,13.870999908447265,-0.10508709857903084
2023-07-18,42.288780212402344,117.93000030517578,13.300000190734863,13.858999919891357,0.1743144523373766
2023-07-19,43.6019287109375,116.43000030517578,13.760000228881836,13.852999925613403,0.37399443236534
2023-07-20,43.43546676635742,110.25,13.989999771118164,13.892499923706055,0.27026266576867286
2023-07-21,42.889869689941406,110.94999694824219,13.600000381469727,13.926999950408936,0.18824310026233596
2023-07-24,43.971824645996094,110.61000061035156,13.90999984741211,13.950499963760375,0.3637963976072558
2023-07-25,43.139556884765625,113.0,13.859999656677246,13.930999946594238,0.2549585687184249
2023-07-26,45.183250427246094,110.08999633789062,13.1899995803833,13.903499937057495,0.5586419456085779
2023-07-27,44.41570281982422,111.0999984741211,14.40999984741211,13.952499914169312,0.4435673426138615
2023-07-28,45.05377960205078,112.95999908447266,13.329999923706055,13.941999912261963,0.5724646722130251
2023-07-31,45.026039123535156,114.4000015258789,13.630000114440918,13.943999910354615,0.5855833510229018
2023-08-01,44.545162200927734,117.5999984741211,13.930000305175781,13.961999940872193,0.5450914235371871
2023-08-02,44.34172439575195,109.3499984741211,16.09000015258789,14.057499933242799,0.4097345009090624
2023-08-03,44.7301139831543,113.1500015258789,15.920000076293945,14.08149995803833,0.5210350222766084
2023-08-04,44.905818939208984,115.81999969482422,17.100000381469727,14.194999980926514,0.5830926605849579
2023-08-07,45.34970474243164,116.80999755859375,15.770000457763672,14.230000019073486,0.6690200851233119
2023-08-08,44.767112731933594,113.2300033569336,15.989999771118164,14.2875,0.5281662627053455
2023-08-09,44.119781494140625,110.47000122070312,15.960000038146973,14.408500003814698,0.38665214440304674
2023-08-10,44.08279800415039,110.2300033569336,15.850000381469727,14.520500040054321,0.3775538197921822
2023-08-11,44.19375991821289,107.56999969482422,14.84000015258789,14.595500040054322,0.3632414947431763
2023-08-14,43.33374786376953,111.9800033569336,14.819999694824219,14.662500047683716,0.27466177953441473
2023-08-15,41.891143798828125,111.3499984741211,16.459999084472656,14.820499992370605,0.02725484598820869
2023-08-16,41.419517517089844,107.19000244140625,16.780000686645508,14.971500015258789,-0.10230496286597347
2023-08-17,41.419517517089844,104.44000244140625,17.889999389648438,15.166499996185303,-0.13615862944581125
2023-08-18,41.382530212402344,105.44999694824219,17.299999237060547,15.351499938964844,-0.1298696514273581
2023-08-21,41.10511016845703,108.22000122070312,17.1299991607666,15.512499904632568,-0.14185587970508098
2023-08-22,39.9306755065918,105.66000366210938,16.969999313354492,15.667999887466431,-0.36847244029239595
2023-08-23,40.44853210449219,109.43000030517578,15.979999542236328,15.807499885559082,-0.2360337195657622
2023-08-24,40.633480072021484,101.80000305175781,17.200000762939453,15.94699993133545,-0.29923790728684935
2023-08-25,40.34681701660156,102.25,15.680000305175781,16.064499950408937,-0.3413198968876544
2023-08-28,40.929405212402344,102.61000061035156,15.079999923706055,16.136999940872194,-0.24010619524807614
2023-08-29,41.31780242919922,105.91999816894531,14.449999809265137,16.16299991607666,-0.1348365819407043
2023-08-30,41.01262664794922,106.58999633789062,13.880000114440918,16.05249991416931,-0.17728567315921748
2023-08-31,41.20682907104492,105.72000122070312,13.569999694824219,15.934999895095824,-0.15573397878790077
2023-09-01,42.18705749511719,109.44999694824219,13.09000015258789,15.734499883651733,0.05302341854662389
2023-09-05,41.23456954956055,110.77999877929688,14.010000228881836,15.646499872207642,-0.08883490022725145
2023-09-06,40.28207778930664,109.27999877929688,14.449999809265137,15.56949987411499,-0.2655323757720539
2023-09-07,39.736480712890625,106.58999633789062,14.399999618530273,15.491499853134155,-0.3892842718394858
2023-09-08,40.097129821777344,106.08999633789062,13.84000015258789,15.390999841690064,-0.33552697425552297
2023-09-11,40.02314758300781,105.31999969482422,13.800000190734863,15.338999843597412,-0.35729619262157386
2023-09-12,40.35606384277344,105.30999755859375,14.229999542236328,15.309499835968017,-0.30211390815436856
2023-09-13,39.86594009399414,107.70999908447266,13.479999542236328,15.160499858856202,-0.35399023935894414
2023-09-14,40.6519775390625,106.62999725341797,12.819999694824219,14.962499809265136,-0.2367057546096426
2023-09-15,40.42079162597656,101.48999786376953,13.789999961853027,14.757499837875367,-0.33838687996315386
2023-09-18,39.651268005371094,102.37000274658203,14.0,14.59249987602234,-0.45539006771121027
2023-09-19,39.55799102783203,101.61000061035156,14.109999656677246,14.44149990081787,-0.4802415706278538
2023-09-20,39.2128791809082,100.33999633789062,15.140000343322754,14.349999952316285,-0.5532072579551225
2023-09-21,38.64389419555664,96.11000061035156,17.540000915527344,14.428000020980836,-0.6998024200482361
2023-09-22,38.392051696777344,96.19999694824219,17.200000762939453,14.428000020980836,-0.7405316361428901
2023-09-25,38.9423713684082,97.37999725341797,16.899999618530273,14.48899998664856,-0.6345839700381374
2023-09-26,38.336082458496094,95.95999908447266,18.940000534057617,14.682000017166137,-0.7527839511572164
2023-09-27,38.13088607788086,98.06999969482422,18.219999313354492,14.870499992370606,-0.760897013214576
2023-09-28,38.51331329345703,102.76000213623047,17.34000015258789,15.043499994277955,-0.6396307154840694
2023-09-29,38.96103286743164,102.81999969482422,17.520000457763672,15.241000032424926,-0.5645151074916094
2023-10-02,37.990970611572266,103.2699966430664,17.610000610351562,15.467000055313111,-0.7201261762143314
2023-10-03,37.244781494140625,100.08000183105469,19.780000686645508,15.755500078201294,-0.883356363336436
2023-10-04,37.59921646118164,104.06999969482422,18.579999923706055,15.96200008392334,-0.775357606083309
2023-10-05,38.224159240722656,102.91000366210938,18.489999771118164,16.166500091552734,-0.6858195906897652
2023-10-06,38.32675552368164,107.23999786376953,17.450000762939453,16.347000122070312,-0.6154718097654174
2023-10-09,38.308109283447266,106.97000122070312,17.700000762939453,16.542000150680543,-0.6218931729091827
2023-10-10,38.905067443847656,109.01000213623047,17.030000686645508,16.682000207901,-0.49761075736016475
2023-10-11,38.933048248291016,108.30999755859375,16.09000015258789,16.81250023841858,-0.5015798246227574
2023-10-12,38.45734405517578,108.79000091552734,16.690000534057617,17.00600028038025,-0.574696712021641
2023-10-13,37.70181655883789,105.08999633789062,19.31999969482422,17.28250026702881,-0.7457566655289668
2023-10-16,38.66255569458008,106.45999908447266,17.209999084472656,17.44300022125244,-0.5692894234653971
2023-10-17,39.483375549316406,105.13999938964844,17.8799991607666,17.63150019645691,-0.44918121762466406
2023-10-18,38.41071319580078,102.16999816894531,19.219999313354492,17.835500144958495,-0.6639382637919846
2023-10-19,37.990970611572266,102.4000015258789,21.399999618530273,18.028500080108643,-0.7308361851682772
2023-10-20,36.470584869384766,101.80999755859375,21.709999084472656,18.253999996185303,-0.9906721018330807
2023-10-23,36.3306770324707,100.01000213623047,20.3700008392334,18.42750005722046,-1.0360728729613815
2023-10-24,36.106815338134766,101.66999816894531,18.969999313354492,18.428999996185304,-1.0528264407641914
2023-10-25,35.97623062133789,96.05999755859375,20.190000534057617,18.527500057220458,-1.1435811970361114
2023-10-26,37.04888916015625,93.66999816894531,20.68000030517578,18.694500064849855,-0.9948086658657951
2023-10-27,36.25605392456055,96.43000030517578,21.270000457763672,18.882000064849855,-1.0925409110373445
2023-10-30,36.79704666137695,96.18000030517578,19.75,18.989000034332275,-1.0057465839901678
2023-10-31,37.00225067138672,98.5,18.139999389648438,18.90699996948242,-0.9430970714955769
2023-11-01,37.151493072509766,108.04000091552734,16.8700008392334,18.82150001525879,-0.8008628532465769
2023-11-02,39.2595100402832,107.83000183105469,15.65999984741211,18.680000019073486,-0.4532556033097504
2023-11-03,40.686622619628906,112.25,14.90999984741211,18.55299997329712,-0.16176575380274677
2023-11-06,40.108314514160156,111.75,14.890000343322754,18.412499952316285,-0.263991881151253
2023-11-07,39.7165641784668,113.44999694824219,14.8100004196167,18.301499938964845,-0.3081433706541707
2023-11-08,39.1942138671875,113.58999633789062,14.449999809265137,18.219499921798707,-0.3931948956592764
2023-11-09,38.3734016418457,113.48999786376953,15.289999961853027,18.149499893188477,-0.530782613912034
2023-11-10,38.58793258666992,118.58999633789062,14.170000076293945,17.891999912261962,-0.43236070845943514
2023-11-13,38.653221130371094,116.79000091552734,14.760000228881836,17.76949996948242,-0.4436734149317945
2023-11-14,41.49811935424805,119.87999725341797,14.15999984741211,17.5835000038147,0.06697191619060525
2023-11-15,42.06709289550781,118.0,14.180000305175781,17.33150005340576,0.13834857162333788
2023-11-16,41.535423278808594,119.83000183105469,14.319999694824219,16.97750005722046,0.07255353233642028
2023-11-17,42.16969680786133,120.62000274658203,13.800000190734863,16.58200011253357,0.1876468997650669
2023-11-20,42.12306213378906,121.52999877929688,13.40999984741211,16.234000062942506,0.19110219356189126
2023-11-21,41.18098449707031,119.16000366210938,13.350000381469727,15.953000116348267,0.005424745993311887
2023-11-22,41.35820770263672,122.51000213623047,12.850000381469727,15.586000108718872,0.07610569436005322
2023-11-24,41.41416931152344,122.30999755859375,12.460000038146973,15.175000095367432,0.0829401252405369
2023-11-27,41.15299606323242,122.6500015258789,12.6899995803833,14.746000051498413,0.04373854672730061
2023-11-28,41.14366912841797,122.01000213623047,12.6899995803833,14.393000030517578,0.0343104540668262
2023-11-29,42.001800537109375,123.8499984741211,12.979999542236328,14.135000038146973,0.199517900004913
2023-11-30,42.08574295043945,121.16000366210938,12.920000076293945,13.9375,0.18034778085701741
2023-12-01,44.26838302612305,121.38999938964844,12.630000114440918,13.78600001335144,0.5457682504403417
2023-12-04,44.884002685546875,118.56999969482422,13.079999923706055,13.694500017166138,0.6133221215956982
2023-12-05,44.32435607910156,118.37999725341797,12.850000381469727,13.592500019073487,0.5180123204825668
2023-12-06,44.34300994873047,116.81999969482422,12.970000267028809,13.500500011444093,0.5019069461268219
2023-12-07,45.201141357421875,128.3699951171875,13.0600004196167,13.43100004196167,0.7866485998817335
2023-12-08,45.69549560546875,128.9199981689453,12.350000381469727,13.284000062942505,0.8755435267567764
2023-12-11,45.5928955078125,134.41000366210938,12.630000114440918,13.207000064849854,0.926083474112972
2023-12-12,45.23844909667969,137.61000061035156,12.069999694824219,13.072500038146973,0.906594701930037
2023-12-13,47.88746643066406,138.19000244140625,12.1899995803833,12.974000024795533,1.3538003987901766
2023-12-14,50.20069122314453,138.0,12.479999542236328,12.88899998664856,1.7357437816813692
2023-12-15,49.39851760864258,139.14999389648438,12.279999732971191,12.786999988555909,1.6166403222768801
2023-12-18,48.88224411010742,138.89999389648438,12.5600004196167,12.725,1.5277972444090742
2023-12-19,49.606353759765625,140.14999389648438,12.529999732971191,12.680999994277954,1.6634773406512435
2023-12-20,48.44965744018555,135.47000122070312,13.670000076293945,12.696999979019164,1.4137095070461583
2023-12-21,48.976287841796875,139.91000366210938,13.649999618530273,12.736999940872192,1.555853823644922
2023-12-22,49.286617279052734,139.60000610351562,13.029999732971191,12.765499925613403,1.6035908215738555
2023-12-26,50.0483512878418,143.41000366210938,12.989999771118164,12.780499935150146,1.7770358866503062
2023-12-27,49.96371078491211,146.07000732421875,12.430000305175781,12.767499971389771,1.795720832511827
2023-12-28,50.08595657348633,148.75999450683594,12.470000267028809,12.742000007629395,1.8491436878164997
2023-12-29,49.305419921875,147.41000366210938,12.449999809265137,12.718499994277954,1.7028587767775711
