Date,PEP,AMD,VIX,AvgVIX,zscore
2020-01-30,118.72425079345703,48.779998779296875,15.489999771118164,13.696000051498412,1.8824187488464261
2020-01-31,117.23017120361328,47.0,18.84000015258789,14.014500045776368,1.7337882875998647
2020-02-03,117.6346206665039,48.02000045776367,17.969999313354492,14.211999988555908,1.7366034972665665
2020-02-04,118.2207260131836,49.45000076293945,16.049999237060547,14.32199993133545,1.7440295358257705
2020-02-05,119.11221313476562,49.84000015258789,15.149999618530273,14.389999914169312,1.87944666738077
2020-02-06,119.1369400024414,49.31999969482422,14.960000038146973,14.465499925613404,1.9201119611978619
2020-02-07,119.99542999267578,49.72999954223633,15.470000267028809,14.611999940872192,2.048122404716991
2020-02-10,120.23482513427734,52.2599983215332,15.039999961853027,14.735999917984008,1.9158505965686052
2020-02-11,120.58149719238281,53.79999923706055,15.180000305175781,14.878999948501587,1.8719747765640962
2020-02-12,120.58149719238281,53.88999938964844,13.739999771118164,14.946499919891357,1.8657168084233327
2020-02-13,120.90342712402344,54.529998779296875,14.149999618530273,15.032999897003174,1.8799097138304068
2020-02-14,121.3326644897461,55.310001373291016,13.680000305175781,15.100999927520752,1.9039319635985288
2020-02-18,120.18533325195312,56.88999938964844,14.829999923706055,15.237499904632568,1.5848900707913314
2020-02-19,120.12748718261719,58.900001525878906,14.380000114440918,15.313999891281128,1.4345824420027404
2020-02-20,119.82210540771484,57.27000045776367,15.5600004196167,15.446499919891357,1.492244227018398
2020-02-21,120.3916244506836,53.279998779296875,17.079999923706055,15.651499938964843,1.8735145168020702
2020-02-24,117.74195098876953,49.119998931884766,25.030000686645508,16.174999952316284,1.6796857964847607
2020-02-25,116.47074890136719,47.56999969482422,27.850000381469727,16.655999994277956,1.5556975784408087
2020-02-26,117.19717407226562,47.4900016784668,27.559999465942383,17.219999933242796,1.6937010698014685
2020-02-27,112.56639099121094,44.0099983215332,39.15999984741211,18.35849995613098,1.0913966240454307
2020-02-28,108.98395538330078,45.47999954223633,40.11000061035156,19.589499998092652,0.33603769948279
2020-03-02,113.565185546875,47.459999084472656,33.41999816894531,20.318499898910524,1.0336072718332536
2020-03-03,111.9142837524414,46.75,36.81999969482422,21.26099991798401,0.7819850263564994
2020-03-04,117.53558349609375,50.11000061035156,31.989999771118164,22.05799994468689,1.5732234633910802
2020-03-05,114.76415252685547,48.11000061035156,39.619998931884766,23.281499910354615,1.2070050844621212
2020-03-06,114.06607818603516,48.59000015258789,41.939998626708984,24.630499839782715,1.0463572331028785
2020-03-09,108.16581726074219,43.27000045776367,54.459999084472656,26.57999978065491,0.3405432595645465
2020-03-10,111.4732894897461,45.380001068115234,47.29999923706055,28.192999744415282,0.7968434062964797
2020-03-11,107.82508850097656,45.70000076293945,53.900001525878906,30.12899980545044,0.10945711002341345
2020-03-12,95.85006713867188,39.0099983215332,75.47000122070312,33.21549987792969,-1.6086399775671092
2020-03-13,105.91374969482422,43.900001525878906,57.83000183105469,35.39949998855591,-0.11385688183152072
2020-03-16,93.98027801513672,38.709999084472656,82.69000244140625,38.850000095367434,-1.9286779713308149
2020-03-17,106.13813018798828,41.880001068115234,75.91000366210938,41.9040002822876,0.06750832318059835
2020-03-18,100.48717498779297,39.119998931884766,76.44999694824219,45.007500123977664,-0.7708564733039871
2020-03-19,97.51212310791016,39.81999969482422,72.0,47.829500102996825,-1.361937561082237
2020-03-20,86.36811065673828,39.61000061035156,66.04000091552734,50.27750015258789,-3.379099236894312
2020-03-23,87.4068832397461,41.63999938964844,61.59000015258789,52.10550012588501,-3.3308630400192505
2020-03-24,94.60354614257812,46.220001220703125,61.66999816894531,53.796500015258786,-2.3372363823526845
2020-03-25,93.48998260498047,44.630001068115234,63.95000076293945,55.61600008010864,-2.4297027434662395
2020-03-26,99.93869018554688,47.5,61.0,56.708000087738036,-1.453541043894015
2020-03-27,100.10491943359375,46.58000183105469,65.54000091552734,57.97950010299682,-1.3592642136538031
2020-03-30,104.2766342163086,47.86000061035156,57.08000183105469,59.16250028610229,-0.6876839577442084
2020-03-31,99.80574035644531,45.47999954223633,53.540000915527344,59.99850034713745,-1.3373238916205061
2020-04-01,98.16031646728516,43.65999984741211,57.060001373291016,61.252000427246095,-1.5107658930641092
2020-04-02,102.9303970336914,44.4900016784668,50.90999984741211,61.81650047302246,-0.698802701285944
2020-04-03,103.53701782226562,42.59000015258789,46.79999923706055,62.059500503540036,-0.4560917550312785
2020-04-06,108.99687194824219,47.52000045776367,45.2400016784668,61.598500633239745,0.19654553169792088
2020-04-07,108.4317398071289,47.560001373291016,46.70000076293945,61.568500709533694,0.09072991260120361
2020-04-08,110.20182037353516,48.790000915527344,43.349998474121094,61.041000556945804,0.3279235747134156
2020-04-09,111.04947662353516,48.380001068115234,41.66999816894531,59.35100040435791,0.5109757483654649
2020-04-13,108.77247619628906,50.939998626708984,41.16999816894531,58.51800022125244,-0.08216830216703891
2020-04-14,115.0134506225586,54.93000030517578,37.7599983215332,56.27150001525879,0.7782427321997083
2020-04-15,112.21290588378906,54.9900016784668,40.84000015258789,54.51799983978272,0.26347857426181026
2020-04-16,112.71981048583984,56.95000076293945,40.11000061035156,52.70100002288818,0.21961249260157423
2020-04-17,114.30708312988281,56.599998474121094,38.150001525878906,51.00850009918213,0.5333388733054248
2020-04-20,111.81401824951172,56.970001220703125,43.83000183105469,49.898000144958495,0.05307880641804051
2020-04-21,108.81402587890625,52.91999816894531,45.40999984741211,49.089000129699706,-0.21226804574428138
2020-04-22,110.21013641357422,55.91999816894531,41.97999954223633,48.104500198364256,-0.16632936563788794
2020-04-23,108.24893188476562,55.900001525878906,41.380001068115234,46.976000213623045,-0.52250349236263
2020-04-24,111.6561050415039,56.18000030517578,35.93000030517578,45.722500228881835,0.07921927644601431
2020-04-27,111.7392349243164,56.4900016784668,33.290000915527344,44.11000022888184,0.07282013838150182
2020-04-28,113.284912109375,55.5099983215332,33.56999969482422,42.93450012207031,0.4227686599034159
2020-04-29,110.82510375976562,53.65999984741211,31.229999542236328,41.81900005340576,0.10293492270319321
