Date,CVX,FDX,VIX,AvgVIX,zscore
2020-01-30,84.41715240478516,132.14720153808594,15.489999771118164,13.696000051498412,1.30188634242126
2020-01-31,81.18899536132812,128.92063903808594,18.84000015258789,14.014500045776368,1.0345690754949721
2020-02-03,80.53730010986328,128.2075958251953,17.969999313354492,14.211999988555908,0.9811000228368749
2020-02-04,80.96923065185547,131.4787139892578,16.049999237060547,14.32199993133545,0.994005869077584
2020-02-05,83.56842803955078,133.653564453125,15.149999618530273,14.389999914169312,1.212646533430884
2020-02-06,82.96977996826172,132.47703552246094,14.960000038146973,14.465499925613404,1.1677288707410483
2020-02-07,82.55301666259766,138.74298095703125,15.470000267028809,14.611999940872192,1.0794132961429406
2020-02-10,83.19711303710938,139.74131774902344,15.039999961853027,14.735999917984008,1.1298949048069271
2020-02-11,84.27317810058594,140.82870483398438,15.180000305175781,14.878999948501587,1.21890627450216
2020-02-12,84.90213012695312,141.2832489013672,13.739999771118164,14.946499919891357,1.2723902873318695
2020-02-13,84.61418151855469,143.92156982421875,14.149999618530273,15.032999897003174,1.2249860944916675
2020-02-14,84.39186096191406,141.38128662109375,13.680000305175781,15.100999927520752,1.2252401530736234
2020-02-18,84.5145034790039,141.33673095703125,14.829999923706055,15.237499904632568,1.2367416460408949
2020-02-19,84.8978271484375,143.62742614746094,14.380000114440918,15.313999891281128,1.253125173075946
2020-02-20,84.18485260009766,146.9877166748047,15.5600004196167,15.446499919891357,1.1612920722313207
2020-02-21,83.5715560913086,145.50811767578125,17.079999923706055,15.651499938964843,1.11748368924304
2020-02-24,80.27498626708984,138.02101135253906,25.030000686645508,16.174999952316284,0.8782545499349711
2020-02-25,77.20842742919922,129.7762908935547,27.850000381469727,16.655999994277956,0.6660231211777252
2020-02-26,75.1614990234375,128.82260131835938,27.559999465942383,17.219999933242796,0.4877269674907674
2020-02-27,72.16390991210938,123.67967224121094,39.15999984741211,18.35849995613098,0.2567877187398575
2020-02-28,71.55827331542969,125.82776641845703,40.11000061035156,19.589499998092652,0.1844668760371722
2020-03-02,74.04985046386719,124.56206512451172,33.41999816894531,20.318499898910524,0.4210312793254392
2020-03-03,72.3632583618164,118.62586975097656,36.81999969482422,21.26099991798401,0.3155903681552991
2020-03-04,75.5371322631836,121.58507537841797,31.989999771118164,22.05799994468689,0.5801283370039387
2020-03-05,74.50984191894531,115.8093032836914,39.619998931884766,23.281499910354615,0.5332969962810751
2020-03-06,73.07621765136719,114.37603759765625,41.939998626708984,24.630499839782715,0.4145842352920725
2020-03-09,61.84494400024414,103.64432525634766,54.459999084472656,26.57999978065491,-0.5194327624444918
2020-03-10,65.1491470336914,108.09645080566406,47.29999923706055,28.192999744415282,-0.25507392795652567
2020-03-11,63.65420150756836,99.4430160522461,53.900001525878906,30.12899980545044,-0.32122480716139445
2020-03-12,58.46405029296875,86.892822265625,75.47000122070312,33.21549987792969,-0.6917308184857098
2020-03-13,63.953208923339844,95.51936340332031,57.83000183105469,35.39949998855591,-0.262467000066465
2020-03-16,53.43488693237305,81.06114959716797,82.69000244140625,38.850000095367434,-1.1017044257227864
2020-03-17,54.1938591003418,85.06538391113281,75.91000366210938,41.9040002822876,-1.064987726064635
2020-03-18,42.203590393066406,89.2935562133789,76.44999694824219,45.007500123977664,-2.1884132823511946
2020-03-19,43.99753189086914,100.04318237304688,72.0,47.829500102996825,-2.111974465958004
2020-03-20,45.53082275390625,99.48780059814453,66.04000091552734,50.27750015258789,-1.9681948287610371
2020-03-23,41.56727600097656,100.1148681640625,61.59000015258789,52.10550012588501,-2.333353866056387
2020-03-24,51.019962310791016,107.53209686279297,61.66999816894531,53.796500015258786,-1.534244793287484
2020-03-25,53.10521697998047,105.98236846923828,63.95000076293945,55.61600008010864,-1.3323101931274433
2020-03-26,58.55604553222656,112.51275634765625,61.0,56.708000087738036,-0.8896516774382158
2020-03-27,52.72957992553711,108.01582336425781,65.54000091552734,57.97950010299682,-1.3828112830248163
2020-03-30,55.159812927246094,111.357177734375,57.08000183105469,59.16250028610229,-1.188914086903188
2020-03-31,55.550819396972656,108.6249771118164,53.540000915527344,59.99850034713745,-1.1313906427221638
2020-04-01,52.560909271240234,101.65562438964844,57.060001373291016,61.252000427246095,-1.3469267461697332
2020-04-02,58.35671615600586,104.48637390136719,50.90999984741211,61.81650047302246,-0.8431373637970538
2020-04-03,57.5824089050293,97.83951568603516,46.79999923706055,62.059500503540036,-0.8599702299567267
2020-04-06,61.63028335571289,106.61837005615234,45.2400016784668,61.598500633239745,-0.5628814213519693
2020-04-07,62.036598205566406,103.86825561523438,46.70000076293945,61.568500709533694,-0.5038228926901467
2020-04-08,65.91580963134766,112.45901489257812,43.349998474121094,61.041000556945804,-0.22054360560904832
2020-04-09,64.63550567626953,109.54766845703125,41.66999816894531,59.35100040435791,-0.31342558533724496
2020-04-13,65.09550476074219,110.65843963623047,41.16999816894531,58.51800022125244,-0.2805755026450324
2020-04-14,64.86551666259766,112.04694366455078,37.7599983215332,56.27150001525879,-0.31265074948892496
2020-04-15,63.24021911621094,107.40669250488281,40.84000015258789,54.51799983978272,-0.4229570172880461
2020-04-16,61.32362365722656,106.67211151123047,40.11000061035156,52.70100002288818,-0.591175854948499
2020-04-17,66.8281021118164,111.84088897705078,38.150001525878906,51.00850009918213,-0.13267992934443967
2020-04-20,64.06818389892578,109.86116790771484,43.83000183105469,49.898000144958495,-0.36749405785307887
2020-04-21,62.58858871459961,107.9262466430664,45.40999984741211,49.089000129699706,-0.4863444469620923
2020-04-22,64.73517608642578,106.18838500976562,41.97999954223633,48.104500198364256,-0.27732267420837287
2020-04-23,66.54444885253906,108.2845458984375,41.380001068115234,46.976000213623045,-0.12981747133934263
2020-04-24,66.70542907714844,110.23743438720703,35.93000030517578,45.722500228881835,-0.13091522518477894
2020-04-27,68.7753677368164,114.02665710449219,33.290000915527344,44.11000022888184,0.026641216294278864
2020-04-28,68.92870330810547,114.42977142333984,33.56999969482422,42.93450012207031,0.03732692438996337
2020-04-29,72.53959655761719,115.98845672607422,31.229999542236328,41.81900005340576,0.3528468262779242
2020-04-30,70.5309829711914,113.56082916259766,34.150001525878906,40.673500061035156,0.18989921171025836
2020-05-01,68.56838989257812,105.8838119506836,37.189998626708984,39.9875,0.07339832477973736
2020-05-04,70.10165405273438,103.77867889404297,35.970001220703125,39.44600009918213,0.22965337266585176
2020-05-05,71.21329498291016,105.4090347290039,33.61000061035156,38.86450004577637,0.3175252891705584
2020-05-06,69.03604125976562,103.12476348876953,34.119998931884766,38.235499954223634,0.13810154845268094
2020-05-07,71.02164459228516,104.57593536376953,31.440000534057617,37.64000005722046,0.3068204958974557
2020-05-08,73.19122314453125,107.89043426513672,27.979999542236328,36.95550012588501,0.4772520172345559
2020-05-11,71.5812759399414,105.31050109863281,27.56999969482422,36.275500202178954,0.35175174369395357
2020-05-12,69.84100341796875,101.35106658935547,33.040000915527344,36.03950033187866,0.2255177603606532
2020-05-13,68.00104522705078,97.94701385498047,35.279998779296875,35.76150026321411,0.08575511982899238
2020-05-14,69.03604125976562,97.74100494384766,32.61000061035156,35.38650026321411,0.1814489302248351
2020-05-15,68.3537368774414,96.316650390625,31.889999389648438,35.07350015640259,0.13092599816934528
2020-05-18,71.99427795410156,106.77067565917969,29.299999237060547,34.34700002670288,0.3775186574296796
2020-05-19,69.71504211425781,102.82913208007812,30.530000686645508,33.60300006866455,0.20217281958693256
2020-05-20,72.34432220458984,104.81780242919922,27.989999771118164,32.90350008010864,0.42504569517535173
2020-05-21,71.59752655029297,103.70701599121094,29.530000686645508,32.31100006103516,0.3661386769290624
2020-05-22,70.22842407226562,104.80884552001953,28.15999984741211,31.92250003814697,0.23287673564439557
2020-05-26,72.57771301269531,111.80506896972656,28.010000228881836,31.658500003814698,0.38999250279876224
2020-05-27,73.04444885253906,116.83948516845703,27.6200008392334,31.361000061035156,0.39186339286257116
2020-05-28,70.6874008178711,117.48445892333984,28.59000015258789,31.229000091552734,0.17251949893722768
2020-05-29,71.33305358886719,116.95594787597656,27.510000228881836,30.89700002670288,0.23543594436621923
2020-06-01,72.18097686767578,116.19450378417969,28.229999542236328,30.449000072479247,0.31860524941100515
2020-06-02,73.65895080566406,120.21666717529297,26.84000015258789,29.992500019073486,0.4205028899949856
2020-06-03,75.59591674804688,123.69236755371094,25.65999984741211,29.594999980926513,0.5685023509028965
2020-06-04,74.89583587646484,124.70465087890625,25.809999465942383,29.179500007629393,0.4967457138042121
2020-06-05,78.41967010498047,127.39200592041016,24.520000457763672,28.8335000038147,0.7952683261148735
2020-06-08,80.30998229980469,133.81495666503906,25.809999465942383,28.725,0.9152992217900741
2020-06-09,78.97977447509766,129.61361694335938,27.56999969482422,28.725,0.8282695917190166
2020-06-10,75.9070816040039,125.77062225341797,27.56999969482422,28.451499938964844,0.5800403162526806
2020-06-11,69.52056884765625,115.38829803466797,40.790000915527344,28.727000045776368,0.08338360416063097
2020-06-12,71.86980438232422,118.89085388183594,36.09000015258789,28.901000022888184,0.26862381615483977
2020-06-15,70.96744537353516,119.75086212158203,34.400001525878906,29.026500129699706,0.17971513309192705
2020-06-16,73.14556121826172,121.41705322265625,33.66999816894531,29.245000076293945,0.3641936802984539
2020-06-17,71.20861053466797,121.5245590209961,33.470001220703125,29.392000102996825,0.18734538802739054
2020-06-18,71.51976013183594,123.9700927734375,32.939998626708984,29.639500045776366,0.1959248163378983
2020-06-19,70.5007095336914,123.28926849365234,35.119998931884766,29.91899995803833,0.1088200827243556
2020-06-22,71.24748229980469,123.0653305053711,31.770000457763672,30.09949998855591,0.17847156752846768
2020-06-23,71.13079833984375,124.57923126220703,31.3700008392334,30.267500019073488,0.1556809968924688
2020-06-24,68.17479705810547,121.01390838623047,33.84000015258789,30.57849998474121,-0.08418187790688174
2020-06-25,69.39608764648438,121.92765045166016,32.220001220703125,30.760000038146973,0.01942214035964689
2020-06-26,67.25689697265625,117.08509826660156,34.72999954223633,31.121000003814697,-0.13594533858662655
2020-06-29,68.19813537597656,121.1085433959961,31.780000686645508,31.298500061035156,-0.08282341699461396
2020-06-30,69.41165161132812,126.21210479736328,30.43000030517578,31.47800006866455,-0.013660110979207525
2020-07-01,68.15923309326172,141.009765625,28.6200008392334,31.626000118255615,-0.24659278009953822
2020-07-02,68.69599914550781,139.94766235351562,27.68000030517578,31.719500160217287,-0.18927307401977256
2020-07-06,68.89825439453125,140.6587677001953,27.940000534057617,31.890500164031984,-0.17662253459637278
2020-07-07,67.14019775390625,142.7019500732422,29.43000030517578,32.07150020599365,-0.3528024291126758
2020-07-08,67.17131042480469,142.71995544433594,28.079999923706055,32.097000217437746,-0.3501206408804589
2020-07-09,64.36311340332031,140.18165588378906,29.260000228881836,32.18150024414062,-0.5848237669207552
2020-07-10,66.30006408691406,142.74696350097656,27.290000915527344,31.506500244140625,-0.42949565661213923
2020-07-13,66.43231201171875,140.6227264404297,32.189998626708984,31.31150016784668,-0.40037688508082936
2020-07-14,68.72710418701172,142.6659698486328,29.520000457763672,31.067500114440918,-0.20833348651376665
2020-07-15,69.14716339111328,145.1412353515625,27.760000228881836,30.772000217437743,-0.19009840206700535
2020-07-16,68.73490142822266,149.5067138671875,28.0,30.49850015640259,-0.2627033777239161
2020-07-17,67.82476043701172,149.3987274169922,25.68000030517578,30.13550024032593,-0.3445252788256615
2020-07-20,66.3311996459961,147.7335205078125,24.459999084472656,29.602500247955323,-0.4668161283600792
2020-07-21,71.09191131591797,148.9666748046875,24.84000015258789,29.256000232696532,-0.04420783230983154
2020-07-22,70.81964874267578,148.64260864257812,24.31999969482422,28.903500175476076,-0.0663351748474029
2020-07-23,70.79631805419922,149.40774536132812,26.079999923706055,28.515500164031984,-0.07461540261956846
2020-07-24,70.11176300048828,148.55262756347656,25.84000015258789,28.19650011062622,-0.1299260356549706
2020-07-27,70.81964874267578,153.5931854248047,24.739999771118164,27.697000122070314,-0.10619478964642656
2020-07-28,69.31831359863281,150.25379943847656,25.440000534057617,27.380000114440918,-0.21571231391479298
2020-07-29,70.06510162353516,152.61204528808594,24.100000381469727,27.063500118255615,-0.16684991984407244
2020-07-30,67.10906982421875,155.4563446044922,24.760000228881836,26.870500087738037,-0.45832269976265055
2020-07-31,65.29658508300781,151.5769500732422,24.459999084472656,26.70950002670288,-0.5917620061929484
2020-08-03,65.97335052490234,152.3150177001953,24.280000686645508,26.526500034332276,-0.5362166720430598
2020-08-04,67.28021240234375,153.61117553710938,23.760000228881836,26.243000030517578,-0.42791705187040946
2020-08-05,67.83253479003906,154.54725646972656,22.989999771118164,25.988500022888182,-0.385272365088824
2020-08-06,68.04255676269531,155.0333709716797,22.649999618530273,25.657999992370605,-0.3701046598940545
2020-08-07,67.52137756347656,165.1954803466797,22.209999084472656,25.403999900817873,-0.4992769973590687
2020-08-10,69.80061340332031,180.0021209716797,22.1299991607666,24.90099992752075,-0.41141158898028846
2020-08-11,69.71504211425781,176.8247833251953,24.030000686645508,24.626499938964844,-0.39360385153192856
2020-08-12,70.57070922851562,181.78433227539062,22.280000686645508,24.352499961853027,-0.3557936045513712
2020-08-13,69.87062072753906,183.49452209472656,22.1299991607666,24.058999919891356,-0.43317013542227073
2020-08-14,70.28290557861328,187.7610321044922,22.049999237060547,23.877499866485596,-0.43006361578193997
2020-08-17,70.60963439941406,185.996826171875,21.350000381469727,23.72199993133545,-0.3861739705790783
2020-08-18,69.1497573852539,186.29385375976562,21.510000228881836,23.555499935150145,-0.5212034114597336
2020-08-19,68.17127227783203,187.11294555664062,22.540000915527344,23.466499996185302,-0.6166991335189643
2020-08-20,66.92445373535156,187.95899963378906,22.719999313354492,23.298499965667723,-0.7367915228820591
2020-08-21,67.13754272460938,189.4622039794922,22.540000915527344,23.133500003814696,-0.7295342705191455
2020-08-24,68.81045532226562,195.68186950683594,22.3700008392334,23.01500005722046,-0.6276185807324209
2020-08-25,67.96609497070312,192.90054321289062,22.030000686645508,22.844500064849854,-0.6819395255205306
2020-08-26,66.90079498291016,194.21470642089844,23.270000457763672,22.803000068664552,-0.7893089328263342
2020-08-27,67.00338745117188,196.41094970703125,24.469999313354492,22.788500022888183,-0.7976709114503249
2020-08-28,67.571533203125,199.7322998046875,22.959999084472656,22.713500022888184,-0.7727936010661834
2020-08-31,66.23004913330078,197.8781280517578,26.40999984741211,22.819999980926514,-0.879745985155876
2020-09-01,65.559326171875,202.9367218017578,26.1200008392334,22.938000011444093,-0.9814141992020716
2020-09-02,65.64612579345703,205.1419677734375,26.56999969482422,23.117000007629393,-0.9912835307107829
2020-09-03,64.92802429199219,199.46409606933594,33.599998474121094,23.664499950408935,-1.0108115967814069
2020-09-04,64.65184020996094,204.1128692626953,30.75,24.091499996185302,-1.0733340922474894
2020-09-08,62.31606674194336,199.5363311767578,31.459999084472656,24.557999992370604,-1.2487040229115047
2020-09-09,63.152523040771484,203.77890014648438,28.809999465942383,24.79699993133545,-1.2068664140690903
2020-09-10,61.66900634765625,202.59637451171875,29.709999084472656,25.168499851226805,-1.3321310143733653
