Date,PEP,AMD,VIX,AvgVIX,zscore
2024-01-30,156.6417999267578,172.05999755859375,13.3100004196167,13.347500038146972,0.6082358677165267
2024-01-31,155.63519287109375,167.69000244140625,14.350000381469727,13.405000066757202,0.5452291060204044
2024-02-01,158.56263732910156,170.47999572753906,13.880000114440918,13.397000074386597,0.7908810956532993
2024-02-02,157.8885040283203,177.66000366210938,13.850000381469727,13.383000087738036,0.6850901512345582
2024-02-05,157.84231567382812,174.22999572753906,13.670000076293945,13.399000072479248,0.7025202577403319
2024-02-06,158.30404663085938,167.8800048828125,13.0600004196167,13.39800009727478,0.7839912386518142
2024-02-07,158.3502197265625,170.94000244140625,12.829999923706055,13.40150008201599,0.768888006808558
2024-02-08,160.5481414794922,169.35000610351562,12.789999961853027,13.406500101089478,0.9765088879083376
2024-02-09,154.84100341796875,172.47999572753906,12.930000305175781,13.431000137329102,0.44368275017953657
2024-02-12,157.55606079101562,171.91000366210938,13.930000305175781,13.492500162124633,0.6913812436807841
2024-02-13,155.9584197998047,171.5399932861328,15.850000381469727,13.593000173568726,0.5500649547975374
2024-02-14,154.7024688720703,178.6999969482422,14.380000114440918,13.57250018119812,0.3920884311936988
2024-02-15,155.01644897460938,176.75999450683594,14.010000228881836,13.566500186920166,0.43252574301662394
2024-02-16,153.5942840576172,173.8699951171875,14.239999771118164,13.613500165939332,0.32284331081080186
2024-02-20,155.74600219726562,165.69000244140625,15.420000076293945,13.725000190734864,0.567776780271968
2024-02-21,155.9122314453125,164.2899932861328,15.34000015258789,13.864500188827515,0.5915319101688438
2024-02-22,155.3765869140625,181.86000061035156,14.539999961853027,13.934500169754028,0.4328147020481915
2024-02-23,156.62332153320312,176.52000427246094,13.75,13.949500179290771,0.578510402575547
2024-02-26,155.38583374023438,176.00999450683594,13.739999771118164,13.973500156402588,0.4704565602794058
2024-02-27,155.29348754882812,178.0,13.430000305175781,13.96500015258789,0.4496318030546008
2024-02-28,154.2499542236328,176.5399932861328,13.84000015258789,13.99150013923645,0.3649942275037885
2024-02-29,153.8544921875,192.52999877929688,13.399999618530273,13.944000101089477,0.2288228580408087
2024-03-01,153.1565704345703,202.63999938964844,13.109999656677246,13.905500078201294,0.10245645161978868
2024-03-04,153.88238525390625,205.36000061035156,13.489999771118164,13.887500047683716,0.15059946362948634
2024-03-05,150.7837371826172,205.1300048828125,14.460000038146973,13.927000045776367,-0.12655399306584245
2024-03-06,151.6770477294922,210.6300048828125,14.5,13.999000024795532,-0.08084418768367022
2024-03-07,151.77938842773438,211.3800048828125,14.4399995803833,14.079500007629395,-0.07636198130776657
2024-03-08,151.7235565185547,207.38999938964844,14.739999771118164,14.17699999809265,-0.05627521213835073
2024-03-11,153.286865234375,198.38999938964844,15.220000267028809,14.291499996185303,0.14091393177422903
2024-03-12,153.1100311279297,202.75999450683594,13.84000015258789,14.286999988555909,0.0975170289913292
2024-03-13,153.81729125976562,194.7899932861328,13.75,14.181999969482423,0.21125735937636161
2024-03-14,153.33338928222656,187.05999755859375,14.399999618530273,14.18299994468689,0.21638962563302372
2024-03-15,153.2217254638672,191.05999755859375,14.40999984741211,14.202999925613403,0.18118035988391068
2024-03-18,159.36325073242188,190.64999389648438,14.329999923706055,14.207499933242797,0.7359472333746854
2024-03-19,159.86572265625,181.4199981689453,13.819999694824219,14.127499914169311,0.8392033413244618
2024-03-20,159.9215545654297,179.72999572753906,13.039999961853027,14.012499904632568,0.8548573511775633
2024-03-21,160.4705810546875,178.67999267578125,12.920000076293945,13.931499910354614,0.9108275608623702
2024-03-22,160.07044982910156,179.64999389648438,13.0600004196167,13.896999931335449,0.8687479854888162
2024-03-25,160.6101837158203,178.6300048828125,13.1899995803833,13.869499921798706,0.9236938338025116
2024-03-26,160.7311248779297,177.8699951171875,13.239999771118164,13.859999895095825,0.9393499733577476
2024-03-27,161.5127716064453,179.58999633789062,12.779999732971191,13.80699987411499,0.9988052363590503
2024-03-28,162.85272216796875,180.49000549316406,13.010000228881836,13.787499904632568,1.1136175217397575
2024-04-01,160.96376037597656,183.33999633789062,13.649999618530273,13.81449990272522,0.9258469867168734
2024-04-02,159.53073120117188,178.6999969482422,14.609999656677246,13.870499897003175,0.8261994130753175
2024-04-03,157.89297485351562,180.77000427246094,14.329999923706055,13.863999891281129,0.6659228134053615
2024-04-04,157.86509704589844,165.8300018310547,16.350000381469727,13.956499910354614,0.7574245093540587
2024-04-05,157.39051818847656,170.4199981689453,16.030000686645508,14.035999965667724,0.685872926169274
2024-04-08,157.7999267578125,169.89999389648438,15.1899995803833,14.058499956130982,0.7259550785561735
2024-04-09,158.75839233398438,170.77999877929688,14.979999542236328,14.046499919891357,0.8065937720509023
2024-04-10,157.21371459960938,167.13999938964844,15.800000190734863,14.144499921798706,0.6906154502328701
