Date,XOM,GILD,VIX,AvgVIX,zscore
2024-01-30,97.15435791015625,73.06415557861328,13.3100004196167,13.347500038146972,-0.5715306443570928
2024-01-31,95.26409149169922,72.7295913696289,14.350000381469727,13.405000066757202,-0.7249811529467328
2024-02-01,94.87492370605469,72.63666534423828,13.880000114440918,13.397000074386597,-0.7557163512586421
2024-02-02,94.48574829101562,71.52146911621094,13.850000381469727,13.383000087738036,-0.7500112061942752
2024-02-05,94.0965805053711,71.28912353515625,13.670000076293945,13.399000072479248,-0.7757764958370943
2024-02-06,94.74519348144531,72.2277603149414,13.0600004196167,13.39800009727478,-0.7524899716906163
2024-02-07,94.71739959716797,69.16096496582031,12.829999923706055,13.40150008201599,-0.6455991311187914
2024-02-08,96.33895111083984,68.58478546142578,12.789999961853027,13.406500101089478,-0.48319270360379685
2024-02-09,94.3004150390625,68.46395111083984,12.930000305175781,13.431000137329102,-0.657233975450704
2024-02-12,95.5976791381836,69.1888427734375,13.930000305175781,13.492500162124633,-0.5695784688545393
2024-02-13,94.77467346191406,68.33385467529297,15.850000381469727,13.593000173568726,-0.6111042029576025
2024-02-14,94.30706787109375,67.87847900390625,14.380000114440918,13.57250018119812,-0.6357815212667564
2024-02-15,97.00984191894531,68.1851577758789,14.010000228881836,13.566500186920166,-0.4102518199284556
2024-02-16,97.00984191894531,66.52165985107422,14.239999771118164,13.613500165939332,-0.3509528735351579
2024-02-20,96.09333038330078,66.94914245605469,15.420000076293945,13.725000190734864,-0.4463757195512149
2024-02-21,98.05728149414062,68.02716827392578,15.34000015258789,13.864500188827515,-0.3129809216227458
2024-02-22,97.9731216430664,67.6368408203125,14.539999961853027,13.934500169754028,-0.30642989125537573
2024-02-23,97.11270904541016,68.3524398803711,13.75,13.949500179290771,-0.4072152477386284
2024-02-26,97.49615478515625,67.79483795166016,13.739999771118164,13.973500156402588,-0.35379120100465733
2024-02-27,97.29039764404297,67.85987854003906,13.430000305175781,13.96500015258789,-0.3741111167111666
2024-02-28,97.5616226196289,67.5625,13.84000015258789,13.99150013923645,-0.3397813277836601
2024-02-29,97.7486572265625,67.0049057006836,13.399999618530273,13.944000101089477,-0.30354128844559264
2024-03-01,98.98314666748047,67.20005798339844,13.109999656677246,13.905500078201294,-0.2024941541509792
2024-03-04,97.5990219116211,67.14431762695312,13.489999771118164,13.887500047683716,-0.321602309664757
2024-03-05,98.79611206054688,67.83201599121094,14.460000038146973,13.927000045776367,-0.2413850471498565
2024-03-06,99.85289001464844,67.49745178222656,14.5,13.999000024795532,-0.1370027635104452
2024-03-07,100.41401672363281,68.45466613769531,14.4399995803833,14.079500007629395,-0.12203252804161378
2024-03-08,101.35858917236328,69.81149291992188,14.739999771118164,14.17699999809265,-0.08776020169186637
2024-03-11,101.95713806152344,69.99736785888672,15.220000267028809,14.291499996185303,-0.04201990644660816
2024-03-12,101.30248260498047,69.77433776855469,13.84000015258789,14.286999988555909,-0.09134441188698021
2024-03-13,102.43408966064453,70.57354736328125,13.75,14.181999969482423,-0.020831230300839422
2024-03-14,104.2484130859375,69.67225646972656,14.399999618530273,14.18299994468689,0.17002983405651256
2024-03-15,104.06135559082031,69.18405151367188,14.40999984741211,14.202999925613403,0.1710675466036099
2024-03-18,105.02464294433594,68.78032684326172,14.329999923706055,14.207499933242797,0.26973584107101
2024-03-19,105.7634506225586,68.92117309570312,13.819999694824219,14.127499914169311,0.3293523256646844
2024-03-20,105.66993713378906,69.45631408691406,13.039999961853027,14.012499904632568,0.3020947144712935
2024-03-21,106.13752746582031,68.62073516845703,12.920000076293945,13.931499910354614,0.37278953911925733
2024-03-22,106.13752746582031,68.17008972167969,13.0600004196167,13.896999931335449,0.38885376125765864
