Date,BAC,CL,VIX,AvgVIX,zscore
2024-01-30,32.9722785949707,79.9580078125,13.3100004196167,13.347500038146972,-2.307202541128875
2024-01-31,32.2330322265625,79.92949676513672,14.350000381469727,13.405000066757202,-2.4329820180300183
2024-02-01,31.797061920166016,81.75214385986328,13.880000114440918,13.397000074386597,-2.38073841676829
2024-02-02,31.72124481201172,80.3282241821289,13.850000381469727,13.383000087738036,-2.4913001573381024
2024-02-05,31.266324996948242,79.8250961303711,13.670000076293945,13.399000072479248,-2.6020757421247707
2024-02-06,31.3137149810791,79.49285125732422,13.0600004196167,13.39800009727478,-2.6169725977950913
2024-02-07,31.446393966674805,79.60675811767578,12.829999923706055,13.40150008201599,-2.5869209881487283
2024-02-08,31.389530181884766,79.98648071289062,12.789999961853027,13.406500101089478,-2.5703479095758968
2024-02-09,31.34214210510254,79.22705078125,12.930000305175781,13.431000137329102,-2.6304790629230905
2024-02-12,31.86341094970703,79.32198333740234,13.930000305175781,13.492500162124633,-2.5366447045728693
2024-02-13,31.038862228393555,79.23654174804688,15.850000381469727,13.593000173568726,-2.6806245951106646
2024-02-14,31.39900779724121,79.46436309814453,14.380000114440918,13.57250018119812,-2.604644414731065
2024-02-15,32.28989791870117,79.33148193359375,14.010000228881836,13.566500186920166,-2.4645575064641476
2024-02-16,32.3088493347168,79.24604034423828,14.239999771118164,13.613500165939332,-2.4672554476944213
2024-02-20,32.18564224243164,80.31871795654297,15.420000076293945,13.725000190734864,-2.41416930947788
2024-02-21,31.93922996520996,80.98321533203125,15.34000015258789,13.864500188827515,-2.4097727082854377
2024-02-22,31.853933334350586,81.63822174072266,14.539999961853027,13.934500169754028,-2.3790423547692403
2024-02-23,32.147735595703125,81.87554168701172,13.75,13.949500179290771,-2.31352152139547
2024-02-26,31.853933334350586,81.78063201904297,13.739999771118164,13.973500156402588,-2.3692548199684973
2024-02-27,32.488922119140625,82.02743530273438,13.430000305175781,13.96500015258789,-2.2459352245773125
2024-02-28,32.517356872558594,82.40715026855469,13.84000015258789,13.99150013923645,-2.215075602437136
2024-02-29,32.94684982299805,82.13184356689453,13.399999618530273,13.944000101089477,-2.1620589387442686
2024-03-01,32.78459548950195,82.10337829589844,13.109999656677246,13.905500078201294,-2.191192061293871
2024-03-04,33.54814147949219,82.42613983154297,13.489999771118164,13.887500047683716,-2.041119354961535
2024-03-05,33.77720260620117,82.3311996459961,14.460000038146973,13.927000045776367,-2.0092778135820923
2024-03-06,33.80583190917969,82.75838470458984,14.5,13.999000024795532,-1.9751230937875166
2024-03-07,34.00625991821289,83.66969299316406,14.4399995803833,14.079500007629395,-1.878920281927693
2024-03-08,33.977622985839844,83.60324096679688,14.739999771118164,14.17699999809265,-1.8882839180697928
2024-03-11,34.25441360473633,83.66019439697266,15.220000267028809,14.291499996185303,-1.8380086283759551
2024-03-12,34.32122039794922,84.25824737548828,13.84000015258789,14.286999988555909,-1.7857160108231593
2024-03-13,34.435760498046875,84.67593383789062,13.75,14.181999969482423,-1.737824489811672
2024-03-14,34.06352615356445,83.86903381347656,14.399999618530273,14.18299994468689,-1.855628239470281
2024-03-15,33.796287536621094,83.96395874023438,14.40999984741211,14.202999925613403,-1.89386536347198
