Date,BAC,ADI,VIX,AvgVIX,zscore
2024-01-30,32.9722785949707,187.79685974121094,13.3100004196167,13.347500038146972,-1.3357721190166794
2024-01-31,32.2330322265625,185.50172424316406,14.350000381469727,13.405000066757202,-1.4494473190620183
2024-02-01,31.797061920166016,185.16419982910156,13.880000114440918,13.397000074386597,-1.5412971991974134
2024-02-02,31.72124481201172,185.2509765625,13.850000381469727,13.383000087738036,-1.5608225388298145
2024-02-05,31.266324996948242,185.69459533691406,13.670000076293945,13.399000072479248,-1.676097275634731
2024-02-06,31.3137149810791,182.94619750976562,13.0600004196167,13.39800009727478,-1.5981055103770871
2024-02-07,31.446393966674805,185.12564086914062,12.829999923706055,13.40150008201599,-1.6208633322292636
2024-02-08,31.389530181884766,187.14109802246094,12.789999961853027,13.406500101089478,-1.6831328063259576
2024-02-09,31.34214210510254,188.06687927246094,12.930000305175781,13.431000137329102,-1.7166185444694428
2024-02-12,31.86341094970703,187.1314697265625,13.930000305175781,13.492500162124633,-1.574102344474014
2024-02-13,31.038862228393555,178.10519409179688,15.850000381469727,13.593000173568726,-1.542997141219143
2024-02-14,31.39900779724121,179.67706298828125,14.380000114440918,13.57250018119812,-1.4986962519583988
2024-02-15,32.28989791870117,180.85357666015625,14.010000228881836,13.566500186920166,-1.3228910177809825
2024-02-16,32.3088493347168,181.52859497070312,14.239999771118164,13.613500165939332,-1.3350230238140404
2024-02-20,32.18564224243164,182.647216796875,15.420000076293945,13.725000190734864,-1.39062446096321
2024-02-21,31.93922996520996,186.813232421875,15.34000015258789,13.864500188827515,-1.5489246436416468
2024-02-22,31.853933334350586,185.06776428222656,14.539999961853027,13.934500169754028,-1.5258856303335364
2024-02-23,32.147735595703125,183.33192443847656,13.75,13.949500179290771,-1.416046756861449
2024-02-26,31.853933334350586,182.27114868164062,13.739999771118164,13.973500156402588,-1.457596431891993
2024-02-27,32.488922119140625,182.32904052734375,13.430000305175781,13.96500015258789,-1.3132269188937167
2024-02-28,32.517356872558594,181.0657196044922,13.84000015258789,13.99150013923645,-1.2758503396031688
2024-02-29,32.94684982299805,184.98098754882812,13.399999618530273,13.944000101089477,-1.2728507376173168
2024-03-01,32.78459548950195,189.166259765625,13.109999656677246,13.905500078201294,-1.4122998361195787
2024-03-04,33.54814147949219,188.60426330566406,13.489999771118164,13.887500047683716,-1.2232789183287944
2024-03-05,33.77720260620117,183.8954620361328,14.460000038146973,13.927000045776367,-1.0557082598279999
2024-03-06,33.80583190917969,185.73635864257812,14.5,13.999000024795532,-1.0940873956889439
2024-03-07,34.00625991821289,192.07290649414062,14.4399995803833,14.079500007629395,-1.2028014545666972
2024-03-08,33.977622985839844,189.84446716308594,14.739999771118164,14.17699999809265,-1.1549608526720951
2024-03-11,34.25441360473633,192.04383850097656,15.220000267028809,14.291499996185303,-1.1451195880107403
2024-03-12,34.32122039794922,193.0030517578125,13.84000015258789,14.286999988555909,-1.1532043925174704
2024-03-13,34.435760498046875,192.42169189453125,13.75,14.181999969482423,-1.1127118954762527
2024-03-14,34.06352615356445,188.3814239501953,14.399999618530273,14.18299994468689,-1.0995135341238211
2024-03-15,33.796287536621094,189.12750244140625,14.40999984741211,14.202999925613403,-1.1790853229638933
2024-03-18,34.36894226074219,185.2712860107422,14.329999923706055,14.207499933242797,-0.9534499917513395
2024-03-19,34.388031005859375,184.6124725341797,13.819999694824219,14.127499914169311,-0.9329802784842878
2024-03-20,35.075225830078125,188.27487182617188,13.039999961853027,14.012499904632568,-0.864641821084291
2024-03-21,35.80058670043945,189.07901000976562,12.920000076293945,13.931499910354614,-0.7177465671525692
2024-03-22,35.361549377441406,187.49005126953125,13.0600004196167,13.896999931335449,-0.7797424174799236
2024-03-25,35.18021011352539,184.69964599609375,13.1899995803833,13.869499921798706,-0.753237425499386
2024-03-26,35.39973449707031,183.0816192626953,13.239999771118164,13.859999895095825,-0.663328371507937
2024-03-27,36.08692169189453,187.31565856933594,12.779999732971191,13.80699987411499,-0.6089502656487655
2024-03-28,36.19190216064453,191.63687133789062,13.010000228881836,13.787499904632568,-0.690366045845673
2024-04-01,35.81013488769531,190.5032958984375,13.649999618530273,13.81449990272522,-0.7503334034706027
2024-04-02,35.60015869140625,188.8174285888672,14.609999656677246,13.870499897003175,-0.757374163818185
2024-04-03,35.7337760925293,189.28250122070312,14.329999923706055,13.863999891281129,-0.7380541542808046
2024-04-04,35.23747253417969,185.97857666015625,16.350000381469727,13.956499910354614,-0.7713204875693147
2024-04-05,35.418819427490234,188.70115661621094,16.030000686645508,14.035999965667724,-0.7961675344720867
2024-04-08,35.79104232788086,190.5711212158203,15.1899995803833,14.058499956130982,-0.7563729396283194
2024-04-09,36.01055908203125,197.76995849609375,14.979999542236328,14.046499919891357,-0.8817603585046015
2024-04-10,34.97978591918945,190.22232055664062,15.800000190734863,14.144499921798706,-0.9341070846119132
2024-04-11,34.69344711303711,192.46044921875,14.90999984741211,14.202499914169312,-1.0544976163544573
