Date,KO,GILD,VIX,AvgVIX,zscore
2024-01-30,56.073490142822266,73.06415557861328,13.3100004196167,13.347500038146972,-1.5840426418349909
2024-01-31,55.6896858215332,72.7295913696289,14.350000381469727,13.405000066757202,-1.6898520238591428
2024-02-01,57.084495544433594,72.63666534423828,13.880000114440918,13.397000074386597,-1.2138000683084447
2024-02-02,56.672603607177734,71.52146911621094,13.850000381469727,13.383000087738036,-1.274475853357845
2024-02-05,56.20454788208008,71.28912353515625,13.670000076293945,13.399000072479248,-1.4157960121280884
2024-02-06,56.110931396484375,72.2277603149414,13.0600004196167,13.39800009727478,-1.5129496845508046
2024-02-07,56.157737731933594,69.16096496582031,12.829999923706055,13.40150008201599,-1.2827335417093182
2024-02-08,56.00796127319336,68.58478546142578,12.789999961853027,13.406500101089478,-1.2928629459604792
2024-02-09,55.755210876464844,68.46395111083984,12.930000305175781,13.431000137329102,-1.369499865716098
2024-02-12,55.886268615722656,69.1888427734375,13.930000305175781,13.492500162124633,-1.3760713463971357
2024-02-13,55.558624267578125,68.33385467529297,15.850000381469727,13.593000173568726,-1.426581916721576
2024-02-14,55.5024528503418,67.87847900390625,14.380000114440918,13.57250018119812,-1.4136475244543962
2024-02-15,55.60543441772461,68.1851577758789,14.010000228881836,13.566500186920166,-1.400425299890083
2024-02-16,55.596065521240234,66.52165985107422,14.239999771118164,13.613500165939332,-1.2872519028908118
2024-02-20,56.822383880615234,66.94914245605469,15.420000076293945,13.725000190734864,-0.904313330010831
2024-02-21,57.327884674072266,68.02716827392578,15.34000015258789,13.864500188827515,-0.8095254236489753
2024-02-22,57.24363708496094,67.6368408203125,14.539999961853027,13.934500169754028,-0.8105914749696981
2024-02-23,57.290443420410156,68.3524398803711,13.75,13.949500179290771,-0.8448758213844397
2024-02-26,56.83173751831055,67.79483795166016,13.739999771118164,13.973500156402588,-0.9603034483937755
2024-02-27,56.48537826538086,67.85987854003906,13.430000305175781,13.96500015258789,-1.0814513047014864
2024-02-28,56.54155349731445,67.5625,13.84000015258789,13.99150013923645,-1.0417447788100864
2024-02-29,56.18582534790039,67.0049057006836,13.399999618530273,13.944000101089477,-1.1225061431266328
2024-03-01,55.72712326049805,67.20005798339844,13.109999656677246,13.905500078201294,-1.2905721199080906
2024-03-04,55.98923873901367,67.14431762695312,13.489999771118164,13.887500047683716,-1.198434746301836
2024-03-05,55.7177619934082,67.83201599121094,14.460000038146973,13.927000045776367,-1.3379159606456548
2024-03-06,55.74584197998047,67.49745178222656,14.5,13.999000024795532,-1.3050671471759805
