Date,ADI,GILD,VIX,AvgVIX,zscore
2024-01-30,187.79685974121094,73.06415557861328,13.3100004196167,13.347500038146972,-0.39423588347966443
2024-01-31,185.50172424316406,72.7295913696289,14.350000381469727,13.405000066757202,-0.4557302621205272
2024-02-01,185.16419982910156,72.63666534423828,13.880000114440918,13.397000074386597,-0.46277515112842954
2024-02-02,185.2509765625,71.52146911621094,13.850000381469727,13.383000087738036,-0.4088997951154644
2024-02-05,185.69459533691406,71.28912353515625,13.670000076293945,13.399000072479248,-0.38343825147784566
2024-02-06,182.94619750976562,72.2277603149414,13.0600004196167,13.39800009727478,-0.5182910676653303
2024-02-07,185.12564086914062,69.16096496582031,12.829999923706055,13.40150008201599,-0.3052017463661528
2024-02-08,187.14109802246094,68.58478546142578,12.789999961853027,13.406500101089478,-0.2114370543855711
2024-02-09,188.06687927246094,68.46395111083984,12.930000305175781,13.431000137329102,-0.17494106914687896
2024-02-12,187.1314697265625,69.1888427734375,13.930000305175781,13.492500162124633,-0.23936875753978812
2024-02-13,178.10519409179688,68.33385467529297,15.850000381469727,13.593000173568726,-0.502273831061468
2024-02-14,179.67706298828125,67.87847900390625,14.380000114440918,13.57250018119812,-0.42887143588759147
2024-02-15,180.85357666015625,68.1851577758789,14.010000228881836,13.566500186920166,-0.40352721651010304
2024-02-16,181.52859497070312,66.52165985107422,14.239999771118164,13.613500165939332,-0.30491043314428634
2024-02-20,182.647216796875,66.94914245605469,15.420000076293945,13.725000190734864,-0.2870246156166199
2024-02-21,186.813232421875,68.02716827392578,15.34000015258789,13.864500188827515,-0.19691921180345218
2024-02-22,185.06776428222656,67.6368408203125,14.539999961853027,13.934500169754028,-0.23747510404487626
2024-02-23,183.33192443847656,68.3524398803711,13.75,13.949500179290771,-0.3282573269179001
2024-02-26,182.27114868164062,67.79483795166016,13.739999771118164,13.973500156402588,-0.3382604920325182
2024-02-27,182.32904052734375,67.85987854003906,13.430000305175781,13.96500015258789,-0.3392964597477662
2024-02-28,181.0657196044922,67.5625,13.84000015258789,13.99150013923645,-0.3679699952070592
2024-02-29,184.98098754882812,67.0049057006836,13.399999618530273,13.944000101089477,-0.21149452876341063
2024-03-01,189.166259765625,67.20005798339844,13.109999656677246,13.905500078201294,-0.08039147563343148
2024-03-04,188.60426330566406,67.14431762695312,13.489999771118164,13.887500047683716,-0.096645963347254
2024-03-05,183.8954620361328,67.83201599121094,14.460000038146973,13.927000045776367,-0.2856166059397461
2024-03-06,185.73635864257812,67.49745178222656,14.5,13.999000024795532,-0.20873551031081064
2024-03-07,192.07290649414062,68.45466613769531,14.4399995803833,14.079500007629395,-0.04049066311397647
2024-03-08,189.84446716308594,69.81149291992188,14.739999771118164,14.17699999809265,-0.17706186183863568
2024-03-11,192.04383850097656,69.99736785888672,15.220000267028809,14.291499996185303,-0.11197525449456779
2024-03-12,193.0030517578125,69.77433776855469,13.84000015258789,14.286999988555909,-0.06968971602284887
2024-03-13,192.42169189453125,70.57354736328125,13.75,14.181999969482423,-0.12566912651245019
2024-03-14,188.3814239501953,69.67225646972656,14.399999618530273,14.18299994468689,-0.2196455070726439
2024-03-15,189.12750244140625,69.18405151367188,14.40999984741211,14.202999925613403,-0.172370308068999
2024-03-18,185.2712860107422,68.78032684326172,14.329999923706055,14.207499933242797,-0.2829312461496374
2024-03-19,184.6124725341797,68.92117309570312,13.819999694824219,14.127499914169311,-0.31141021445586514
2024-03-20,188.27487182617188,69.45631408691406,13.039999961853027,14.012499904632568,-0.21334027120958649
2024-03-21,189.07901000976562,68.62073516845703,12.920000076293945,13.931499910354614,-0.1482452400513107
2024-03-22,187.49005126953125,68.17008972167969,13.0600004196167,13.896999931335449,-0.18080799172144185
2024-03-25,184.69964599609375,68.14192199707031,13.1899995803833,13.869499921798706,-0.27287659079607796
2024-03-26,183.0816192626953,67.98231506347656,13.239999771118164,13.859999895095825,-0.319714307749413
2024-03-27,187.31565856933594,68.54562377929688,12.779999732971191,13.80699987411499,-0.20380698202007827
2024-03-28,191.63687133789062,68.77094268798828,13.010000228881836,13.787499904632568,-0.06953471166272916
2024-04-01,190.5032958984375,68.423583984375,13.649999618530273,13.81449990272522,-0.09158303259743693
2024-04-02,188.8174285888672,67.68186950683594,14.609999656677246,13.870499897003175,-0.11408410769746785
2024-04-03,189.28250122070312,66.55526733398438,14.329999923706055,13.863999891281129,-0.04703111876127735
2024-04-04,185.97857666015625,65.29718780517578,16.350000381469727,13.956499910354614,-0.10006462961593471
