Date,XOM,UPS,VIX,AvgVIX,zscore
2024-01-30,97.15435791015625,127.704345703125,13.3100004196167,13.347500038146972,-0.9652531223671482
2024-01-31,95.26409149169922,124.92242431640625,14.350000381469727,13.405000066757202,-1.1098831271533314
2024-02-01,94.87492370605469,125.37140655517578,13.880000114440918,13.397000074386597,-1.1319900681357837
2024-02-02,94.48574829101562,124.87841033935547,13.850000381469727,13.383000087738036,-1.1611683723743615
2024-02-05,94.0965805053711,122.43983459472656,13.670000076293945,13.399000072479248,-1.2049504685494086
2024-02-06,94.74519348144531,128.46145629882812,13.0600004196167,13.39800009727478,-1.1172878221955524
2024-02-07,94.71739959716797,129.62351989746094,12.829999923706055,13.40150008201599,-1.1103844608624154
2024-02-08,96.33895111083984,130.22215270996094,12.789999961853027,13.406500101089478,-0.999734721540867
2024-02-09,94.3004150390625,128.76077270507812,12.930000305175781,13.431000137329102,-1.144158810290389
2024-02-12,95.5976791381836,129.8083953857422,13.930000305175781,13.492500162124633,-1.051368509404981
2024-02-13,94.77467346191406,127.56349182128906,15.850000381469727,13.593000173568726,-1.122098369172754
2024-02-14,94.30706787109375,126.96482849121094,14.380000114440918,13.57250018119812,-1.1572043467253952
2024-02-15,97.00984191894531,129.39463806152344,14.010000228881836,13.566500186920166,-0.9620259724015019
2024-02-16,97.00984191894531,132.11874389648438,14.239999771118164,13.613500165939332,-0.9415777538468245
2024-02-20,96.09333038330078,132.323486328125,15.420000076293945,13.725000190734864,-1.0000410351532023
2024-02-21,98.05728149414062,131.9940948486328,15.34000015258789,13.864500188827515,-0.8739419512355915
2024-02-22,97.9731216430664,133.29380798339844,14.539999961853027,13.934500169754028,-0.8696953809077977
2024-02-23,97.11270904541016,132.31460571289062,13.75,13.949500179290771,-0.9333732588540702
2024-02-26,97.49615478515625,131.30860900878906,13.739999771118164,13.973500156402588,-0.9158220876164732
2024-02-27,97.29039764404297,131.9940948486328,13.430000305175781,13.96500015258789,-0.9241466145603009
2024-02-28,97.5616226196289,131.5489959716797,13.84000015258789,13.99150013923645,-0.9097317437191906
2024-02-29,97.7486572265625,131.9851837158203,13.399999618530273,13.944000101089477,-0.8942131757332326
2024-03-01,98.98314666748047,131.80714416503906,13.109999656677246,13.905500078201294,-0.8147327746564178
2024-03-04,97.5990219116211,134.0772247314453,13.489999771118164,13.887500047683716,-0.8883054816597368
2024-03-05,98.79611206054688,133.2314910888672,14.460000038146973,13.927000045776367,-0.8162854316888001
2024-03-06,99.85289001464844,135.80426025390625,14.5,13.999000024795532,-0.7277903939678769
2024-03-07,100.41401672363281,136.5698699951172,14.4399995803833,14.079500007629395,-0.6853088158127506
2024-03-08,101.35858917236328,137.0594940185547,14.739999771118164,14.17699999809265,-0.6197963144940273
2024-03-11,101.95713806152344,137.76275634765625,15.220000267028809,14.291499996185303,-0.5753328678428561
2024-03-12,101.30248260498047,140.1040802001953,13.84000015258789,14.286999988555909,-0.6006155045953114
2024-03-13,102.43408966064453,137.7716522216797,13.75,14.181999969482423,-0.5440420747760716
2024-03-14,104.2484130859375,136.99717712402344,14.399999618530273,14.18299994468689,-0.43107946083779947
2024-03-15,104.06135559082031,136.53424072265625,14.40999984741211,14.202999925613403,-0.4468003132444353
2024-03-18,105.02464294433594,135.0386505126953,14.329999923706055,14.207499933242797,-0.3949644309563051
2024-03-19,105.7634506225586,136.38290405273438,13.819999694824219,14.127499914169311,-0.3365072965395255
2024-03-20,105.66993713378906,137.7716522216797,13.039999961853027,14.012499904632568,-0.33220473729837474
2024-03-21,106.13752746582031,138.27020263671875,12.920000076293945,13.931499910354614,-0.2978512459114112
2024-03-22,106.13752746582031,139.11593627929688,13.0600004196167,13.896999931335449,-0.2915028338414632
2024-03-25,107.22238159179688,139.38299560546875,13.1899995803833,13.869499921798706,-0.21847733942650643
2024-03-26,106.41809844970703,128.005859375,13.239999771118164,13.859999895095825,-0.35653167303836414
2024-03-27,107.52165222167969,131.1572723388672,12.779999732971191,13.80699987411499,-0.2606308892702337
2024-03-28,108.7093734741211,132.31460571289062,13.010000228881836,13.787499904632568,-0.17418836630622692
2024-04-01,109.4107894897461,131.41543579101562,13.649999618530273,13.81449990272522,-0.13501913298835042
2024-04-02,111.55242919921875,132.77748107910156,14.609999656677246,13.870499897003175,0.015409071921383827
2024-04-03,111.57113647460938,135.5549774169922,14.329999923706055,13.863999891281129,0.03748274747576473
2024-04-04,111.96392822265625,133.53416442871094,16.350000381469727,13.956499910354614,0.04802814918401528
2024-04-05,113.50704193115234,134.74490356445312,16.030000686645508,14.035999965667724,0.15813760775918248
2024-04-08,112.74015808105469,133.63211059570312,15.1899995803833,14.058499956130982,0.09957987916840419
2024-04-09,113.32933807373047,134.04161071777344,14.979999542236328,14.046499919891357,0.14122488792553822
2024-04-10,114.28325653076172,131.0949249267578,15.800000190734863,14.144499921798706,0.18155492911049861
2024-04-11,113.89981842041016,132.65286254882812,14.90999984741211,14.202499914169312,0.1681473447221797
2024-04-12,112.57182312011719,129.0029296875,17.309999465942383,14.347999906539917,0.0538112291450239
