Date,AMD,UPS,VIX,AvgVIX,zscore
2024-01-30,172.05999755859375,127.704345703125,13.3100004196167,13.347500038146972,0.23462365874207877
2024-01-31,167.69000244140625,124.92242431640625,14.350000381469727,13.405000066757202,0.1252809734441379
2024-02-01,170.47999572753906,125.37140655517578,13.880000114440918,13.397000074386597,0.1882349218822209
2024-02-02,177.66000366210938,124.87841033935547,13.850000381469727,13.383000087738036,0.3417310682002408
2024-02-05,174.22999572753906,122.43983459472656,13.670000076293945,13.399000072479248,0.254590599030164
2024-02-06,167.8800048828125,128.46145629882812,13.0600004196167,13.39800009727478,0.1476909326459456
2024-02-07,170.94000244140625,129.62351989746094,12.829999923706055,13.40150008201599,0.22019624492062573
2024-02-08,169.35000610351562,130.22215270996094,12.789999961853027,13.406500101089478,0.18873314884401504
2024-02-09,172.47999572753906,128.76077270507812,12.930000305175781,13.431000137329102,0.24920836139578942
2024-02-12,171.91000366210938,129.8083953857422,13.930000305175781,13.492500162124633,0.24223218673618713
2024-02-13,171.5399932861328,127.56349182128906,15.850000381469727,13.593000173568726,0.22259486480039994
2024-02-14,178.6999969482422,126.96482849121094,14.380000114440918,13.57250018119812,0.37511044260852616
2024-02-15,176.75999450683594,129.39463806152344,14.010000228881836,13.566500186920166,0.34549951312169574
2024-02-16,173.8699951171875,132.11874389648438,14.239999771118164,13.613500165939332,0.2967625250777373
2024-02-20,165.69000244140625,132.323486328125,15.420000076293945,13.725000190734864,0.12004481277480501
2024-02-21,164.2899932861328,131.9940948486328,15.34000015258789,13.864500188827515,0.08791704570418009
2024-02-22,181.86000061035156,133.29380798339844,14.539999961853027,13.934500169754028,0.4764785610862918
2024-02-23,176.52000427246094,132.31460571289062,13.75,13.949500179290771,0.3553667290471409
2024-02-26,176.00999450683594,131.30860900878906,13.739999771118164,13.973500156402588,0.33908630422818387
2024-02-27,178.0,131.9940948486328,13.430000305175781,13.96500015258789,0.38587580982509373
2024-02-28,176.5399932861328,131.5489959716797,13.84000015258789,13.99150013923645,0.35184644007293475
2024-02-29,192.52999877929688,131.9851837158203,13.399999618530273,13.944000101089477,0.7016093830541711
2024-03-01,202.63999938964844,131.80714416503906,13.109999656677246,13.905500078201294,0.9204097755739222
2024-03-04,205.36000061035156,134.0772247314453,13.489999771118164,13.887500047683716,0.9912493596134516
2024-03-05,205.1300048828125,133.2314910888672,14.460000038146973,13.927000045776367,0.981882292081155
