Date,FDX,ADI,VIX,AvgVIX,zscore
2024-01-30,232.4033203125,187.79685974121094,13.3100004196167,13.347500038146972,0.1521804990231149
2024-01-31,230.03897094726562,185.50172424316406,14.350000381469727,13.405000066757202,0.13115968247429446
2024-02-01,230.66815185546875,185.16419982910156,13.880000114440918,13.397000074386597,0.1653881644903786
2024-02-02,231.05906677246094,185.2509765625,13.850000381469727,13.383000087738036,0.17770193327007175
2024-02-05,227.1979217529297,185.69459533691406,13.670000076293945,13.399000072479248,0.016799346021325774
2024-02-06,230.0675506591797,182.94619750976562,13.0600004196167,13.39800009727478,0.20941855319848465
2024-02-07,230.83978271484375,185.12564086914062,12.829999923706055,13.40150008201599,0.17310929615471018
2024-02-08,230.47752380371094,187.14109802246094,12.789999961853027,13.406500101089478,0.09841092230558608
2024-02-09,231.3069305419922,188.06687927246094,12.930000305175781,13.431000137329102,0.1021416612755133
2024-02-12,233.04208374023438,187.1314697265625,13.930000305175781,13.492500162124633,0.196675336745549
2024-02-13,225.367431640625,178.10519409179688,15.850000381469727,13.593000173568726,0.17603989977944218
2024-02-14,225.7869110107422,179.67706298828125,14.380000114440918,13.57250018119812,0.1446008636188583
2024-02-15,225.4913330078125,180.85357666015625,14.010000228881836,13.566500186920166,0.09778274972375658
2024-02-16,226.51145935058594,181.52859497070312,14.239999771118164,13.613500165939332,0.11637160716591813
2024-02-20,228.3705596923828,182.647216796875,15.420000076293945,13.725000190734864,0.15361660710571398
2024-02-21,230.15338134765625,186.813232421875,15.34000015258789,13.864500188827515,0.09592800960015148
2024-02-22,232.77513122558594,185.06776428222656,14.539999961853027,13.934500169754028,0.24879290921886132
2024-02-23,232.10777282714844,183.33192443847656,13.75,13.949500179290771,0.2757135324221508
2024-02-26,229.8768768310547,182.27114868164062,13.739999771118164,13.973500156402588,0.22251812500090418
2024-02-27,230.14382934570312,182.32904052734375,13.430000305175781,13.96500015258789,0.2309683801945835
2024-02-28,232.97531127929688,181.0657196044922,13.84000015258789,13.99150013923645,0.3772866719522776
2024-02-29,237.36085510253906,184.98098754882812,13.399999618530273,13.944000101089477,0.42660127217687904
2024-03-01,235.10137939453125,189.166259765625,13.109999656677246,13.905500078201294,0.2139036387545747
2024-03-04,235.26344299316406,188.60426330566406,13.489999771118164,13.887500047683716,0.23706506500813512
2024-03-05,237.12249755859375,183.8954620361328,14.460000038146973,13.927000045776367,0.45027399813457014
2024-03-06,236.8174285888672,185.73635864257812,14.5,13.999000024795532,0.3830315016812848
2024-03-07,238.57164001464844,192.07290649414062,14.4399995803833,14.079500007629395,0.25870821550895595
2024-03-08,237.32594299316406,189.84446716308594,14.739999771118164,14.17699999809265,0.2784092177350356
2024-03-11,242.1361083984375,192.04383850097656,15.220000267028809,14.291499996185303,0.39575905578471193
2024-03-12,243.59255981445312,193.0030517578125,13.84000015258789,14.286999988555909,0.422435214616167
2024-03-13,244.55078125,192.42169189453125,13.75,14.181999969482423,0.4765968947365873
2024-03-14,244.84780883789062,188.3814239501953,14.399999618530273,14.18299994468689,0.6099447111306805
2024-03-15,242.70143127441406,189.12750244140625,14.40999984741211,14.202999925613403,0.5054181312766203
2024-03-18,242.5960235595703,185.2712860107422,14.329999923706055,14.207499933242797,0.6178340989333554
2024-03-19,245.89224243164062,184.6124725341797,13.819999694824219,14.127499914169311,0.7636529072811287
2024-03-20,249.12135314941406,188.27487182617188,13.039999961853027,14.012499904632568,0.7764240437071583
2024-03-21,253.77818298339844,189.07901000976562,12.920000076293945,13.931499910354614,0.9300466705170634
2024-03-22,272.43426513671875,187.49005126953125,13.0600004196167,13.896999931335449,1.6907438972470776
2024-03-25,270.75738525390625,184.69964599609375,13.1899995803833,13.869499921798706,1.7109416573990777
2024-03-26,276.9090270996094,183.0816192626953,13.239999771118164,13.859999895095825,1.994810497560891
2024-03-27,275.8454284667969,187.31565856933594,12.779999732971191,13.80699987411499,1.8263262820387858
2024-03-28,277.62762451171875,191.63687133789062,13.010000228881836,13.787499904632568,1.7639274297610799
2024-04-01,268.4194030761719,190.5032958984375,13.649999618530273,13.81449990272522,1.4463760889207455
2024-04-02,263.7817687988281,188.8174285888672,14.609999656677246,13.870499897003175,1.320111604296877
2024-04-03,266.8479919433594,189.28250122070312,14.329999923706055,13.863999891281129,1.4232068824032809
2024-04-04,263.9925537109375,185.97857666015625,16.350000381469727,13.956499910354614,1.4138865728178527
2024-04-05,262.08575439453125,188.70115661621094,16.030000686645508,14.035999965667724,1.258829867095473
2024-04-08,264.0500183105469,190.5711212158203,15.1899995803833,14.058499956130982,1.2774047712455654
2024-04-09,264.81658935546875,197.76995849609375,14.979999542236328,14.046499919891357,1.089312926942392
2024-04-10,259.0003356933594,190.22232055664062,15.800000190734863,14.144499921798706,1.0950245856383942
2024-04-11,260.8017883300781,192.46044921875,14.90999984741211,14.202499914169312,1.0962624901056939
2024-04-12,256.6048583984375,186.2886199951172,17.309999465942383,14.347999906539917,1.1222929308835248
2024-04-15,255.5891571044922,184.3701934814453,19.229999542236328,14.588999891281128,1.1414192510505878
2024-04-16,253.86441040039062,185.28097534179688,18.399999618530273,14.792499876022339,1.0480267950731905
2024-04-17,252.0725860595703,183.53697204589844,18.209999084472656,15.01199984550476,1.0322360410250755
2024-04-18,252.36004638671875,181.74452209472656,18.0,15.259999847412109,1.0973429339502612
2024-04-19,255.82870483398438,177.6558380126953,18.709999084472656,15.549499797821046,1.3533182895334177
2024-04-22,258.8566589355469,180.51405334472656,16.940000534057617,15.743499803543092,1.3826879071344655
2024-04-23,260.38970947265625,184.02142333984375,15.6899995803833,15.868499803543092,1.3353458791453134
2024-04-24,254.9472198486328,190.38705444335938,15.970000267028809,16.004999828338622,0.9352093994219204
2024-04-25,254.42015075683594,191.78224182128906,15.369999885559082,16.13449983596802,0.8729445482899691
2024-04-26,254.72677612304688,195.68685913085938,15.029999732971191,16.235499811172485,0.7667541626893047
2024-04-29,254.74598693847656,197.5568389892578,14.670000076293945,16.28649983406067,0.7110218988578363
2024-04-30,250.8365020751953,194.3691864013672,15.649999618530273,16.33849983215332,0.6579229658446993
2024-05-01,249.83045959472656,187.8582305908203,15.390000343322754,16.391499853134157,0.816094937181118
2024-05-02,251.0760955810547,190.37733459472656,14.680000305175781,16.307999849319458,0.7876146521621685
2024-05-03,249.7537384033203,193.419677734375,13.489999771118164,16.18099980354309,0.6452297287084324
2024-05-06,249.40884399414062,196.994873046875,13.489999771118164,16.095999813079835,0.5240966581576281
2024-05-07,248.6230926513672,197.2371063232422,13.229999542236328,16.008499813079833,0.4867641529249347
2024-05-08,247.22415161132812,198.48696899414062,13.0,15.868499803543092,0.39557949300786066
2024-05-09,251.1048126220703,198.4191436767578,12.6899995803833,15.75749979019165,0.5458801363672309
2024-05-10,254.62144470214844,200.7444610595703,12.550000190734863,15.519499826431275,0.6100101404217738
2024-05-13,255.73292541503906,201.89744567871094,13.600000381469727,15.237999868392944,0.6176562640874325
2024-05-14,248.21107482910156,205.34671020507812,13.420000076293945,14.988999891281129,0.22614513733500524
2024-05-15,248.4793701171875,209.03819274902344,12.449999809265137,14.700999927520751,0.12492627800234093
2024-05-16,247.9619140625,207.45889282226562,12.420000076293945,14.42199993133545,0.1528467071876919
2024-05-17,246.4958953857422,207.42015075683594,11.989999771118164,14.085999965667725,0.09801037436375092
2024-05-20,244.0620880126953,210.71435546875,12.149999618530273,13.846499919891357,-0.0944404387691507
2024-05-21,241.78158569335938,209.90048217773438,11.859999656677246,13.654999923706054,-0.15698645392295368
2024-05-22,241.532470703125,232.6888427734375,12.289999961853027,13.470999908447265,-0.8546238942952764
