Date,PEP,ASML,VIX,AvgVIX,zscore
2024-01-30,156.6417999267578,849.9865112304688,13.3100004196167,13.347500038146972,0.761570610239419
2024-01-31,155.63519287109375,851.7391967773438,14.350000381469727,13.405000066757202,0.6665958983525139
2024-02-01,158.56263732910156,872.0285034179688,13.880000114440918,13.397000074386597,0.9034674571955431
2024-02-02,157.8885040283203,872.1461181640625,13.850000381469727,13.383000087738036,0.8414986390247281
2024-02-05,157.84231567382812,881.4020385742188,13.670000076293945,13.399000072479248,0.8229231633552252
2024-02-06,158.30404663085938,887.6309204101562,13.0600004196167,13.39800009727478,0.8555906242950414
2024-02-07,158.3502197265625,904.6401977539062,12.829999923706055,13.40150008201599,0.8334664660796769
2024-02-08,160.5481414794922,905.336669921875,12.789999961853027,13.406500101089478,1.0338341572961711
2024-02-09,154.84100341796875,931.4880981445312,12.930000305175781,13.431000137329102,0.47023390923357217
2024-02-12,157.55606079101562,911.4871215820312,13.930000305175781,13.492500162124633,0.7500697526489861
2024-02-13,155.9584197998047,886.0909423828125,15.850000381469727,13.593000173568726,0.6429922907651303
2024-02-14,154.7024688720703,906.80810546875,14.380000114440918,13.57250018119812,0.4957786958532339
2024-02-15,155.01644897460938,912.1050415039062,14.010000228881836,13.566500186920166,0.5163483576603166
2024-02-16,153.5942840576172,911.2222290039062,14.239999771118164,13.613500165939332,0.38737011276351574
2024-02-20,155.74600219726562,892.2217407226562,15.420000076293945,13.725000190734864,0.6140237619990203
2024-02-21,155.9122314453125,890.8876953125,15.34000015258789,13.864500188827515,0.6313263479823036
2024-02-22,155.3765869140625,933.6953125,14.539999961853027,13.934500169754028,0.5159018239445943
2024-02-23,156.62332153320312,915.4500122070312,13.75,13.949500179290771,0.658440532626844
2024-02-26,155.38583374023438,929.5166015625,13.739999771118164,13.973500156402588,0.5232242886517168
2024-02-27,155.29348754882812,923.4151611328125,13.430000305175781,13.96500015258789,0.5242147055058394
2024-02-28,154.2499542236328,921.5808715820312,13.84000015258789,13.99150013923645,0.4314136379050559
