Date,PEP,MNST,VIX,AvgVIX,zscore
2024-01-30,156.6417999267578,55.310001373291016,13.3100004196167,13.347500038146972,0.5511332108607896
2024-01-31,155.63519287109375,55.02000045776367,14.350000381469727,13.405000066757202,0.4589552265226868
2024-02-01,158.56263732910156,55.939998626708984,13.880000114440918,13.397000074386597,0.72816765622675
2024-02-02,157.8885040283203,55.349998474121094,13.850000381469727,13.383000087738036,0.660557662726657
2024-02-05,157.84231567382812,55.119998931884766,13.670000076293945,13.399000072479248,0.6531100498458888
2024-02-06,158.30404663085938,56.34000015258789,13.0600004196167,13.39800009727478,0.7115343432002881
2024-02-07,158.3502197265625,56.459999084472656,12.829999923706055,13.40150008201599,0.7173470537469734
2024-02-08,160.5481414794922,56.4900016784668,12.789999961853027,13.406500101089478,0.9096591977726807
2024-02-09,154.84100341796875,55.65999984741211,12.930000305175781,13.431000137329102,0.39913116352457706
2024-02-12,157.55606079101562,55.93000030517578,13.930000305175781,13.492500162124633,0.6401505303659893
2024-02-13,155.9584197998047,56.15999984741211,15.850000381469727,13.593000173568726,0.5041008014044931
2024-02-14,154.7024688720703,55.869998931884766,14.380000114440918,13.57250018119812,0.39015645613587707
2024-02-15,155.01644897460938,56.16999816894531,14.010000228881836,13.566500186920166,0.4220203634180693
2024-02-16,153.5942840576172,55.02000045776367,14.239999771118164,13.613500165939332,0.2807950115089636
2024-02-20,155.74600219726562,55.400001525878906,15.420000076293945,13.725000190734864,0.4742715041986454
2024-02-21,155.9122314453125,55.13999938964844,15.34000015258789,13.864500188827515,0.4849212349629368
2024-02-22,155.3765869140625,55.11000061035156,14.539999961853027,13.934500169754028,0.4377168884485996
2024-02-23,156.62332153320312,55.290000915527344,13.75,13.949500179290771,0.5492231298874433
2024-02-26,155.38583374023438,55.720001220703125,13.739999771118164,13.973500156402588,0.44758293475526933
2024-02-27,155.29348754882812,56.11000061035156,13.430000305175781,13.96500015258789,0.44531332373154764
2024-02-28,154.2499542236328,55.849998474121094,13.84000015258789,13.99150013923645,0.35035737591716537
2024-02-29,153.8544921875,59.099998474121094,13.399999618530273,13.944000101089477,0.36410000569312967
2024-03-01,153.1565704345703,58.790000915527344,13.109999656677246,13.905500078201294,0.2985716044435547
2024-03-04,153.88238525390625,58.5,13.489999771118164,13.887500047683716,0.35762460686312014
2024-03-05,150.7837371826172,57.88999938964844,14.460000038146973,13.927000045776367,0.07807067128904088
2024-03-06,151.6770477294922,58.310001373291016,14.5,13.999000024795532,0.16228907621767044
2024-03-07,151.77938842773438,59.380001068115234,14.4399995803833,14.079500007629395,0.18711295271423067
2024-03-08,151.7235565185547,59.18000030517578,14.739999771118164,14.17699999809265,0.17926900865286644
2024-03-11,153.286865234375,59.15999984741211,15.220000267028809,14.291499996185303,0.3154403204645986
2024-03-12,153.1100311279297,59.81999969482422,13.84000015258789,14.286999988555909,0.3098050321428445
2024-03-13,153.81729125976562,60.849998474121094,13.75,14.181999969482423,0.38684104207874165
2024-03-14,153.33338928222656,60.29999923706055,14.399999618530273,14.18299994468689,0.3364312420746363
2024-03-15,153.2217254638672,60.45000076293945,14.40999984741211,14.202999925613403,0.32891120557674514
2024-03-18,159.36325073242188,60.790000915527344,14.329999923706055,14.207499933242797,0.8700820774641711
2024-03-19,159.86572265625,60.540000915527344,13.819999694824219,14.127499914169311,0.9102324983561187
2024-03-20,159.9215545654297,60.13999938964844,13.039999961853027,14.012499904632568,0.9091660742768533
2024-03-21,160.4705810546875,59.880001068115234,12.920000076293945,13.931499910354614,0.953231974332355
2024-03-22,160.07044982910156,59.5,13.0600004196167,13.896999931335449,0.9126594718474186
2024-03-25,160.6101837158203,59.09000015258789,13.1899995803833,13.869499921798706,0.9536865721547925
2024-03-26,160.7311248779297,59.31999969482422,13.239999771118164,13.859999895095825,0.9676596976846393
2024-03-27,161.5127716064453,59.20000076293945,12.779999732971191,13.80699987411499,1.034111145586172
2024-03-28,162.85272216796875,59.279998779296875,13.010000228881836,13.787499904632568,1.1522695410199715
2024-04-01,160.96376037597656,57.7400016784668,13.649999618530273,13.81449990272522,0.9645036581642201
2024-04-02,159.53073120117188,56.900001525878906,14.609999656677246,13.870499897003175,0.8269335521541392
2024-04-03,157.89297485351562,55.95000076293945,14.329999923706055,13.863999891281129,0.6698583095376668
2024-04-04,157.86509704589844,55.75,16.350000381469727,13.956499910354614,0.6644546061729958
2024-04-05,157.39051818847656,55.900001525878906,16.030000686645508,14.035999965667724,0.6252540649097058
2024-04-08,157.7999267578125,55.650001525878906,15.1899995803833,14.058499956130982,0.6572805622158745
2024-04-09,158.75839233398438,55.75,14.979999542236328,14.046499919891357,0.7424344157290311
2024-04-10,157.21371459960938,54.810001373291016,15.800000190734863,14.144499921798706,0.5936329660008381
2024-04-11,156.66468811035156,54.72999954223633,14.90999984741211,14.202499914169312,0.5445178743274257
2024-04-12,156.42274475097656,55.0099983215332,17.309999465942383,14.347999906539917,0.5275556756258941
2024-04-15,155.35263061523438,54.11000061035156,19.229999542236328,14.588999891281128,0.42077507722241325
2024-04-16,155.8644256591797,54.689998626708984,18.399999618530273,14.792499876022339,0.47406528846615803
2024-04-17,157.70689392089844,54.25,18.209999084472656,15.01199984550476,0.6283685003038992
2024-04-18,160.30308532714844,53.459999084472656,18.0,15.259999847412109,0.8432699054213832
2024-04-19,162.03387451171875,53.13999938964844,18.709999084472656,15.549499797821046,0.9896061935223421
2024-04-22,164.2020263671875,53.599998474121094,16.940000534057617,15.743499803543092,1.1857052751229042
2024-04-23,159.32603454589844,53.72999954223633,15.6899995803833,15.868499803543092,0.761988355004786
2024-04-24,165.0860137939453,54.33000183105469,15.970000267028809,16.004999828338622,1.2737135155214394
2024-04-25,164.40670776367188,53.150001525878906,15.369999885559082,16.13449983596802,1.1968901400844856
2024-04-26,163.3831329345703,53.369998931884766,15.029999732971191,16.235499811172485,1.1108047207133833
2024-04-29,163.90423583984375,54.130001068115234,14.670000076293945,16.28649983406067,1.1675806189441469
2024-04-30,163.69021606445312,53.45000076293945,15.649999618530273,16.33849983215332,1.1387994758765299
2024-05-01,162.98301696777344,53.540000915527344,15.390000343322754,16.391499853134157,1.0784014018624006
2024-05-02,163.26219177246094,53.38999938964844,14.680000305175781,16.307999849319458,1.100544234412871
2024-05-03,163.91354370117188,55.0,13.489999771118164,16.18099980354309,1.181313113159616
2024-05-06,163.60650634765625,54.220001220703125,13.489999771118164,16.095999813079835,1.1429270095019768
2024-05-07,165.65365600585938,54.66999816894531,13.229999542236328,16.008499813079833,1.3283147215357916
2024-05-08,165.0860137939453,54.29999923706055,13.0,15.868499803543092,1.2732679602916623
2024-05-09,165.6908721923828,55.20000076293945,12.6899995803833,15.75749979019165,1.3394343254530816
2024-05-10,167.30068969726562,55.459999084472656,12.550000190734863,15.519499826431275,1.4838237388527666
2024-05-13,168.33358764648438,54.720001220703125,13.600000381469727,15.237999868392944,1.5630007193974096
2024-05-14,167.37513732910156,54.47999954223633,13.420000076293945,14.988999891281129,1.4757690723386208
2024-05-15,166.99363708496094,54.2400016784668,12.449999809265137,14.700999927520751,1.438902078536523
2024-05-16,170.39007568359375,54.09000015258789,12.420000076293945,14.42199993133545,1.7331650489964128
2024-05-17,169.5339813232422,54.11000061035156,11.989999771118164,14.085999965667725,1.6587296955964996
2024-05-20,167.7845458984375,53.58000183105469,12.149999618530273,13.846499919891357,1.4981427416387474
2024-05-21,168.50111389160156,53.380001068115234,11.859999656677246,13.654999923706054,1.5577250989238551
2024-05-22,169.44091796875,53.099998474121094,12.289999961853027,13.470999908447265,1.6356066777999974
2024-05-23,166.81683349609375,52.63999938964844,12.770000457763672,13.340999937057495,1.3997071638755991
2024-05-24,165.62576293945312,52.70000076293945,11.930000305175781,13.185999965667724,1.296624250270655
2024-05-28,161.3359832763672,51.650001525878906,12.920000076293945,13.098499965667724,0.9065567945965063
2024-05-29,159.26087951660156,52.130001068115234,14.279999732971191,13.02999997138977,0.7325398076807721
2024-05-30,158.63742065429688,51.2400016784668,14.470000267028809,12.983999967575073,0.6648982607028723
