Date,LRCX,XOM,VIX,AvgVIX,zscore
2024-01-30,81.88839721679688,97.15435791015625,13.3100004196167,13.347500038146972,0.662731228739669
2024-01-31,80.8478775024414,95.26409149169922,14.350000381469727,13.405000066757202,0.8364205430998044
2024-02-01,81.53765106201172,94.87492370605469,13.880000114440918,13.397000074386597,0.9054931311746612
2024-02-02,82.17351531982422,94.48574829101562,13.850000381469727,13.383000087738036,0.972579944643917
2024-02-05,83.40999603271484,94.0965805053711,13.670000076293945,13.399000072479248,1.0617994279361362
2024-02-06,81.77376556396484,94.74519348144531,13.0600004196167,13.39800009727478,0.9287462921800856
2024-02-07,83.13760375976562,94.71739959716797,12.829999923706055,13.40150008201599,0.9821232467505553
2024-02-08,84.68760681152344,96.33895111083984,12.789999961853027,13.406500101089478,0.857351212205603
2024-02-09,89.31409454345703,94.3004150390625,12.930000305175781,13.431000137329102,1.2565090040382547
2024-02-12,88.96334075927734,95.5976791381836,13.930000305175781,13.492500162124633,1.0980672987501787
2024-02-13,87.45350646972656,94.77467346191406,15.850000381469727,13.593000173568726,1.1347455860146831
2024-02-14,89.71776580810547,94.30706787109375,14.380000114440918,13.57250018119812,1.2706385764215296
2024-02-15,89.5296401977539,97.00984191894531,14.010000228881836,13.566500186920166,0.9605318920849767
2024-02-16,90.72987365722656,97.00984191894531,14.239999771118164,13.613500165939332,1.0047621122266142
2024-02-20,88.2226333618164,96.09333038330078,15.420000076293945,13.725000190734864,1.0151733292969047
2024-02-21,88.36860656738281,98.05728149414062,15.34000015258789,13.864500188827515,0.8002534542456899
2024-02-22,92.5257797241211,97.9731216430664,14.539999961853027,13.934500169754028,0.9628912163052487
2024-02-23,90.97187805175781,97.11270904541016,13.75,13.949500179290771,1.0021415486171537
2024-02-26,91.97711944580078,97.49615478515625,13.739999771118164,13.973500156402588,0.9961743954094903
2024-02-27,91.19036865234375,97.29039764404297,13.430000305175781,13.96500015258789,0.9902616392606474
2024-02-28,90.40066528320312,97.5616226196289,13.84000015258789,13.99150013923645,0.9307363155101797
2024-02-29,91.9271469116211,97.7486572265625,13.399999618530273,13.944000101089477,0.9660092828590238
2024-03-01,96.1676025390625,98.98314666748047,13.109999656677246,13.905500078201294,0.9838013529856566
2024-03-04,95.77470397949219,97.5990219116211,13.489999771118164,13.887500047683716,1.124581750614576
2024-03-05,94.36188507080078,98.79611206054688,14.460000038146973,13.927000045776367,0.9382381687042246
2024-03-06,96.1999282836914,99.85289001464844,14.5,13.999000024795532,0.8874322541893165
2024-03-07,97.44522857666016,100.41401672363281,14.4399995803833,14.079500007629395,0.8703808682794938
2024-03-08,93.72994232177734,101.35858917236328,14.739999771118164,14.17699999809265,0.6275135313180733
2024-03-11,91.23641967773438,101.95713806152344,15.220000267028809,14.291499996185303,0.46848378351759157
2024-03-12,93.3602066040039,101.30248260498047,13.84000015258789,14.286999988555909,0.620181825265584
2024-03-13,90.99191284179688,102.43408966064453,13.75,14.181999969482423,0.4059730391624068
2024-03-14,90.89078521728516,104.2484130859375,14.399999618530273,14.18299994468689,0.19873111550292477
2024-03-15,89.36003875732422,104.06135559082031,14.40999984741211,14.202999925613403,0.16330355076545727
2024-03-18,90.85151672363281,105.02464294433594,14.329999923706055,14.207499933242797,0.11021321335980988
2024-03-19,91.41805267333984,105.7634506225586,13.819999694824219,14.127499914169311,0.04821772027718349
2024-03-20,93.18840026855469,105.66993713378906,13.039999961853027,14.012499904632568,0.12394695527423125
2024-03-21,96.47672271728516,106.13752746582031,12.920000076293945,13.931499910354614,0.1926757967115238
2024-03-22,96.01817321777344,106.13752746582031,13.0600004196167,13.896999931335449,0.1757776298180994
2024-03-25,95.38584899902344,107.22238159179688,13.1899995803833,13.869499921798706,0.030786002885732335
2024-03-26,94.97051239013672,106.41809844970703,13.239999771118164,13.859999895095825,0.10569787113780348
2024-03-27,94.81733703613281,107.52165222167969,12.779999732971191,13.80699987411499,-0.023734040376831658
2024-03-28,95.39664459228516,108.7093734741211,13.010000228881836,13.787499904632568,-0.13561415550391803
2024-04-01,96.4001235961914,109.4107894897461,13.649999618530273,13.81449990272522,-0.17731343243565326
2024-04-02,94.9803237915039,111.55242919921875,14.609999656677246,13.870499897003175,-0.46986573496833456
2024-04-03,96.06432342529297,111.57113647460938,14.329999923706055,13.863999891281129,-0.43201730955284595
2024-04-04,93.43877410888672,111.96392822265625,16.350000381469727,13.956499910354614,-0.5728323474834011
2024-04-05,95.1030502319336,113.50704193115234,16.030000686645508,14.035999965667724,-0.6845947854170961
2024-04-08,94.97344970703125,112.74015808105469,15.1899995803833,14.058499956130982,-0.6033482891567628
2024-04-09,95.5704345703125,113.32933807373047,14.979999542236328,14.046499919891357,-0.6474377488315213
2024-04-10,94.42162322998047,114.28325653076172,15.800000190734863,14.144499921798706,-0.7967753822169816
2024-04-11,96.56607055664062,113.89981842041016,14.90999984741211,14.202499914169312,-0.67473881165136
2024-04-12,93.96997833251953,112.57182312011719,17.309999465942383,14.347999906539917,-0.6214451897997543
2024-04-15,92.90266418457031,111.92652130126953,19.229999542236328,14.588999891281128,-0.5883927330543973
2024-04-16,94.57776641845703,111.00066375732422,18.399999618530273,14.792499876022339,-0.4228082035916089
2024-04-17,89.57310485839844,110.94453430175781,18.209999084472656,15.01199984550476,-0.6009406044981381
2024-04-18,87.2813949584961,110.84165954589844,18.0,15.259999847412109,-0.6738535946758761
