Date,PEP,QCOM,VIX,AvgVIX,zscore
2024-01-30,156.6417999267578,139.1292724609375,13.3100004196167,13.347500038146972,0.8687767808112092
2024-01-31,155.63519287109375,141.54054260253906,14.350000381469727,13.405000066757202,0.7518713969644977
2024-02-01,158.56263732910156,134.48782348632812,13.880000114440918,13.397000074386597,1.0923319228280286
2024-02-02,157.8885040283203,135.0405731201172,13.850000381469727,13.383000087738036,1.0265341424612227
2024-02-05,157.84231567382812,137.27076721191406,13.670000076293945,13.399000072479248,0.996235057424368
2024-02-06,158.30404663085938,137.33750915527344,13.0600004196167,13.39800009727478,1.0360626180062602
2024-02-07,158.3502197265625,139.0435028076172,12.829999923706055,13.40150008201599,1.0200542241726496
2024-02-08,160.5481414794922,141.22604370117188,12.789999961853027,13.406500101089478,1.1877021830803227
2024-02-09,154.84100341796875,143.9136962890625,12.930000305175781,13.431000137329102,0.6540981563695196
2024-02-12,157.55606079101562,145.9151153564453,13.930000305175781,13.492500162124633,0.8693628559273995
2024-02-13,155.9584197998047,142.99871826171875,15.850000381469727,13.593000173568726,0.7631473640805442
2024-02-14,154.7024688720703,146.7156982421875,14.380000114440918,13.57250018119812,0.6089496585766775
2024-02-15,155.01644897460938,148.65997314453125,14.010000228881836,13.566500186920166,0.6136937241849855
2024-02-16,153.5942840576172,145.5243682861328,14.239999771118164,13.613500165939332,0.5254914850920294
2024-02-20,155.74600219726562,144.82864379882812,15.420000076293945,13.725000190734864,0.7229360036353806
2024-02-21,155.9122314453125,144.8762969970703,15.34000015258789,13.864500188827515,0.7369965199242519
2024-02-22,155.3765869140625,147.48770141601562,14.539999961853027,13.934500169754028,0.6591614274243779
2024-02-23,156.62332153320312,147.6401824951172,13.75,13.949500179290771,0.7670273388868937
2024-02-26,155.38583374023438,149.66070556640625,13.739999771118164,13.973500156402588,0.6344110798718535
2024-02-27,155.29348754882812,150.87110900878906,13.430000305175781,13.96500015258789,0.6120490949971062
2024-02-28,154.2499542236328,149.29054260253906,13.84000015258789,13.99150013923645,0.5388565676315992
2024-02-29,153.8544921875,151.1488800048828,13.399999618530273,13.944000101089477,0.48221082293089734
2024-03-01,153.1565704345703,156.22579956054688,13.109999656677246,13.905500078201294,0.3610973862485145
2024-03-04,153.88238525390625,159.5498046875,13.489999771118164,13.887500047683716,0.38583399202324964
2024-03-05,150.7837371826172,154.65484619140625,14.460000038146973,13.927000045776367,0.17086979558341195
2024-03-06,151.6770477294922,160.82382202148438,14.5,13.999000024795532,0.17687008528469064
2024-03-07,151.77938842773438,168.32424926757812,14.4399995803833,14.079500007629395,0.09763512654751848
2024-03-08,151.7235565185547,163.39100646972656,14.739999771118164,14.17699999809265,0.15075998938761706
2024-03-11,153.286865234375,163.9178466796875,15.220000267028809,14.291499996185303,0.2820669456750212
2024-03-12,153.1100311279297,165.79537963867188,13.84000015258789,14.286999988555909,0.2444253589222666
2024-03-13,153.81729125976562,162.12655639648438,13.75,14.181999969482423,0.3497950367497261
2024-03-14,153.33338928222656,161.3602294921875,14.399999618530273,14.18299994468689,0.31624743133020045
2024-03-15,153.2217254638672,160.16285705566406,14.40999984741211,14.202999925613403,0.32051189474705416
2024-03-18,159.36325073242188,159.89463806152344,14.329999923706055,14.207499933242797,0.8638608354420224
2024-03-19,159.86572265625,157.1933135986328,13.819999694824219,14.127499914169311,0.9398359846713145
2024-03-20,159.9215545654297,160.613037109375,13.039999961853027,14.012499904632568,0.9045164796114424
2024-03-21,160.4705810546875,163.6592254638672,12.920000076293945,13.931499910354614,0.9169715105187476
2024-03-22,160.07044982910156,162.9407958984375,13.0600004196167,13.896999931335449,0.8902287014310735
2024-03-25,160.6101837158203,160.46937561035156,13.1899995803833,13.869499921798706,0.9667766810219506
2024-03-26,160.7311248779297,160.038330078125,13.239999771118164,13.859999895095825,0.9824852800203675
2024-03-27,161.5127716064453,162.01162719726562,12.779999732971191,13.80699987411499,1.0280227359083502
2024-03-28,162.85272216796875,162.17445373535156,13.010000228881836,13.787499904632568,1.1439659877515453
2024-04-01,160.96376037597656,164.4925994873047,13.649999618530273,13.81449990272522,0.9505463720787919
