Date,XOM,FDX,VIX,AvgVIX,zscore
2024-01-30,97.15435791015625,232.4033203125,13.3100004196167,13.347500038146972,-0.9283611226667513
2024-01-31,95.26409149169922,230.03897094726562,14.350000381469727,13.405000066757202,-1.0836003672055976
2024-02-01,94.87492370605469,230.66815185546875,13.880000114440918,13.397000074386597,-1.1595422294780202
2024-02-02,94.48574829101562,231.05906677246094,13.850000381469727,13.383000087738036,-1.2260947055633973
2024-02-05,94.0965805053711,227.1979217529297,13.670000076293945,13.399000072479248,-1.1250666766512387
2024-02-06,94.74519348144531,230.0675506591797,13.0600004196167,13.39800009727478,-1.1529210440450148
2024-02-07,94.71739959716797,230.83978271484375,12.829999923706055,13.40150008201599,-1.187008478020632
2024-02-08,96.33895111083984,230.47752380371094,12.789999961853027,13.406500101089478,-0.9596247624101151
2024-02-09,94.3004150390625,231.3069305419922,12.930000305175781,13.431000137329102,-1.2602201144029603
2024-02-12,95.5976791381836,233.04208374023438,13.930000305175781,13.492500162124633,-1.158116592182176
2024-02-13,94.77467346191406,225.367431640625,15.850000381469727,13.593000173568726,-0.9638086192085665
2024-02-14,94.30706787109375,225.7869110107422,14.380000114440918,13.57250018119812,-1.0417942642498816
2024-02-15,97.00984191894531,225.4913330078125,14.010000228881836,13.566500186920166,-0.6749427380397472
2024-02-16,97.00984191894531,226.51145935058594,14.239999771118164,13.613500165939332,-0.7151473135606677
2024-02-20,96.09333038330078,228.3705596923828,15.420000076293945,13.725000190734864,-0.908866246578269
2024-02-21,98.05728149414062,230.15338134765625,15.34000015258789,13.864500188827515,-0.7210244523815744
2024-02-22,97.9731216430664,232.77513122558594,14.539999961853027,13.934500169754028,-0.8354116105298999
2024-02-23,97.11270904541016,232.10777282714844,13.75,13.949500179290771,-0.9221867445028816
2024-02-26,97.49615478515625,229.8768768310547,13.739999771118164,13.973500156402588,-0.7838710975583802
2024-02-27,97.29039764404297,230.14382934570312,13.430000305175781,13.96500015258789,-0.8214329564056274
2024-02-28,97.5616226196289,232.97531127929688,13.84000015258789,13.99150013923645,-0.8973807648010679
2024-02-29,97.7486572265625,237.36085510253906,13.399999618530273,13.944000101089477,-1.0456406969352479
2024-03-01,98.98314666748047,235.10137939453125,13.109999656677246,13.905500078201294,-0.7943533161289231
2024-03-04,97.5990219116211,235.26344299316406,13.489999771118164,13.887500047683716,-0.9826440997351976
2024-03-05,98.79611206054688,237.12249755859375,14.460000038146973,13.927000045776367,-0.8985887023739509
2024-03-06,99.85289001464844,236.8174285888672,14.5,13.999000024795532,-0.7476822615603586
2024-03-07,100.41401672363281,238.57164001464844,14.4399995803833,14.079500007629395,-0.7430740683642948
2024-03-08,101.35858917236328,237.32594299316406,14.739999771118164,14.17699999809265,-0.5698423948963304
2024-03-11,101.95713806152344,242.1361083984375,15.220000267028809,14.291499996185303,-0.6807554551227656
2024-03-12,101.30248260498047,243.59255981445312,13.84000015258789,14.286999988555909,-0.8241919461215566
2024-03-13,102.43408966064453,244.55078125,13.75,14.181999969482423,-0.7132393628895811
2024-03-14,104.2484130859375,244.84780883789062,14.399999618530273,14.18299994468689,-0.48650467304665845
2024-03-15,104.06135559082031,242.70143127441406,14.40999984741211,14.202999925613403,-0.426496356185317
2024-03-18,105.02464294433594,242.5960235595703,14.329999923706055,14.207499933242797,-0.29574550583635106
2024-03-19,105.7634506225586,245.89224243164062,13.819999694824219,14.127499914169311,-0.3285588522277805
2024-03-20,105.66993713378906,249.12135314941406,13.039999961853027,14.012499904632568,-0.4681122007425916
2024-03-21,106.13752746582031,253.77818298339844,12.920000076293945,13.931499910354614,-0.5901928552349459
2024-03-22,106.13752746582031,272.43426513671875,13.0600004196167,13.896999931335449,-1.325454589402543
2024-03-25,107.22238159179688,270.75738525390625,13.1899995803833,13.869499921798706,-1.1167933925010634
2024-03-26,106.41809844970703,276.9090270996094,13.239999771118164,13.859999895095825,-1.4649380474346225
2024-03-27,107.52165222167969,275.8454284667969,12.779999732971191,13.80699987411499,-1.277989570101279
2024-03-28,108.7093734741211,277.62762451171875,13.010000228881836,13.787499904632568,-1.192136346885067
2024-04-01,109.4107894897461,268.4194030761719,13.649999618530273,13.81449990272522,-0.7370466498807905
2024-04-02,111.55242919921875,263.7817687988281,14.609999656677246,13.870499897003175,-0.2728138117975828
2024-04-03,111.57113647460938,266.8479919433594,14.329999923706055,13.863999891281129,-0.3911993263581157
2024-04-04,111.96392822265625,263.9925537109375,16.350000381469727,13.956499910354614,-0.2270413493595604
2024-04-05,113.50704193115234,262.08575439453125,16.030000686645508,14.035999965667724,0.050906410369654646
2024-04-08,112.74015808105469,264.0500183105469,15.1899995803833,14.058499956130982,-0.1272928807471207
2024-04-09,113.32933807373047,264.81658935546875,14.979999542236328,14.046499919891357,-0.0800736259895744
2024-04-10,114.28325653076172,259.0003356933594,15.800000190734863,14.144499921798706,0.27451820652298875
