Date,PEP,MS,VIX,AvgVIX,zscore
2024-01-30,156.6417999267578,82.146728515625,13.3100004196167,13.347500038146972,0.18815566880797827
2024-01-31,155.63519287109375,81.79046630859375,14.350000381469727,13.405000066757202,0.09290614173479016
2024-02-01,158.56263732910156,81.39671325683594,13.880000114440918,13.397000074386597,0.355054436482583
2024-02-02,157.8885040283203,81.818603515625,13.850000381469727,13.383000087738036,0.29812886328070926
2024-02-05,157.84231567382812,80.5248031616211,13.670000076293945,13.399000072479248,0.28048280513086243
2024-02-06,158.30404663085938,80.7216796875,13.0600004196167,13.39800009727478,0.32452150281658304
2024-02-07,158.3502197265625,80.62792205810547,12.829999923706055,13.40150008201599,0.3277464294964928
2024-02-08,160.5481414794922,80.29978942871094,12.789999961853027,13.406500101089478,0.5242292715412648
2024-02-09,154.84100341796875,80.5248031616211,12.930000305175781,13.431000137329102,0.0075245572504943296
2024-02-12,157.55606079101562,81.44359588623047,13.930000305175781,13.492500162124633,0.26399723608231174
2024-02-13,155.9584197998047,78.7247314453125,15.850000381469727,13.593000173568726,0.09044278572681574
2024-02-14,154.7024688720703,78.75285339355469,14.380000114440918,13.57250018119812,-0.023489057240820135
2024-02-15,155.01644897460938,80.31855010986328,14.010000228881836,13.566500186920166,0.021337264094196864
2024-02-16,153.5942840576172,81.09669494628906,14.239999771118164,13.613500165939332,-0.09991675815647791
2024-02-20,155.74600219726562,80.0185317993164,15.420000076293945,13.725000190734864,0.08456958866258905
2024-02-21,155.9122314453125,80.12165832519531,15.34000015258789,13.864500188827515,0.10075923267570516
2024-02-22,155.3765869140625,80.4873046875,14.539999961853027,13.934500169754028,0.05584420444748783
2024-02-23,156.62332153320312,81.14358520507812,13.75,13.949500179290771,0.17605028762251015
2024-02-26,155.38583374023438,80.31855010986328,13.739999771118164,13.973500156402588,0.05493144218141839
2024-02-27,155.29348754882812,80.14979553222656,13.430000305175781,13.96500015258789,0.0447791707570218
2024-02-28,154.2499542236328,80.67481231689453,13.84000015258789,13.99150013923645,-0.04467025948080222
2024-02-29,153.8544921875,80.66543579101562,13.399999618530273,13.944000101089477,-0.08073351134813958
2024-03-01,153.1565704345703,81.07795715332031,13.109999656677246,13.905500078201294,-0.13991991948064317
2024-03-04,153.88238525390625,84.41556549072266,13.489999771118164,13.887500047683716,-0.039224740472572385
2024-03-05,150.7837371826172,83.56240844726562,14.460000038146973,13.927000045776367,-0.3299014770088122
2024-03-06,151.6770477294922,80.3091812133789,14.5,13.999000024795532,-0.28246628997591333
2024-03-07,151.77938842773438,80.75918579101562,14.4399995803833,14.079500007629395,-0.2684822562392634
2024-03-08,151.7235565185547,81.60297393798828,14.739999771118164,14.17699999809265,-0.2647911687731709
2024-03-11,153.286865234375,81.50921630859375,15.220000267028809,14.291499996185303,-0.12358836929591419
2024-03-12,153.1100311279297,81.61234283447266,13.84000015258789,14.286999988555909,-0.13859906838982888
2024-03-13,153.81729125976562,83.76866912841797,13.75,14.181999969482423,-0.05186745789462809
