Date,KRE,HD,VIX,AvgVIX,zscore
2024-01-30,49.64396667480469,337.8251953125,13.3100004196167,13.347500038146972,-0.6227402721649657
2024-01-31,46.738121032714844,333.90863037109375,14.350000381469727,13.405000066757202,-0.979052747031774
2024-02-01,45.28049087524414,340.6348876953125,13.880000114440918,13.397000074386597,-1.3529719395816386
2024-02-02,45.48737335205078,337.9481506347656,13.850000381469727,13.383000087738036,-1.261001224747497
2024-02-05,44.735050201416016,335.9709777832031,13.670000076293945,13.399000072479248,-1.3316188651354588
2024-02-06,44.170814514160156,337.0210266113281,13.0600004196167,13.39800009727478,-1.4414672908323696
2024-02-07,44.057960510253906,343.11346435546875,12.829999923706055,13.40150008201599,-1.5955495612196242
2024-02-08,44.23664855957031,344.08782958984375,12.789999961853027,13.406500101089478,-1.5901129836198602
2024-02-09,45.01717758178711,343.548583984375,12.930000305175781,13.431000137329102,-1.4586675380753291
2024-02-12,45.98579788208008,345.7244873046875,13.930000305175781,13.492500162124633,-1.3594435542016368
2024-02-13,44.039154052734375,338.2887268066406,15.850000381469727,13.593000173568726,-1.4900676610761638
2024-02-14,44.8573112487793,338.8941955566406,14.380000114440918,13.57250018119812,-1.3785780294117855
2024-02-15,46.28672409057617,341.59033203125,14.010000228881836,13.566500186920166,-1.2205874442410387
2024-02-16,45.80710983276367,342.7918395996094,14.239999771118164,13.613500165939332,-1.3208997031463405
2024-02-20,45.44976806640625,342.9999084472656,15.420000076293945,13.725000190734864,-1.3802064631831337
2024-02-21,45.148834228515625,344.4757385253906,15.34000015258789,13.864500188827515,-1.4593612792312436
2024-02-22,45.1112174987793,351.2964782714844,14.539999961853027,13.934500169754028,-1.6182972568515497
2024-02-23,45.01717758178711,351.8830261230469,13.75,13.949500179290771,-1.6458480614897975
2024-02-26,44.593990325927734,351.54254150390625,13.739999771118164,13.973500156402588,-1.70290212273552
2024-02-27,45.148834228515625,355.2887878417969,13.430000305175781,13.96500015258789,-1.7022080345479604
2024-02-28,44.65981674194336,357.2281188964844,13.84000015258789,13.99150013923645,-1.820528486084909
2024-02-29,45.27109146118164,360.066162109375,13.399999618530273,13.944000101089477,-1.7908096792884172
2024-03-01,44.77267837524414,363.6989440917969,13.109999656677246,13.905500078201294,-1.948599282684833
2024-03-04,44.763267517089844,359.8391418457031,13.489999771118164,13.887500047683716,-1.8633520618175363
2024-03-05,46.56884002685547,358.0228271484375,14.460000038146973,13.927000045776367,-1.5465069350616323
2024-03-06,46.512420654296875,359.2029113769531,14.5,13.999000024795532,-1.5816359932047033
2024-03-07,46.57825469970703,358.3558044433594,14.4399995803833,14.079500007629395,-1.5525457589851304
2024-03-08,46.615867614746094,355.3105163574219,14.739999771118164,14.17699999809265,-1.4784020046461506
2024-03-11,46.380760192871094,353.5688781738281,15.220000267028809,14.291499996185303,-1.4752325793328989
2024-03-12,45.919960021972656,356.4430236816406,13.84000015258789,14.286999988555909,-1.6102335927016846
2024-03-13,45.966983795166016,360.677978515625,13.75,14.181999969482423,-1.6981556230861912
2024-03-14,44.77267837524414,357.1377258300781,14.399999618530273,14.18299994468689,-1.8012430171986826
2024-03-15,45.00777053833008,355.1963195800781,14.40999984741211,14.202999925613403,-1.7216984791926426
2024-03-18,44.72245407104492,353.9400939941406,14.329999923706055,14.207499933242797,-1.7371072140485448
2024-03-19,44.874122619628906,361.07769775390625,13.819999694824219,14.127499914169311,-1.8742198029401735
2024-03-20,46.27702331542969,365.8360900878906,13.039999961853027,14.012499904632568,-1.766598180075608
2024-03-21,46.959529876708984,376.10479736328125,12.920000076293945,13.931499910354614,-1.8928716372160201
2024-03-22,45.94526290893555,371.4224853515625,13.0600004196167,13.896999931335449,-1.9427839009131223
2024-03-25,46.01161193847656,364.9795837402344,13.1899995803833,13.869499921798706,-1.7879407995932746
2024-03-26,45.72724151611328,361.5725402832031,13.239999771118164,13.859999895095825,-1.754900375550783
2024-03-27,47.41452407836914,367.24456787109375,12.779999732971191,13.80699987411499,-1.6243187837327946
2024-03-28,47.66097640991211,365.0652770996094,13.010000228881836,13.787499904632568,-1.537694824031305
2024-04-01,46.72254943847656,350.2475280761719,13.649999618530273,13.81449990272522,-1.3483834663314198
2024-04-02,45.85994338989258,345.4606018066406,14.609999656677246,13.870499897003175,-1.3727588680138894
2024-04-03,45.76515579223633,342.5103454589844,14.329999923706055,13.863999891281129,-1.3209920507860133
2024-04-04,45.67036437988281,340.3976135253906,16.350000381469727,13.956499910354614,-1.2880355050150194
2024-04-05,45.69880294799805,340.5784912109375,16.030000686645508,14.035999965667724,-1.287749819186085
2024-04-08,46.4760856628418,344.5564880371094,15.1899995803833,14.058499956130982,-1.2582519775659695
2024-04-09,46.779415130615234,343.9569396972656,14.979999542236328,14.046499919891357,-1.1984110211859944
2024-04-10,44.4570426940918,333.62164306640625,15.800000190734863,14.144499921798706,-1.3213603544444663
