Date,KO,AMD,VIX,AvgVIX,zscore
2024-01-30,56.073490142822266,172.05999755859375,13.3100004196167,13.347500038146972,-1.8050923293037333
2024-01-31,55.6896858215332,167.69000244140625,14.350000381469727,13.405000066757202,-1.8391942493742428
2024-02-01,57.084495544433594,170.47999572753906,13.880000114440918,13.397000074386597,-1.6153395569311444
2024-02-02,56.672603607177734,177.66000366210938,13.850000381469727,13.383000087738036,-1.7425363024889504
2024-02-05,56.20454788208008,174.22999572753906,13.670000076293945,13.399000072479248,-1.798620821176655
2024-02-06,56.110931396484375,167.8800048828125,13.0600004196167,13.39800009727478,-1.7666069005985983
2024-02-07,56.157737731933594,170.94000244140625,12.829999923706055,13.40150008201599,-1.781736447212381
2024-02-08,56.00796127319336,169.35000610351562,12.789999961853027,13.406500101089478,-1.7959249374935882
2024-02-09,55.755210876464844,172.47999572753906,12.930000305175781,13.431000137329102,-1.86423842688351
2024-02-12,55.886268615722656,171.91000366210938,13.930000305175781,13.492500162124633,-1.836853282985478
2024-02-13,55.558624267578125,171.5399932861328,15.850000381469727,13.593000173568726,-1.891615444864739
2024-02-14,55.5024528503418,178.6999969482422,14.380000114440918,13.57250018119812,-1.9561385153761333
2024-02-15,55.60543441772461,176.75999450683594,14.010000228881836,13.566500186920166,-1.9232310695000079
2024-02-16,55.596065521240234,173.8699951171875,14.239999771118164,13.613500165939332,-1.9028191180690999
2024-02-20,56.822383880615234,165.69000244140625,15.420000076293945,13.725000190734864,-1.6248471925672419
2024-02-21,57.327884674072266,164.2899932861328,15.34000015258789,13.864500188827515,-1.525315106719081
2024-02-22,57.24363708496094,181.86000061035156,14.539999961853027,13.934500169754028,-1.6742296712500762
2024-02-23,57.290443420410156,176.52000427246094,13.75,13.949500179290771,-1.6252442401440974
2024-02-26,56.83173751831055,176.00999450683594,13.739999771118164,13.973500156402588,-1.7019730355068403
2024-02-27,56.48537826538086,178.0,13.430000305175781,13.96500015258789,-1.7780378951830986
2024-02-28,56.54155349731445,176.5399932861328,13.84000015258789,13.99150013923645,-1.7570207545485
2024-02-29,56.18582534790039,192.52999877929688,13.399999618530273,13.944000101089477,-1.9415906534368204
2024-03-01,55.72712326049805,202.63999938964844,13.109999656677246,13.905500078201294,-2.0993785668319074
2024-03-04,55.98923873901367,205.36000061035156,13.489999771118164,13.887500047683716,-2.0740705474450607
2024-03-05,55.7177619934082,205.1300048828125,14.460000038146973,13.927000045776367,-2.1200294582575285
2024-03-06,55.74584197998047,210.6300048828125,14.5,13.999000024795532,-2.1570742308560615
2024-03-07,55.64287185668945,211.3800048828125,14.4399995803833,14.079500007629395,-2.1808966849217715
2024-03-08,55.7177619934082,207.38999938964844,14.739999771118164,14.17699999809265,-2.1372794109644238
2024-03-11,56.39176559448242,198.38999938964844,15.220000267028809,14.291499996185303,-1.950122723641971
2024-03-12,56.635154724121094,202.75999450683594,13.84000015258789,14.286999988555909,-1.9406999996375114
2024-03-13,57.21555709838867,194.7899932861328,13.75,14.181999969482423,-1.77785625917213
2024-03-14,57.08816909790039,187.05999755859375,14.399999618530273,14.18299994468689,-1.7412447574022036
2024-03-15,56.50312805175781,191.05999755859375,14.40999984741211,14.202999925613403,-1.8746017939123913
2024-03-18,56.739036560058594,190.64999389648438,14.329999923706055,14.207499933242797,-1.8300093618209667
2024-03-19,56.83338928222656,181.4199981689453,13.819999694824219,14.127499914169311,-1.7429758802766637
2024-03-20,57.32406997680664,179.72999572753906,13.039999961853027,14.012499904632568,-1.6438351125766328
2024-03-21,57.05985641479492,178.67999267578125,12.920000076293945,13.931499910354614,-1.6822585519342104
2024-03-22,57.078731536865234,179.64999389648438,13.0600004196167,13.896999931335449,-1.6863448524855107
2024-03-25,56.99380874633789,178.6300048828125,13.1899995803833,13.869499921798706,-1.6934854625306284
2024-03-26,57.125911712646484,177.8699951171875,13.239999771118164,13.859999895095825,-1.6644662549624019
2024-03-27,57.58827590942383,179.58999633789062,12.779999732971191,13.80699987411499,-1.5963300337404167
2024-03-28,57.72981643676758,180.49000549316406,13.010000228881836,13.787499904632568,-1.5783225868693962
2024-04-01,57.25801467895508,183.33999633789062,13.649999618530273,13.81449990272522,-1.6829991076104902
2024-04-02,56.757904052734375,178.6999969482422,14.609999656677246,13.870499897003175,-1.7354820037050387
2024-04-03,56.45594787597656,180.77000427246094,14.329999923706055,13.863999891281129,-1.8043532682626342
2024-04-04,55.95583724975586,165.8300018310547,16.350000381469727,13.956499910354614,-1.7782189088787814
2024-04-05,56.15399169921875,170.4199981689453,16.030000686645508,14.035999965667724,-1.7784257872483316
2024-04-08,55.92753601074219,169.89999389648438,15.1899995803833,14.058499956130982,-1.8142582940295924
2024-04-09,56.35215377807617,170.77999877929688,14.979999542236328,14.046499919891357,-1.7463448629129374
2024-04-10,55.59726333618164,167.13999938964844,15.800000190734863,14.144499921798706,-1.8512402773892345
2024-04-11,55.719932556152344,170.5,14.90999984741211,14.202499914169312,-1.8553261051884409
2024-04-12,54.99336624145508,163.27999877929688,17.309999465942383,14.347999906539917,-1.9279180802618459
2024-04-15,54.86125183105469,160.32000732421875,19.229999542236328,14.588999891281128,-1.9285454934333155
2024-04-16,54.7857666015625,163.4600067138672,18.399999618530273,14.792499876022339,-1.96577948371499
2024-04-17,55.21038818359375,154.02000427246094,18.209999084472656,15.01199984550476,-1.8190954392232126
2024-04-18,55.587833404541016,155.0800018310547,18.0,15.259999847412109,-1.7608468325282465
2024-04-19,56.776771545410156,146.63999938964844,18.709999084472656,15.549499797821046,-1.4874602196447397
2024-04-22,57.135345458984375,148.63999938964844,16.940000534057617,15.743499803543092,-1.4397032051727492
2024-04-23,57.22026443481445,152.27000427246094,15.6899995803833,15.868499803543092,-1.4524848406999165
2024-04-24,58.07894515991211,151.74000549316406,15.970000267028809,16.004999828338622,-1.2975188616856643
2024-04-25,58.258235931396484,153.75999450683594,15.369999885559082,16.13449983596802,-1.2814249959361406
2024-04-26,58.258235931396484,157.39999389648438,15.029999732971191,16.235499811172485,-1.3092081684768881
2024-04-29,58.541316986083984,160.1999969482422,14.670000076293945,16.28649983406067,-1.2808258992573114
