Date,QCOM,GILD,VIX,AvgVIX,zscore
2024-01-30,139.1292724609375,73.06415557861328,13.3100004196167,13.347500038146972,-1.9608853848454422
2024-01-31,141.54054260253906,72.7295913696289,14.350000381469727,13.405000066757202,-1.8006679641767536
2024-02-01,134.48782348632812,72.63666534423828,13.880000114440918,13.397000074386597,-2.2933375800295215
2024-02-02,135.0405731201172,71.52146911621094,13.850000381469727,13.383000087738036,-2.2799195337892244
2024-02-05,137.27076721191406,71.28912353515625,13.670000076293945,13.399000072479248,-2.1300033467822437
2024-02-06,137.33750915527344,72.2277603149414,13.0600004196167,13.39800009727478,-2.1042927844728734
2024-02-07,139.0435028076172,69.16096496582031,12.829999923706055,13.40150008201599,-2.0544599312681475
2024-02-08,141.22604370117188,68.58478546142578,12.789999961853027,13.406500101089478,-1.915575948647106
2024-02-09,143.9136962890625,68.46395111083984,12.930000305175781,13.431000137329102,-1.731336253816831
2024-02-12,145.9151153564453,69.1888427734375,13.930000305175781,13.492500162124633,-1.5758480334680836
2024-02-13,142.99871826171875,68.33385467529297,15.850000381469727,13.593000173568726,-1.7979017585946677
2024-02-14,146.7156982421875,67.87847900390625,14.380000114440918,13.57250018119812,-1.5495714238321894
2024-02-15,148.65997314453125,68.1851577758789,14.010000228881836,13.566500186920166,-1.4074450564812109
2024-02-16,145.5243682861328,66.52165985107422,14.239999771118164,13.613500165939332,-1.662894051419292
2024-02-20,144.82864379882812,66.94914245605469,15.420000076293945,13.725000190734864,-1.7016933295840206
2024-02-21,144.8762969970703,68.02716827392578,15.34000015258789,13.864500188827515,-1.6741819368324278
2024-02-22,147.48770141601562,67.6368408203125,14.539999961853027,13.934500169754028,-1.5012948940855284
2024-02-23,147.6401824951172,68.3524398803711,13.75,13.949500179290771,-1.4746265153553932
2024-02-26,149.66070556640625,67.79483795166016,13.739999771118164,13.973500156402588,-1.3465954370036974
2024-02-27,150.87110900878906,67.85987854003906,13.430000305175781,13.96500015258789,-1.2609404786023861
2024-02-28,149.29054260253906,67.5625,13.84000015258789,13.99150013923645,-1.3775587053450933
2024-02-29,151.1488800048828,67.0049057006836,13.399999618530273,13.944000101089477,-1.260809015400083
2024-03-01,156.22579956054688,67.20005798339844,13.109999656677246,13.905500078201294,-0.9032805941123385
2024-03-04,159.5498046875,67.14431762695312,13.489999771118164,13.887500047683716,-0.6733154558433504
2024-03-05,154.65484619140625,67.83201599121094,14.460000038146973,13.927000045776367,-0.9983708655657357
2024-03-06,160.82382202148438,67.49745178222656,14.5,13.999000024795532,-0.5767691860328299
2024-03-07,168.32424926757812,68.45466613769531,14.4399995803833,14.079500007629395,-0.0335579536377917
2024-03-08,163.39100646972656,69.81149291992188,14.739999771118164,14.17699999809265,-0.34625758520819894
2024-03-11,163.9178466796875,69.99736785888672,15.220000267028809,14.291499996185303,-0.305438798768601
2024-03-12,165.79537963867188,69.77433776855469,13.84000015258789,14.286999988555909,-0.17984446665481094
2024-03-13,162.12655639648438,70.57354736328125,13.75,14.181999969482423,-0.41710757102057705
2024-03-14,161.3602294921875,69.67225646972656,14.399999618530273,14.18299994468689,-0.49064269642891345
2024-03-15,160.16285705566406,69.18405151367188,14.40999984741211,14.202999925613403,-0.5848892931967912
2024-03-18,159.89463806152344,68.78032684326172,14.329999923706055,14.207499933242797,-0.6126082200115789
2024-03-19,157.1933135986328,68.92117309570312,13.819999694824219,14.127499914169311,-0.7973497501173511
2024-03-20,160.613037109375,69.45631408691406,13.039999961853027,14.012499904632568,-0.5474639515291401
2024-03-21,163.6592254638672,68.62073516845703,12.920000076293945,13.931499910354614,-0.35432736209814975
2024-03-22,162.9407958984375,68.17008972167969,13.0600004196167,13.896999931335449,-0.4144158796102081
2024-03-25,160.46937561035156,68.14192199707031,13.1899995803833,13.869499921798706,-0.5869589588769134
2024-03-26,160.038330078125,67.98231506347656,13.239999771118164,13.859999895095825,-0.6205247177445544
2024-03-27,162.01162719726562,68.54562377929688,12.779999732971191,13.80699987411499,-0.47061943157329555
2024-03-28,162.17445373535156,68.77094268798828,13.010000228881836,13.787499904632568,-0.45423593333727363
2024-04-01,164.4925994873047,68.423583984375,13.649999618530273,13.81449990272522,-0.3007833786838229
2024-04-02,163.8412322998047,67.68186950683594,14.609999656677246,13.870499897003175,-0.3627402124177987
2024-04-03,166.59043884277344,66.55526733398438,14.329999923706055,13.863999891281129,-0.19679365613566363
2024-04-04,162.61509704589844,65.29718780517578,16.350000381469727,13.956499910354614,-0.5015546070415808
2024-04-05,164.3105926513672,65.32536315917969,16.030000686645508,14.035999965667724,-0.3829843163400734
2024-04-08,166.31263732910156,65.17514038085938,15.1899995803833,14.058499956130982,-0.24709482197948993
2024-04-09,168.1805877685547,65.6633529663086,14.979999542236328,14.046499919891357,-0.10620296016866619
2024-04-10,163.66880798339844,63.95463562011719,15.800000190734863,14.144499921798706,-0.45839300793421706
2024-04-11,167.7591094970703,64.45223236083984,14.90999984741211,14.202499914169312,-0.1627048090999653
2024-04-12,164.08071899414062,63.90769958496094,17.309999465942383,14.347999906539917,-0.43079416510322316
2024-04-15,162.69171142578125,63.60725402832031,19.229999542236328,14.588999891281128,-0.5341564884706058
2024-04-16,161.4847412109375,63.194156646728516,18.399999618530273,14.792499876022339,-0.627384887015669
2024-04-17,157.404052734375,62.83740997314453,18.209999084472656,15.01199984550476,-0.9192429794965962
2024-04-18,154.64527893066406,62.11448669433594,18.0,15.259999847412109,-1.1273682617855858
2024-04-19,150.99560546875,62.677791595458984,18.709999084472656,15.549499797821046,-1.3685942779391531
2024-04-22,153.4383087158203,62.85618209838867,16.940000534057617,15.743499803543092,-1.194676941004296
