Date,PEP,GOOGL,VIX,AvgVIX,zscore
2024-01-30,156.6417999267578,150.2184600830078,13.3100004196167,13.347500038146972,0.6020572199810993
2024-01-31,155.63519287109375,138.95155334472656,14.350000381469727,13.405000066757202,0.5111050739289489
2024-02-01,158.56263732910156,140.0028839111328,13.880000114440918,13.397000074386597,0.764299188707709
2024-02-02,157.8885040283203,141.21286010742188,13.850000381469727,13.383000087738036,0.7065116080778628
2024-02-05,157.84231567382812,142.50221252441406,13.670000076293945,13.399000072479248,0.7029827268690612
2024-02-06,158.30404663085938,142.9187774658203,13.0600004196167,13.39800009727478,0.7430072114402535
2024-02-07,158.3502197265625,144.3469696044922,12.829999923706055,13.40150008201599,0.7475043560679676
2024-02-08,160.5481414794922,144.71395874023438,12.789999961853027,13.406500101089478,0.9374515027805115
2024-02-09,154.84100341796875,147.7786102294922,12.930000305175781,13.431000137329102,0.44566690846004237
2024-02-12,157.55606079101562,146.32066345214844,13.930000305175781,13.492500162124633,0.679623643823919
2024-02-13,155.9584197998047,143.95025634765625,15.850000381469727,13.593000173568726,0.5408029598353269
2024-02-14,154.7024688720703,144.74368286132812,14.380000114440918,13.57250018119812,0.43262001378474924
2024-02-15,155.01644897460938,141.5996856689453,14.010000228881836,13.566500186920166,0.4586141288093821
2024-02-16,153.5942840576172,139.3681182861328,14.239999771118164,13.613500165939332,0.3349973890361557
2024-02-20,155.74600219726562,139.9632110595703,15.420000076293945,13.725000190734864,0.5210356983153825
2024-02-21,155.9122314453125,141.38150024414062,15.34000015258789,13.864500188827515,0.5358975604545203
2024-02-22,155.3765869140625,142.9088592529297,14.539999961853027,13.934500169754028,0.4901833399825575
2024-02-23,156.62332153320312,142.7799072265625,13.75,13.949500179290771,0.5978074251934911
2024-02-26,155.38583374023438,136.44232177734375,13.739999771118164,13.973500156402588,0.48867474293161217
2024-02-27,155.29348754882812,137.74156188964844,13.430000305175781,13.96500015258789,0.48116312127300986
2024-02-28,154.2499542236328,135.26206970214844,13.84000015258789,13.99150013923645,0.3901571849891671
2024-02-29,153.8544921875,137.32504272460938,13.399999618530273,13.944000101089477,0.3567404594428679
2024-03-01,153.1565704345703,136.0158233642578,13.109999656677246,13.905500078201294,0.29599965507803716
2024-03-04,153.88238525390625,132.2568817138672,13.489999771118164,13.887500047683716,0.35734110378952244
2024-03-05,150.7837371826172,131.58248901367188,14.460000038146973,13.927000045776367,0.089496043787749
2024-03-06,151.6770477294922,130.32290649414062,14.5,13.999000024795532,0.16619444029217145
2024-03-07,151.77938842773438,133.2784423828125,14.4399995803833,14.079500007629395,0.1760872478093305
2024-03-08,151.7235565185547,134.3000030517578,14.739999771118164,14.17699999809265,0.17162998875618882
2024-03-11,153.286865234375,136.54148864746094,15.220000267028809,14.291499996185303,0.3074396824817817
2024-03-12,153.1100311279297,137.3647003173828,13.84000015258789,14.286999988555909,0.2924617025596061
2024-03-13,153.81729125976562,138.6441192626953,13.75,14.181999969482423,0.3539983526308794
2024-03-14,153.33338928222656,141.92697143554688,14.399999618530273,14.18299994468689,0.31337904086887886
2024-03-15,153.2217254638672,140.022705078125,14.40999984741211,14.202999925613403,0.3030561510525571
2024-03-18,159.36325073242188,146.46945190429688,14.329999923706055,14.207499933242797,0.8357486848344181
2024-03-19,159.86572265625,145.8247833251953,13.819999694824219,14.127499914169311,0.8789129946468619
2024-03-20,159.9215545654297,147.520751953125,13.039999961853027,14.012499904632568,0.88433982944942
2024-03-21,160.4705810546875,146.39007568359375,12.920000076293945,13.931499910354614,0.9313512690186538
2024-03-22,160.07044982910156,149.53411865234375,13.0600004196167,13.896999931335449,0.8979170147972808
2024-03-25,160.6101837158203,148.83984375,13.1899995803833,13.869499921798706,0.9442816314127662
2024-03-26,160.7311248779297,149.43492126464844,13.239999771118164,13.859999895095825,0.954938628267375
2024-03-27,161.5127716064453,149.63328552246094,12.779999732971191,13.80699987411499,1.0225137247165108
2024-03-28,162.85272216796875,149.6927947998047,13.010000228881836,13.787499904632568,1.1382553354166673
2024-04-01,160.96376037597656,154.21542358398438,13.649999618530273,13.81449990272522,0.9767350353327313
2024-04-02,159.53073120117188,153.29302978515625,14.609999656677246,13.870499897003175,0.8526471345161648
2024-04-03,157.89297485351562,153.6500701904297,14.329999923706055,13.863999891281129,0.7113351354666704
2024-04-04,157.86509704589844,149.29608154296875,16.350000381469727,13.956499910354614,0.7073741200891207
2024-04-05,157.39051818847656,151.2499237060547,16.030000686645508,14.035999965667724,0.6670857967791954
2024-04-08,157.7999267578125,153.5806427001953,15.1899995803833,14.058499956130982,0.7032745750676538
2024-04-09,158.75839233398438,155.3163299560547,14.979999542236328,14.046499919891357,0.786668538814569
2024-04-10,157.21371459960938,154.86007690429688,15.800000190734863,14.144499921798706,0.6531047934512799
2024-04-11,156.66468811035156,158.10328674316406,14.90999984741211,14.202499914169312,0.6068470757723694
2024-04-12,156.42274475097656,156.43702697753906,17.309999465942383,14.347999906539917,0.5853579435755311
2024-04-15,155.35263061523438,153.59060668945312,19.229999542236328,14.588999891281128,0.4919255291756547
2024-04-16,155.8644256591797,153.1343231201172,18.399999618530273,14.792499876022339,0.5359622123720352
2024-04-17,157.70689392089844,154.19557189941406,18.209999084472656,15.01199984550476,0.6954595011632854
2024-04-18,160.30308532714844,154.7311553955078,18.0,15.259999847412109,0.9198620354126763
2024-04-19,162.03387451171875,152.82687377929688,18.709999084472656,15.549499797821046,1.0686564727189714
2024-04-22,164.2020263671875,154.9989471435547,16.940000534057617,15.743499803543092,1.2566766694836922
2024-04-23,159.32603454589844,156.9627227783203,15.6899995803833,15.868499803543092,0.8362784821257808
2024-04-24,165.0860137939453,157.8255615234375,15.970000267028809,16.004999828338622,1.3340278025497456
2024-04-25,164.40670776367188,154.72122192382812,15.369999885559082,16.13449983596802,1.2742542098917922
2024-04-26,163.3831329345703,170.54049682617188,15.029999732971191,16.235499811172485,1.191500662298808
2024-04-29,163.90423583984375,164.78802490234375,14.670000076293945,16.28649983406067,1.2344515834407523
2024-04-30,163.69021606445312,161.44564819335938,15.649999618530273,16.33849983215332,1.2147759641527491
2024-05-01,162.98301696777344,162.51678466796875,15.390000343322754,16.391499853134157,1.1540832298766226
2024-05-02,163.26219177246094,165.2541961669922,14.680000305175781,16.307999849319458,1.17916990383976
2024-05-03,163.91354370117188,165.86911010742188,13.489999771118164,16.18099980354309,1.2356411417657036
2024-05-06,163.60650634765625,166.7220458984375,13.489999771118164,16.095999813079835,1.2094291961169918
2024-05-07,165.65365600585938,169.84622192382812,13.229999542236328,16.008499813079833,1.3873391367800114
2024-05-08,165.0860137939453,167.9915771484375,13.0,15.868499803543092,1.3376548921378992
2024-05-09,165.6908721923828,168.56678771972656,12.6899995803833,15.75749979019165,1.390096705186796
2024-05-10,167.30068969726562,167.26751708984375,12.550000190734863,15.519499826431275,1.5286596845744302
2024-05-13,168.33358764648438,167.7535400390625,13.600000381469727,15.237999868392944,1.6180358905123475
2024-05-14,167.37513732910156,168.9436798095703,13.420000076293945,14.988999891281129,1.535687137952732
2024-05-15,166.99363708496094,171.09591674804688,12.449999809265137,14.700999927520751,1.5035080242816334
2024-05-16,170.39007568359375,172.752197265625,12.420000076293945,14.42199993133545,1.7974210974412375
2024-05-17,169.5339813232422,174.61679077148438,11.989999771118164,14.085999965667725,1.72415261254882
2024-05-20,167.7845458984375,175.46975708007812,12.149999618530273,13.846499919891357,1.5733727603228953
2024-05-21,168.50111389160156,176.39212036132812,11.859999656677246,13.654999923706054,1.6355858605393594
2024-05-22,169.44091796875,174.9341583251953,12.289999961853027,13.470999908447265,1.716228737338031
2024-05-23,166.81683349609375,172.1273651123047,12.770000457763672,13.340999937057495,1.4886069757954867
2024-05-24,165.62576293945312,173.55557250976562,11.930000305175781,13.185999965667724,1.3862536882262912
2024-05-28,161.3359832763672,174.9540252685547,12.920000076293945,13.098499965667724,1.0162800672360852
2024-05-29,159.26087951660156,174.45809936523438,14.279999732971191,13.02999997138977,0.8368936856726343
2024-05-30,158.63742065429688,170.69920349121094,14.470000267028809,12.983999967575073,0.7817096117834497
2024-05-31,160.8893280029297,171.08596801757812,12.920000076293945,12.895999956130982,0.9763261006946851
2024-06-03,159.33531188964844,171.75047302246094,13.109999656677246,12.876999950408935,0.8423557477737934
2024-06-04,161.810546875,172.36538696289062,13.15999984741211,12.860499954223632,1.0563405865486342
2024-06-05,161.43833923339844,173.9721221923828,12.630000114440918,12.830499982833862,1.0247693703831662
2024-06-06,161.16848754882812,175.28131103515625,12.579999923706055,12.809499979019165,1.0019316260848055
