Date,PEP,XOM,VIX,AvgVIX,zscore
2024-01-30,156.6417999267578,97.15435791015625,13.3100004196167,13.347500038146972,0.988680652268844
2024-01-31,155.63519287109375,95.26409149169922,14.350000381469727,13.405000066757202,0.9355147827196802
2024-02-01,158.56263732910156,94.87492370605469,13.880000114440918,13.397000074386597,1.2077109068730854
2024-02-02,157.8885040283203,94.48574829101562,13.850000381469727,13.383000087738036,1.1545929242919901
2024-02-05,157.84231567382812,94.0965805053711,13.670000076293945,13.399000072479248,1.158194221373492
2024-02-06,158.30404663085938,94.74519348144531,13.0600004196167,13.39800009727478,1.186944823141487
2024-02-07,158.3502197265625,94.71739959716797,12.829999923706055,13.40150008201599,1.1916705886990306
2024-02-08,160.5481414794922,96.33895111083984,12.789999961853027,13.406500101089478,1.3578098792608448
2024-02-09,154.84100341796875,94.3004150390625,12.930000305175781,13.431000137329102,0.883027820459386
2024-02-12,157.55606079101562,95.5976791381836,13.930000305175781,13.492500162124633,1.1023549914450987
2024-02-13,155.9584197998047,94.77467346191406,15.850000381469727,13.593000173568726,0.9744861045936657
2024-02-14,154.7024688720703,94.30706787109375,14.380000114440918,13.57250018119812,0.8703817359211043
2024-02-15,155.01644897460938,97.00984191894531,14.010000228881836,13.566500186920166,0.8447566178542104
2024-02-16,153.5942840576172,97.00984191894531,14.239999771118164,13.613500165939332,0.7162988814647253
2024-02-20,155.74600219726562,96.09333038330078,15.420000076293945,13.725000190734864,0.9289603748095333
2024-02-21,155.9122314453125,98.05728149414062,15.34000015258789,13.864500188827515,0.904746924383024
2024-02-22,155.3765869140625,97.9731216430664,14.539999961853027,13.934500169754028,0.8580455907723052
2024-02-23,156.62332153320312,97.11270904541016,13.75,13.949500179290771,0.9878434816714307
2024-02-26,155.38583374023438,97.49615478515625,13.739999771118164,13.973500156402588,0.8684078063356568
2024-02-27,155.29348754882812,97.29039764404297,13.430000305175781,13.96500015258789,0.8641764088462757
