Date,INTC,XLU,VIX,AvgVIX,zscore
2024-01-30,42.3527717590332,28.81212043762207,13.3100004196167,13.347500038146972,1.4938858304744806
2024-01-31,42.51066589355469,28.75129508972168,14.350000381469727,13.405000066757202,1.5108961817763318
2024-02-01,42.786964416503906,29.29871368408203,13.880000114440918,13.397000074386597,1.5047036848427318
2024-02-02,42.03700256347656,28.770008087158203,13.850000381469727,13.383000087738036,1.4688729312251192
2024-02-05,42.20475769042969,28.17112159729004,13.670000076293945,13.399000072479248,1.51632740682722
2024-02-06,42.29877853393555,28.27405548095703,13.0600004196167,13.39800009727478,1.5188037751382462
2024-02-07,42.33836364746094,28.29277229309082,12.829999923706055,13.40150008201599,1.5212004154787806
2024-02-08,42.061256408691406,28.09157943725586,12.789999961853027,13.406500101089478,1.5082822278264698
2024-02-09,42.86289596557617,28.19919204711914,12.930000305175781,13.431000137329102,1.571743549215435
2024-02-12,43.57545852661133,28.526714324951172,13.930000305175781,13.492500162124633,1.6154015886009618
2024-02-13,42.71444320678711,28.054149627685547,15.850000381469727,13.593000173568726,1.5668720231642188
2024-02-14,43.73380661010742,28.20855140686035,14.380000114440918,13.57250018119812,1.6466035135715844
2024-02-15,43.595252990722656,28.68111228942871,14.010000228881836,13.566500186920166,1.6086236199019868
2024-02-16,43.060829162597656,28.64835548400879,14.239999771118164,13.613500165939332,1.5641723150156013
2024-02-20,44.060401916503906,28.6296443939209,15.420000076293945,13.725000190734864,1.6517113309036595
2024-02-21,43.021240234375,29.00862693786621,15.34000015258789,13.864500188827515,1.5409328758745484
2024-02-22,42.53630065917969,28.784046173095703,14.539999961853027,13.934500169754028,1.511313646614564
2024-02-23,42.54619598388672,28.989912033081055,13.75,13.949500179290771,1.5008484592056008
2024-02-26,42.54619598388672,28.419099807739258,13.739999771118164,13.973500156402588,1.5322402910360933
2024-02-27,42.28887939453125,28.95716094970703,13.430000305175781,13.96500015258789,1.4803796331516657
2024-02-28,41.556522369384766,29.046058654785156,13.84000015258789,13.99150013923645,1.412107415950572
2024-02-29,42.60557556152344,29.0554141998291,13.399999618530273,13.944000101089477,1.5023852888712736
2024-03-01,43.36762619018555,28.87762451171875,13.109999656677246,13.905500078201294,1.5781160143691835
2024-03-04,45.1391487121582,29.364219665527344,13.489999771118164,13.887500047683716,1.704675619400967
2024-03-05,42.71444320678711,29.279998779296875,14.460000038146973,13.927000045776367,1.4994564200840779
2024-03-06,44.05050277709961,29.560726165771484,14.5,13.999000024795532,1.5996497262642433
2024-03-07,45.67357635498047,29.7525634765625,14.4399995803833,14.079500007629395,1.7295717386555989
2024-03-08,43.54576873779297,29.82741928100586,14.739999771118164,14.17699999809265,1.5412997273479205
2024-03-11,44.39689254760742,29.977140426635742,15.220000267028809,14.291499996185303,1.6067280012625875
2024-03-12,44.77296829223633,29.687057495117188,13.84000015258789,14.286999988555909,1.6552293373492781
2024-03-13,42.78371810913086,29.88824462890625,13.75,14.181999969482423,1.472001458505677
2024-03-14,42.30867385864258,29.649625778198242,14.399999618530273,14.18299994468689,1.4440106645427573
2024-03-15,42.199806213378906,29.69173240661621,14.40999984741211,14.202999925613403,1.4322728440459116
2024-03-18,42.26908493041992,29.828540802001953,14.329999923706055,14.207499933242797,1.4307449265609884
2024-03-19,41.61589813232422,30.09272003173828,13.819999694824219,14.127499914169311,1.3596850414993356
2024-03-20,41.76435470581055,30.130460739135742,13.039999961853027,14.012499904632568,1.370457957891822
2024-03-21,41.98208236694336,30.083284378051758,12.920000076293945,13.931499910354614,1.391896093626809
2024-03-22,42.13053512573242,30.12574005126953,13.0600004196167,13.896999931335449,1.4024093802120017
2024-03-25,41.39817428588867,30.267269134521484,13.1899995803833,13.869499921798706,1.331242368973168
2024-03-26,41.556522369384766,29.92289161682129,13.239999771118164,13.859999895095825,1.363885966469197
2024-03-27,43.318145751953125,30.757884979248047,12.779999732971191,13.80699987411499,1.4704286632000698
2024-03-28,43.714012145996094,30.970165252685547,13.010000228881836,13.787499904632568,1.4930153438089306
2024-04-01,44.060401916503906,30.781469345092773,13.649999618530273,13.81449990272522,1.5333716668304218
2024-04-02,43.48638916015625,30.833362579345703,14.609999656677246,13.870499897003175,1.4808387289935991
2024-04-03,39.913658142089844,30.71070671081543,14.329999923706055,13.863999891281129,1.1783751260531885
2024-04-04,39.31985092163086,30.649381637573242,16.350000381469727,13.956499910354614,1.1303554807058298
2024-04-05,38.31037902832031,30.739011764526367,16.030000686645508,14.035999965667724,1.0380595301288773
2024-04-08,37.58791732788086,30.94186019897461,15.1899995803833,14.058499956130982,0.9643770003004944
2024-04-09,37.93430709838867,31.1116886138916,14.979999542236328,14.046499919891357,0.9850162697276478
2024-04-10,36.81596755981445,30.5786190032959,15.800000190734863,14.144499921798706,0.9175435404706644
2024-04-11,37.24153137207031,30.517292022705078,14.90999984741211,14.202499914169312,0.957747480223189
2024-04-12,35.321556091308594,30.286134719848633,17.309999465942383,14.347999906539917,0.804291927200292
