Date,MS,XLU,VIX,AvgVIX,zscore
2024-01-30,82.146728515625,28.81212043762207,13.3100004196167,13.347500038146972,1.040675149078898
2024-01-31,81.79046630859375,28.75129508972168,14.350000381469727,13.405000066757202,1.0414120633675288
2024-02-01,81.39671325683594,29.29871368408203,13.880000114440918,13.397000074386597,0.7569818083138949
2024-02-02,81.818603515625,28.770008087158203,13.850000381469727,13.383000087738036,1.034898930528219
2024-02-05,80.5248031616211,28.17112159729004,13.670000076293945,13.399000072479248,1.2129944991955242
2024-02-06,80.7216796875,28.27405548095703,13.0600004196167,13.39800009727478,1.180416847391791
2024-02-07,80.62792205810547,28.29277229309082,12.829999923706055,13.40150008201599,1.164495938003698
2024-02-08,80.29978942871094,28.09157943725586,12.789999961853027,13.406500101089478,1.2325453011894916
2024-02-09,80.5248031616211,28.19919204711914,12.930000305175781,13.431000137329102,1.1999675490416655
2024-02-12,81.44359588623047,28.526714324951172,13.930000305175781,13.492500162124633,1.1188694000571686
2024-02-13,78.7247314453125,28.054149627685547,15.850000381469727,13.593000173568726,1.128376513097846
2024-02-14,78.75285339355469,28.20855140686035,14.380000114440918,13.57250018119812,1.0588916766246812
2024-02-15,80.31855010986328,28.68111228942871,14.010000228881836,13.566500186920166,0.9604022299844454
2024-02-16,81.09669494628906,28.64835548400879,14.239999771118164,13.613500165939332,1.0356495166070834
2024-02-20,80.0185317993164,28.6296443939209,15.420000076293945,13.725000190734864,0.9611365886981871
2024-02-21,80.12165832519531,29.00862693786621,15.34000015258789,13.864500188827515,0.7932159073228104
2024-02-22,80.4873046875,28.784046173095703,14.539999961853027,13.934500169754028,0.9256545500819432
2024-02-23,81.14358520507812,28.989912033081055,13.75,13.949500179290771,0.8807580445187075
2024-02-26,80.31855010986328,28.419099807739258,13.739999771118164,13.973500156402588,1.0819971299393123
2024-02-27,80.14979553222656,28.95716094970703,13.430000305175781,13.96500015258789,0.8192714776132902
2024-02-28,80.67481231689453,29.046058654785156,13.84000015258789,13.99150013923645,0.8185286627650169
2024-02-29,80.66543579101562,29.0554141998291,13.399999618530273,13.944000101089477,0.8134633972158666
2024-03-01,81.07795715332031,28.87762451171875,13.109999656677246,13.905500078201294,0.9278043167650668
2024-03-04,84.41556549072266,29.364219665527344,13.489999771118164,13.887500047683716,0.9595312695023598
2024-03-05,83.56240844726562,29.279998779296875,14.460000038146973,13.927000045776367,0.9327827443310306
2024-03-06,80.3091812133789,29.560726165771484,14.5,13.999000024795532,0.5514675770136536
2024-03-07,80.75918579101562,29.7525634765625,14.4399995803833,14.079500007629395,0.49716418049376554
2024-03-08,81.60297393798828,29.82741928100586,14.739999771118164,14.17699999809265,0.5275359078727584
2024-03-11,81.50921630859375,29.977140426635742,15.220000267028809,14.291499996185303,0.45081843367065844
2024-03-12,81.61234283447266,29.687057495117188,13.84000015258789,14.286999988555909,0.5933980346776648
2024-03-13,83.76866912841797,29.88824462890625,13.75,14.181999969482423,0.6664237586608176
2024-03-14,83.53429412841797,29.649625778198242,14.399999618530273,14.18299994468689,0.7590765992892823
2024-03-15,82.85926055908203,29.69173240661621,14.40999984741211,14.202999925613403,0.6874468150028515
2024-03-18,82.46549987792969,29.828540802001953,14.329999923706055,14.207499933242797,0.5935721834462501
2024-03-19,82.89675903320312,30.09272003173828,13.819999694824219,14.127499914169311,0.5042498193118308
2024-03-20,85.64373779296875,30.130460739135742,13.039999961853027,14.012499904632568,0.6987055075715994
2024-03-21,87.56568145751953,30.083284378051758,12.920000076293945,13.931499910354614,0.8689057834096322
2024-03-22,86.20624542236328,30.12574005126953,13.0600004196167,13.896999931335449,0.7443021475236755
2024-03-25,85.44686889648438,30.267269134521484,13.1899995803833,13.869499921798706,0.6200240163147634
2024-03-26,85.57811737060547,29.92289161682129,13.239999771118164,13.859999895095825,0.7899707075310104
2024-03-27,87.65943908691406,30.757884979248047,12.779999732971191,13.80699987411499,0.5630715574421592
2024-03-28,88.2782211303711,30.970165252685547,13.010000228881836,13.787499904632568,0.5123046802353024
2024-04-01,87.68755340576172,30.781469345092773,13.649999618530273,13.81449990272522,0.5542959510454866
2024-04-02,86.91877746582031,30.833362579345703,14.609999656677246,13.870499897003175,0.47089076997911666
2024-04-03,87.19065856933594,30.71070671081543,14.329999923706055,13.863999891281129,0.5487926601294535
2024-04-04,86.51564025878906,30.649381637573242,16.350000381469727,13.956499910354614,0.525164695600945
2024-04-05,86.69377136230469,30.739011764526367,16.030000686645508,14.035999965667724,0.49731456954130093
2024-04-08,87.3875503540039,30.94186019897461,15.1899995803833,14.058499956130982,0.45671195955835797
2024-04-09,88.20321655273438,31.1116886138916,14.979999542236328,14.046499919891357,0.44083871632236393
2024-04-10,85.92498779296875,30.5786190032959,15.800000190734863,14.144499921798706,0.5124266040051034
2024-04-11,81.41546630859375,30.517292022705078,14.90999984741211,14.202499914169312,0.1929103650282524
2024-04-12,80.80607604980469,30.286134719848633,17.309999465942383,14.347999906539917,0.25316242105475667
2024-04-15,81.55609130859375,30.0078067779541,19.229999542236328,14.588999891281128,0.44020388207183575
2024-04-16,83.57178497314453,29.61153793334961,18.399999618530273,14.792499876022339,0.7796454060785254
2024-04-17,84.45307159423828,30.229528427124023,18.209999084472656,15.01199984550476,0.5608524482124723
2024-04-18,84.621826171875,30.399354934692383,18.0,15.259999847412109,0.49506120176474727
2024-04-19,84.99683380126953,30.86638641357422,18.709999084472656,15.549499797821046,0.30725840676876875
2024-04-22,86.3375015258789,31.149429321289062,16.940000534057617,15.743499803543092,0.2793562227114509
2024-04-23,87.9031982421875,31.295671463012695,15.6899995803833,15.868499803543092,0.3323049609644109
2024-04-24,87.9875717163086,31.484371185302734,15.970000267028809,16.004999828338622,0.25124376066773485
2024-04-25,86.77816009521484,31.569284439086914,15.369999885559082,16.13449983596802,0.11851300994109726
2024-04-26,87.03128814697266,31.224910736083984,15.029999732971191,16.235499811172485,0.29786275960906866
2024-04-29,87.15430450439453,31.64948081970215,14.670000076293945,16.28649983406067,0.11032058457713809
2024-04-30,85.95262145996094,31.484371185302734,15.649999618530273,16.33849983215332,0.0942169715618736
2024-05-01,86.61495971679688,31.84761619567871,15.390000343322754,16.391499853134157,-0.023248693671738426
2024-05-02,87.66524505615234,32.01744842529297,14.680000305175781,16.307999849319458,-0.021019338245611845
2024-05-03,88.60198211669922,32.27219009399414,13.489999771118164,16.18099980354309,-0.06695674780339718
2024-05-06,89.69010162353516,32.43729782104492,13.489999771118164,16.095999813079835,-0.05961537177613937
2024-05-07,90.63630676269531,32.80526351928711,13.229999542236328,16.008499813079833,-0.1573672490819946
2024-05-08,90.494384765625,33.14963912963867,13.0,15.868499803543092,-0.32813667675993213
2024-05-09,92.83147430419922,33.65440368652344,12.6899995803833,15.75749979019165,-0.38204675145479744
2024-05-10,92.99232482910156,33.62137985229492,12.550000190734863,15.519499826431275,-0.3543090127802318
2024-05-13,93.25727081298828,33.62137985229492,13.600000381469727,15.237999868392944,-0.33386447512804607
2024-05-14,94.03314971923828,33.71101379394531,13.420000076293945,14.988999891281129,-0.3155912056213349
2024-05-15,95.11181640625,34.21578598022461,12.449999809265137,14.700999927520751,-0.46661092914228547
2024-05-16,94.22239685058594,34.09785079956055,12.420000076293945,14.42199993133545,-0.4805114997068835
2024-05-17,94.82795715332031,34.12614822387695,11.989999771118164,14.085999965667725,-0.4469157674188251
2024-05-20,94.93204498291016,34.069549560546875,12.149999618530273,13.846499919891357,-0.41261749805915343
2024-05-21,96.0674819946289,34.37617874145508,11.859999656677246,13.654999923706054,-0.46730222614560224
2024-05-22,95.31998443603516,33.970481872558594,12.289999961853027,13.470999908447265,-0.3367067898698573
2024-05-23,93.59791564941406,33.39494705200195,12.770000457763672,13.340999937057495,-0.20249557961455028
