Date,UPS,GILD,VIX,AvgVIX,zscore
2024-01-30,127.704345703125,73.06415557861328,13.3100004196167,13.347500038146972,0.6725007990279666
2024-01-31,124.92242431640625,72.7295913696289,14.350000381469727,13.405000066757202,0.42383972918390755
2024-02-01,125.37140655517578,72.63666534423828,13.880000114440918,13.397000074386597,0.45858891050164247
2024-02-02,124.87841033935547,71.52146911621094,13.850000381469727,13.383000087738036,0.37583630887808633
2024-02-05,122.43983459472656,71.28912353515625,13.670000076293945,13.399000072479248,0.1600972979902392
2024-02-06,128.46145629882812,72.2277603149414,13.0600004196167,13.39800009727478,0.7061950187042109
2024-02-07,129.62351989746094,69.16096496582031,12.829999923706055,13.40150008201599,0.6925841123115032
2024-02-08,130.22215270996094,68.58478546142578,12.789999961853027,13.406500101089478,0.7223449237571997
2024-02-09,128.76077270507812,68.46395111083984,12.930000305175781,13.431000137329102,0.5937320191826012
2024-02-12,129.8083953857422,69.1888427734375,13.930000305175781,13.492500162124633,0.7093159277964398
2024-02-13,127.56349182128906,68.33385467529297,15.850000381469727,13.593000173568726,0.48722249854231797
2024-02-14,126.96482849121094,67.87847900390625,14.380000114440918,13.57250018119812,0.4196649764278957
2024-02-15,129.39463806152344,68.1851577758789,14.010000228881836,13.566500186920166,0.637382470963818
2024-02-16,132.11874389648438,66.52165985107422,14.239999771118164,13.613500165939332,0.8079254679570254
2024-02-20,132.323486328125,66.94914245605469,15.420000076293945,13.725000190734864,0.8409862651631973
2024-02-21,131.9940948486328,68.02716827392578,15.34000015258789,13.864500188827515,0.8524918036462934
2024-02-22,133.29380798339844,67.6368408203125,14.539999961853027,13.934500169754028,0.9486385661217943
2024-02-23,132.31460571289062,68.3524398803711,13.75,13.949500179290771,0.8916456138426134
2024-02-26,131.30860900878906,67.79483795166016,13.739999771118164,13.973500156402588,0.7857281763641747
2024-02-27,131.9940948486328,67.85987854003906,13.430000305175781,13.96500015258789,0.8463626425703321
2024-02-28,131.5489959716797,67.5625,13.84000015258789,13.99150013923645,0.7976434850206101
2024-02-29,131.9851837158203,67.0049057006836,13.399999618530273,13.944000101089477,0.8142808946147835
2024-03-01,131.80714416503906,67.20005798339844,13.109999656677246,13.905500078201294,0.8063013625443887
2024-03-04,134.0772247314453,67.14431762695312,13.489999771118164,13.887500047683716,0.9971670257884498
2024-03-05,133.2314910888672,67.83201599121094,14.460000038146973,13.927000045776367,0.9504938020607496
2024-03-06,135.80426025390625,67.49745178222656,14.5,13.999000024795532,1.156865918656767
2024-03-07,136.5698699951172,68.45466613769531,14.4399995803833,14.079500007629395,1.2569966495032374
2024-03-08,137.0594940185547,69.81149291992188,14.739999771118164,14.17699999809265,1.3483155474828852
2024-03-11,137.76275634765625,69.99736785888672,15.220000267028809,14.291499996185303,1.4148877606011145
2024-03-12,140.1040802001953,69.77433776855469,13.84000015258789,14.286999988555909,1.6056784052426454
2024-03-13,137.7716522216797,70.57354736328125,13.75,14.181999969482423,1.436753782006063
2024-03-14,136.99717712402344,69.67225646972656,14.399999618530273,14.18299994468689,1.337918610836372
2024-03-15,136.53424072265625,69.18405151367188,14.40999984741211,14.202999925613403,1.2806921504909692
2024-03-18,135.0386505126953,68.78032684326172,14.329999923706055,14.207499933242797,1.1388075812520049
2024-03-19,136.38290405273438,68.92117309570312,13.819999694824219,14.127499914169311,1.2582004589836986
2024-03-20,137.7716522216797,69.45631408691406,13.039999961853027,14.012499904632568,1.3958205905233387
2024-03-21,138.27020263671875,68.62073516845703,12.920000076293945,13.931499910354614,1.4075726817137142
2024-03-22,139.11593627929688,68.17008972167969,13.0600004196167,13.896999931335449,1.4629310499569075
2024-03-25,139.38299560546875,68.14192199707031,13.1899995803833,13.869499921798706,1.484593322662336
2024-03-26,128.005859375,67.98231506347656,13.239999771118164,13.859999895095825,0.5119344900416326
2024-03-27,131.1572723388672,68.54562377929688,12.779999732971191,13.80699987411499,0.8003751143107951
2024-03-28,132.31460571289062,68.77094268798828,13.010000228881836,13.787499904632568,0.9069787192223181
2024-04-01,131.41543579101562,68.423583984375,13.649999618530273,13.81449990272522,0.8178421448213384
2024-04-02,132.77748107910156,67.68186950683594,14.609999656677246,13.870499897003175,0.9064116783359013
2024-04-03,135.5549774169922,66.55526733398438,14.329999923706055,13.863999891281129,1.1011625022842901
2024-04-04,133.53416442871094,65.29718780517578,16.350000381469727,13.956499910354614,0.883343474592802
2024-04-05,134.74490356445312,65.32536315917969,16.030000686645508,14.035999965667724,0.9872624718627507
2024-04-08,133.63211059570312,65.17514038085938,15.1899995803833,14.058499956130982,0.8871952125189094
2024-04-09,134.04161071777344,65.6633529663086,14.979999542236328,14.046499919891357,0.9398810213680122
2024-04-10,131.0949249267578,63.95463562011719,15.800000190734863,14.144499921798706,0.6268723103820224
2024-04-11,132.65286254882812,64.45223236083984,14.90999984741211,14.202499914169312,0.7774943495058281
2024-04-12,129.0029296875,63.90769958496094,17.309999465942383,14.347999906539917,0.4473782008033535
2024-04-15,128.9495086669922,63.60725402832031,19.229999542236328,14.588999891281128,0.43183084249375464
2024-04-16,127.20466613769531,63.194156646728516,18.399999618530273,14.792499876022339,0.2684218055578074
2024-04-17,126.6349105834961,62.83740997314453,18.209999084472656,15.01199984550476,0.20693438990655877
2024-04-18,127.07113647460938,62.11448669433594,18.0,15.259999847412109,0.21751771821177948
2024-04-19,127.09783172607422,62.677791595458984,18.709999084472656,15.549499797821046,0.2404246030344346
2024-04-22,129.40350341796875,62.85618209838867,16.940000534057617,15.743499803543092,0.4428928303334053
2024-04-23,132.52822875976562,62.9312858581543,15.6899995803833,15.868499803543092,0.7111787298141101
2024-04-24,130.5251922607422,62.978233337402344,15.970000267028809,16.004999828338622,0.5426838982445626
2024-04-25,131.21070861816406,61.278900146484375,15.369999885559082,16.13449983596802,0.5386778333086439
2024-04-26,131.38873291015625,61.41973114013672,15.029999732971191,16.235499811172485,0.5589658236006806
2024-04-29,132.2433624267578,61.90794372558594,14.670000076293945,16.28649983406067,0.6494780287305556
2024-04-30,131.2908172607422,61.21318435668945,15.649999618530273,16.33849983215332,0.5430776448077637
2024-05-01,129.90206909179688,61.504234313964844,15.390000343322754,16.391499853134157,0.4357274962797697
2024-05-02,131.05934143066406,61.33523941040039,14.680000305175781,16.307999849319458,0.5278790455239191
2024-05-03,130.35606384277344,60.81886672973633,13.489999771118164,16.18099980354309,0.44919675986102575
2024-05-06,130.56971740722656,61.53239440917969,13.489999771118164,16.095999813079835,0.4934949302329911
2024-05-07,130.94361877441406,61.4572868347168,13.229999542236328,16.008499813079833,0.5225166894822523
2024-05-08,131.5489959716797,60.9503059387207,13.0,15.868499803543092,0.5553859266785026
2024-05-09,131.80714416503906,60.631099700927734,12.6899995803833,15.75749979019165,0.5656278766160865
2024-05-10,132.65325927734375,61.92671585083008,12.550000190734863,15.519499826431275,0.684998191909232
2024-05-13,135.56069946289062,63.410099029541016,13.600000381469727,15.237999868392944,0.9864160800632015
2024-05-14,133.16635131835938,63.51337814331055,13.420000076293945,14.988999891281129,0.7867320782929046
2024-05-15,133.16635131835938,62.912506103515625,12.449999809265137,14.700999927520751,0.7647173291963558
2024-05-16,134.71456909179688,63.710533142089844,12.420000076293945,14.42199993133545,0.9255205557652321
2024-05-17,134.3365478515625,63.5791015625,11.989999771118164,14.085999965667725,0.8885815148937325
2024-05-20,132.85128784179688,63.748085021972656,12.149999618530273,13.846499919891357,0.7685576696279565
2024-05-21,130.89801025390625,63.17538833618164,11.859999656677246,13.654999923706054,0.5815887499146084
2024-05-22,129.41278076171875,63.65420150756836,12.289999961853027,13.470999908447265,0.47291903861013096
2024-05-23,125.20913696289062,62.12386703491211,12.770000457763672,13.340999937057495,0.05963160335455448
2024-05-24,124.81306457519531,61.66383743286133,11.930000305175781,13.185999965667724,0.009119430379602275
2024-05-28,123.84092712402344,60.03023147583008,12.920000076293945,13.098499965667724,-0.13334333534640527
2024-05-29,120.98751068115234,59.617130279541016,14.279999732971191,13.02999997138977,-0.39095738073412656
2024-05-30,123.19281005859375,60.16167068481445,14.470000267028809,12.983999967575073,-0.18360363525238135
2024-05-31,125.05609130859375,60.340049743652344,12.920000076293945,12.895999956130982,-0.01872947163289468
2024-06-03,124.59706115722656,59.55141830444336,13.109999656677246,12.876999950408935,-0.08663101013434032
2024-06-04,122.08566284179688,60.23678207397461,13.15999984741211,12.860499954223632,-0.27493533450279645
2024-06-05,123.83193969726562,59.973899841308594,12.630000114440918,12.830499982833862,-0.13617095110581548
2024-06-06,123.82292175292969,59.94573974609375,12.579999923706055,12.809499979019165,-0.1379690113766274
2024-06-07,123.89493560791016,60.74375915527344,12.220000267028809,12.78600001335144,-0.10261155298649183
2024-06-10,123.93091583251953,61.2601318359375,12.739999771118164,12.795499992370605,-0.08063514837908765
2024-06-11,123.63389587402344,60.92214584350586,12.850000381469727,12.757999992370605,-0.1182585679864315
2024-06-12,122.80574798583984,60.405765533447266,12.039999961853027,12.68899998664856,-0.20755241501943164
2024-06-13,121.41954803466797,59.67346954345703,11.9399995803833,12.663499975204468,-0.3521793676344769
2024-06-14,122.10365295410156,61.83079528808594,12.65999984741211,12.675499963760377,-0.2150051087481162
2024-06-17,122.28367614746094,61.08000564575195,12.75,12.713499975204467,-0.22721445078615
2024-06-18,120.7984619140625,60.015602111816406,12.300000190734863,12.721000003814698,-0.39242323728104206
2024-06-20,123.20182800292969,65.09054565429688,13.279999732971191,12.792000007629394,-0.0022531891066139027
2024-06-21,122.95879364013672,67.16234588623047,13.199999809265137,12.8375,0.053000747244023864
2024-06-24,124.75907135009766,67.2193603515625,13.329999923706055,12.86549997329712,0.20807441322567274
2024-06-25,120.9424819946289,66.15496063232422,12.84000015258789,12.910999965667724,-0.15525082686103123
2024-06-26,124.35399627685547,65.86985778808594,12.550000190734863,12.892499971389771,0.12420869685534182
2024-06-27,122.26567840576172,65.41368103027344,12.239999771118164,12.79049997329712,-0.06996667687858732
2024-06-28,123.18383026123047,65.20460510253906,12.4399995803833,12.688999938964844,0.0003963010254296653
2024-07-01,122.37371063232422,65.23311614990234,12.220000267028809,12.653999948501587,-0.06740180395074487
2024-07-02,121.43754577636719,65.0050277709961,12.029999732971191,12.599999952316285,-0.15531232368219955
2024-07-03,122.01364135742188,63.28485107421875,12.09000015258789,12.546499967575073,-0.16938045854672906
2024-07-05,122.73375701904297,63.379886627197266,12.479999542236328,12.538999938964844,-0.10470424903984352
2024-07-08,121.99564361572266,64.19721221923828,12.369999885559082,12.528499937057495,-0.13748279177477796
2024-07-09,120.8704605102539,64.39679718017578,12.510000228881836,12.542999935150146,-0.22578668991693088
2024-07-10,122.10365295410156,65.337646484375,12.850000381469727,12.548499965667725,-0.08652109868902558
2024-07-11,124.43499755859375,66.49710083007812,12.920000076293945,12.551999950408936,0.15407298830188593
2024-07-12,128.13458251953125,66.48758697509766,12.460000038146973,12.572999954223633,0.4681093345663221
2024-07-15,129.75482177734375,67.29539489746094,13.119999885559082,12.631999969482422,0.6353911856809709
2024-07-16,132.6172637939453,68.0842056274414,13.1899995803833,12.658499956130981,0.907537455596946
2024-07-17,132.66229248046875,69.66181945800781,14.479999542236328,12.744999933242799,0.9691645362934846
2024-07-18,130.3039093017578,69.86138916015625,15.930000305175781,12.926499938964843,0.7760646752531423
2024-07-19,130.6819610595703,68.95853424072266,16.520000457763672,13.088499975204467,0.775112121909783
2024-07-22,130.6819610595703,68.81598663330078,14.90999984741211,13.173999977111816,0.7698894628345206
2024-07-23,114.9295654296875,67.63754272460938,14.720000267028809,13.243499994277954,-0.6119001843076444
2024-07-24,115.69467163085938,69.85187530517578,18.040000915527344,13.503500032424927,-0.46575394743027626
2024-07-25,114.38947296142578,72.71248626708984,18.459999084472656,13.798999977111816,-0.47186061770978466
2024-07-26,115.96471405029297,73.18766784667969,16.389999389648438,14.00649995803833,-0.3205894038232027
2024-07-29,115.76669311523438,73.87193298339844,16.600000381469727,14.214499998092652,-0.3123468063449417
2024-07-30,116.14474487304688,74.17604064941406,17.690000534057617,14.488000011444091,-0.26907866588358387
2024-07-31,117.35093688964844,72.28482055664062,16.360000610351562,14.70450005531311,-0.23586888380203105
2024-08-01,117.53994750976562,72.6934814453125,18.59000015258789,15.029500055313111,-0.20483454123169575
2024-08-02,115.2716064453125,72.95957946777344,23.389999389648438,15.575000047683716,-0.3878453004106669
2024-08-05,113.4353256225586,71.11587524414062,38.56999969482422,16.885000038146973,-0.6114391916175315
2024-08-06,112.0671157836914,70.50762939453125,27.709999084472656,17.644999980926514,-0.7499924238669857
2024-08-07,111.00496673583984,70.32707214355469,27.850000381469727,18.394999980926514,-0.8468674367903389
2024-08-08,113.60635375976562,71.83814239501953,23.790000915527344,18.938500022888185,-0.5704430663088212
2024-08-09,113.25531005859375,70.00394439697266,20.3700008392334,19.334000062942504,-0.6674755523777789
2024-08-12,112.39116668701172,69.3671875,20.709999084472656,19.713500022888184,-0.7642385962629326
2024-08-13,113.8583984375,70.30806732177734,18.1200008392334,19.96000008583069,-0.6050835945230639
2024-08-14,113.7953872680664,70.46012115478516,16.190000534057617,20.045500135421754,-0.6048672365016137
