Date,AMD,CL,VIX,AvgVIX,zscore
2024-01-30,172.05999755859375,79.9580078125,13.3100004196167,13.347500038146972,-0.3666237564412464
2024-01-31,167.69000244140625,79.92949676513672,14.350000381469727,13.405000066757202,-0.472532848054753
2024-02-01,170.47999572753906,81.75214385986328,13.880000114440918,13.397000074386597,-0.27752405874142744
2024-02-02,177.66000366210938,80.3282241821289,13.850000381469727,13.383000087738036,-0.20734723110178727
2024-02-05,174.22999572753906,79.8250961303711,13.670000076293945,13.399000072479248,-0.32441566821219375
2024-02-06,167.8800048828125,79.49285125732422,13.0600004196167,13.39800009727478,-0.49884226617308913
2024-02-07,170.94000244140625,79.60675811767578,12.829999923706055,13.40150008201599,-0.4180493953123553
2024-02-08,169.35000610351562,79.98648071289062,12.789999961853027,13.406500101089478,-0.42904340368755717
2024-02-09,172.47999572753906,79.22705078125,12.930000305175781,13.431000137329102,-0.40824312775342486
2024-02-12,171.91000366210938,79.32198333740234,13.930000305175781,13.492500162124633,-0.4150925003411239
2024-02-13,171.5399932861328,79.23654174804688,15.850000381469727,13.593000173568726,-0.4299215493092183
2024-02-14,178.6999969482422,79.46436309814453,14.380000114440918,13.57250018119812,-0.24360915908749606
2024-02-15,176.75999450683594,79.33148193359375,14.010000228881836,13.566500186920166,-0.299113812218994
2024-02-16,173.8699951171875,79.24604034423828,14.239999771118164,13.613500165939332,-0.3738553739595119
2024-02-20,165.69000244140625,80.31871795654297,15.420000076293945,13.725000190734864,-0.4926040659184642
2024-02-21,164.2899932861328,80.98321533203125,15.34000015258789,13.864500188827515,-0.47897634901983366
2024-02-22,181.86000061035156,81.63822174072266,14.539999961853027,13.934500169754028,-0.015008243992058303
2024-02-23,176.52000427246094,81.87554168701172,13.75,13.949500179290771,-0.12521164179336575
2024-02-26,176.00999450683594,81.78063201904297,13.739999771118164,13.973500156402588,-0.1440375999879683
2024-02-27,178.0,82.02743530273438,13.430000305175781,13.96500015258789,-0.079301348163336
2024-02-28,176.5399932861328,82.40715026855469,13.84000015258789,13.99150013923645,-0.08720540351380779
2024-02-29,192.52999877929688,82.13184356689453,13.399999618530273,13.944000101089477,0.27351918212724285
2024-03-01,202.63999938964844,82.10337829589844,13.109999656677246,13.905500078201294,0.5118739219317034
