Date,KO,KBE,VIX,AvgVIX,zscore
2024-01-30,56.073490142822266,44.09140396118164,13.3100004196167,13.347500038146972,-0.982093360540479
2024-01-31,55.6896858215332,42.215370178222656,14.350000381469727,13.405000066757202,-0.7886907011776905
2024-02-01,57.084495544433594,41.31035232543945,13.880000114440918,13.397000074386597,-0.32050625362007895
2024-02-02,56.672603607177734,41.489471435546875,13.850000381469727,13.383000087738036,-0.44539834445048737
2024-02-05,56.20454788208008,40.85784912109375,13.670000076293945,13.399000072479248,-0.46068103791279635
2024-02-06,56.110931396484375,40.57501983642578,13.0600004196167,13.39800009727478,-0.4400074517647545
2024-02-07,56.157737731933594,40.55617141723633,12.829999923706055,13.40150008201599,-0.4260434298976428
2024-02-08,56.00796127319336,40.67873001098633,12.789999961853027,13.406500101089478,-0.4801656248095518
2024-02-09,55.755210876464844,41.2066535949707,12.930000305175781,13.431000137329102,-0.620187908339323
2024-02-12,55.886268615722656,41.89484786987305,13.930000305175781,13.492500162124633,-0.6934445845003875
2024-02-13,55.558624267578125,40.39590835571289,15.850000381469727,13.593000173568726,-0.5438967414034396
2024-02-14,55.5024528503418,41.168941497802734,14.380000114440918,13.57250018119812,-0.6744426185421205
2024-02-15,55.60543441772461,42.271942138671875,14.010000228881836,13.566500186920166,-0.8172596543387254
2024-02-16,55.596065521240234,41.89484786987305,14.239999771118164,13.613500165939332,-0.7623024906880889
2024-02-20,56.822383880615234,41.6214485168457,15.420000076293945,13.725000190734864,-0.42987140917889666
2024-02-21,57.327884674072266,41.44233703613281,15.34000015258789,13.864500188827515,-0.28276944452856156
2024-02-22,57.24363708496094,41.53660583496094,14.539999961853027,13.934500169754028,-0.3170536004674963
2024-02-23,57.290443420410156,41.56489562988281,13.75,13.949500179290771,-0.31023731645111235
2024-02-26,56.83173751831055,41.2066535949707,13.739999771118164,13.973500156402588,-0.36475517201726887
2024-02-27,56.48537826538086,41.65916061401367,13.430000305175781,13.96500015258789,-0.51555279980209
2024-02-28,56.54155349731445,41.366920471191406,13.84000015258789,13.99150013923645,-0.45791039848907666
2024-02-29,56.18582534790039,41.87599182128906,13.399999618530273,13.944000101089477,-0.6195080841663996
2024-03-01,55.72712326049805,41.56489562988281,13.109999656677246,13.905500078201294,-0.681173929324104
2024-03-04,55.98923873901367,41.60260009765625,13.489999771118164,13.887500047683716,-0.6246977737980397
2024-03-05,55.7177619934082,42.85642623901367,14.460000038146973,13.927000045776367,-0.8792345791586573
2024-03-06,55.74584197998047,42.75271987915039,14.5,13.999000024795532,-0.8568465332097722
2024-03-07,55.64287185668945,42.8187141418457,14.4399995803833,14.079500007629395,-0.8912857061631119
2024-03-08,55.7177619934082,42.799869537353516,14.739999771118164,14.17699999809265,-0.8706586819849998
2024-03-11,56.39176559448242,42.82814407348633,15.220000267028809,14.291499996185303,-0.7150219244630577
2024-03-12,56.635154724121094,42.61132049560547,13.84000015258789,14.286999988555909,-0.6243940533342475
2024-03-13,57.21555709838867,42.705589294433594,13.75,14.181999969482423,-0.50097346491948
2024-03-14,57.08816909790039,41.8665657043457,14.399999618530273,14.18299994468689,-0.4039752574711033
2024-03-15,56.50312805175781,42.01740264892578,14.40999984741211,14.202999925613403,-0.565662756366872
2024-03-18,56.739036560058594,41.90442657470703,14.329999923706055,14.207499933242797,-0.49255662129190575
2024-03-19,56.83338928222656,42.094295501708984,13.819999694824219,14.127499914169311,-0.498959601826894
2024-03-20,57.32406997680664,43.33795166015625,13.039999961853027,14.012499904632568,-0.571113476099245
2024-03-21,57.05985641479492,43.96452713012695,12.920000076293945,13.931499910354614,-0.7288146230490646
2024-03-22,57.078731536865234,43.110107421875,13.0600004196167,13.896999931335449,-0.5947772807883412
2024-03-25,56.99380874633789,43.20503234863281,13.1899995803833,13.869499921798706,-0.6293211361167959
2024-03-26,57.125911712646484,43.09111785888672,13.239999771118164,13.859999895095825,-0.5807031538544569
2024-03-27,57.58827590942383,44.4771728515625,12.779999732971191,13.80699987411499,-0.6811682720454054
2024-03-28,57.72981643676758,44.714508056640625,13.010000228881836,13.787499904632568,-0.6835722548581914
2024-04-01,57.25801467895508,43.92655563354492,13.649999618530273,13.81449990272522,-0.6760388881654784
2024-04-02,56.757904052734375,43.233524322509766,14.609999656677246,13.870499897003175,-0.6896157364426767
2024-04-03,56.45594787597656,43.20503234863281,14.329999923706055,13.863999891281129,-0.7569420128666786
2024-04-04,55.95583724975586,42.929725646972656,16.350000381469727,13.956499910354614,-0.8338599540957313
2024-04-05,56.15399169921875,43.07212829589844,16.030000686645508,14.035999965667724,-0.8084359082344149
2024-04-08,55.92753601074219,43.73667907714844,15.1899995803833,14.058499956130982,-0.9629363938045583
2024-04-09,56.35215377807617,43.85060119628906,14.979999542236328,14.046499919891357,-0.87945968427787
2024-04-10,55.59726333618164,42.03733825683594,15.800000190734863,14.144499921798706,-0.7836246118843064
2024-04-11,55.719932556152344,41.989864349365234,14.90999984741211,14.202499914169312,-0.7473196464397802
2024-04-12,54.99336624145508,41.57215881347656,17.309999465942383,14.347999906539917,-0.8563773852298018
2024-04-15,54.86125183105469,41.40127944946289,19.229999542236328,14.588999891281128,-0.8618137610683635
2024-04-16,54.7857666015625,40.86962890625,18.399999618530273,14.792499876022339,-0.7991084160584241
2024-04-17,55.21038818359375,40.91709899902344,18.209999084472656,15.01199984550476,-0.7055544403608163
2024-04-18,55.587833404541016,41.20191192626953,18.0,15.259999847412109,-0.6591833825545468
2024-04-19,56.776771545410156,42.1607551574707,18.709999084472656,15.549499797821046,-0.5224710867926977
2024-04-22,57.135345458984375,42.88225173950195,16.940000534057617,15.743499803543092,-0.5467936378544177
2024-04-23,57.22026443481445,43.328460693359375,15.6899995803833,15.868499803543092,-0.5943047746380737
2024-04-24,58.07894515991211,43.63224411010742,15.970000267028809,16.004999828338622,-0.43662518131745626
2024-04-25,58.258235931396484,43.16706848144531,15.369999885559082,16.13449983596802,-0.3235477213531905
2024-04-26,58.258235931396484,43.034156799316406,15.029999732971191,16.235499811172485,-0.30339384240238976
2024-04-29,58.541316986083984,42.81580352783203,14.670000076293945,16.28649983406067,-0.20311612130647774
2024-04-30,58.28654479980469,42.07530975341797,15.649999618530273,16.33849983215332,-0.15128341425227088
2024-05-01,58.43751907348633,42.977195739746094,15.390000343322754,16.391499853134157,-0.2522172438586128
2024-05-02,58.494140625,43.537315368652344,14.680000305175781,16.307999849319458,-0.3237153363160529
2024-05-03,58.66398620605469,44.04047393798828,13.489999771118164,16.18099980354309,-0.35971099863526973
2024-05-06,58.83383560180664,44.5151481628418,13.489999771118164,16.095999813079835,-0.39138657167345003
2024-05-07,59.08860778808594,44.448692321777344,13.229999542236328,16.008499813079833,-0.32085859071848244
2024-05-08,59.305641174316406,44.66704559326172,13.0,15.868499803543092,-0.30247171481117363
2024-05-09,59.333946228027344,44.96134567260742,12.6899995803833,15.75749979019165,-0.3403814215941006
2024-05-10,59.6925163269043,44.94235610961914,12.550000190734863,15.519499826431275,-0.25242228612658674
2024-05-13,59.994476318359375,44.714508056640625,13.600000381469727,15.237999868392944,-0.1462253394098298
2024-05-14,59.54153823852539,45.2271614074707,13.420000076293945,14.988999891281129,-0.33143165197789026
2024-05-15,59.56985092163086,45.46449661254883,12.449999809265137,14.700999927520751,-0.3607017586350853
2024-05-16,59.7491340637207,45.3031120300293,12.420000076293945,14.42199993133545,-0.2936910437260241
2024-05-17,59.47549057006836,45.502471923828125,11.989999771118164,14.085999965667725,-0.3888494340665145
2024-05-20,59.04143142700195,44.88539505004883,12.149999618530273,13.846499919891357,-0.3982711701633441
2024-05-21,59.36225509643555,45.065773010253906,11.859999656677246,13.654999923706054,-0.34949913286869333
2024-05-22,59.44717788696289,44.58160400390625,12.289999961853027,13.470999908447265,-0.2559327903012214
2024-05-23,58.588497161865234,43.6037712097168,12.770000457763672,13.340999937057495,-0.31140383925444737
2024-05-24,58.503578186035156,43.88858413696289,11.930000305175781,13.185999965667724,-0.3747401935728775
2024-05-28,58.33372116088867,43.537315368652344,12.920000076293945,13.098499965667724,-0.3617788463904717
2024-05-29,58.220497131347656,42.654415130615234,14.279999732971191,13.02999997138977,-0.2547667095687206
2024-05-30,58.47526168823242,43.30946731567383,14.470000267028809,12.983999967575073,-0.2936454097481335
2024-05-31,59.381134033203125,43.88858413696289,12.920000076293945,12.895999956130982,-0.16651822989419268
2024-06-03,59.381134033203125,43.375919342041016,13.109999656677246,12.876999950408935,-0.08878101331775977
2024-06-04,60.334171295166016,42.66390609741211,13.15999984741211,12.860499954223632,0.24531593727960743
2024-06-05,60.31529998779297,42.79682540893555,12.630000114440918,12.830499982833862,0.22068321414872508
2024-06-06,60.53232955932617,42.84428787231445,12.579999923706055,12.809499979019165,0.2649819760738797
2024-06-07,60.30586242675781,42.74934768676758,12.220000267028809,12.78600001335144,0.22564313661406257
2024-06-10,60.003910064697266,42.23670959472656,12.739999771118164,12.795499992370605,0.23173059182211792
2024-06-11,59.96615982055664,41.866451263427734,12.850000381469727,12.757999992370605,0.2789170165195029
2024-06-12,59.333946228027344,42.758846282958984,12.039999961853027,12.68899998664856,-0.006408475219551888
2024-06-13,59.43775177001953,42.25568771362305,11.9399995803833,12.663499975204468,0.09451772615035016
2024-06-14,59.480533599853516,41.71455383300781,12.65999984741211,12.675499963760377,0.1867228669313904
2024-06-17,59.547096252441406,42.35062026977539,12.75,12.713499975204467,0.10606745901020533
2024-06-18,59.556610107421875,42.50251770019531,12.300000190734863,12.721000003814698,0.08529210125310745
2024-06-20,59.12868881225586,42.58795928955078,13.279999732971191,12.792000007629394,-0.02919869245349926
2024-06-21,59.68973922729492,42.531002044677734,13.199999809265137,12.8375,0.11256111385771952
2024-06-24,60.83085632324219,43.33534622192383,13.329999923706055,12.86549997329712,0.2613539268304389
2024-06-25,60.707237243652344,42.80931854248047,12.84000015258789,12.910999965667724,0.3117857028763045
2024-06-26,60.90692901611328,42.81888198852539,12.550000190734863,12.892499971389771,0.357717405537219
2024-06-27,60.77379608154297,43.24927520751953,12.239999771118164,12.79049997329712,0.2608662236152877
2024-06-28,60.52655792236328,44.3682861328125,12.4399995803833,12.688999938964844,0.032523144772301914
2024-07-01,60.17470932006836,44.16743469238281,12.220000267028809,12.653999948501587,-0.020505862097493832
