Date,CVX,UPS,VIX,AvgVIX,zscore
2024-01-30,136.21121215820312,127.704345703125,13.3100004196167,13.347500038146972,-0.696722376880059
2024-01-31,133.77041625976562,124.92242431640625,14.350000381469727,13.405000066757202,-0.8754812199013798
2024-02-01,134.1878204345703,125.37140655517578,13.880000114440918,13.397000074386597,-0.8451654181416892
2024-02-02,138.1348114013672,124.87841033935547,13.850000381469727,13.383000087738036,-0.603481382443952
2024-02-05,138.21644592285156,122.43983459472656,13.670000076293945,13.399000072479248,-0.6215352953655736
2024-02-06,138.23460388183594,128.46145629882812,13.0600004196167,13.39800009727478,-0.5632386713896997
2024-02-07,138.03497314453125,129.62351989746094,12.829999923706055,13.40150008201599,-0.5646677951561362
2024-02-08,139.78619384765625,130.22215270996094,12.789999961853027,13.406500101089478,-0.44967694231148697
2024-02-09,137.04595947265625,128.76077270507812,12.930000305175781,13.431000137329102,-0.6345902987907581
2024-02-12,137.98963928222656,129.8083953857422,13.930000305175781,13.492500162124633,-0.5657424304999324
2024-02-13,136.64675903320312,127.56349182128906,15.850000381469727,13.593000173568726,-0.6708734530854813
2024-02-14,137.01873779296875,126.96482849121094,14.380000114440918,13.57250018119812,-0.6533383199645642
2024-02-15,141.67837524414062,129.39463806152344,14.010000228881836,13.566500186920166,-0.33942599119826694
2024-02-16,141.8343048095703,132.11874389648438,14.239999771118164,13.613500165939332,-0.30383322074610386
2024-02-20,141.25643920898438,132.323486328125,15.420000076293945,13.725000190734864,-0.33795892852983855
2024-02-21,142.57730102539062,131.9940948486328,15.34000015258789,13.864500188827515,-0.2586400319544866
2024-02-22,142.56809997558594,133.29380798339844,14.539999961853027,13.934500169754028,-0.24687617193255787
2024-02-23,141.8618621826172,132.31460571289062,13.75,13.949500179290771,-0.30025382365105513
2024-02-26,141.669189453125,131.30860900878906,13.739999771118164,13.973500156402588,-0.32183003115861325
2024-02-27,139.56871032714844,131.9940948486328,13.430000305175781,13.96500015258789,-0.4464308293895676
2024-02-28,139.7338104248047,131.5489959716797,13.84000015258789,13.99150013923645,-0.4403509018068663
2024-02-29,139.43112182617188,131.9851837158203,13.399999618530273,13.944000101089477,-0.45510344847317863
2024-03-01,140.16493225097656,131.80714416503906,13.109999656677246,13.905500078201294,-0.41099045605180273
2024-03-04,136.56011962890625,134.0772247314453,13.489999771118164,13.887500047683716,-0.6144464810273825
2024-03-05,137.2113800048828,133.2314910888672,14.460000038146973,13.927000045776367,-0.5818245315890516
2024-03-06,136.05564880371094,135.80426025390625,14.5,13.999000024795532,-0.6295398956980083
2024-03-07,137.0095977783203,136.5698699951172,14.4399995803833,14.079500007629395,-0.5627281926705868
2024-03-08,137.47738647460938,137.0594940185547,14.739999771118164,14.17699999809265,-0.5288816677402846
2024-03-11,139.42193603515625,137.76275634765625,15.220000267028809,14.291499996185303,-0.4008303291045122
2024-03-12,139.321044921875,140.1040802001953,13.84000015258789,14.286999988555909,-0.3849015897857432
2024-03-13,141.1555633544922,137.7716522216797,13.75,14.181999969482423,-0.2925359945070991
2024-03-14,142.81578063964844,136.99717712402344,14.399999618530273,14.18299994468689,-0.19626031996409576
2024-03-15,142.67820739746094,136.53424072265625,14.40999984741211,14.202999925613403,-0.20924204714902953
2024-03-18,142.54978942871094,135.0386505126953,14.329999923706055,14.207499933242797,-0.23145529824302347
2024-03-19,143.65963745117188,136.38290405273438,13.819999694824219,14.127499914169311,-0.14941959435935237
2024-03-20,141.76092529296875,137.7716522216797,13.039999961853027,14.012499904632568,-0.25475039567845814
2024-03-21,142.0452880859375,138.27020263671875,12.920000076293945,13.931499910354614,-0.23226824613075372
2024-03-22,141.8618621826172,139.11593627929688,13.0600004196167,13.896999931335449,-0.23568881276248926
2024-03-25,143.52206420898438,139.38299560546875,13.1899995803833,13.869499921798706,-0.12952680745018405
2024-03-26,142.42137145996094,128.005859375,13.239999771118164,13.859999895095825,-0.30623318131611643
2024-03-27,143.41200256347656,131.1572723388672,12.779999732971191,13.80699987411499,-0.21448342314116264
2024-03-28,144.68698120117188,132.31460571289062,13.010000228881836,13.787499904632568,-0.12391499708572379
2024-04-01,145.91610717773438,131.41543579101562,13.649999618530273,13.81449990272522,-0.055730991008357635
2024-04-02,146.55816650390625,132.77748107910156,14.609999656677246,13.870499897003175,-0.0027249156416996262
2024-04-03,147.1635284423828,135.5549774169922,14.329999923706055,13.863999891281129,0.061427447682203276
2024-04-04,147.39285278320312,133.53416442871094,16.350000381469727,13.956499910354614,0.0565578871409723
2024-04-05,148.22755432128906,134.74490356445312,16.030000686645508,14.035999965667724,0.12015199258035447
2024-04-08,147.92486572265625,133.63211059570312,15.1899995803833,14.058499956130982,0.09069497660212089
2024-04-09,148.59445190429688,134.04161071777344,14.979999542236328,14.046499919891357,0.13637672013470786
2024-04-10,149.20901489257812,131.0949249267578,15.800000190734863,14.144499921798706,0.14676375240190903
2024-04-11,148.49354553222656,132.65286254882812,14.90999984741211,14.202499914169312,0.11689494439392442
2024-04-12,145.80601501464844,129.0029296875,17.309999465942383,14.347999906539917,-0.08550465826904056
2024-04-15,144.54937744140625,128.9495086669922,19.229999542236328,14.588999891281128,-0.16444883151111028
2024-04-16,143.3477783203125,127.20466613769531,18.399999618530273,14.792499876022339,-0.2560142633422571
2024-04-17,143.45785522460938,126.6349105834961,18.209999084472656,15.01199984550476,-0.25455214957648054
2024-04-18,144.53102111816406,127.07113647460938,18.0,15.259999847412109,-0.18342598170321545
2024-04-19,146.7599334716797,127.09783172607422,18.709999084472656,15.549499797821046,-0.0440478803913457
2024-04-22,148.52105712890625,129.40350341796875,16.940000534057617,15.743499803543092,0.08776601197977132
2024-04-23,149.3740997314453,132.52822875976562,15.6899995803833,15.868499803543092,0.17067439891133113
2024-04-24,150.0345458984375,130.5251922607422,15.970000267028809,16.004999828338622,0.19288343625126778
