Date,BAC,KLAC,VIX,AvgVIX,zscore
2024-01-30,32.9722785949707,584.34326171875,13.3100004196167,13.347500038146972,-1.3060224019667206
2024-01-31,32.2330322265625,583.0574340820312,14.350000381469727,13.405000066757202,-1.4800037223878588
2024-02-01,31.797061920166016,588.02392578125,13.880000114440918,13.397000074386597,-1.6054196652218853
2024-02-02,31.72124481201172,593.1474609375,13.850000381469727,13.383000087738036,-1.6442033853179336
2024-02-05,31.266324996948242,603.5122680664062,13.670000076293945,13.399000072479248,-1.7957200218178693
2024-02-06,31.3137149810791,590.4973754882812,13.0600004196167,13.39800009727478,-1.732380491257789
2024-02-07,31.446393966674805,597.6427612304688,12.829999923706055,13.40150008201599,-1.7287058209526385
2024-02-08,31.389530181884766,607.0554809570312,12.789999961853027,13.406500101089478,-1.7799877964386328
2024-02-09,31.34214210510254,637.78662109375,12.930000305175781,13.431000137329102,-1.913917307289139
2024-02-12,31.86341094970703,636.0689697265625,13.930000305175781,13.492500162124633,-1.78078023792987
2024-02-13,31.038862228393555,629.2180786132812,15.850000381469727,13.593000173568726,-1.9532546109214743
2024-02-14,31.39900779724121,641.751953125,14.380000114440918,13.57250018119812,-1.9159397577008823
2024-02-15,32.28989791870117,641.7420654296875,14.010000228881836,13.566500186920166,-1.7000553877311164
2024-02-16,32.3088493347168,650.5657958984375,14.239999771118164,13.613500165939332,-1.7306220171890814
2024-02-20,32.18564224243164,641.14208984375,15.420000076293945,13.725000190734864,-1.722923861742795
2024-02-21,31.93922996520996,641.28955078125,15.34000015258789,13.864500188827515,-1.7832122182964423
2024-02-22,31.853933334350586,672.6201782226562,14.539999961853027,13.934500169754028,-1.9287148774636822
2024-02-23,32.147735595703125,657.9140625,13.75,13.949500179290771,-1.7989358651300624
2024-02-26,31.853933334350586,672.6694946289062,13.739999771118164,13.973500156402588,-1.92891137883472
2024-02-27,32.488922119140625,666.53125,13.430000305175781,13.96500015258789,-1.7506083605152671
2024-02-28,32.517356872558594,662.02587890625,13.84000015258789,13.99150013923645,-1.7257675199681528
2024-02-29,32.94684982299805,671.1742553710938,13.399999618530273,13.944000101089477,-1.6581616469899343
2024-03-01,32.78459548950195,705.8690795898438,13.109999656677246,13.905500078201294,-1.8357142804962228
2024-03-04,33.54814147949219,706.1052856445312,13.489999771118164,13.887500047683716,-1.6516634242612327
2024-03-05,33.77720260620117,694.35986328125,14.460000038146973,13.927000045776367,-1.5493667940139684
2024-03-06,33.80583190917969,703.7935180664062,14.5,13.999000024795532,-1.580018909080444
2024-03-07,34.00625991821289,711.4662475585938,14.4399995803833,14.079500007629395,-1.5620311995029263
2024-03-08,33.977622985839844,687.8085327148438,14.739999771118164,14.17699999809265,-1.4747051222233056
2024-03-11,34.25441360473633,674.2039794921875,15.220000267028809,14.291499996185303,-1.35343687193601
2024-03-12,34.32122039794922,687.0116577148438,13.84000015258789,14.286999988555909,-1.388283146464251
2024-03-13,34.435760498046875,677.4796142578125,13.75,14.181999969482423,-1.3225519001709323
2024-03-14,34.06352615356445,681.0407104492188,14.399999618530273,14.18299994468689,-1.4269260833265838
2024-03-15,33.796287536621094,672.7481079101562,14.40999984741211,14.202999925613403,-1.4586307894771813
2024-03-18,34.36894226074219,679.4373168945312,14.329999923706055,14.207499933242797,-1.3465411033634065
2024-03-19,34.388031005859375,669.9544067382812,13.819999694824219,14.127499914169311,-1.3041315953331694
2024-03-20,35.075225830078125,684.6016845703125,13.039999961853027,14.012499904632568,-1.1960000687206351
2024-03-21,35.80058670043945,701.50146484375,12.920000076293945,13.931499910354614,-1.0875967704181304
2024-03-22,35.361549377441406,698.9734497070312,13.0600004196167,13.896999931335449,-1.183893905092215
2024-03-25,35.18021011352539,688.3199462890625,13.1899995803833,13.869499921798706,-1.1853798882707896
2024-03-26,35.39973449707031,677.1943969726562,13.239999771118164,13.859999895095825,-1.0878637074202926
2024-03-27,36.08692169189453,685.5066528320312,12.779999732971191,13.80699987411499,-0.9544921148968294
2024-03-28,36.19190216064453,687.178955078125,13.010000228881836,13.787499904632568,-0.9357207269166601
2024-04-01,35.81013488769531,699.2881469726562,13.649999618530273,13.81449990272522,-1.0764644625858142
2024-04-02,35.60015869140625,682.6145629882812,14.609999656677246,13.870499897003175,-1.0609015760290799
2024-04-03,35.7337760925293,686.1559448242188,14.329999923706055,13.863999891281129,-1.042639381739272
2024-04-04,35.23747253417969,661.7799072265625,16.350000381469727,13.956499910354614,-1.0657574751320422
2024-04-05,35.418819427490234,671.705322265625,16.030000686645508,14.035999965667724,-1.0613685731375428
2024-04-08,35.79104232788086,679.5552368164062,15.1899995803833,14.058499956130982,-1.002464369745272
2024-04-09,36.01055908203125,685.4672241210938,14.979999542236328,14.046499919891357,-0.9728361539491143
2024-04-10,34.97978591918945,675.91552734375,15.800000190734863,14.144499921798706,-1.184513242572997
2024-04-11,34.69344711303711,689.1856689453125,14.90999984741211,14.202499914169312,-1.306762364764536
2024-04-12,34.15896987915039,669.6790161132812,17.309999465942383,14.347999906539917,-1.3585312595846035
2024-04-15,34.311683654785156,667.4263305664062,19.229999542236328,14.588999891281128,-1.3125559140896392
2024-04-16,33.09955978393555,682.0046997070312,18.399999618530273,14.792499876022339,-1.6643169966207474
2024-04-17,33.62449645996094,648.2344360351562,18.209999084472656,15.01199984550476,-1.4025775531597282
2024-04-18,34.13988494873047,633.7152099609375,18.0,15.259999847412109,-1.2198572637189837
2024-04-19,35.28519821166992,617.9169311523438,18.709999084472656,15.549499797821046,-0.8794223300150665
2024-04-22,36.01055908203125,623.3077392578125,16.940000534057617,15.743499803543092,-0.7251614970255532
2024-04-23,36.62139129638672,637.64013671875,15.6899995803833,15.868499803543092,-0.6342764714857304
2024-04-24,36.57367706298828,645.834228515625,15.970000267028809,16.004999828338622,-0.6784860657912444
2024-04-25,36.1823616027832,661.9767456054688,15.369999885559082,16.13449983596802,-0.8376139340241403
2024-04-26,36.10600662231445,694.7435302734375,15.029999732971191,16.235499811172485,-0.9866725818398466
2024-04-29,35.83876419067383,702.2883911132812,14.670000076293945,16.28649983406067,-1.081482633327665
2024-04-30,35.32337188720703,678.0502319335938,15.649999618530273,16.33849983215332,-1.109774927302269
2024-05-01,35.2661018371582,655.1792602539062,15.390000343322754,16.391499853134157,-1.0325208659658462
2024-05-02,35.19929504394531,670.9281616210938,14.680000305175781,16.307999849319458,-1.1114583698646843
2024-05-03,35.55243682861328,685.231201171875,13.489999771118164,16.18099980354309,-1.0828896378609503
2024-05-06,35.972381591796875,706.6658325195312,13.489999771118164,16.095999813079835,-1.066551720944396
2024-05-07,36.11555099487305,702.7310791015625,13.229999542236328,16.008499813079833,-1.0161865826920395
2024-05-08,35.99147415161133,705.4558715820312,13.0,15.868499803543092,-1.057104880070032
2024-05-09,36.53549575805664,699.08154296875,12.6899995803833,15.75749979019165,-0.8999007239834483
2024-05-10,36.697750091552734,706.5576782226562,12.550000190734863,15.519499826431275,-0.8903784070491279
2024-05-13,36.468685150146484,702.5048217773438,13.600000381469727,15.237999868392944,-0.929727671449712
2024-05-14,36.735931396484375,719.4784545898438,13.420000076293945,14.988999891281129,-0.9326107084360364
2024-05-15,37.136783599853516,748.8522338867188,12.449999809265137,14.700999927520751,-0.9525320985551671
