Date,PEP,FDX,VIX,AvgVIX,zscore
2024-01-30,156.6417999267578,232.4033203125,13.3100004196167,13.347500038146972,1.1252756395175243
2024-01-31,155.63519287109375,230.03897094726562,14.350000381469727,13.405000066757202,1.0553560195605818
2024-02-01,158.56263732910156,230.66815185546875,13.880000114440918,13.397000074386597,1.337124481253387
2024-02-02,157.8885040283203,231.05906677246094,13.850000381469727,13.383000087738036,1.2655120040341732
2024-02-05,157.84231567382812,227.1979217529297,13.670000076293945,13.399000072479248,1.3094161966567093
2024-02-06,158.30404663085938,230.0675506591797,13.0600004196167,13.39800009727478,1.3190774172401678
2024-02-07,158.3502197265625,230.83978271484375,12.829999923706055,13.40150008201599,1.3139512608319879
2024-02-08,160.5481414794922,230.47752380371094,12.789999961853027,13.406500101089478,1.5359812012927592
2024-02-09,154.84100341796875,231.3069305419922,12.930000305175781,13.431000137329102,0.9608533183291923
2024-02-12,157.55606079101562,233.04208374023438,13.930000305175781,13.492500162124633,1.2077214538413148
2024-02-13,155.9584197998047,225.367431640625,15.850000381469727,13.593000173568726,1.1459874953638145
2024-02-14,154.7024688720703,225.7869110107422,14.380000114440918,13.57250018119812,1.0164461812967793
2024-02-15,155.01644897460938,225.4913330078125,14.010000228881836,13.566500186920166,1.051224987419587
2024-02-16,153.5942840576172,226.51145935058594,14.239999771118164,13.613500165939332,0.8976961972250551
2024-02-20,155.74600219726562,228.3705596923828,15.420000076293945,13.725000190734864,1.0872664375441936
2024-02-21,155.9122314453125,230.15338134765625,15.34000015258789,13.864500188827515,1.0813323300135511
2024-02-22,155.3765869140625,232.77513122558594,14.539999961853027,13.934500169754028,0.9954163025138674
2024-02-23,156.62332153320312,232.10777282714844,13.75,13.949500179290771,1.1271576530589227
2024-02-26,155.38583374023438,229.8768768310547,13.739999771118164,13.973500156402588,1.0327172021021105
2024-02-27,155.29348754882812,230.14382934570312,13.430000305175781,13.96500015258789,1.020228209063081
2024-02-28,154.2499542236328,232.97531127929688,13.84000015258789,13.99150013923645,0.8814240667223555
2024-02-29,153.8544921875,237.36085510253906,13.399999618530273,13.944000101089477,0.7872355156755986
2024-03-01,153.1565704345703,235.10137939453125,13.109999656677246,13.905500078201294,0.7465433441982752
2024-03-04,153.88238525390625,235.26344299316406,13.489999771118164,13.887500047683716,0.8163273210448806
2024-03-05,150.7837371826172,237.12249755859375,14.460000038146973,13.927000045776367,0.4863800648731185
2024-03-06,151.6770477294922,236.8174285888672,14.5,13.999000024795532,0.5786021470309705
2024-03-07,151.77938842773438,238.57164001464844,14.4399995803833,14.079500007629395,0.5667055216007029
2024-03-08,151.7235565185547,237.32594299316406,14.739999771118164,14.17699999809265,0.5768200322943059
2024-03-11,153.286865234375,242.1361083984375,15.220000267028809,14.291499996185303,0.6711188510070084
2024-03-12,153.1100311279297,243.59255981445312,13.84000015258789,14.286999988555909,0.6353363875259747
2024-03-13,153.81729125976562,244.55078125,13.75,14.181999969482423,0.6932890890801352
2024-03-14,153.33338928222656,244.84780883789062,14.399999618530273,14.18299994468689,0.6416784980645266
2024-03-15,153.2217254638672,242.70143127441406,14.40999984741211,14.202999925613403,0.6575760337113673
2024-03-18,159.36325073242188,242.5960235595703,14.329999923706055,14.207499933242797,1.2665966659785437
2024-03-19,159.86572265625,245.89224243164062,13.819999694824219,14.127499914169311,1.2749335667827038
2024-03-20,159.9215545654297,249.12135314941406,13.039999961853027,14.012499904632568,1.2399184248051407
2024-03-21,160.4705810546875,253.77818298339844,12.920000076293945,13.931499910354614,1.2357801525747176
2024-03-22,160.07044982910156,272.43426513671875,13.0600004196167,13.896999931335449,0.9619710950725361
2024-03-25,160.6101837158203,270.75738525390625,13.1899995803833,13.869499921798706,1.0364294543018635
2024-03-26,160.7311248779297,276.9090270996094,13.239999771118164,13.859999895095825,0.9711660859443085
2024-03-27,161.5127716064453,275.8454284667969,12.779999732971191,13.80699987411499,1.0618620624226842
2024-03-28,162.85272216796875,277.62762451171875,13.010000228881836,13.787499904632568,1.1720742665438788
2024-04-01,160.96376037597656,268.4194030761719,13.649999618530273,13.81449990272522,1.100767520276991
2024-04-02,159.53073120117188,263.7817687988281,14.609999656677246,13.870499897003175,1.017193691351889
2024-04-03,157.89297485351562,266.8479919433594,14.329999923706055,13.863999891281129,0.8166447796916141
2024-04-04,157.86509704589844,263.9925537109375,16.350000381469727,13.956499910354614,0.8497347042535195
2024-04-05,157.39051818847656,262.08575439453125,16.030000686645508,14.035999965667724,0.8267144197076574
2024-04-08,157.7999267578125,264.0500183105469,15.1899995803833,14.058499956130982,0.8425647391926271
2024-04-09,158.75839233398438,264.81658935546875,14.979999542236328,14.046499919891357,0.927780010092842
2024-04-10,157.21371459960938,259.0003356933594,15.800000190734863,14.144499921798706,0.8479555729419994
2024-04-11,156.66468811035156,260.8017883300781,14.90999984741211,14.202499914169312,0.7710137806193168
2024-04-12,156.42274475097656,256.6048583984375,17.309999465942383,14.347999906539917,0.7997638153977927
2024-04-15,155.35263061523438,255.5891571044922,19.229999542236328,14.588999891281128,0.7066287286350914
2024-04-16,155.8644256591797,253.86441040039062,18.399999618530273,14.792499876022339,0.778923510245803
2024-04-17,157.70689392089844,252.0725860595703,18.209999084472656,15.01199984550476,0.9837290924898892
2024-04-18,160.30308532714844,252.36004638671875,18.0,15.259999847412109,1.237010529757812
2024-04-19,162.03387451171875,255.82870483398438,18.709999084472656,15.549499797821046,1.3647232172761627
2024-04-22,164.2020263671875,258.8566589355469,16.940000534057617,15.743499803543092,1.5412452616427614
