Date,KO,PG,VIX,AvgVIX,zscore
2024-01-30,56.073490142822266,148.4744873046875,13.3100004196167,13.347500038146972,-1.8107361996699765
2024-01-31,55.6896858215332,148.14451599121094,14.350000381469727,13.405000066757202,-1.8817444492927196
2024-02-01,57.084495544433594,150.06771850585938,13.880000114440918,13.397000074386597,-1.6090926758307151
2024-02-02,56.672603607177734,149.04013061523438,13.850000381469727,13.383000087738036,-1.698873969263124
2024-02-05,56.20454788208008,149.1532745361328,13.670000076293945,13.399000072479248,-1.775076702089745
2024-02-06,56.110931396484375,149.86033630371094,13.0600004196167,13.39800009727478,-1.7765206025600453
2024-02-07,56.157737731933594,150.0111541748047,12.829999923706055,13.40150008201599,-1.7656317635301482
2024-02-08,56.00796127319336,149.55862426757812,12.789999961853027,13.406500101089478,-1.7998688767844526
2024-02-09,55.755210876464844,148.40847778320312,12.930000305175781,13.431000137329102,-1.8654359765778554
2024-02-12,55.886268615722656,148.11622619628906,13.930000305175781,13.492500162124633,-1.8493517315344772
2024-02-13,55.558624267578125,147.32432556152344,15.850000381469727,13.593000173568726,-1.9202551453898764
2024-02-14,55.5024528503418,146.720947265625,14.380000114440918,13.57250018119812,-1.9418375252188815
2024-02-15,55.60543441772461,148.02195739746094,14.010000228881836,13.566500186920166,-1.8983423983824874
2024-02-16,55.596065521240234,148.49330139160156,14.239999771118164,13.613500165939332,-1.8904115125828196
2024-02-20,56.822383880615234,149.4360809326172,15.420000076293945,13.725000190734864,-1.6657768090313152
2024-02-21,57.327884674072266,151.21788024902344,15.34000015258789,13.864500188827515,-1.5450949662313687
2024-02-22,57.24363708496094,151.36874389648438,14.539999961853027,13.934500169754028,-1.5561803339048619
2024-02-23,57.290443420410156,151.8118438720703,13.75,13.949500179290771,-1.5393993555502943
2024-02-26,56.83173751831055,151.04820251464844,13.739999771118164,13.973500156402588,-1.6317094970868238
2024-02-27,56.48537826538086,150.1808624267578,13.430000305175781,13.96500015258789,-1.7072718174676356
2024-02-28,56.54155349731445,150.88792419433594,13.84000015258789,13.99150013923645,-1.6835986342358047
2024-02-29,56.18582534790039,149.8414764404297,13.399999618530273,13.944000101089477,-1.7643425780903568
2024-03-01,55.72712326049805,149.75662231445312,13.109999656677246,13.905500078201294,-1.842968351559646
2024-03-04,55.98923873901367,150.42599487304688,13.489999771118164,13.887500047683716,-1.78552287599309
2024-03-05,55.7177619934082,150.19970703125,14.460000038146973,13.927000045776367,-1.8356058675918434
2024-03-06,55.74584197998047,150.43540954589844,14.5,13.999000024795532,-1.8261458671951951
2024-03-07,55.64287185668945,151.42530822753906,14.4399995803833,14.079500007629395,-1.8234564532225037
2024-03-08,55.7177619934082,151.17076110839844,14.739999771118164,14.17699999809265,-1.8160303074517883
2024-03-11,56.39176559448242,152.30206298828125,15.220000267028809,14.291499996185303,-1.6802073363841634
2024-03-12,56.635154724121094,152.66029357910156,13.84000015258789,14.286999988555909,-1.632174232942503
2024-03-13,57.21555709838867,153.00914001464844,13.75,14.181999969482423,-1.5278199054710748
2024-03-14,57.08816909790039,152.2549285888672,14.399999618530273,14.18299994468689,-1.5643845436710233
2024-03-15,56.50312805175781,152.1417999267578,14.40999984741211,14.202999925613403,-1.664764829649164
2024-03-18,56.739036560058594,151.98153686523438,14.329999923706055,14.207499933242797,-1.6284384340051345
2024-03-19,56.83338928222656,152.56602478027344,13.819999694824219,14.127499914169311,-1.6008346235602915
2024-03-20,57.32406997680664,152.71688842773438,13.039999961853027,14.012499904632568,-1.5155159839736663
2024-03-21,57.05985641479492,152.59432983398438,12.920000076293945,13.931499910354614,-1.5622899979711593
2024-03-22,57.078731536865234,152.40576171875,13.0600004196167,13.896999931335449,-1.562926376794573
2024-03-25,56.99380874633789,151.0198974609375,13.1899995803833,13.869499921798706,-1.6051039883057892
2024-03-26,57.125911712646484,151.3592987060547,13.239999771118164,13.859999895095825,-1.5761109374020155
2024-03-27,57.58827590942383,153.3013916015625,12.779999732971191,13.80699987411499,-1.459430869951366
2024-03-28,57.72981643676758,152.9619598388672,13.010000228881836,13.787499904632568,-1.442539979505436
2024-04-01,57.25801467895508,151.38758850097656,13.649999618530273,13.81449990272522,-1.5533896081735585
2024-04-02,56.757904052734375,151.378173828125,14.609999656677246,13.870499897003175,-1.637437977555342
2024-04-03,56.45594787597656,147.211181640625,14.329999923706055,13.863999891281129,-1.7720727495128386
2024-04-04,55.95583724975586,146.55125427246094,16.350000381469727,13.956499910354614,-1.869234858580833
2024-04-05,56.15399169921875,147.1640625,16.030000686645508,14.035999965667724,-1.8236546570661971
2024-04-08,55.92753601074219,147.1074676513672,15.1899995803833,14.058499956130982,-1.8627676600449394
2024-04-09,56.35215377807617,147.69198608398438,14.979999542236328,14.046499919891357,-1.7797843728641793
2024-04-10,55.59726333618164,148.23878479003906,15.800000190734863,14.144499921798706,-1.8953414843063847
2024-04-11,55.719932556152344,146.9188995361328,14.90999984741211,14.202499914169312,-1.901379979464666
2024-04-12,54.99336624145508,146.43814086914062,17.309999465942383,14.347999906539917,-2.032902314445077
2024-04-15,54.86125183105469,146.55125427246094,19.229999542236328,14.588999891281128,-2.052775003751225
2024-04-16,54.7857666015625,147.02264404296875,18.399999618530273,14.792499876022339,-2.0559295856155155
2024-04-17,55.21038818359375,147.97482299804688,18.209999084472656,15.01199984550476,-1.965533959646036
2024-04-18,55.587833404541016,149.243408203125,18.0,15.259999847412109,-1.8766704085960735
2024-04-19,56.776771545410156,150.04995727539062,18.709999084472656,15.549499797821046,-1.661049903589454
2024-04-22,57.135345458984375,152.32717895507812,16.940000534057617,15.743499803543092,-1.5550175076061832
2024-04-23,57.22026443481445,153.238037109375,15.6899995803833,15.868499803543092,-1.522416223406212
2024-04-24,58.07894515991211,154.28176879882812,15.970000267028809,16.004999828338622,-1.3573919164677335
2024-04-25,58.258235931396484,154.2343292236328,15.369999885559082,16.13449983596802,-1.3282847680765875
2024-04-26,58.258235931396484,153.03880310058594,15.029999732971191,16.235499811172485,-1.3523854789138614
2024-04-29,58.541316986083984,153.38986206054688,14.670000076293945,16.28649983406067,-1.2978414047305749
2024-04-30,58.28654479980469,154.85107421875,15.649999618530273,16.33849983215332,-1.3111049216129136
2024-05-01,58.43751907348633,155.0408477783203,15.390000343322754,16.391499853134157,-1.2819638858109816
2024-05-02,58.494140625,155.45834350585938,14.680000305175781,16.307999849319458,-1.2640532496414232
2024-05-03,58.66398620605469,156.046630859375,13.489999771118164,16.18099980354309,-1.2237141991339684
2024-05-06,58.83383560180664,156.0276641845703,13.489999771118164,16.095999813079835,-1.1956161935878276
2024-05-07,59.08860778808594,157.28012084960938,13.229999542236328,16.008499813079833,-1.1276476005416938
2024-05-08,59.305641174316406,156.62539672851562,13.0,15.868499803543092,-1.1044540681828543
2024-05-09,59.333946228027344,157.5457763671875,12.6899995803833,15.75749979019165,-1.0811538652612496
2024-05-10,59.6925163269043,158.31436157226562,12.550000190734863,15.519499826431275,-1.0055348374586202
2024-05-13,59.994476318359375,157.38450622558594,13.600000381469727,15.237999868392944,-0.973647200438842
2024-05-14,59.54153823852539,157.28012084960938,13.420000076293945,14.988999891281129,-1.0517001968896418
2024-05-15,59.56985092163086,157.9917449951172,12.449999809265137,14.700999927520751,-1.0326070340704059
2024-05-16,59.7491340637207,159.27267456054688,12.420000076293945,14.42199993133545,-0.976722460667062
2024-05-17,59.47549057006836,159.06394958496094,11.989999771118164,14.085999965667725,-1.0268147214164454
2024-05-20,59.04143142700195,158.75082397460938,12.149999618530273,13.846499919891357,-1.1059101084743796
2024-05-21,59.36225509643555,159.7376251220703,11.859999656677246,13.654999923706054,-1.032221370719866
2024-05-22,59.44717788696289,159.22525024414062,12.289999961853027,13.470999908447265,-1.0283105202844527
2024-05-23,58.588497161865234,157.02395629882812,12.770000457763672,13.340999937057495,-1.2166702212948828
2024-05-24,58.503578186035156,156.8721160888672,11.930000305175781,13.185999965667724,-1.2339703994427964
2024-05-28,58.33372116088867,154.7656707763672,12.920000076293945,13.098499965667724,-1.3049160418259365
2024-05-29,58.220497131347656,153.38037109375,14.279999732971191,13.02999997138977,-1.3518278253837666
2024-05-30,58.47526168823242,154.26280212402344,14.470000267028809,12.983999967575073,-1.2913198892712396
2024-05-31,59.381134033203125,156.12252807617188,12.920000076293945,12.895999956130982,-1.1019327924259443
2024-06-03,59.381134033203125,156.22689819335938,13.109999656677246,12.876999950408935,-1.0998287865277068
2024-06-04,60.334171295166016,158.46615600585938,13.15999984741211,12.860499954223632,-0.8948820592917892
2024-06-05,60.31529998779297,157.55528259277344,12.630000114440918,12.830499982833862,-0.9164087742971729
2024-06-06,60.53232955932617,159.85147094726562,12.579999923706055,12.809499979019165,-0.8337281908463213
2024-06-07,60.30586242675781,158.51364135742188,12.220000267028809,12.78600001335144,-0.8986716307911069
2024-06-10,60.003910064697266,158.7887725830078,12.739999771118164,12.795499992370605,-0.9437566266834011
2024-06-11,59.96615982055664,158.912109375,12.850000381469727,12.757999992370605,-0.9476002330870764
2024-06-12,59.333946228027344,156.72979736328125,12.039999961853027,12.68899998664856,-1.0976032540644913
2024-06-13,59.43775177001953,157.8968505859375,11.9399995803833,12.663499975204468,-1.056670411624741
2024-06-14,59.480533599853516,158.25741577148438,12.65999984741211,12.675499963760377,-1.0422280883171888
2024-06-17,59.547096252441406,158.9311065673828,12.75,12.713499975204467,-1.0174858700018057
2024-06-18,59.556610107421875,159.9368896484375,12.300000190734863,12.721000003814698,-0.9956149212317194
2024-06-20,59.12868881225586,159.09242248535156,13.279999732971191,12.792000007629394,-1.084392472287665
2024-06-21,59.68973922729492,159.65220642089844,13.199999809265137,12.8375,-0.9790307757811976
2024-06-24,60.83085632324219,159.83248901367188,13.329999923706055,12.86549997329712,-0.7840538645019184
2024-06-25,60.707237243652344,158.31436157226562,12.84000015258789,12.910999965667724,-0.8353863765113114
2024-06-26,60.90692901611328,158.88363647460938,12.550000190734863,12.892499971389771,-0.7904259885229258
2024-06-27,60.77379608154297,158.0961456298828,12.239999771118164,12.79049997329712,-0.8286248201784756
2024-06-28,60.52655792236328,156.48309326171875,12.4399995803833,12.688999938964844,-0.9025993859904534
2024-07-01,60.17470932006836,154.39564514160156,12.220000267028809,12.653999948501587,-1.0036784203794595
2024-07-02,60.05108642578125,155.5152587890625,12.029999732971191,12.599999952316285,-1.0018371294043609
2024-07-03,60.222259521484375,155.44886779785156,12.09000015258789,12.546499967575073,-0.9744731965254866
2024-07-05,60.63115310668945,156.75827026367188,12.479999542236328,12.538999938964844,-0.8795135434067856
2024-07-08,59.87041473388672,158.001220703125,12.369999885559082,12.528499937057495,-0.9820174553738993
