Date,CL,XLU,VIX,AvgVIX,zscore
2024-01-30,79.9580078125,28.81212043762207,13.3100004196167,13.347500038146972,-1.578183109811006
2024-01-31,79.92949676513672,28.75129508972168,14.350000381469727,13.405000066757202,-1.5853096671950697
2024-02-01,81.75214385986328,29.29871368408203,13.880000114440918,13.397000074386597,-1.2718402490129588
2024-02-02,80.3282241821289,28.770008087158203,13.850000381469727,13.383000087738036,-1.521032195593077
2024-02-05,79.8250961303711,28.17112159729004,13.670000076293945,13.399000072479248,-1.6266099574865596
2024-02-06,79.49285125732422,28.27405548095703,13.0600004196167,13.39800009727478,-1.6751282763015582
2024-02-07,79.60675811767578,28.29277229309082,12.829999923706055,13.40150008201599,-1.6561969883847734
2024-02-08,79.98648071289062,28.09157943725586,12.789999961853027,13.406500101089478,-1.604299338849868
2024-02-09,79.22705078125,28.19919204711914,12.930000305175781,13.431000137329102,-1.7206308711479765
2024-02-12,79.32198333740234,28.526714324951172,13.930000305175781,13.492500162124633,-1.6915849340957123
2024-02-13,79.23654174804688,28.054149627685547,15.850000381469727,13.593000173568726,-1.725289431927494
2024-02-14,79.46436309814453,28.20855140686035,14.380000114440918,13.57250018119812,-1.682450207028201
2024-02-15,79.33148193359375,28.68111228942871,14.010000228881836,13.566500186920166,-1.6835050870318795
2024-02-16,79.24604034423828,28.64835548400879,14.239999771118164,13.613500165939332,-1.698501627035562
2024-02-20,80.31871795654297,28.6296443939209,15.420000076293945,13.725000190734864,-1.5285162863402255
2024-02-21,80.98321533203125,29.00862693786621,15.34000015258789,13.864500188827515,-1.4066008564310355
2024-02-22,81.63822174072266,28.784046173095703,14.539999961853027,13.934500169754028,-1.3118700514871755
2024-02-23,81.87554168701172,28.989912033081055,13.75,13.949500179290771,-1.2653294429177906
2024-02-26,81.78063201904297,28.419099807739258,13.739999771118164,13.973500156402588,-1.3047204771998306
2024-02-27,82.02743530273438,28.95716094970703,13.430000305175781,13.96500015258789,-1.2425395472553273
2024-02-28,82.40715026855469,29.046058654785156,13.84000015258789,13.99150013923645,-1.178303629454471
2024-02-29,82.13184356689453,29.0554141998291,13.399999618530273,13.944000101089477,-1.221737318758468
2024-03-01,82.10337829589844,28.87762451171875,13.109999656677246,13.905500078201294,-1.233831860200243
2024-03-04,82.42613983154297,29.364219665527344,13.489999771118164,13.887500047683716,-1.1617467907244616
2024-03-05,82.3311996459961,29.279998779296875,14.460000038146973,13.927000045776367,-1.1804447143982384
2024-03-06,82.75838470458984,29.560726165771484,14.5,13.999000024795532,-1.1004912787437604
2024-03-07,83.66969299316406,29.7525634765625,14.4399995803833,14.079500007629395,-0.9472415596829405
2024-03-08,83.60324096679688,29.82741928100586,14.739999771118164,14.17699999809265,-0.9546372862518536
2024-03-11,83.66019439697266,29.977140426635742,15.220000267028809,14.291499996185303,-0.9392010804616565
2024-03-12,84.25824737548828,29.687057495117188,13.84000015258789,14.286999988555909,-0.8563240874163437
2024-03-13,84.67593383789062,29.88824462890625,13.75,14.181999969482423,-0.7812663019495687
2024-03-14,83.86903381347656,29.649625778198242,14.399999618530273,14.18299994468689,-0.919883087758028
2024-03-15,83.96395874023438,29.69173240661621,14.40999984741211,14.202999925613403,-0.9029789932159595
2024-03-18,83.79309844970703,29.828540802001953,14.329999923706055,14.207499933242797,-0.9243623272300959
2024-03-19,84.26773834228516,30.09272003173828,13.819999694824219,14.127499914169311,-0.8375574998876766
2024-03-20,83.86903381347656,30.130460739135742,13.039999961853027,14.012499904632568,-0.8994299755281798
2024-03-21,84.26773834228516,30.083284378051758,12.920000076293945,13.931499910354614,-0.8379588610604084
2024-03-22,84.67593383789062,30.12574005126953,13.0600004196167,13.896999931335449,-0.7711640404205811
