Date,NEE,FDX,VIX,AvgVIX,zscore
2024-01-30,55.481868743896484,232.4033203125,13.3100004196167,13.347500038146972,-1.8539019471457059
2024-01-31,54.873512268066406,230.03897094726562,14.350000381469727,13.405000066757202,-1.8878869688775377
2024-02-01,55.921749114990234,230.66815185546875,13.880000114440918,13.397000074386597,-1.7509614081884954
2024-02-02,54.42426300048828,231.05906677246094,13.850000381469727,13.383000087738036,-1.9759114920327876
2024-02-05,52.383941650390625,227.1979217529297,13.670000076293945,13.399000072479248,-2.1824481799224293
2024-02-06,52.62727355957031,230.0675506591797,13.0600004196167,13.39800009727478,-2.212623800605233
2024-02-07,52.767669677734375,230.83978271484375,12.829999923706055,13.40150008201599,-2.20993561335205
2024-02-08,52.68343734741211,230.47752380371094,12.789999961853027,13.406500101089478,-2.2138473120035287
2024-02-09,52.95486068725586,231.3069305419922,12.930000305175781,13.431000137329102,-2.19355526882956
2024-02-12,53.862709045410156,233.04208374023438,13.930000305175781,13.492500162124633,-2.102045562663342
2024-02-13,51.71006774902344,225.367431640625,15.850000381469727,13.593000173568726,-2.238031225974196
2024-02-14,52.4213752746582,225.7869110107422,14.380000114440918,13.57250018119812,-2.1449470595229205
2024-02-15,53.60064697265625,225.4913330078125,14.010000228881836,13.566500186920166,-1.968077751987271
2024-02-16,53.37601852416992,226.51145935058594,14.239999771118164,13.613500165939332,-2.023694744810288
2024-02-20,52.98293685913086,228.3705596923828,15.420000076293945,13.725000190734864,-2.1227026057038225
2024-02-21,53.44154357910156,230.15338134765625,15.34000015258789,13.864500188827515,-2.0970937964716154
2024-02-22,53.039085388183594,232.77513122558594,14.539999961853027,13.934500169754028,-2.2148046220254374
2024-02-23,53.14204025268555,232.10777282714844,13.75,13.949500179290771,-2.1847680567163548
2024-02-26,52.088932037353516,229.8768768310547,13.739999771118164,13.973500156402588,-2.2859577634997814
2024-02-27,52.476173400878906,230.14382934570312,13.430000305175781,13.96500015258789,-2.2361598109635192
2024-02-28,51.98503494262695,232.97531127929688,13.84000015258789,13.99150013923645,-2.371436760707256
2024-02-29,52.126708984375,237.36085510253906,13.399999618530273,13.944000101089477,-2.450766305091892
2024-03-01,52.14559555053711,235.10137939453125,13.109999656677246,13.905500078201294,-2.3966387427529336
2024-03-04,51.91891860961914,235.26344299316406,13.489999771118164,13.887500047683716,-2.433030538004603
2024-03-05,52.32505416870117,237.12249755859375,14.460000038146973,13.927000045776367,-2.416726535421723
2024-03-06,52.447837829589844,236.8174285888672,14.5,13.999000024795532,-2.392071088344856
2024-03-07,53.127872467041016,238.57164001464844,14.4399995803833,14.079500007629395,-2.3338638484813954
2024-03-08,54.601287841796875,237.32594299316406,14.739999771118164,14.17699999809265,-2.092940564208878
2024-03-11,54.657955169677734,242.1361083984375,15.220000267028809,14.291499996185303,-2.1941949067413304
2024-03-12,53.97792053222656,243.59255981445312,13.84000015258789,14.286999988555909,-2.3254440752554686
2024-03-13,56.23527145385742,244.55078125,13.75,14.181999969482423,-2.0215535027590605
2024-03-14,56.23527145385742,244.84780883789062,14.399999618530273,14.18299994468689,-2.0283108201576843
2024-03-15,56.745296478271484,242.70143127441406,14.40999984741211,14.202999925613403,-1.9058949078035858
2024-03-18,56.830291748046875,242.5960235595703,14.329999923706055,14.207499933242797,-1.8912338115600065
2024-03-19,57.86924362182617,245.89224243164062,13.819999694824219,14.127499914169311,-1.8163224569235958
2024-03-20,58.747623443603516,249.12135314941406,13.039999961853027,14.012499904632568,-1.7630516930242786
2024-03-21,57.954246520996094,253.77818298339844,12.920000076293945,13.931499910354614,-1.9834618126372237
2024-03-22,58.35093307495117,272.43426513671875,13.0600004196167,13.896999931335449,-2.3506500815148743
2024-03-25,59.13486862182617,270.75738525390625,13.1899995803833,13.869499921798706,-2.199395417937709
2024-03-26,58.020362854003906,276.9090270996094,13.239999771118164,13.859999895095825,-2.500144581473494
2024-03-27,60.24937438964844,275.8454284667969,12.779999732971191,13.80699987411499,-2.1543468105046686
2024-03-28,60.36271667480469,277.62762451171875,13.010000228881836,13.787499904632568,-2.1785384181601963
2024-04-01,59.862125396728516,268.4194030761719,13.649999618530273,13.81449990272522,-2.0412784074666765
2024-04-02,59.3898811340332,263.7817687988281,14.609999656677246,13.870499897003175,-2.0039084289798192
2024-04-03,59.07819747924805,266.8479919433594,14.329999923706055,13.863999891281129,-2.118634008301375
2024-04-04,60.19270324707031,263.9925537109375,16.350000381469727,13.956499910354614,-1.8928728086231237
2024-04-05,60.61772155761719,262.08575439453125,16.030000686645508,14.035999965667724,-1.7881719960662246
2024-04-08,61.25998306274414,264.0500183105469,15.1899995803833,14.058499956130982,-1.7401933039998307
2024-04-09,61.75111389160156,264.81658935546875,14.979999542236328,14.046499919891357,-1.68677243073591
2024-04-10,60.45716857910156,259.0003356933594,15.800000190734863,14.144499921798706,-1.741143881943487
2024-04-11,60.39104461669922,260.8017883300781,14.90999984741211,14.202499914169312,-1.7916669096824582
2024-04-12,59.57877731323242,256.6048583984375,17.309999465942383,14.347999906539917,-1.8133812883336955
2024-04-15,59.267093658447266,255.5891571044922,19.229999542236328,14.588999891281128,-1.8352439143387975
2024-04-16,58.27537536621094,253.86441040039062,18.399999618530273,14.792499876022339,-1.9390910951429465
2024-04-17,60.24937438964844,252.0725860595703,18.209999084472656,15.01199984550476,-1.6135194659677294
2024-04-18,60.45716857910156,252.36004638671875,18.0,15.259999847412109,-1.5900786466153043
2024-04-19,60.73106384277344,255.82870483398438,18.709999084472656,15.549499797821046,-1.6294723962503121
2024-04-22,61.68501281738281,258.8566589355469,16.940000534057617,15.743499803543092,-1.5607222653490507
2024-04-23,62.525604248046875,260.38970947265625,15.6899995803833,15.868499803543092,-1.47431857400447
2024-04-24,62.8656120300293,254.9472198486328,15.970000267028809,16.004999828338622,-1.3014468174897584
2024-04-25,63.1867561340332,254.42015075683594,15.369999885559082,16.13449983596802,-1.2431215272401943
2024-04-26,62.32726287841797,254.72677612304688,15.029999732971191,16.235499811172485,-1.3741046220200346
2024-04-29,63.677886962890625,254.74598693847656,14.670000076293945,16.28649983406067,-1.1796740252008775
2024-04-30,63.25286865234375,250.8365020751953,15.649999618530273,16.33849983215332,-1.1520555519909057
2024-05-01,64.80184173583984,249.83045959472656,15.390000343322754,16.391499853134157,-0.9056829163137685
2024-05-02,65.02851867675781,251.0760955810547,14.680000305175781,16.307999849319458,-0.9013160011920727
