Date,PEP,KLAC,VIX,AvgVIX,zscore
2024-01-30,156.6417999267578,584.34326171875,13.3100004196167,13.347500038146972,0.6527413857376246
2024-01-31,155.63519287109375,583.0574340820312,14.350000381469727,13.405000066757202,0.565914378793455
2024-02-01,158.56263732910156,588.02392578125,13.880000114440918,13.397000074386597,0.818313620317082
2024-02-02,157.8885040283203,593.1474609375,13.850000381469727,13.383000087738036,0.7596106019129767
2024-02-05,157.84231567382812,603.5122680664062,13.670000076293945,13.399000072479248,0.7546611898593857
2024-02-06,158.30404663085938,590.4973754882812,13.0600004196167,13.39800009727478,0.795748681831637
2024-02-07,158.3502197265625,597.6427612304688,12.829999923706055,13.40150008201599,0.7990751743189418
2024-02-08,160.5481414794922,607.0554809570312,12.789999961853027,13.406500101089478,0.988049840277612
2024-02-09,154.84100341796875,637.78662109375,12.930000305175781,13.431000137329102,0.4922475321338479
2024-02-12,157.55606079101562,636.0689697265625,13.930000305175781,13.492500162124633,0.7269207662863597
2024-02-13,155.9584197998047,629.2180786132812,15.850000381469727,13.593000173568726,0.5895583422853574
2024-02-14,154.7024688720703,641.751953125,14.380000114440918,13.57250018119812,0.4799143299796711
2024-02-15,155.01644897460938,641.7420654296875,14.010000228881836,13.566500186920166,0.5070354023341914
2024-02-16,153.5942840576172,650.5657958984375,14.239999771118164,13.613500165939332,0.383378183128466
2024-02-20,155.74600219726562,641.14208984375,15.420000076293945,13.725000190734864,0.5701064162460825
2024-02-21,155.9122314453125,641.28955078125,15.34000015258789,13.864500188827515,0.5844508776764236
2024-02-22,155.3765869140625,672.6201782226562,14.539999961853027,13.934500169754028,0.5352828692057879
2024-02-23,156.62332153320312,657.9140625,13.75,13.949500179290771,0.6443319882810165
2024-02-26,155.38583374023438,672.6694946289062,13.739999771118164,13.973500156402588,0.5360770003633155
2024-02-27,155.29348754882812,666.53125,13.430000305175781,13.96500015258789,0.5286690179683
2024-02-28,154.2499542236328,662.02587890625,13.84000015258789,13.99150013923645,0.4389506484803018
2024-02-29,153.8544921875,671.1742553710938,13.399999618530273,13.944000101089477,0.4039452352178767
2024-03-01,153.1565704345703,705.8690795898438,13.109999656677246,13.905500078201294,0.34044891203607747
2024-03-04,153.88238525390625,706.1052856445312,13.489999771118164,13.887500047683716,0.4031195819174009
2024-03-05,150.7837371826172,694.35986328125,14.460000038146973,13.927000045776367,0.13656035001047187
2024-03-06,151.6770477294922,703.7935180664062,14.5,13.999000024795532,0.21284676360664836
2024-03-07,151.77938842773438,711.4662475585938,14.4399995803833,14.079500007629395,0.22097591839822397
2024-03-08,151.7235565185547,687.8085327148438,14.739999771118164,14.17699999809265,0.21834433245110604
2024-03-11,153.286865234375,674.2039794921875,15.220000267028809,14.291499996185303,0.3546356508605724
2024-03-12,153.1100311279297,687.0116577148438,13.84000015258789,14.286999988555909,0.3381754279745374
2024-03-13,153.81729125976562,677.4796142578125,13.75,14.181999969482423,0.40014805720989405
2024-03-14,153.33338928222656,681.0407104492188,14.399999618530273,14.18299994468689,0.35802104119306316
2024-03-15,153.2217254638672,672.7481079101562,14.40999984741211,14.202999925613403,0.3491440040081749
2024-03-18,159.36325073242188,679.4373168945312,14.329999923706055,14.207499933242797,0.8790012191302053
2024-03-19,159.86572265625,669.9544067382812,13.819999694824219,14.127499914169311,0.9232806349826063
2024-03-20,159.9215545654297,684.6016845703125,13.039999961853027,14.012499904632568,0.9267466685581961
2024-03-21,160.4705810546875,701.50146484375,12.920000076293945,13.931499910354614,0.9726039788043845
