Date,CVX,JPM,VIX,AvgVIX,zscore
2024-01-30,136.21121215820312,168.0081024169922,13.3100004196167,13.347500038146972,0.042391609718793466
2024-01-31,133.77041625976562,166.1876220703125,14.350000381469727,13.405000066757202,-0.1116284015324023
2024-02-01,134.1878204345703,165.587158203125,13.880000114440918,13.397000074386597,-0.0731855743255328
2024-02-02,138.1348114013672,166.54031372070312,13.850000381469727,13.383000087738036,0.2023050983582231
2024-02-05,138.21644592285156,166.3210906982422,13.670000076293945,13.399000072479248,0.21117479407511408
2024-02-06,138.23460388183594,166.8929443359375,13.0600004196167,13.39800009727478,0.20490924044841333
2024-02-07,138.03497314453125,167.2074737548828,12.829999923706055,13.40150008201599,0.18616027173532576
2024-02-08,139.78619384765625,166.6070098876953,12.789999961853027,13.406500101089478,0.32197613855823404
2024-02-09,137.04595947265625,166.80712890625,12.930000305175781,13.431000137329102,0.11927341602756927
2024-02-12,137.98963928222656,167.5506134033203,13.930000305175781,13.492500162124633,0.17829569752847776
2024-02-13,136.64675903320312,166.09231567382812,15.850000381469727,13.593000173568726,0.09961933776092229
2024-02-14,137.01873779296875,167.7793731689453,14.380000114440918,13.57250018119812,0.10437996088337724
2024-02-15,141.67837524414062,171.43936157226562,14.010000228881836,13.566500186920166,0.39596399267220783
2024-02-16,141.8343048095703,170.63877868652344,14.239999771118164,13.613500165939332,0.4179748101243024
2024-02-20,141.25643920898438,171.3059539794922,15.420000076293945,13.725000190734864,0.3669321960897957
2024-02-21,142.57730102539062,172.42112731933594,15.34000015258789,13.864500188827515,0.44855598612925784
2024-02-22,142.56809997558594,174.48941040039062,14.539999961853027,13.934500169754028,0.4204285879858704
2024-02-23,141.8618621826172,175.36627197265625,13.75,13.949500179290771,0.3572308696514306
2024-02-26,141.669189453125,174.7658233642578,13.739999771118164,13.973500156402588,0.35113585264922026
2024-02-27,139.56871032714844,174.85157775878906,13.430000305175781,13.96500015258789,0.19665553755082002
2024-02-28,139.7338104248047,175.7379913330078,13.84000015258789,13.99150013923645,0.1969415819111737
2024-02-29,139.43112182617188,177.33924865722656,13.399999618530273,13.944000101089477,0.15358821100994313
2024-03-01,140.16493225097656,176.60533142089844,13.109999656677246,13.905500078201294,0.2169012900562622
2024-03-04,136.56011962890625,177.93019104003906,13.489999771118164,13.887500047683716,-0.06384903239663008
2024-03-05,137.2113800048828,179.7125701904297,14.460000038146973,13.927000045776367,-0.03996528270139052
2024-03-06,136.05564880371094,180.64662170410156,14.5,13.999000024795532,-0.13673668902750924
2024-03-07,137.0095977783203,179.06439208984375,14.4399995803833,14.079500007629395,-0.04609173195645678
2024-03-08,137.47738647460938,179.39801025390625,14.739999771118164,14.17699999809265,-0.016370259806781418
2024-03-11,139.42193603515625,179.46473693847656,15.220000267028809,14.291499996185303,0.12470254898947238
2024-03-12,139.321044921875,180.94207763671875,13.84000015258789,14.286999988555909,0.09772601246769659
2024-03-13,141.1555633544922,182.409912109375,13.75,14.181999969482423,0.21216699690840388
2024-03-14,142.81578063964844,179.15972900390625,14.399999618530273,14.18299994468689,0.37651335206482256
2024-03-15,142.67820739746094,181.38050842285156,14.40999984741211,14.202999925613403,0.3369900248861338
