Date,PEP,META,VIX,AvgVIX,zscore
2024-01-30,156.6417999267578,396.9449768066406,13.3100004196167,13.347500038146972,-0.8205382591170028
2024-01-31,155.63519287109375,387.1021728515625,14.350000381469727,13.405000066757202,-1.0030069727242774
2024-02-01,158.56263732910156,391.70611572265625,13.880000114440918,13.397000074386597,-0.6578366188807323
2024-02-02,157.8885040283203,471.2915344238281,13.850000381469727,13.383000087738036,-0.1145807637756198
2024-02-05,157.84231567382812,455.8328552246094,13.670000076293945,13.399000072479248,-0.23883706930316315
2024-02-06,158.30404663085938,451.17938232421875,13.0600004196167,13.39800009727478,-0.22593635927074698
2024-02-07,158.3502197265625,465.9336242675781,12.829999923706055,13.40150008201599,-0.10712130057623251
2024-02-08,160.5481414794922,466.34039306640625,12.789999961853027,13.406500101089478,0.12848125458354495
2024-02-09,154.84100341796875,464.4651184082031,12.930000305175781,13.431000137329102,-0.4896106025556247
2024-02-12,157.55606079101562,465.24896240234375,13.930000305175781,13.492500162124633,-0.19640183824926047
2024-02-13,155.9584197998047,456.5373229980469,15.850000381469727,13.593000173568726,-0.4326459996339555
2024-02-14,154.7024688720703,469.5948791503906,14.380000114440918,13.57250018119812,-0.4646508191796478
2024-02-15,155.01644897460938,480.26116943359375,14.010000228881836,13.566500186920166,-0.34907833824151435
2024-02-16,153.5942840576172,469.63458251953125,14.239999771118164,13.613500165939332,-0.581550546588618
2024-02-20,155.74600219726562,468.0767517089844,15.420000076293945,13.725000190734864,-0.36600523143040214
2024-02-21,155.9122314453125,464.8784484863281,15.34000015258789,13.864500188827515,-0.3731212772993793
2024-02-22,155.3765869140625,482.8565673828125,14.539999961853027,13.934500169754028,-0.29094707896903543
2024-02-23,156.62332153320312,480.7707214355469,13.75,13.949500179290771,-0.17519395948760297
2024-02-26,155.38583374023438,478.49609375,13.739999771118164,13.973500156402588,-0.32364047797101375
2024-02-27,155.29348754882812,483.7703857421875,13.430000305175781,13.96500015258789,-0.2926795549352326
2024-02-28,154.2499542236328,480.7607727050781,13.84000015258789,13.99150013923645,-0.4262881522536925
2024-02-29,153.8544921875,486.8296813964844,13.399999618530273,13.944000101089477,-0.4212500489042303
2024-03-01,153.1565704345703,498.9176940917969,13.109999656677246,13.905500078201294,-0.40172211296107985
2024-03-04,153.88238525390625,494.8353576660156,13.489999771118164,13.887500047683716,-0.35648048590537657
2024-03-05,150.7837371826172,486.91900634765625,14.460000038146973,13.927000045776367,-0.7453363282586983
2024-03-06,151.6770477294922,492.7495422363281,14.5,13.999000024795532,-0.6058328874599944
2024-03-07,151.77938842773438,508.7411193847656,14.4399995803833,14.079500007629395,-0.471522658317992
2024-03-08,151.7235565185547,502.54315185546875,14.739999771118164,14.17699999809265,-0.5252881054653163
2024-03-11,153.286865234375,480.33367919921875,15.220000267028809,14.291499996185303,-0.5314465158458131
2024-03-12,153.1100311279297,496.3849182128906,13.84000015258789,14.286999988555909,-0.42620228906659835
2024-03-13,153.81729125976562,492.2330322265625,13.75,14.181999969482423,-0.3834601428689696
2024-03-14,153.33338928222656,488.5181884765625,14.399999618530273,14.18299994468689,-0.46332552092396895
2024-03-15,153.2217254638672,480.84027099609375,14.40999984741211,14.202999925613403,-0.5344240943922768
2024-03-18,159.36325073242188,493.6335754394531,14.329999923706055,14.207499933242797,0.21391892971640847
2024-03-19,159.86572265625,492.8984680175781,13.819999694824219,14.127499914169311,0.26138601984535653
2024-03-20,159.9215545654297,502.1159973144531,13.039999961853027,14.012499904632568,0.3384683879769168
