Date,PEP,KBE,VIX,AvgVIX,zscore
2024-01-30,156.6417999267578,44.09140396118164,13.3100004196167,13.347500038146972,0.28507299977537365
2024-01-31,155.63519287109375,42.215370178222656,14.350000381469727,13.405000066757202,0.12181445314539713
2024-02-01,158.56263732910156,41.31035232543945,13.880000114440918,13.397000074386597,0.34784660058728484
2024-02-02,157.8885040283203,41.489471435546875,13.850000381469727,13.383000087738036,0.2946503966166288
2024-02-05,157.84231567382812,40.85784912109375,13.670000076293945,13.399000072479248,0.26582452300826637
2024-02-06,158.30404663085938,40.57501983642578,13.0600004196167,13.39800009727478,0.29599703289061124
2024-02-07,158.3502197265625,40.55617141723633,12.829999923706055,13.40150008201599,0.2993832441748688
2024-02-08,160.5481414794922,40.67873001098633,12.789999961853027,13.406500101089478,0.5004538967320712
2024-02-09,154.84100341796875,41.2066535949707,12.930000305175781,13.431000137329102,0.011443743139491999
2024-02-12,157.55606079101562,41.89484786987305,13.930000305175781,13.492500162124633,0.28081598843281175
2024-02-13,155.9584197998047,40.39590835571289,15.850000381469727,13.593000173568726,0.07952445326975706
2024-02-14,154.7024688720703,41.168941497802734,14.380000114440918,13.57250018119812,-0.002402425088752381
2024-02-15,155.01644897460938,42.271942138671875,14.010000228881836,13.566500186920166,0.06877208998815373
2024-02-16,153.5942840576172,41.89484786987305,14.239999771118164,13.613500165939332,-0.07297658050527868
2024-02-20,155.74600219726562,41.6214485168457,15.420000076293945,13.725000190734864,0.10848308567659667
2024-02-21,155.9122314453125,41.44233703613281,15.34000015258789,13.864500188827515,0.11632299886646154
2024-02-22,155.3765869140625,41.53660583496094,14.539999961853027,13.934500169754028,0.0721757629219385
2024-02-23,156.62332153320312,41.56489562988281,13.75,13.949500179290771,0.18461736700608236
2024-02-26,155.38583374023438,41.2066535949707,13.739999771118164,13.973500156402588,0.06009790320983373
2024-02-27,155.29348754882812,41.65916061401367,13.430000305175781,13.96500015258789,0.06954767965052536
2024-02-28,154.2499542236328,41.366920471191406,13.84000015258789,13.99150013923645,-0.035070190440061336
