Date,PEP,GILD,VIX,AvgVIX,zscore
2024-01-30,156.6417999267578,73.06415557861328,13.3100004196167,13.347500038146972,0.3061814367066804
2024-01-31,155.63519287109375,72.7295913696289,14.350000381469727,13.405000066757202,0.2094523153157579
2024-02-01,158.56263732910156,72.63666534423828,13.880000114440918,13.397000074386597,0.4759871041400696
2024-02-02,157.8885040283203,71.52146911621094,13.850000381469727,13.383000087738036,0.39885387773392733
2024-02-05,157.84231567382812,71.28912353515625,13.670000076293945,13.399000072479248,0.39140747528465597
2024-02-06,158.30404663085938,72.2277603149414,13.0600004196167,13.39800009727478,0.4466611970252498
2024-02-07,158.3502197265625,69.16096496582031,12.829999923706055,13.40150008201599,0.4083735558778157
2024-02-08,160.5481414794922,68.58478546142578,12.789999961853027,13.406500101089478,0.6014676932942349
2024-02-09,154.84100341796875,68.46395111083984,12.930000305175781,13.431000137329102,0.0776641060258794
2024-02-12,157.55606079101562,69.1888427734375,13.930000305175781,13.492500162124633,0.3361048287780108
2024-02-13,155.9584197998047,68.33385467529297,15.850000381469727,13.593000173568726,0.1780897136507403
2024-02-14,154.7024688720703,67.87847900390625,14.380000114440918,13.57250018119812,0.056874198138786615
2024-02-15,155.01644897460938,68.1851577758789,14.010000228881836,13.566500186920166,0.08985045320542637
2024-02-16,153.5942840576172,66.52165985107422,14.239999771118164,13.613500165939332,-0.0633184457326044
2024-02-20,155.74600219726562,66.94914245605469,15.420000076293945,13.725000190734864,0.13946141539101364
2024-02-21,155.9122314453125,68.02716827392578,15.34000015258789,13.864500188827515,0.1696127997408052
2024-02-22,155.3765869140625,67.6368408203125,14.539999961853027,13.934500169754028,0.11519760802942315
2024-02-23,156.62332153320312,68.3524398803711,13.75,13.949500179290771,0.23917716483971418
2024-02-26,155.38583374023438,67.79483795166016,13.739999771118164,13.973500156402588,0.11823372596704768
2024-02-27,155.29348754882812,67.85987854003906,13.430000305175781,13.96500015258789,0.11068684749547013
2024-02-28,154.2499542236328,67.5625,13.84000015258789,13.99150013923645,0.011094922039477215
2024-02-29,153.8544921875,67.0049057006836,13.399999618530273,13.944000101089477,-0.03281405328970982
2024-03-01,153.1565704345703,67.20005798339844,13.109999656677246,13.905500078201294,-0.09395957873364882
2024-03-04,153.88238525390625,67.14431762695312,13.489999771118164,13.887500047683716,-0.028329675802410303
2024-03-05,150.7837371826172,67.83201599121094,14.460000038146973,13.927000045776367,-0.3022826326572024
2024-03-06,151.6770477294922,67.49745178222656,14.5,13.999000024795532,-0.22519411109879198
2024-03-07,151.77938842773438,68.45466613769531,14.4399995803833,14.079500007629395,-0.2025623813937797
2024-03-08,151.7235565185547,69.81149291992188,14.739999771118164,14.17699999809265,-0.18886195700207087
2024-03-11,153.286865234375,69.99736785888672,15.220000267028809,14.291499996185303,-0.04326303430491047
2024-03-12,153.1100311279297,69.77433776855469,13.84000015258789,14.286999988555909,-0.06253268528883796
2024-03-13,153.81729125976562,70.57354736328125,13.75,14.181999969482423,0.01325101093876163
2024-03-14,153.33338928222656,69.67225646972656,14.399999618530273,14.18299994468689,-0.0435133813918962
2024-03-15,153.2217254638672,69.18405151367188,14.40999984741211,14.202999925613403,-0.06049665275866308
2024-03-18,159.36325073242188,68.78032684326172,14.329999923706055,14.207499933242797,0.49577625960813226
2024-03-19,159.86572265625,68.92117309570312,13.819999694824219,14.127499914169311,0.543698285971167
2024-03-20,159.9215545654297,69.45631408691406,13.039999961853027,14.012499904632568,0.5562242936465487
2024-03-21,160.4705810546875,68.62073516845703,12.920000076293945,13.931499910354614,0.5948702619179137
2024-03-22,160.07044982910156,68.17008972167969,13.0600004196167,13.896999931335449,0.5520166403140004
2024-03-25,160.6101837158203,68.14192199707031,13.1899995803833,13.869499921798706,0.6010047800489957
2024-03-26,160.7311248779297,67.98231506347656,13.239999771118164,13.859999895095825,0.6098568474005829
2024-03-27,161.5127716064453,68.54562377929688,12.779999732971191,13.80699987411499,0.689175890708802
2024-03-28,162.85272216796875,68.77094268798828,13.010000228881836,13.787499904632568,0.8148872316875875
2024-04-01,160.96376037597656,68.423583984375,13.649999618530273,13.81449990272522,0.637256820571631
2024-04-02,159.53073120117188,67.68186950683594,14.609999656677246,13.870499897003175,0.495871733822466
2024-04-03,157.89297485351562,66.55526733398438,14.329999923706055,13.863999891281129,0.33042147690284684
2024-04-04,157.86509704589844,65.29718780517578,16.350000381469727,13.956499910354614,0.3104315399939961
2024-04-05,157.39051818847656,65.32536315917969,16.030000686645508,14.035999965667724,0.2674043401103422
2024-04-08,157.7999267578125,65.17514038085938,15.1899995803833,14.058499956130982,0.3027774901516088
2024-04-09,158.75839233398438,65.6633529663086,14.979999542236328,14.046499919891357,0.3972321667646771
2024-04-10,157.21371459960938,63.95463562011719,15.800000190734863,14.144499921798706,0.23222811434363141
2024-04-11,156.66468811035156,64.45223236083984,14.90999984741211,14.202499914169312,0.18889704162773496
2024-04-12,156.42274475097656,63.90769958496094,17.309999465942383,14.347999906539917,0.15921407854728173
2024-04-15,155.35263061523438,63.60725402832031,19.229999542236328,14.588999891281128,0.05714784119495198
2024-04-16,155.8644256591797,63.194156646728516,18.399999618530273,14.792499876022339,0.09824405199110561
2024-04-17,157.70689392089844,62.83740997314453,18.209999084472656,15.01199984550476,0.261860613051698
2024-04-18,160.30308532714844,62.11448669433594,18.0,15.259999847412109,0.48935706110189187
2024-04-19,162.03387451171875,62.677791595458984,18.709999084472656,15.549499797821046,0.6555101880818507
2024-04-22,164.2020263671875,62.85618209838867,16.940000534057617,15.743499803543092,0.8563406081377711
2024-04-23,159.32603454589844,62.9312858581543,15.6899995803833,15.868499803543092,0.41129213647407004
2024-04-24,165.0860137939453,62.978233337402344,15.970000267028809,16.004999828338622,0.9389057832450339
2024-04-25,164.40670776367188,61.278900146484375,15.369999885559082,16.13449983596802,0.8532020208625266
2024-04-26,163.3831329345703,61.41973114013672,15.029999732971191,16.235499811172485,0.7615104918085489
2024-04-29,163.90423583984375,61.90794372558594,14.670000076293945,16.28649983406067,0.8159521970864383
2024-04-30,163.69021606445312,61.21318435668945,15.649999618530273,16.33849983215332,0.78674143815779
2024-05-01,162.98301696777344,61.504234313964844,15.390000343322754,16.391499853134157,0.7260764892331083
2024-05-02,163.26219177246094,61.33523941040039,14.680000305175781,16.307999849319458,0.7492747320382133
2024-05-03,163.91354370117188,60.81886672973633,13.489999771118164,16.18099980354309,0.8017069740082151
2024-05-06,163.60650634765625,61.53239440917969,13.489999771118164,16.095999813079835,0.7835079780239748
