Date,PEP,AMAT,VIX,AvgVIX,zscore
2024-01-30,156.6417999267578,163.11367797851562,13.3100004196167,13.347500038146972,0.9383841933259364
2024-01-31,155.63519287109375,161.21017456054688,14.350000381469727,13.405000066757202,0.8568122418116685
2024-02-01,158.56263732910156,163.8299560546875,13.880000114440918,13.397000074386597,1.110035686676241
2024-02-02,157.8885040283203,165.0172119140625,13.850000381469727,13.383000087738036,1.041902783588963
2024-02-05,157.84231567382812,167.87246704101562,13.670000076293945,13.399000072479248,1.0220207196156978
2024-02-06,158.30404663085938,165.5274200439453,13.0600004196167,13.39800009727478,1.0770884152012998
2024-02-07,158.3502197265625,167.68605041503906,12.829999923706055,13.40150008201599,1.0694696757563846
2024-02-08,160.5481414794922,170.6198272705078,12.789999961853027,13.406500101089478,1.2542867077829494
2024-02-09,154.84100341796875,182.34506225585938,12.930000305175781,13.431000137329102,0.6682994531771823
2024-02-12,157.55606079101562,182.0507049560547,13.930000305175781,13.492500162124633,0.9180920380304868
2024-02-13,155.9584197998047,176.9190673828125,15.850000381469727,13.593000173568726,0.8002000057253192
2024-02-14,154.7024688720703,182.68850708007812,14.380000114440918,13.57250018119812,0.6537526037846776
2024-02-15,155.01644897460938,184.13087463378906,14.010000228881836,13.566500186920166,0.6745420354304087
2024-02-16,153.5942840576172,195.81687927246094,14.239999771118164,13.613500165939332,0.4804510448004148
2024-02-20,155.74600219726562,185.58302307128906,15.420000076293945,13.725000190734864,0.733264556690697
2024-02-21,155.9122314453125,187.06712341308594,15.34000015258789,13.864500188827515,0.7403194790304952
2024-02-22,155.3765869140625,196.30599975585938,14.539999961853027,13.934500169754028,0.640685243480393
2024-02-23,156.62332153320312,193.7800750732422,13.75,13.949500179290771,0.7685006548711351
2024-02-26,155.38583374023438,200.0605010986328,13.739999771118164,13.973500156402588,0.620938351011963
2024-02-27,155.29348754882812,199.38233947753906,13.430000305175781,13.96500015258789,0.6162166437859544
2024-02-28,154.2499542236328,194.15350341796875,13.84000015258789,13.99150013923645,0.549507620162147
2024-02-29,153.8544921875,198.16360473632812,13.399999618530273,13.944000101089477,0.49136519763996905
2024-03-01,153.1565704345703,206.6456298828125,13.109999656677246,13.905500078201294,0.38104857957899424
2024-03-04,153.88238525390625,205.89866638183594,13.489999771118164,13.887500047683716,0.4514907406004744
2024-03-05,150.7837371826172,203.83468627929688,14.460000038146973,13.927000045776367,0.17956952862997252
2024-03-06,151.6770477294922,208.53271484375,14.5,13.999000024795532,0.2354582724171658
2024-03-07,151.77938842773438,208.96517944335938,14.4399995803833,14.079500007629395,0.2424411204078285
2024-03-08,151.7235565185547,202.03602600097656,14.739999771118164,14.17699999809265,0.27534161724565204
2024-03-11,153.286865234375,197.91786193847656,15.220000267028809,14.291499996185303,0.4408273301178316
2024-03-12,153.1100311279297,201.42666625976562,13.84000015258789,14.286999988555909,0.4054187021044281
2024-03-13,153.81729125976562,197.12176513671875,13.75,14.181999969482423,0.4936788587394475
2024-03-14,153.33338928222656,197.30850219726562,14.399999618530273,14.18299994468689,0.448422128351712
2024-03-15,153.2217254638672,195.24449157714844,14.40999984741211,14.202999925613403,0.4495355313852242
2024-03-18,159.36325073242188,197.28884887695312,14.329999923706055,14.207499933242797,0.9997078810230758
2024-03-19,159.86572265625,197.88839721679688,13.819999694824219,14.127499914169311,1.042349553785318
