Date,KRE,GILD,VIX,AvgVIX,zscore
2024-01-30,49.64396667480469,73.06415557861328,13.3100004196167,13.347500038146972,-0.2985887498658427
2024-01-31,46.738121032714844,72.7295913696289,14.350000381469727,13.405000066757202,-0.9960186781101229
2024-02-01,45.28049087524414,72.63666534423828,13.880000114440918,13.397000074386597,-1.3505524478080893
2024-02-02,45.48737335205078,71.52146911621094,13.850000381469727,13.383000087738036,-1.2295905349621832
2024-02-05,44.735050201416016,71.28912353515625,13.670000076293945,13.399000072479248,-1.4010318236049255
2024-02-06,44.170814514160156,72.2277603149414,13.0600004196167,13.39800009727478,-1.5992841139679022
2024-02-07,44.057960510253906,69.16096496582031,12.829999923706055,13.40150008201599,-1.4351865179166532
2024-02-08,44.23664855957031,68.58478546142578,12.789999961853027,13.406500101089478,-1.3549399569537588
2024-02-09,45.01717758178711,68.46395111083984,12.930000305175781,13.431000137329102,-1.1544148200368904
2024-02-12,45.98579788208008,69.1888427734375,13.930000305175781,13.492500162124633,-0.9603370323896528
2024-02-13,44.039154052734375,68.33385467529297,15.850000381469727,13.593000173568726,-1.3880544692088284
2024-02-14,44.8573112487793,67.87847900390625,14.380000114440918,13.57250018119812,-1.1572830000358938
2024-02-15,46.28672409057617,68.1851577758789,14.010000228881836,13.566500186920166,-0.8231070535457592
2024-02-16,45.80710983276367,66.52165985107422,14.239999771118164,13.613500165939332,-0.8375325321728971
2024-02-20,45.44976806640625,66.94914245605469,15.420000076293945,13.725000190734864,-0.9526361996398418
2024-02-21,45.148834228515625,68.02716827392578,15.34000015258789,13.864500188827515,-1.0945221798280456
2024-02-22,45.1112174987793,67.6368408203125,14.539999961853027,13.934500169754028,-1.0793851936196428
2024-02-23,45.01717758178711,68.3524398803711,13.75,13.949500179290771,-1.147433647198072
2024-02-26,44.593990325927734,67.79483795166016,13.739999771118164,13.973500156402588,-1.21714413428707
2024-02-27,45.148834228515625,67.85987854003906,13.430000305175781,13.96500015258789,-1.084048987652567
2024-02-28,44.65981674194336,67.5625,13.84000015258789,13.99150013923645,-1.1863251614683201
2024-02-29,45.27109146118164,67.0049057006836,13.399999618530273,13.944000101089477,-1.000299214287601
2024-03-01,44.77267837524414,67.20005798339844,13.109999656677246,13.905500078201294,-1.1357330892395394
2024-03-04,44.763267517089844,67.14431762695312,13.489999771118164,13.887500047683716,-1.134569985182643
2024-03-05,46.56884002685547,67.83201599121094,14.460000038146973,13.927000045776367,-0.7312546290320234
2024-03-06,46.512420654296875,67.49745178222656,14.5,13.999000024795532,-0.7242570457547297
2024-03-07,46.57825469970703,68.45466613769531,14.4399995803833,14.079500007629395,-0.7679082397397005
2024-03-08,46.615867614746094,69.81149291992188,14.739999771118164,14.17699999809265,-0.8435539656954992
