Date,KO,KDP,VIX,AvgVIX,zscore
2024-01-30,56.073490142822266,29.754362106323242,13.3100004196167,13.347500038146972,-1.6970438872069746
2024-01-31,55.6896858215332,29.41752052307129,14.350000381469727,13.405000066757202,-1.7751372770296017
2024-02-01,57.084495544433594,29.92278480529785,13.880000114440918,13.397000074386597,-1.52132126003495
2024-02-02,56.672603607177734,29.614013671875,13.850000381469727,13.383000087738036,-1.6029303737667124
2024-02-05,56.20454788208008,29.043254852294922,13.670000076293945,13.399000072479248,-1.704840062083521
2024-02-06,56.110931396484375,29.10875129699707,13.0600004196167,13.39800009727478,-1.717728695102878
2024-02-07,56.157737731933594,29.249099731445312,12.829999923706055,13.40150008201599,-1.7040638052908867
2024-02-08,56.00796127319336,29.464303970336914,12.789999961853027,13.406500101089478,-1.72007810810288
2024-02-09,55.755210876464844,29.146175384521484,12.930000305175781,13.431000137329102,-1.7755231638548779
2024-02-12,55.886268615722656,29.30524253845215,13.930000305175781,13.492500162124633,-1.7470191862206579
2024-02-13,55.558624267578125,28.930971145629883,15.850000381469727,13.593000173568726,-1.8173031234043624
2024-02-14,55.5024528503418,29.099393844604492,14.380000114440918,13.57250018119812,-1.8196499927209082
2024-02-15,55.60543441772461,29.090038299560547,14.010000228881836,13.566500186920166,-1.8028567278956888
2024-02-16,55.596065521240234,28.97775650024414,14.239999771118164,13.613500165939332,-1.809103967213273
2024-02-20,56.822383880615234,29.22102928161621,15.420000076293945,13.725000190734864,-1.594331702423637
2024-02-21,57.327884674072266,29.567230224609375,15.34000015258789,13.864500188827515,-1.4955415621897035
2024-02-22,57.24363708496094,28.416351318359375,14.539999961853027,13.934500169754028,-1.557609151776037
2024-02-23,57.290443420410156,28.24793243408203,13.75,13.949500179290771,-1.5568247841416272
2024-02-26,56.83173751831055,27.60232162475586,13.739999771118164,13.973500156402588,-1.6602968796269721
2024-02-27,56.48537826538086,27.60232162475586,13.430000305175781,13.96500015258789,-1.7180905054667326
2024-02-28,56.54155349731445,28.098224639892578,13.84000015258789,13.99150013923645,-1.6880300210364796
2024-02-29,56.18582534790039,27.985942840576172,13.399999618530273,13.944000101089477,-1.7520708861938243
2024-03-01,55.72712326049805,27.39647102355957,13.109999656677246,13.905500078201294,-1.8532004537343076
2024-03-04,55.98923873901367,27.228050231933594,13.489999771118164,13.887500047683716,-1.8164896069015286
2024-03-05,55.7177619934082,27.21869468688965,14.460000038146973,13.927000045776367,-1.8621785868853613
2024-03-06,55.74584197998047,27.321617126464844,14.5,13.999000024795532,-1.8531996431321305
2024-03-07,55.64287185668945,27.097055435180664,14.4399995803833,14.079500007629395,-1.8797490782391149
2024-03-08,55.7177619934082,27.265474319458008,14.739999771118164,14.17699999809265,-1.8602271300496993
2024-03-11,56.39176559448242,27.415184020996094,15.220000267028809,14.291499996185303,-1.7415173714193928
2024-03-12,56.635154724121094,27.40582847595215,13.84000015258789,14.286999988555909,-1.701295651747219
2024-03-13,57.21555709838867,27.04091453552246,13.75,14.181999969482423,-1.619672240856966
2024-03-14,57.08816909790039,27.134483337402344,14.399999618530273,14.18299994468689,-1.637024935577305
2024-03-15,56.50312805175781,27.022201538085938,14.40999984741211,14.202999925613403,-1.739329030723917
2024-03-18,56.739036560058594,27.61167335510254,14.329999923706055,14.207499933242797,-1.6753748775579147
2024-03-19,56.83338928222656,27.424537658691406,13.819999694824219,14.127499914169311,-1.6674376928477581
2024-03-20,57.32406997680664,27.798809051513672,13.039999961853027,14.012499904632568,-1.5699494539903507
2024-03-21,57.05985641479492,27.677173614501953,12.920000076293945,13.931499910354614,-1.61911035903768
2024-03-22,57.078731536865234,27.883020401000977,13.0600004196167,13.896999931335449,-1.607373755228794
2024-03-25,56.99380874633789,28.519277572631836,13.1899995803833,13.869499921798706,-1.595001929034446
2024-03-26,57.125911712646484,28.753192901611328,13.239999771118164,13.859999895095825,-1.5632011816858964
2024-03-27,57.58827590942383,28.823863983154297,12.779999732971191,13.80699987411499,-1.4831028190864886
2024-03-28,57.72981643676758,28.899242401123047,13.010000228881836,13.787499904632568,-1.4563408349383173
2024-04-01,57.25801467895508,29.42691421508789,13.649999618530273,13.81449990272522,-1.513053509667571
2024-04-02,56.757904052734375,29.134811401367188,14.609999656677246,13.870499897003175,-1.6086874898332735
2024-04-03,56.45594787597656,29.219614028930664,14.329999923706055,13.863999891281129,-1.6555343806722496
2024-04-04,55.95583724975586,28.908666610717773,16.350000381469727,13.956499910354614,-1.7519544814257508
2024-04-05,56.15399169921875,28.99346923828125,16.030000686645508,14.035999965667724,-1.715352738611059
2024-04-08,55.92753601074219,29.021738052368164,15.1899995803833,14.058499956130982,-1.751959953385545
2024-04-09,56.35215377807617,29.219614028930664,14.979999542236328,14.046499919891357,-1.6728535000770035
2024-04-10,55.59726333618164,28.880399703979492,15.800000190734863,14.144499921798706,-1.8129654306858543
2024-04-11,55.719932556152344,29.040584564208984,14.90999984741211,14.202499914169312,-1.785814538127263
2024-04-12,54.99336624145508,28.475223541259766,17.309999465942383,14.347999906539917,-1.930634219440248
2024-04-15,54.86125183105469,28.6731014251709,19.229999542236328,14.588999891281128,-1.9444242120677087
2024-04-16,54.7857666015625,28.682523727416992,18.399999618530273,14.792499876022339,-1.956626643514824
2024-04-17,55.21038818359375,29.097118377685547,18.209999084472656,15.01199984550476,-1.8684789282243055
2024-04-18,55.587833404541016,29.332685470581055,18.0,15.259999847412109,-1.7956713817288648
2024-04-19,56.776771545410156,29.681324005126953,18.709999084472656,15.549499797821046,-1.5827409607049836
2024-04-22,57.135345458984375,29.926311492919922,16.940000534057617,15.743499803543092,-1.5126893064177598
2024-04-23,57.22026443481445,29.926311492919922,15.6899995803833,15.868499803543092,-1.4985196964699767
2024-04-24,58.07894515991211,30.472827911376953,15.970000267028809,16.004999828338622,-1.3324414791111456
2024-04-25,58.258235931396484,31.8862247467041,15.369999885559082,16.13449983596802,-1.2435637660101253
2024-04-26,58.258235931396484,31.773151397705078,15.029999732971191,16.235499811172485,-1.2482807282374986
2024-04-29,58.541316986083984,31.754302978515625,14.670000076293945,16.28649983406067,-1.2018320043650605
2024-04-30,58.28654479980469,31.754302978515625,15.649999618530273,16.33849983215332,-1.2443433802952786
2024-05-01,58.43751907348633,31.415088653564453,15.390000343322754,16.391499853134157,-1.233302408273063
2024-05-02,58.494140625,31.62238883972168,14.680000305175781,16.307999849319458,-1.2152067921237826
2024-05-03,58.66398620605469,31.876800537109375,13.489999771118164,16.18099980354309,-1.1762532734152051
2024-05-06,58.83383560180664,31.62238883972168,13.489999771118164,16.095999813079835,-1.1585251697240642
2024-05-07,59.08860778808594,31.85796356201172,13.229999542236328,16.008499813079833,-1.106186570344622
2024-05-08,59.305641174316406,31.754302978515625,13.0,15.868499803543092,-1.0742966035309718
2024-05-09,59.333946228027344,32.02756118774414,12.6899995803833,15.75749979019165,-1.0581743864647115
2024-05-10,59.6925163269043,32.06525421142578,12.550000190734863,15.519499826431275,-0.9967708542987043
2024-05-13,59.994476318359375,32.15005111694336,13.600000381469727,15.237999868392944,-0.94284832121469
2024-05-14,59.54153823852539,32.197174072265625,13.420000076293945,14.988999891281129,-1.0164599484421386
2024-05-15,59.56985092163086,31.85796356201172,12.449999809265137,14.700999927520751,-1.0258861731044906
2024-05-16,59.7491340637207,32.16889953613281,12.420000076293945,14.42199993133545,-0.9829999357383378
2024-05-17,59.47549057006836,31.801416397094727,11.989999771118164,14.085999965667725,-1.0439900930338968
2024-05-20,59.04143142700195,31.735462188720703,12.149999618530273,13.846499919891357,-1.119168695643751
2024-05-21,59.36225509643555,31.999290466308594,11.859999656677246,13.654999923706054,-1.0546300988163935
2024-05-22,59.44717788696289,32.2913932800293,12.289999961853027,13.470999908447265,-1.0282745058348564
2024-05-23,58.588497161865234,32.01813507080078,12.770000457763672,13.340999937057495,-1.1829534972694518
2024-05-24,58.503578186035156,32.21601104736328,11.930000305175781,13.185999965667724,-1.1888685227779119
2024-05-28,58.33372116088867,31.76372718811035,12.920000076293945,13.098499965667724,-1.2360783763572434
