Date,KDP,V,VIX,AvgVIX,zscore
2024-01-30,29.754362106323242,272.54583740234375,13.3100004196167,13.347500038146972,-0.5086093560075494
2024-01-31,29.41752052307129,268.7204895019531,14.350000381469727,13.405000066757202,-0.6576343391794444
2024-02-01,29.92278480529785,272.44744873046875,13.880000114440918,13.397000074386597,-0.4468724227302003
2024-02-02,29.614013671875,272.5752868652344,13.850000381469727,13.383000087738036,-0.5603891810981723
2024-02-05,29.043254852294922,271.001953125,13.670000076293945,13.399000072479248,-0.781719842432094
2024-02-06,29.10875129699707,272.162353515625,13.0600004196167,13.39800009727478,-0.7500964117542672
2024-02-07,29.249099731445312,274.7486572265625,12.829999923706055,13.40150008201599,-0.6816987279436824
2024-02-08,29.464303970336914,271.70428466796875,12.789999961853027,13.406500101089478,-0.6213557714900206
2024-02-09,29.146175384521484,272.3446960449219,12.930000305175781,13.431000137329102,-0.7350809469325047
2024-02-12,29.30524253845215,271.0047912597656,13.930000305175781,13.492500162124633,-0.6846954399576028
2024-02-13,28.930971145629883,271.7338562011719,15.850000381469727,13.593000173568726,-0.8186454381629746
2024-02-14,29.099393844604492,273.4580078125,14.380000114440918,13.57250018119812,-0.7453299212330332
2024-02-15,29.090038299560547,276.8274230957031,14.010000228881836,13.566500186920166,-0.7273881377323227
2024-02-16,28.97775650024414,274.4432067871094,14.239999771118164,13.613500165939332,-0.7841097084318119
2024-02-20,29.22102928161621,271.0835876464844,15.420000076293945,13.725000190734864,-0.7153765512428752
2024-02-21,29.567230224609375,272.66986083984375,15.34000015258789,13.864500188827515,-0.5771108945787788
2024-02-22,28.416351318359375,279.5565185546875,14.539999961853027,13.934500169754028,-0.9594967867727567
2024-02-23,28.24793243408203,279.4087219238281,13.75,13.949500179290771,-1.022796320812989
2024-02-26,27.60232162475586,279.9505920410156,13.739999771118164,13.973500156402588,-1.2584046100703008
2024-02-27,27.60232162475586,278.985107421875,13.430000305175781,13.96500015258789,-1.264538326033145
2024-02-28,28.098224639892578,281.40875244140625,13.84000015258789,13.99150013923645,-1.0655225573937621
2024-02-29,27.985942840576172,278.46295166015625,13.399999618530273,13.944000101089477,-1.1258118696979644
2024-03-01,27.39647102355957,278.97515869140625,13.109999656677246,13.905500078201294,-1.3408219826310692
2024-03-04,27.228050231933594,276.38409423828125,13.489999771118164,13.887500047683716,-1.4196442835856693
2024-03-05,27.21869468688965,275.2510986328125,14.460000038146973,13.927000045776367,-1.430306279981236
2024-03-06,27.321617126464844,276.2856140136719,14.5,13.999000024795532,-1.3856248453046172
2024-03-07,27.097055435180664,274.14764404296875,14.4399995803833,14.079500007629395,-1.4823559725876587
2024-03-08,27.265474319458008,275.9013366699219,14.739999771118164,14.17699999809265,-1.4088541942955404
2024-03-11,27.415184020996094,276.41363525390625,15.220000267028809,14.291499996185303,-1.3501664450525759
